time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y
2024/07/31/12:28:24.252007,"(2000, 2001, 2002, 2003)","(2.956132173538208, 135.31982421875, -110.5147476196289, 311.43756103515625)","(0.6195420026779175, 0.3936055302619934, 0.6778061985969543, 0.33535176515579224)","(101.8781509399414, -992.776123046875, 152.3206329345703, -1000.8948974609375)","(206.59112548828125, -999.4924926757812, 216.3776397705078, -1003.606201171875)"
2024/07/31/12:28:24.352057,"(2000, 2001, 2002, 2003)","(2.927959680557251, 135.842041015625, -110.5147476196289, 311.86090087890625)","(0.6195366382598877, 0.393604576587677, 0.6778061985969543, 0.3352138102054596)","(101.93999481201172, -992.7935791015625, 152.296875, -1000.8819580078125)","(206.59483337402344, -999.4572143554688, 216.3141632080078, -1003.6370849609375)"
2024/07/31/12:28:24.452278,"(2000, 2001, 2002, 2003)","(2.9006378650665283, 136.3590087890625, -110.5147476196289, 312.27996826171875)","(0.6195315718650818, 0.39360368251800537, 0.6778061985969543, 0.3350788354873657)","(102.001220703125, -992.8111572265625, 152.2733612060547, -1000.868896484375)","(206.5984649658203, -999.4224243164062, 216.25131225585938, -1003.6676025390625)"
2024/07/31/12:28:24.552365,"(2000, 2001, 2002, 2003)","(2.8733131885528564, 136.88641357421875, -110.5147476196289, 312.70751953125)","(0.6195265650749207, 0.39360278844833374, 0.6778061985969543, 0.3349427580833435)","(102.06368255615234, -992.8294067382812, 152.24935913085938, -1000.8553466796875)","(206.60215759277344, -999.3870849609375, 216.18719482421875, -1003.6986083984375)"
2024/07/31/12:28:24.652062,"(2000, 2001, 2002, 2003)","(2.8467562198638916, 137.4085693359375, -110.5147476196289, 313.1307373046875)","(0.6195217370986938, 0.3936018943786621, 0.6778061985969543, 0.33480963110923767)","(102.12552642822266, -992.8477783203125, 152.22561645507812, -1000.8416748046875)","(206.60577392578125, -999.352294921875, 216.12371826171875, -1003.7291870117188)"
2024/07/31/12:28:24.751935,"(2000, 2001, 2002, 2003)","(2.8206582069396973, 137.9307861328125, -110.5147476196289, 313.553955078125)","(0.6195170879364014, 0.39360103011131287, 0.6778061985969543, 0.33467811346054077)","(102.1873779296875, -992.866455078125, 152.2018585205078, -1000.8278198242188)","(206.60935974121094, -999.3176879882812, 216.0602264404297, -1003.7596435546875)"
2024/07/31/12:28:24.852124,"(2000, 2001, 2002, 2003)","(2.7952356338500977, 138.44775390625, -110.5147476196289, 313.97296142578125)","(0.619512677192688, 0.3936001658439636, 0.6778061985969543, 0.3345494568347931)","(102.24861145019531, -992.88525390625, 152.1783447265625, -1000.8139038085938)","(206.61288452148438, -999.2835693359375, 215.9973907470703, -1003.7896728515625)"
2024/07/31/12:28:24.952412,"(2000, 2001, 2002, 2003)","(2.769697904586792, 138.97515869140625, -110.5147476196289, 314.40032958984375)","(0.6195082664489746, 0.39359933137893677, 0.6778061985969543, 0.33441972732543945)","(102.31107330322266, -992.90478515625, 152.1543426513672, -1000.7994995117188)","(206.616455078125, -999.2489013671875, 215.9332733154297, -1003.8202514648438)"
2024/07/31/12:28:25.052249,"(2000, 2001, 2002, 2003)","(2.74477219581604, 139.497314453125, -110.5147476196289, 314.823486328125)","(0.6195040941238403, 0.3935984969139099, 0.6778061985969543, 0.33429285883903503)","(102.3729248046875, -992.9244384765625, 152.13059997558594, -1000.7850341796875)","(206.6199493408203, -999.21484375, 215.86978149414062, -1003.850341796875)"
2024/07/31/12:28:25.152092,"(2000, 2001, 2002, 2003)","(2.7201762199401855, 140.01953125, -110.5147476196289, 315.24664306640625)","(0.6194999814033508, 0.39359769225120544, 0.6778061985969543, 0.33416748046875)","(102.43478393554688, -992.9443969726562, 152.10684204101562, -1000.7703247070312)","(206.62342834472656, -999.180908203125, 215.80630493164062, -1003.88037109375)"
2024/07/31/12:28:25.252328,"(2000, 2001, 2002, 2003)","(2.6958835124969482, 140.54168701171875, -110.5147476196289, 315.66973876953125)","(0.6194960474967957, 0.393596887588501, 0.6778061985969543, 0.33404362201690674)","(102.49663543701172, -992.9646606445312, 152.0830841064453, -1000.75537109375)","(206.6268768310547, -999.1471557617188, 215.74282836914062, -1003.9102783203125)"
2024/07/31/12:28:25.352498,"(2000, 2001, 2002, 2003)","(2.672107458114624, 141.05865478515625, -110.5147476196289, 316.08856201171875)","(0.6194921731948853, 0.3935960829257965, 0.6778061985969543, 0.33392247557640076)","(102.55786895751953, -992.9849853515625, 152.0595703125, -1000.7404174804688)","(206.63026428222656, -999.1138916015625, 215.6799774169922, -1003.9397583007812)"
2024/07/31/12:28:25.452254,"(2000, 2001, 2002, 2003)","(2.648113965988159, 141.5860595703125, -110.5147476196289, 316.51580810546875)","(0.6194884181022644, 0.39359530806541443, 0.6778061985969543, 0.333800345659256)","(102.62034606933594, -993.006103515625, 152.03558349609375, -1000.7249145507812)","(206.63369750976562, -999.0802001953125, 215.61585998535156, -1003.9696655273438)"
2024/07/31/12:28:25.552194,"(2000, 2001, 2002, 2003)","(2.624594211578369, 142.1082763671875, -110.51475524902344, 316.9388427734375)","(0.6194847226142883, 0.39359453320503235, 0.6778061985969543, 0.3336808979511261)","(102.68219757080078, -993.0272216796875, 152.01182556152344, -1000.7093505859375)","(206.63706970214844, -999.0469970703125, 215.55238342285156, -1003.9992065429688)"
2024/07/31/12:28:25.652010,"(2000, 2001, 2002, 2003)","(2.6015233993530273, 142.625244140625, -110.51475524902344, 317.35760498046875)","(0.6194812059402466, 0.39359378814697266, 0.6778061985969543, 0.33356407284736633)","(102.74343872070312, -993.0485229492188, 151.98831176757812, -1000.6937866210938)","(206.640380859375, -999.0143432617188, 215.48953247070312, -1004.0283203125)"
2024/07/31/12:28:25.752148,"(2000, 2001, 2002, 2003)","(2.5781922340393066, 143.15264892578125, -110.51475524902344, 317.78485107421875)","(0.6194776892662048, 0.39359304308891296, 0.6778061985969543, 0.33344629406929016)","(102.80591583251953, -993.0704956054688, 151.96432495117188, -1000.6776123046875)","(206.64373779296875, -998.9812622070312, 215.4254150390625, -1004.057861328125)"
2024/07/31/12:28:25.852143,"(2000, 2001, 2002, 2003)","(2.55550479888916, 143.6695556640625, -110.51475524902344, 318.20782470703125)","(0.6194742918014526, 0.39359232783317566, 0.6778061985969543, 0.3333311080932617)","(102.86715698242188, -993.0923461914062, 151.94056701660156, -1000.6614379882812)","(206.64700317382812, -998.948974609375, 215.36192321777344, -1004.0870361328125)"
2024/07/31/12:28:25.952153,"(2000, 2001, 2002, 2003)","(2.532308578491211, 144.20220947265625, -110.51475524902344, 318.63494873046875)","(0.6194708943367004, 0.39359161257743835, 0.6778061985969543, 0.33321619033813477)","(102.93025970458984, -993.1151733398438, 151.9165802001953, -1000.6448974609375)","(206.6503448486328, -998.9159545898438, 215.29782104492188, -1004.1163330078125)"
2024/07/31/12:28:26.052243,"(2000, 2001, 2002, 2003)","(2.5099501609802246, 144.71917724609375, -110.51475524902344, 319.05364990234375)","(0.6194676756858826, 0.39359089732170105, 0.6778061985969543, 0.3331049084663391)","(102.99150085449219, -993.1375732421875, 151.89306640625, -1000.6284790039062)","(206.65354919433594, -998.8840942382812, 215.23497009277344, -1004.1448974609375)"
2024/07/31/12:28:26.152494,"(2000, 2001, 2002, 2003)","(2.4875125885009766, 145.24139404296875, -110.51475524902344, 319.4765625)","(0.6194644570350647, 0.39359021186828613, 0.6778061985969543, 0.33299383521080017)","(103.05335998535156, -993.1605224609375, 151.8693084716797, -1000.6116943359375)","(206.65676879882812, -998.8521118164062, 215.17147827148438, -1004.1737060546875)"
2024/07/31/12:28:26.252589,"(2000, 2001, 2002, 2003)","(2.4652109146118164, 145.7635498046875, -110.51475524902344, 319.8994140625)","(0.6194612979888916, 0.3935895264148712, 0.6778061985969543, 0.33288413286209106)","(103.11522674560547, -993.1837768554688, 151.84555053710938, -1000.5947265625)","(206.65997314453125, -998.8203735351562, 215.10800170898438, -1004.2022705078125)"
2024/07/31/12:28:26.352171,"(2000, 2001, 2002, 2003)","(2.443256378173828, 146.280517578125, -110.51475524902344, 320.31805419921875)","(0.6194582581520081, 0.3935888707637787, 0.6778061985969543, 0.33277684450149536)","(103.17646789550781, -993.2070922851562, 151.82203674316406, -1000.5776977539062)","(206.66310119628906, -998.7891235351562, 215.04515075683594, -1004.2305297851562)"
2024/07/31/12:28:26.452075,"(2000, 2001, 2002, 2003)","(2.42097806930542, 146.80792236328125, -110.51475524902344, 320.7451171875)","(0.6194552183151245, 0.39358818531036377, 0.6778061985969543, 0.3326686918735504)","(103.23895263671875, -993.2311401367188, 151.7980499267578, -1000.5601196289062)","(206.66629028320312, -998.7574462890625, 214.9810333251953, -1004.2591552734375)"
2024/07/31/12:28:26.552073,"(2000, 2001, 2002, 2003)","(2.3992483615875244, 147.32489013671875, -110.51475524902344, 321.16375732421875)","(0.6194522380828857, 0.39358755946159363, 0.6778061985969543, 0.33256399631500244)","(103.30020141601562, -993.2550048828125, 151.7745361328125, -1000.5426635742188)","(206.66937255859375, -998.7266845703125, 214.91819763183594, -1004.2870483398438)"
2024/07/31/12:28:26.652258,"(2000, 2001, 2002, 2003)","(2.3771841526031494, 147.852294921875, -110.51475524902344, 321.59075927734375)","(0.6194493174552917, 0.3935869038105011, 0.6778061985969543, 0.3324584662914276)","(103.36268615722656, -993.2796020507812, 151.7505340576172, -1000.5247192382812)","(206.67250061035156, -998.6954345703125, 214.8540802001953, -1004.3154296875)"
2024/07/31/12:28:26.752011,"(2000, 2001, 2002, 2003)","(2.355433702468872, 148.37445068359375, -110.51475524902344, 322.0135498046875)","(0.6194464564323425, 0.39358627796173096, 0.6778061985969543, 0.332355260848999)","(103.424560546875, -993.3042602539062, 151.72679138183594, -1000.5067138671875)","(206.6755828857422, -998.664794921875, 214.79058837890625, -1004.3433837890625)"
2024/07/31/12:28:26.852283,"(2000, 2001, 2002, 2003)","(2.333773136138916, 148.89666748046875, -110.51475524902344, 322.43634033203125)","(0.6194435954093933, 0.3935856521129608, 0.6778061985969543, 0.3322533071041107)","(103.4864273071289, -993.3292236328125, 151.70303344726562, -1000.488525390625)","(206.67861938476562, -998.6343383789062, 214.72711181640625, -1004.3711547851562)"
2024/07/31/12:28:26.951810,"(2000, 2001, 2002, 2003)","(2.3121955394744873, 149.4188232421875, -110.51475524902344, 322.85906982421875)","(0.6194408535957336, 0.3935850262641907, 0.6778061985969543, 0.3321526050567627)","(103.54829406738281, -993.3544311523438, 151.6792755126953, -1000.4700927734375)","(206.68165588378906, -998.6041259765625, 214.6636199951172, -1004.3988037109375)"
2024/07/31/12:28:27.051984,"(2000, 2001, 2002, 2003)","(2.290696620941162, 149.9410400390625, -110.51475524902344, 323.28179931640625)","(0.619438111782074, 0.3935844302177429, 0.6778061985969543, 0.33205315470695496)","(103.61016845703125, -993.3799438476562, 151.655517578125, -1000.4515380859375)","(206.6846466064453, -998.5741577148438, 214.6001434326172, -1004.4263305664062)"
2024/07/31/12:28:27.152590,"(2000, 2001, 2002, 2003)","(2.2692718505859375, 150.46319580078125, -110.51475524902344, 323.70452880859375)","(0.6194354295730591, 0.39358383417129517, 0.6778061985969543, 0.3319548964500427)","(103.67204284667969, -993.4057006835938, 151.63177490234375, -1000.4327392578125)","(206.68763732910156, -998.5443725585938, 214.5366668701172, -1004.4537353515625)"
2024/07/31/12:28:27.252254,"(2000, 2001, 2002, 2003)","(2.2479164600372314, 150.98541259765625, -110.51475524902344, 324.127197265625)","(0.6194327473640442, 0.3935832679271698, 0.6778061985969543, 0.331857830286026)","(103.7339096069336, -993.4317626953125, 151.60801696777344, -1000.4137573242188)","(206.69058227539062, -998.514892578125, 214.47317504882812, -1004.48095703125)"
2024/07/31/12:28:27.352065,"(2000, 2001, 2002, 2003)","(2.226839065551758, 151.507568359375, -110.51475524902344, 324.54986572265625)","(0.6194301843643188, 0.39358270168304443, 0.6778061985969543, 0.3317619860172272)","(103.795166015625, -993.4580688476562, 151.58425903320312, -1000.3945922851562)","(206.6934814453125, -998.485595703125, 214.40969848632812, -1004.5079956054688)"
2024/07/31/12:28:27.452199,"(2000, 2001, 2002, 2003)","(2.205399513244629, 152.02978515625, -110.51476287841797, 324.97259521484375)","(0.6194275617599487, 0.39358213543891907, 0.6778061985969543, 0.33166730403900146)","(103.85765838623047, -993.484619140625, 151.56051635742188, -1000.375244140625)","(206.69642639160156, -998.45654296875, 214.34622192382812, -1004.5349731445312)"
2024/07/31/12:28:27.551962,"(2000, 2001, 2002, 2003)","(2.1842312812805176, 152.55194091796875, -110.51476287841797, 325.39520263671875)","(0.6194249987602234, 0.3935815691947937, 0.6778061985969543, 0.3315737843513489)","(103.91954040527344, -993.511474609375, 151.53675842285156, -1000.3556518554688)","(206.69931030273438, -998.4277954101562, 214.28273010253906, -1004.5617065429688)"
2024/07/31/12:28:27.652181,"(2000, 2001, 2002, 2003)","(2.163329601287842, 153.06890869140625, -110.51476287841797, 325.81787109375)","(0.6194225549697876, 0.3935810327529907, 0.6778061985969543, 0.331481397151947)","(103.98079681396484, -993.5382690429688, 151.51300048828125, -1000.3359375)","(206.70213317871094, -998.3995361328125, 214.21925354003906, -1004.58837890625)"
2024/07/31/12:28:27.752240,"(2000, 2001, 2002, 2003)","(2.1420602798461914, 153.5963134765625, -110.51476287841797, 326.24468994140625)","(0.619420051574707, 0.39358049631118774, 0.6778061985969543, 0.33138924837112427)","(104.04328918457031, -993.56591796875, 151.489013671875, -1000.3157958984375)","(206.7050018310547, -998.3709106445312, 214.15513610839844, -1004.6151123046875)"
2024/07/31/12:28:27.852316,"(2000, 2001, 2002, 2003)","(2.1210527420043945, 154.1185302734375, -110.51476287841797, 326.6630859375)","(0.6194176077842712, 0.39357995986938477, 0.6778061985969543, 0.3313000500202179)","(104.10517120361328, -993.593505859375, 151.4654998779297, -1000.2958984375)","(206.7078094482422, -998.3428955078125, 214.09228515625, -1004.6411743164062)"
2024/07/31/12:28:27.952221,"(2000, 2001, 2002, 2003)","(2.0998849868774414, 154.64593505859375, -110.51476287841797, 327.08990478515625)","(0.6194151639938354, 0.3935794532299042, 0.6778061985969543, 0.3312101364135742)","(104.16766357421875, -993.6216430664062, 151.44149780273438, -1000.275390625)","(206.71063232421875, -998.3148193359375, 214.02816772460938, -1004.6676025390625)"
2024/07/31/12:28:28.052286,"(2000, 2001, 2002, 2003)","(2.0791826248168945, 155.16290283203125, -110.51476287841797, 327.50823974609375)","(0.6194128394126892, 0.3935789465904236, 0.6778061985969543, 0.33112311363220215)","(104.22892761230469, -993.6495361328125, 151.41798400878906, -1000.2550659179688)","(206.71337890625, -998.2875366210938, 213.96531677246094, -1004.6932983398438)"
2024/07/31/12:28:28.151980,"(2000, 2001, 2002, 2003)","(2.0585241317749023, 155.67987060546875, -110.51476287841797, 327.9266357421875)","(0.619410514831543, 0.393578439950943, 0.6778061985969543, 0.33103716373443604)","(104.2901840209961, -993.6776123046875, 151.39447021484375, -1000.234619140625)","(206.71609497070312, -998.2605590820312, 213.90248107910156, -1004.7189331054688)"
2024/07/31/12:28:28.251987,"(2000, 2001, 2002, 2003)","(2.037492513656616, 156.207275390625, -110.5147705078125, 328.3533935546875)","(0.6194081902503967, 0.3935779333114624, 0.6778061985969543, 0.3309505581855774)","(104.3526840209961, -993.7064819335938, 151.3704833984375, -1000.2135620117188)","(206.71884155273438, -998.2332153320312, 213.83836364746094, -1004.744873046875)"
2024/07/31/12:28:28.352173,"(2000, 2001, 2002, 2003)","(2.016711711883545, 156.72943115234375, -110.5147705078125, 328.77593994140625)","(0.6194058656692505, 0.3935774564743042, 0.6778061985969543, 0.33086585998535156)","(104.41456604003906, -993.7353515625, 151.3467254638672, -1000.1925048828125)","(206.72152709960938, -998.2064819335938, 213.77487182617188, -1004.7703857421875)"
2024/07/31/12:28:28.452217,"(2000, 2001, 2002, 2003)","(1.998849868774414, 157.25164794921875, -110.5147705078125, 329.198486328125)","(0.6197784543037415, 0.393576979637146, 0.6778061985969543, 0.3307822048664093)","(104.47648620605469, -993.7644653320312, 151.32296752929688, -1000.1713256835938)","(206.7241973876953, -998.1799926757812, 213.71139526367188, -1004.7957763671875)"
2024/07/31/12:28:28.552639,"(2000, 2001, 2002, 2003)","(1.983821153640747, 157.7738037109375, -110.5147705078125, 329.6209716796875)","(0.6201490759849548, 0.3935765027999878, 0.6778061985969543, 0.3306995928287506)","(104.5384521484375, -993.7938232421875, 151.29922485351562, -1000.14990234375)","(206.72682189941406, -998.1537475585938, 213.64791870117188, -1004.8209838867188)"
2024/07/31/12:28:28.652342,"(2000, 2001, 2002, 2003)","(1.9716408252716064, 158.2960205078125, -110.5147705078125, 330.04345703125)","(0.6205140352249146, 0.3935760259628296, 0.6778061985969543, 0.3306179940700531)","(104.59982299804688, -993.8233642578125, 151.2754669189453, -1000.1282958984375)","(206.72940063476562, -998.1278076171875, 213.5844268798828, -1004.8460693359375)"
2024/07/31/12:28:28.751923,"(2000, 2001, 2002, 2003)","(1.9619472026824951, 158.81817626953125, -110.5147705078125, 330.4659423828125)","(0.620884358882904, 0.3935755789279938, 0.6778061985969543, 0.3305374085903168)","(104.66248321533203, -993.8532104492188, 151.251708984375, -1000.1065673828125)","(206.73199462890625, -998.1021118164062, 213.5209503173828, -1004.8709106445312)"
2024/07/31/12:28:28.851839,"(2000, 2001, 2002, 2003)","(1.9549572467803955, 159.34033203125, -110.5147705078125, 330.888427734375)","(0.6212489008903503, 0.39357513189315796, 0.6778061985969543, 0.3304578363895416)","(104.72455596923828, -993.8832397460938, 151.22796630859375, -1000.0846557617188)","(206.7345428466797, -998.07666015625, 213.4574737548828, -1004.8956298828125)"
2024/07/31/12:28:28.952272,"(2000, 2001, 2002, 2003)","(1.9505109786987305, 159.862548828125, -110.5147705078125, 331.3109130859375)","(0.6216114163398743, 0.39357468485832214, 0.6778061985969543, 0.3303792476654053)","(104.78666687011719, -993.9135131835938, 151.20420837402344, -1000.0625)","(206.737060546875, -998.051513671875, 213.39398193359375, -1004.9202270507812)"
2024/07/31/12:28:29.052041,"(2000, 2001, 2002, 2003)","(1.948546290397644, 160.38470458984375, -110.51476287841797, 331.7333984375)","(0.621971845626831, 0.39357423782348633, 0.6778061985969543, 0.3303016424179077)","(104.84880828857422, -993.9440307617188, 151.18045043945312, -1000.0402221679688)","(206.73956298828125, -998.0266723632812, 213.33050537109375, -1004.944580078125)"
2024/07/31/12:28:29.152066,"(2000, 2001, 2002, 2003)","(1.949007511138916, 160.90692138671875, -110.51476287841797, 332.15582275390625)","(0.6223301291465759, 0.3935738205909729, 0.6778061985969543, 0.3302249610424042)","(104.91099548339844, -993.9747314453125, 151.1566925048828, -1000.017822265625)","(206.74203491210938, -998.0020751953125, 213.2670135498047, -1004.9688110351562)"
2024/07/31/12:28:29.252136,"(2000, 2001, 2002, 2003)","(1.9517700672149658, 161.4290771484375, -110.51476287841797, 332.5782470703125)","(0.6226869821548462, 0.3935734033584595, 0.6778061985969543, 0.33014926314353943)","(104.97321319580078, -994.0057373046875, 151.13294982910156, -999.9951782226562)","(206.7445068359375, -997.977783203125, 213.2035369873047, -1004.9928588867188)"
2024/07/31/12:28:29.352049,"(2000, 2001, 2002, 2003)","(1.9526166915893555, 161.946044921875, -110.51476287841797, 333.00067138671875)","(0.6226654648780823, 0.39357298612594604, 0.6778061985969543, 0.3300745189189911)","(105.0348129272461, -994.0365600585938, 151.10919189453125, -999.9723510742188)","(206.7469482421875, -997.9539794921875, 213.1400604248047, -1005.0167236328125)"
2024/07/31/12:28:29.452236,"(2000, 2001, 2002, 2003)","(1.9515626430511475, 162.47344970703125, -110.51476287841797, 333.423095703125)","(0.6226436495780945, 0.3935725688934326, 0.6778061985969543, 0.33000069856643677)","(105.0970230102539, -994.0682983398438, 151.08543395996094, -999.9494018554688)","(206.74940490722656, -997.9299926757812, 213.07656860351562, -1005.0404052734375)"
2024/07/31/12:28:29.552287,"(2000, 2001, 2002, 2003)","(1.9485665559768677, 162.99566650390625, -110.51476287841797, 333.84552001953125)","(0.622621476650238, 0.3935721814632416, 0.6778061985969543, 0.3299277722835541)","(105.15985870361328, -994.0999145507812, 151.0616912841797, -999.92626953125)","(206.7519073486328, -997.9065551757812, 213.01309204101562, -1005.06396484375)"
2024/07/31/12:28:29.652400,"(2000, 2001, 2002, 2003)","(1.943782091140747, 163.5230712890625, -110.51476287841797, 334.2720947265625)","(0.6225996017456055, 0.39357179403305054, 0.6778061985969543, 0.3298550546169281)","(105.2220687866211, -994.1320190429688, 151.03768920898438, -999.9027709960938)","(206.75436401367188, -997.8831787109375, 212.948974609375, -1005.0875244140625)"
2024/07/31/12:28:29.752220,"(2000, 2001, 2002, 2003)","(1.9372164011001587, 164.0347900390625, -110.51476287841797, 334.68603515625)","(0.6225776672363281, 0.3935714066028595, 0.6778061985969543, 0.32978537678718567)","(105.28366088867188, -994.1633911132812, 151.01441955566406, -999.8797607421875)","(206.75680541992188, -997.8607788085938, 212.8867645263672, -1005.1102294921875)"
2024/07/31/12:28:29.852495,"(2000, 2001, 2002, 2003)","(1.9286259412765503, 164.56219482421875, -110.51476287841797, 335.1126708984375)","(0.622555136680603, 0.39357101917266846, 0.6778061985969543, 0.32971447706222534)","(105.34648895263672, -994.1959838867188, 150.99041748046875, -999.8558959960938)","(206.75929260253906, -997.8379516601562, 212.82264709472656, -1005.1334838867188)"
2024/07/31/12:28:29.952046,"(2000, 2001, 2002, 2003)","(1.918332576751709, 165.08441162109375, -110.51476287841797, 335.5350341796875)","(0.622532844543457, 0.3935706317424774, 0.6778061985969543, 0.3296451270580292)","(105.40869140625, -994.2283935546875, 150.9666748046875, -999.8320922851562)","(206.76174926757812, -997.815673828125, 212.75917053222656, -1005.1563110351562)"
2024/07/31/12:28:30.051964,"(2000, 2001, 2002, 2003)","(1.9062050580978394, 165.61181640625, -110.51476287841797, 335.96160888671875)","(0.6225101947784424, 0.39357027411460876, 0.6778061985969543, 0.32957595586776733)","(105.47089385986328, -994.2614135742188, 150.9426727294922, -999.8079223632812)","(206.76419067382812, -997.79345703125, 212.69505310058594, -1005.1791381835938)"
2024/07/31/12:28:30.152113,"(2000, 2001, 2002, 2003)","(1.8923444747924805, 166.1287841796875, -110.51476287841797, 336.37969970703125)","(0.6224877238273621, 0.3935698866844177, 0.6778061985969543, 0.32950904965400696)","(105.53309631347656, -994.2938842773438, 150.91915893554688, -999.7840576171875)","(206.76663208007812, -997.7720336914062, 212.6322021484375, -1005.201416015625)"
2024/07/31/12:28:30.252551,"(2000, 2001, 2002, 2003)","(1.8770216703414917, 166.64569091796875, -110.51476287841797, 336.80206298828125)","(0.6224655508995056, 0.39356955885887146, 0.6778061985969543, 0.32944226264953613)","(105.59467315673828, -994.3265991210938, 150.89540100097656, -999.759765625)","(206.76904296875, -997.7508544921875, 212.56871032714844, -1005.2236938476562)"
2024/07/31/12:28:30.352114,"(2000, 2001, 2002, 2003)","(1.8599611520767212, 167.16790771484375, -110.51476287841797, 337.224365234375)","(0.6224431991577148, 0.3935692012310028, 0.6778061985969543, 0.32937633991241455)","(105.65686798095703, -994.35986328125, 150.8716583251953, -999.7353515625)","(206.77146911621094, -997.729736328125, 212.50523376464844, -1005.2457885742188)"
2024/07/31/12:28:30.452467,"(2000, 2001, 2002, 2003)","(1.8412514925003052, 167.6953125, -110.51476287841797, 337.646728515625)","(0.6224207878112793, 0.39356884360313416, 0.6778061985969543, 0.32931122183799744)","(105.71968841552734, -994.3936157226562, 150.847900390625, -999.7107543945312)","(206.77389526367188, -997.708740234375, 212.44175720214844, -1005.2677001953125)"
2024/07/31/12:28:30.552069,"(2000, 2001, 2002, 2003)","(1.8213621377944946, 168.21746826171875, -110.51476287841797, 338.06903076171875)","(0.6223986744880676, 0.3935685157775879, 0.6778061985969543, 0.3292469382286072)","(105.7818832397461, -994.4271850585938, 150.8241424560547, -999.68603515625)","(206.7762908935547, -997.6882934570312, 212.37826538085938, -1005.2894287109375)"
2024/07/31/12:28:30.652025,"(2000, 2001, 2002, 2003)","(1.8001885414123535, 168.73968505859375, -110.51475524902344, 338.4913330078125)","(0.6223766803741455, 0.39356815814971924, 0.6778061985969543, 0.3291834592819214)","(105.84407043457031, -994.4609985351562, 150.80039978027344, -999.6611328125)","(206.77867126464844, -997.6680908203125, 212.31478881835938, -1005.3109741210938)"
2024/07/31/12:28:30.752120,"(2000, 2001, 2002, 2003)","(1.7778055667877197, 169.2618408203125, -110.51475524902344, 338.91363525390625)","(0.6223547458648682, 0.393567830324173, 0.6778061985969543, 0.3291207551956177)","(105.90626525878906, -994.4949951171875, 150.77664184570312, -999.6361083984375)","(206.7810516357422, -997.6482543945312, 212.25131225585938, -1005.332275390625)"
2024/07/31/12:28:30.851885,"(2000, 2001, 2002, 2003)","(1.7545325756072998, 169.77880859375, -110.51475524902344, 339.3316650390625)","(0.6223330497741699, 0.3935675024986267, 0.6778061985969543, 0.3290594816207886)","(105.96783447265625, -994.52880859375, 150.7531280517578, -999.6111450195312)","(206.7833709716797, -997.62890625, 212.18846130371094, -1005.353271484375)"
2024/07/31/12:28:30.951820,"(2000, 2001, 2002, 2003)","(1.729697585105896, 170.30621337890625, -110.51475524902344, 339.7581787109375)","(0.622310996055603, 0.39356717467308044, 0.6778061985969543, 0.32899773120880127)","(106.0306396484375, -994.5634765625, 150.7291259765625, -999.5855712890625)","(206.78573608398438, -997.6094360351562, 212.1243438720703, -1005.3744506835938)"
2024/07/31/12:28:31.052018,"(2000, 2001, 2002, 2003)","(1.704062581062317, 170.82843017578125, -110.51475524902344, 340.180419921875)","(0.6222891211509705, 0.39356687664985657, 0.6778061985969543, 0.3289373815059662)","(106.09282684326172, -994.5979614257812, 150.70538330078125, -999.56005859375)","(206.7880401611328, -997.5905151367188, 212.0608673095703, -1005.3952026367188)"
2024/07/31/12:28:31.152346,"(2000, 2001, 2002, 2003)","(1.677477478981018, 171.3505859375, -110.51475524902344, 340.60272216796875)","(0.6222673654556274, 0.3935665488243103, 0.6778061985969543, 0.3288777768611908)","(106.15501403808594, -994.6326904296875, 150.68162536621094, -999.534423828125)","(206.7903289794922, -997.5718994140625, 211.99737548828125, -1005.4158325195312)"
2024/07/31/12:28:31.252317,"(2000, 2001, 2002, 2003)","(1.6502788066864014, 171.8675537109375, -110.51475524902344, 341.020751953125)","(0.6222458481788635, 0.3935662508010864, 0.6778061985969543, 0.32881951332092285)","(106.2165756225586, -994.6671752929688, 150.65811157226562, -999.5089111328125)","(206.79258728027344, -997.5538330078125, 211.9345245361328, -1005.43603515625)"
2024/07/31/12:28:31.351955,"(2000, 2001, 2002, 2003)","(1.6216639280319214, 172.39495849609375, -110.51475524902344, 341.44720458984375)","(0.6222239136695862, 0.39356595277786255, 0.6778061985969543, 0.3287608027458191)","(106.27937316894531, -994.7025146484375, 150.63412475585938, -999.482666015625)","(206.79486083984375, -997.53564453125, 211.8704071044922, -1005.4564208984375)"
2024/07/31/12:28:31.452436,"(2000, 2001, 2002, 2003)","(1.5925261974334717, 172.91717529296875, -110.51475524902344, 341.86944580078125)","(0.6222021579742432, 0.39356565475463867, 0.6778061985969543, 0.3287034332752228)","(106.341552734375, -994.7376708984375, 150.61036682128906, -999.4566040039062)","(206.79708862304688, -997.5180053710938, 211.8069305419922, -1005.4764404296875)"
2024/07/31/12:28:31.552022,"(2000, 2001, 2002, 2003)","(1.5626219511032104, 173.4393310546875, -110.51475524902344, 342.29168701171875)","(0.6221804618835449, 0.3935653567314148, 0.6778061985969543, 0.32864677906036377)","(106.40373229980469, -994.7730102539062, 150.58660888671875, -999.430419921875)","(206.79928588867188, -997.5006713867188, 211.7434539794922, -1005.4962768554688)"
