time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y,.RD,.RC,.K,.DCPA,.TCPA,.UDCPA,UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/07/31/12:45:04.046537,"[2000, 2001, 2002, 2003]","(0.17376556992530823, 217.11376953125, -139.97357177734375, 22.41510009765625)","(0.6719794273376465, 0.4326252043247223, 0.6778061985969543, 0.3253019452095032)","(119.81071472167969, -999.009521484375, 161.39312744140625, -996.861572265625)","(208.0292510986328, -998.0984497070312, 198.3609161376953, -1006.9462280273438)","[1645.1453068419157, 42.691712156377555, 1650.1886987373848]","[3.394737207937836, 3.4939704315887954, 2.824082134726485]","[226.97682014247306, 346.73694737503206, 227.24041743336994]","[2150.6709001686486, 55.64532685570226, 1785.3897190691512]","[-1317.4584715671888, 28.10334176687162, -1739.5682242071898]","[0, 0, 0]","[0, 0.19990006060378673, 0]","[0, 0.6479468295651476, 0]","[0.02300050376340612, 0.8766061314215241, 0.023454018615312544]","[0.32258073503577916, 0.4785094977817295, 0.2344478404480527]","[0.012, 0.234, 0.009]","[6.506058792137802, 5.483916761200322, 6.788692916050436]","[4.1060758808621385, 4.1060758808621385, 4.1060758808621385]","[3.303874745651753, 3.8769063241083606, 3.5544699196313716]","[2.575763202095958, 3.0055368859384135, 2.7637095825806717]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:04.147112,"[2000, 2001, 2002, 2003]","(0.12245671451091766, 217.55230712890625, -139.97357177734375, 22.8370361328125)","(0.6719767451286316, 0.43283671140670776, 0.6778061985969543, 0.32528871297836304)","(119.87789916992188, -999.049560546875, 161.34121704101562, -996.8291015625)","(208.0303192138672, -998.1149291992188, 198.31732177734375, -1006.9443359375)","[1645.23109301519, 42.58588457750043, 1650.2115828545413]","[3.3971698952437253, 3.493525589077664, 2.818028691894442]","[227.02580696184774, 346.69343986483733, 227.29081953154707]","[2152.1947861956423, 55.489240836726445, 1781.9657622827772]","[-1321.16734254294, 28.01599438156639, -1708.6815440978555]","[0, 0, 0]","[0, 0.20154383808307594, 0]","[0, 0.6500140752334996, 0]","[0.0230844118905435, 0.8762887142640594, 0.023541296704212067]","[0.32316520783411734, 0.47856323941164636, 0.2348530651502653]","[0.012, 0.235, 0.009]","[6.505490998799613, 5.4834076122316135, 6.788717676563766]","[4.106073230918503, 4.106073230918503, 4.106073230918503]","[3.303370562460584, 3.87734604961794, 3.554490953006352]","[2.575385064702581, 3.0058666800705978, 2.763725357611907]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:04.246948,"[2000, 2001, 2002, 2003]","(0.07076270133256912, 217.9932861328125, -139.97357177734375, 23.2589111328125)","(0.6719738245010376, 0.4330317974090576, 0.6778061985969543, 0.32527562975883484)","(119.9450912475586, -999.0894775390625, 161.28932189941406, -996.796630859375)","(208.03134155273438, -998.1317749023438, 198.2737274169922, -1006.9422607421875)","[1645.317038962243, 42.48017111359233, 1650.234304035251]","[3.399607834563796, 3.4930774690998794, 2.8120488791033633]","[227.07518969204583, 346.64990780959516, 227.34160123992592]","[2153.717733120871, 55.33331077958147, 1778.613677803054]","[-1324.9353784722402, 27.928736410753864, -1678.1729044700414]","[0, 0, 0]","[0, 0.2031943009862381, 0]","[0, 0.6520844889227919, 0]","[0.023169170324742416, 0.8759707738370903, 0.02362941496879223]","[0.3237369477992577, 0.47861744513218196, 0.23525590611515693]","[0.012, 0.236, 0.009]","[6.504965488042785, 5.4828942593273675, 6.788741148233605]","[4.106070345416977, 4.106070345416977, 4.106070345416977]","[3.3029038023823043, 3.8777884612253444, 3.5545107617967338]","[2.575034994643871, 3.006198488776151, 2.7637402142046934]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:04.346876,"[2000, 2001, 2002, 2003]","(0.019208675250411034, 218.43243408203125, -139.97357177734375, 23.6807861328125)","(0.6719707250595093, 0.4332078695297241, 0.6778061985969543, 0.32526275515556335)","(120.01161193847656, -999.1288452148438, 161.23793029785156, -996.7642211914062)","(208.03228759765625, -998.148681640625, 198.23057556152344, -1006.9398803710938)","[1645.4021461242723, 42.375598631966696, 1650.2563317414917]","[3.40202708648016, 3.4926306161412066, 2.806156924477357]","[227.1244634754565, 346.6068108274203, 227.39224962497792]","[2155.2246155881803, 55.179063453212116, 1775.3402600791367]","[-1328.7268885494414, 27.842427825607995, -1648.1086960663094]","[0, 0, 0]","[0, 0.20483529719415497, 0]","[0, 0.6541380518463396, 0]","[0.023253914177969404, 0.8756556721875104, 0.023717484817807555]","[0.3242898489882299, 0.47867154717131294, 0.2356559786553022]","[0.012, 0.237, 0.009]","[6.504489327921488, 5.482381970263432, 6.788763398240417]","[4.106067283243716, 4.106067283243716, 4.106067283243716]","[3.3024807489765484, 3.8782291483910307, 3.5545294260171123]","[2.5747177045895544, 3.0065290041504156, 2.763754212369977]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:04.446850,"[2000, 2001, 2002, 2003]","(-0.03377823159098625, 218.88323974609375, -139.97357177734375, 24.10272216796875)","(0.6719672679901123, 0.43336939811706543, 0.6778061985969543, 0.3252500295639038)","(120.07947540283203, -999.1689453125, 161.18551635742188, -996.7317504882812)","(208.03321838378906, -998.1663208007812, 198.18655395507812, -1006.937255859375)","[1645.4891931278864, 42.26904135570536, 1650.2790362889748]","[3.40450137484186, 3.492171420301691, 2.8003084136955207]","[227.1751343932564, 346.56280554199725, 227.44429205799358]","[2156.761452026117, 55.021870593529606, 1772.1221293329234]","[-1332.6604117744575, 27.754470805635002, -1618.303867314213]","[0, 0, 0]","[0, 0.206516042792019, 0]","[0, 0.6562359847176801, 0]","[0.023341240650445627, 0.8753335820098975, 0.023808169154311]","[0.3248400985051887, 0.4787272408604732, 0.23605469607594567]","[0.012, 0.238, 0.009]","[6.5040500261451495, 5.481854967821832, 6.788783911142348]","[4.106063867732597, 4.106063867732597, 4.106063867732597]","[3.302090275834499, 3.878681319206843, 3.5545464272958815]","[2.5744248497330173, 3.0068681322622752, 2.7637669633290542]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:04.546950,"[2000, 2001, 2002, 2003]","(-0.08662298321723938, 219.33233642578125, -139.97357177734375, 24.52459716796875)","(0.671963632106781, 0.4335103929042816, 0.6778061985969543, 0.3252374529838562)","(120.14665985107422, -999.20849609375, 161.13360595703125, -996.6994018554688)","(208.03407287597656, -998.1840209960938, 198.14295959472656, -1006.9344482421875)","[1645.5753960969705, 42.16363724529225, 1650.3011733976614]","[3.406956509986709, 3.4917135109540802, 2.7945489639006587]","[227.22569438883644, 346.5192102904479, 227.49620050254094]","[2158.281840931191, 54.86637071795896, 1768.9824315522987]","[-1336.6211541036078, 27.66746339796632, -1588.9596896972184]","[0, 0, 0]","[0, 0.20818714793450557, 0]","[0, 0.6583167032329851, 0]","[0.02342855775839825, 0.8750141471134165, 0.023898812454576923]","[0.32537033337928095, 0.47878282596505173, 0.2364505320147126]","[0.012, 0.238, 0.009]","[6.5036640779725285, 5.481329050980377, 6.788803359365495]","[4.106060275545532, 4.106060275545532, 4.106060275545532]","[3.3017470584945556, 3.879131746094973, 3.5545624231883006]","[2.5741674367280596, 3.0072059524283725, 2.7637789602483678]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:04.646949,"[2000, 2001, 2002, 2003]","(-0.1393135040998459, 219.77984619140625, -139.97357177734375, 24.9422607421875)","(0.6719597578048706, 0.43363043665885925, 0.6778061985969543, 0.32522517442703247)","(120.21318054199219, -999.24755859375, 161.0822296142578, -996.6672973632812)","(208.0348663330078, -998.2018432617188, 198.09979248046875, -1006.931396484375)","[1645.6608627455469, 42.05940175985642, 1650.3228022950238]","[3.409392938253615, 3.491257009369302, 2.788919757436049]","[227.27613123817514, 346.47600950864506, 227.54795829620411]","[2159.786247426813, 54.71257956475722, 1765.9428393996873]","[-1340.6107674341501, 27.581411205278577, -1560.3021292100598]","[0, 0, 0]","[0, 0.20984813465038318, 0]","[0, 0.6603796355795333, 0]","[0.023515843267126746, 0.8746972633207797, 0.02398938419163832]","[0.3258803929172327, 0.4788383240771009, 0.2368401137699371]","[0.012, 0.239, 0.009]","[6.503332342591486, 5.480804233964141, 6.7888211263493545]","[4.106056447792156, 4.106056447792156, 4.106056447792156]","[3.3014518419331544, 3.879580156183083, 3.554576846573523]","[2.5739460243070087, 3.0075422599944552, 2.763789777787285]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:04.746956,"[2000, 2001, 2002, 2003]","(-0.19345678389072418, 220.23956298828125, -139.97357177734375, 25.36834716796875)","(0.6719555854797363, 0.43373212218284607, 0.6778061985969543, 0.3252128064632416)","(120.28104400634766, -999.2872314453125, 161.02980041503906, -996.6346435546875)","(208.03562927246094, -998.2203369140625, 198.05577087402344, -1006.9280395507812)","[1645.7481303370828, 41.95315379239672, 1650.3447214898188]","[3.4118850445631552, 3.490787977351449, 2.7832515803341082]","[227.32798641995234, 346.4319140815283, 227.6011407061401]","[2161.3203528009944, 54.555813013419936, 1762.912016774894]","[-1344.7541646984105, 27.49369739860207, -1531.4744039750606]","[0, 0, 0]","[0, 0.2115498421345869, 0]","[0, 0.6624879686231023, 0]","[0.02360577202576769, 0.8743734692122096, 0.024082648238284043]","[0.32638499578352814, 0.47889539279201565, 0.2372351548038997]","[0.012, 0.24, 0.009]","[6.50304775214223, 5.480264613639985, 6.78883800827157]","[4.10605232558114, 4.10605232558114, 4.10605232558114]","[3.3011983427159475, 3.880040389478037, 3.554590382916464]","[2.5737558998941035, 3.007887434965671, 2.763799930044491]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:04.846480,"[2000, 2001, 2002, 2003]","(-0.24744345247745514, 220.69781494140625, -139.97357177734375, 25.790283203125)","(0.6719512343406677, 0.4338110089302063, 0.6778061985969543, 0.32520073652267456)","(120.34823608398438, -999.326416015625, 160.9779052734375, -996.602294921875)","(208.0363311767578, -998.2389526367188, 198.01217651367188, -1006.9244995117188)","[1645.8346563554267, 41.84808316709975, 1650.3662135704114]","[3.4143576630594095, 3.4903203582242392, 2.777713292840545]","[227.37971626767919, 346.3882079113768, 227.6541701536037]","[2162.8379154990603, 54.40076638044142, 1759.9799686429967]","[-1348.9305641483913, 27.406942223311805, -1503.3389868501467]","[0, 0, 0]","[0, 0.21324131823945375, 0]","[0, 0.6645783169730305, 0]","[0.02369567419483465, 0.8740521868812623, 0.024175845388118622]","[0.32686795617427333, 0.47895233611057464, 0.2376239532387589]","[0.012, 0.241, 0.009]","[6.502822481340499, 5.479726221640954, 6.788853433098341]","[4.10604802668729, 4.10604802668729, 4.10604802668729]","[3.300997388744257, 3.8804987520326506, 3.5546025659373255]","[2.5736051844153356, 3.008231206881631, 2.763809067310137]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:04.946726,"[2000, 2001, 2002, 2003]","(-0.3018088936805725, 221.159423828125, -139.97357177734375, 26.212158203125)","(0.6719465851783752, 0.4338672161102295, 0.6778061985969543, 0.3251888155937195)","(120.4154281616211, -999.365478515625, 160.92599487304688, -996.5700073242188)","(208.0369873046875, -998.2578735351562, 197.9685821533203, -1006.920654296875)","[1645.921291991747, 41.74310896644798, 1650.3874890615868]","[3.416836455144475, 3.4898495356683803, 2.7722495968740644]","[227.43183438303245, 346.344444922934, 227.7075685926774]","[2164.354616179277, 54.24584718895533, 1757.1163479212314]","[-1353.18508104462, 27.320256281317068, -1475.6187458504314]","[0, 0, 0]","[0, 0.21493982649892607, 0]","[0, 0.6666721222061727, 0]","[0.023786443979283478, 0.8737301415407235, 0.02426989435100657]","[0.32733379659294576, 0.47900976080267993, 0.23801032623885798]","[0.012, 0.242, 0.009]","[6.502655736855541, 5.479183585479229, 6.788867344986007]","[4.106043433329869, 4.106043433329869, 4.106043433329869]","[3.3008482430393116, 3.880959575439728, 3.554613305213235]","[2.5734933251366265, 3.008576824436939, 2.763817121767069]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:05.046631,"[2000, 2001, 2002, 2003]","(-0.35655295848846436, 221.6243896484375, -139.97357177734375, 26.634033203125)","(0.6719417572021484, 0.43389952182769775, 0.6778061985969543, 0.32517704367637634)","(120.48262023925781, -999.4044189453125, 160.8740997314453, -996.5377807617188)","(208.03756713867188, -998.2770385742188, 197.92498779296875, -1006.9166259765625)","[1646.0079701178283, 41.63825409682501, 1650.4086153745034]","[3.4193203819194453, 3.489375478775553, 2.766859955153847]","[227.48433844772168, 346.3006730030053, 227.76133802550407]","[2165.869752396799, 54.09109848602931, 1754.3202295754763]","[-1357.5193762381923, 27.2336681832279, -1448.313211279503]","[0, 0, 0]","[0, 0.21664506555641386, 0]","[0, 0.6687691093220183, 0]","[0.023878081808149487, 0.8734076851485557, 0.024364803061298734]","[0.32778146878750236, 0.4790675988096864, 0.2383942755193957]","[0.012, 0.243, 0.009]","[6.502551217282775, 5.478636916043538, 6.78888019220651]","[4.106038663284316, 4.106038663284316, 4.106038663284316]","[3.300754218187204, 3.881423193041873, 3.554623039106713]","[2.5734228064975455, 3.0089245376385474, 2.7638244221871773]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:05.147291,"[2000, 2001, 2002, 2003]","(-0.4116746783256531, 222.09295654296875, -139.97357177734375, 27.055908203125)","(0.6719366312026978, 0.43390655517578125, 0.6778061985969543, 0.32516542077064514)","(120.54981231689453, -999.4431762695312, 160.8221893310547, -996.5054931640625)","(208.03811645507812, -998.2965087890625, 197.88140869140625, -1006.912353515625)","[1646.0947274578732, 41.53349695916153, 1650.429498667264]","[3.4218099801444337, 3.4888982289052537, 2.7615442014344778]","[227.53723157865352, 346.25683769022345, 227.81548024459718]","[2167.3835755280393, 53.93647805764986, 1751.590690226122]","[-1361.9379868132025, 27.147148289459942, -1421.4245059459538]","[0, 0, 0]","[0, 0.21835734571546114, 0]","[0, 0.6708695126560865, 0]","[0.02397059763186743, 0.8730844159917703, 0.024460579149684025]","[0.32821011830935365, 0.47912591429668977, 0.2387758329646903]","[0.012, 0.244, 0.01]","[6.502512053802876, 5.4780860139437895, 6.788891526488505]","[4.1060335987686, 4.1060335987686, 4.1060335987686]","[3.3007180567700303, 3.8818892610717626, 3.5546313292536516]","[2.573395685434666, 3.0092740886609652, 2.7638306397973817]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:05.247058,"[2000, 2001, 2002, 2003]","(-0.4666139483451843, 222.56036376953125, -139.97357177734375, 27.47357177734375)","(0.6719313263893127, 0.4338882267475128, 0.6778061985969543, 0.32515406608581543)","(120.6163330078125, -999.4814453125, 160.77081298828125, -996.4736328125)","(208.03858947753906, -998.3161010742188, 197.83824157714844, -1006.9078979492188)","[1646.1807317698938, 41.429912451794536, 1650.4500262464899]","[3.4242794151999663, 3.488422617435012, 2.756354331311555]","[227.58997315726182, 346.2133847394958, 227.8694401826433]","[2168.8805141597077, 53.78357028147875, 1748.9534224454442]","[-1366.3964737305587, 27.061581017937836, -1395.2173888096163]","[0, 0, 0]","[0, 0.22005900653880425, 0]","[0, 0.6729516832189183, 0]","[0.024063047348535038, 0.8727636254526667, 0.0245562419938809]","[0.32861526404965125, 0.4791840769119742, 0.23915119594365578]","[0.012, 0.245, 0.01]","[6.502538962804468, 5.477536594991596, 6.788901482149957]","[4.106028357558889, 4.106028357558889, 4.106028357558889]","[3.3007404271822773, 3.882353232064838, 3.554638335656416]","[2.573412463243851, 3.009622066905772, 2.763835894599455]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:05.347521,"[2000, 2001, 2002, 2003]","(-0.523046612739563, 223.04107666015625, -139.97357177734375, 27.89971923828125)","(0.6719256639480591, 0.4338413178920746, 0.6778061985969543, 0.32514262199401855)","(120.68419647216797, -999.520263671875, 160.7183837890625, -996.441162109375)","(208.0390167236328, -998.3363647460938, 197.79421997070312, -1006.9031372070312)","[1646.2684844206067, 41.32433035741909, 1650.470791706951]","[3.4268035694983463, 3.48793414161938, 2.7511335588448156]","[227.64417492018833, 346.1690226091441, 227.92486657669687]","[2170.4056757224525, 53.62770735143104, 1746.3283674437394]","[-1371.0363824133328, 26.974361297947063, -1368.9027251501]","[0, 0, 0]","[0, 0.2218022776509136, 0]","[0, 0.6750796145525907, 0]","[0.02415826377779362, 0.8724357728650876, 0.024654722268290075]","[0.3290073431132946, 0.47924386785020934, 0.23953172351658053]","[0.012, 0.245, 0.01]","[6.50263970196833, 5.476971870427228, 6.788910328633108]","[4.106022762981318, 4.106022762981318, 4.106022762981318]","[3.300828157218424, 3.8828292106176745, 3.5546442358414816]","[2.573478260770961, 3.0099790508203985, 2.763840319738254]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:05.447777,"[2000, 2001, 2002, 2003]","(-0.5787302851676941, 223.52093505859375, -139.97357177734375, 28.32159423828125)","(0.6719198226928711, 0.4337655305862427, 0.6778061985969543, 0.32513144612312317)","(120.75071716308594, -999.55859375, 160.66648864746094, -996.4089965820312)","(208.0393829345703, -998.356689453125, 197.75062561035156, -1006.8981323242188)","[1646.3549935727713, 41.22057234651138, 1650.490630720571]","[3.429312947984912, 3.4874522244291155, 2.746053582575915]","[227.6976746235665, 346.1247038581616, 227.97956334764697]","[2171.915994990729, 53.47438885269025, 1743.8007556583455]","[-1375.7258191162382, 26.888452773482033, -1343.3354401660033]","[0, 0, 0]","[0, 0.22352310473857953, 0]","[0, 0.6771734176673289, 0]","[0.02425245301248702, 0.8721078880710655, 0.02475212255256176]","[0.32937293111216764, 0.47930293567433674, 0.23990554251420584]","[0.012, 0.246, 0.01]","[6.502815777436043, 5.476414199205507, 6.788917796487339]","[4.10601699170271, 4.10601699170271, 4.10601699170271]","[3.3009826321329583, 3.8832981532153843, 3.5546488522748096]","[2.5735941169568615, 3.010330757768681, 2.76384378206325]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:05.546937,"[2000, 2001, 2002, 2003]","(-0.6359196901321411, 224.0047607421875, -139.97357177734375, 28.74346923828125)","(0.6719136834144592, 0.43366003036499023, 0.6778061985969543, 0.3251204192638397)","(120.81857299804688, -999.5967407226562, 160.6145782470703, -996.376953125)","(208.03970336914062, -998.3772583007812, 197.70703125, -1006.8929443359375)","[1646.442434436511, 41.11562197044283, 1650.5112881017417]","[3.4318136416328886, 3.4869573203353736, 2.7410174436663337]","[227.75265561043878, 346.080975273056, 228.03572326091552]","[2173.4183995995054, 53.31954883748582, 1741.323075628878]","[-1380.5071478761065, 26.801896795738088, -1318.0677829408828]","[0, 0, 0]","[0, 0.22527453423592775, 0]","[0, 0.679302104505792, 0]","[0.024349463660722936, 0.871784024259872, 0.024852352144814127]","[0.3297168837458978, 0.47936360523717286, 0.2402778311660538]","[0.013, 0.247, 0.01]","[6.503068908256347, 5.475841206228731, 6.788923751387211]","[4.106010925938088, 4.106010925938088, 4.106010925938088]","[3.3012053423159253, 3.8837793776475786, 3.5546520249465354]","[2.573761149594087, 3.0106916760928266, 2.763846161567044]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:05.647435,"[2000, 2001, 2002, 2003]","(-0.6929159164428711, 224.49273681640625, -139.97357177734375, 29.16534423828125)","(0.6719073057174683, 0.4335220754146576, 0.6778061985969543, 0.3251095414161682)","(120.8857650756836, -999.634765625, 160.56268310546875, -996.3449096679688)","(208.03994750976562, -998.398193359375, 197.66343688964844, -1006.8875122070312)","[1646.529555389587, 41.01143742017804, 1650.5312608576392]","[3.434323373348681, 3.4864641656172037, 2.736069103944864]","[227.80747055502334, 346.0368804509263, 228.09169945229942]","[2174.9203992124167, 53.16570169237359, 1738.9144960894614]","[-1385.3909449562657, 26.71578967654219, -1293.2826796057386]","[0, 0, 0]","[0, 0.22702099227247724, 0]","[0, 0.6814181354424514, 0]","[0.02444639698218176, 0.8714571011016352, 0.024952479723468035]","[0.33003589650255133, 0.4794241402589769, 0.2406472150439297]","[0.013, 0.248, 0.01]","[6.503406556940803, 5.475269698339689, 6.78892841745947]","[4.106004624573951, 4.106004624573951, 4.106004624573951]","[3.301502920589553, 3.8842582426216445, 3.554653973031548]","[2.5739843332993075, 3.0110508248233763, 2.763847622630804]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:05.746342,"[2000, 2001, 2002, 2003]","(-0.7502845525741577, 224.98492431640625, -139.97357177734375, 29.58721923828125)","(0.671900749206543, 0.43335041403770447, 0.6778061985969543, 0.32509878277778625)","(120.95295715332031, -999.6725463867188, 160.51077270507812, -996.3128662109375)","(208.04014587402344, -998.4193115234375, 197.61984252929688, -1006.8818359375)","[1646.6166131955108, 40.907354772509635, 1650.5510207372708]","[3.4368349801106035, 3.4859678329489414, 2.7311936733151767]","[227.86266761662668, 345.9926999849609, 228.14804126587245]","[2176.418542444537, 53.01198583680065, 1736.5673874608244]","[-1390.3779225071296, 26.62974547627487, -1268.9187654497598]","[0, 0, 0]","[0, 0.22877450048427175, 0]","[0, 0.68353744934106, 0]","[0.024544223786691743, 0.8711291939529151, 0.02505348922766626]","[0.3303293512010071, 0.47948507253961165, 0.24101409215030034]","[0.013, 0.249, 0.01]","[6.503832261733309, 5.474694219909656, 6.788932097319738]","[4.10599814649798, 4.10599814649798, 4.10599814649798]","[3.301878520373892, 3.884739845420381, 3.5546549852954343]","[2.5742660331375617, 3.0114120269224287, 2.7638483818287183]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:05.846678,"[2000, 2001, 2002, 2003]","(-0.8080254793167114, 225.48150634765625, -139.97357177734375, 30.00909423828125)","(0.6718938946723938, 0.43314328789711, 0.6778061985969543, 0.32508817315101624)","(121.0201416015625, -999.710205078125, 160.45887756347656, -996.2808837890625)","(208.040283203125, -998.4407348632812, 197.5762481689453, -1006.8759155273438)","[1646.7037639672983, 40.80340775157957, 1650.570592671135]","[3.4393480190790915, 3.4854683566927727, 2.7263906669564375]","[227.918246286225, 345.9484651409188, 228.20474685917736]","[2177.912763223484, 52.858452916698624, 1734.2807288718873]","[-1395.472861917662, 26.543797979874235, -1244.975051505422]","[0, 0, 0]","[0, 0.23053457892151966, 0]","[0, 0.6856594430908376, 0]","[0.024642947892588918, 0.8708005335662166, 0.025155381993631543]","[0.33059599926879124, 0.47954646707374043, 0.24137851731063428]","[0.013, 0.25, 0.01]","[6.504350175565624, 5.474114563465894, 6.788934264199377]","[4.105991373922737, 4.105991373922737, 4.105991373922737]","[3.302335789832955, 3.885223849314025, 3.554654553776643]","[2.574608985231859, 3.0117750298426618, 2.763848058189625]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:05.946773,"[2000, 2001, 2002, 2003]","(-0.8661381602287292, 225.98248291015625, -139.97357177734375, 30.43096923828125)","(0.6718868017196655, 0.43289875984191895, 0.6778061985969543, 0.32507771253585815)","(121.08733367919922, -999.7476806640625, 160.40696716308594, -996.2489624023438)","(208.04037475585938, -998.4624633789062, 197.5326690673828, -1006.8697509765625)","[1646.7909876979809, 40.69955277448861, 1650.5899982328683]","[3.441860646171271, 3.4849657254344217, 2.7216598014751865]","[227.97420755444412, 345.90415617308236, 228.26181566440994]","[2179.4019947156144, 52.70504206429376, 1732.0535731912044]","[-1400.6784372405266, 26.457911770338917, -1221.4503563138135]","[0, 0, 0]","[0, 0.23230191378357104, 0]","[0, 0.6877850105797243, 0]","[0.02474257582236905, 0.8704709720689687, 0.02525816166253325]","[0.33083423790554467, 0.4796082886276704, 0.24174046158816268]","[0.013, 0.251, 0.01]","[6.504965642418363, 5.473530839003555, 6.7889351422214865]","[4.1059843657352415, 4.1059843657352415, 4.1059843657352415]","[3.3028794832852544, 3.8857104169322456, 3.554652897647846]","[2.5750167553210837, 3.0121399555563273, 2.7638468160930274]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:06.047060,"[2000, 2001, 2002, 2003]","(-0.9246223568916321, 226.48797607421875, -139.97357177734375, 30.85284423828125)","(0.6718794107437134, 0.4326145648956299, 0.6778061985969543, 0.3250673711299896)","(121.1545181274414, -999.784912109375, 160.35507202148438, -996.2171020507812)","(208.04039001464844, -998.4844360351562, 197.48907470703125, -1006.8633422851562)","[1646.8781653509689, 40.59583475527354, 1650.6092046446163]","[3.444371607917443, 3.4844599581981024, 2.7170007075623275]","[228.03055095803677, 345.8597865841152, 228.31924711588218]","[2180.8853861008115, 52.551815072896964, 1729.8848718405297]","[-1405.9989935864228, 26.372121328759057, -1198.3431762225375]","[0, 0, 0]","[0, 0.2340758257841818, 0]","[0, 0.68991321744705, 0]","[0.024843111557008413, 0.8701406086547676, 0.02536183190682173]","[0.3310423661517737, 0.4796705687981471, 0.2420999163175818]","[0.013, 0.252, 0.01]","[6.505684390139971, 5.472942944742687, 6.788934585728136]","[4.105977063038022, 4.105977063038022, 4.105977063038022]","[3.3035146618371014, 3.8861993780811663, 3.5546498673081506]","[2.575493139234969, 3.0125066764180177, 2.763844543338256]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:06.147034,"[2000, 2001, 2002, 2003]","(-0.9834762215614319, 226.99798583984375, -139.97357177734375, 31.27471923828125)","(0.6718718409538269, 0.43229585886001587, 0.6778061985969543, 0.32505717873573303)","(121.22171020507812, -999.822021484375, 160.30316162109375, -996.185302734375)","(208.0403594970703, -998.5066528320312, 197.4454803466797, -1006.8567504882812)","[1646.9654127253457, 40.49221415811444, 1650.6282896347918]","[3.4468823336877468, 3.4839510383253325, 2.7124130826664854]","[228.08727187009714, 345.81531413225156, 228.37704112726973]","[2182.363863386378, 52.398711026502184, 1727.773702557308]","[-1411.431531459147, 26.286385995442554, -1175.651617480503]","[0, 0, 0]","[0, 0.2358569183920076, 0]","[0, 0.6920447747975236, 0]","[0.02494455165500975, 0.8698091272267967, 0.025466397294726273]","[0.3312237338339454, 0.47973323776516885, 0.24245685217923088]","[0.013, 0.253, 0.01]","[6.50649332197569, 5.472351107907473, 6.788932964486853]","[4.105969583611795, 4.105969583611795, 4.105969583611795]","[3.30422974656894, 3.886691051786315, 3.5546458315212006]","[2.576029452783848, 3.0128754316968793, 2.763841516498043]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:45:06.246527,"[2000, 2001, 2002, 2003]","(-1.0432958602905273, 227.5169677734375, -139.97357177734375, 31.70086669921875)","(0.6718639135360718, 0.4319663643836975, 0.6778061985969543, 0.32504701614379883)","(121.28956604003906, -999.8592529296875, 160.25074768066406, -996.1531982421875)","(208.04025268554688, -998.5293579101562, 197.4014434814453, -1006.8497924804688)","[1647.0534991010368, 40.38769631514422, 1650.647292252235]","[3.449425839781003, 3.4834338400923732, 2.707851202417864]","[228.14494851213067, 345.77034023945515, 228.43578137812437]","[2183.856152675962, 52.244264527323296, 1725.6983830208164]","[-1417.003511607645, 26.199891864409878, -1153.1504627333854]","[0, 0, 0]","[0, 0.23766253652721922, 0]","[0, 0.6942003668108695, 0]","[0.025047938609525477, 0.8694735500973017, 0.025572922314031687]","[0.3313984499895533, 0.4797969846410232, 0.242814855155024]","[0.013, 0.254, 0.01]","[6.507329241075201, 5.471749155496793, 6.788929920040799]","[4.105961750771686, 4.105961750771686, 4.105961750771686]","[3.3049686552198727, 3.887190130046328, 3.5546404110951957]","[2.5765836342720476, 3.0132497403918888, 2.7638374511785395]","['Safe', 'Starboard crossing', 'Safe']"
