time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y,.RD,.RC,.K,.DCPA,.TCPA,.UDCPA,UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/07/31/12:42:07.447058,"[2000, 2001, 2002, 2003]","(-0.23596210777759552, 89.20227813720703, -99.86642456054688, 72.3978271484375)","(0.6374167799949646, 0.4096103310585022, 0.5010096430778503, 0.3545742630958557)","(2.1845614910125732, -991.7135620117188, 248.8302764892578, -991.6648559570312)","(199.99986267089844, -996.6507568359375, 275.52392578125, -997.6287841796875)","[1555.572722884687, 257.94969359474084, 1556.2941083155822]","[2.563455485119057, 3.7379724324075725, 2.570570138452674]","[230.52406998795269, 17.260793484483706, 230.5484549911629]","[1565.7742214170173, 356.7824008400865, 1567.7120790849624]","[-236.25790765964152, 281.6463926170291, -299.23307295113807]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02952407923802719, 0.9996246561678825, 0.02957212366350931]","[0.3454523469315155, 0.41157656407504956, 0.29986446856915017]","[0.013, 0.081, 0.012]","[6.426379613466797, 5.03167593094066, 6.5761791810121455]","[4.071377333651209, 4.071377333651209, 4.071377333651209]","[3.223662931322931, 4.121961038531074, 3.355321753695043]","[2.515604341349341, 3.189327921755449, 2.614348458128425]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:07.546744,"[2000, 2001, 2002, 2003]","(-0.24778172373771667, 89.72108459472656, -100.44602966308594, 72.81948852539062)","(0.6376772522926331, 0.4093635082244873, 0.5008307099342346, 0.3541933298110962)","(2.2476913928985596, -991.7001342773438, 248.83787536621094, -991.6444702148438)","(199.99974060058594, -996.6124877929688, 275.4749450683594, -997.6002197265625)","[1555.5749472174493, 257.88229271877657, 1556.2993301870802]","[2.566406829411763, 3.7335017046375434, 2.5722855260090496]","[230.53357786918852, 17.265845812076364, 230.55838919823714]","[1566.309972396623, 356.9162437487296, 1568.0449603193854]","[-241.3285687813417, 280.7774242519813, -302.2169892008202]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029542806798138643, 0.9996268334364709, 0.029591709243351805]","[0.34513688948956384, 0.411207073869181, 0.29955255923697366]","[0.013, 0.081, 0.012]","[6.428133183707542, 5.037562259402455, 6.578259432417313]","[4.071643075484082, 4.071643075484082, 4.071643075484082]","[3.2252798051599623, 4.1179748495939625, 3.3572347083730887]","[2.5168169967271146, 3.186338280052615, 2.6157831741369595]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:07.646634,"[2000, 2001, 2002, 2003]","(-0.2592642903327942, 90.25033569335938, -101.03732299804688, 73.24958801269531)","(0.6379411220550537, 0.40911543369293213, 0.5006511211395264, 0.3538094758987427)","(2.3121232986450195, -991.6868286132812, 248.8450927734375, -991.6239013671875)","(199.99960327148438, -996.5734252929688, 275.4248962402344, -997.571044921875)","[1555.577461975262, 257.8129776021103, 1556.3047869243765]","[2.5694279368434745, 3.7289484802806574, 2.5740474513559706]","[230.54268932705114, 17.270443260981327, 230.56793996165524]","[1566.8723752646479, 357.048351003421, 1568.391646688675]","[-246.48156701366193, 279.8970076555912, -305.26958278531686]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02956075987628859, 0.9996288091764887, 0.029610545819464984]","[0.3448142294550118, 0.41082717987889256, 0.29923588049281385]","[0.013, 0.081, 0.012]","[6.429903527353625, 5.043571508145424, 6.580360335786874]","[4.071912215883464, 4.071912215883464, 4.071912215883464]","[3.2269125649126074, 4.11389519107808, 3.359167111194352]","[2.5180415665415983, 3.1832785361657026, 2.617232476252907]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:07.746640,"[2000, 2001, 2002, 2003]","(-0.27011680603027344, 90.77429962158203, -101.62273406982422, 73.67536163330078)","(0.6382005214691162, 0.4088735580444336, 0.5004763007164001, 0.35343414545059204)","(2.375943183898926, -991.6740112304688, 248.85174560546875, -991.603759765625)","(199.99945068359375, -996.5346069335938, 275.37530517578125, -997.5419921875)","[1555.5800763782822, 257.74384991410386, 1556.3102096084306]","[2.5724283407372575, 3.7244475659986414, 2.575802841194117]","[230.5511796344827, 17.274504426218876, 230.57686843353204]","[1567.4447829156304, 357.1748430790789, 1568.7417559891026]","[-251.56227625857292, 279.031546913072, -308.29803763127666]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02957749464221293, 0.9996305500895928, 0.029628161253192065]","[0.344493981715149, 0.410448150040826, 0.2989238812504592]","[0.013, 0.081, 0.012]","[6.431637721124199, 5.049524612648657, 6.5824192625105855]","[4.072176730336706, 4.072176730336706, 4.072176730336706]","[3.2285124040970437, 4.109843604475877, 3.361061353624039]","[2.5192414459299255, 3.18023984621405, 2.6186531580751717]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:07.846755,"[2000, 2001, 2002, 2003]","(-0.2804969549179077, 91.29822540283203, -102.20812225341797, 74.10106658935547)","(0.6384581327438354, 0.40863531827926636, 0.5003042817115784, 0.3530634939670563)","(2.439788818359375, -991.6614990234375, 248.85787963867188, -991.5838623046875)","(199.99929809570312, -996.4956665039062, 275.3256530761719, -997.5128173828125)","[1555.5828110124808, 257.67418724621757, 1556.3157124995414]","[2.5754374902120363, 3.7199531554402014, 2.5775684110547243]","[230.5591853346528, 17.278111998840345, 230.585314036378]","[1568.0326852216208, 357.2970290431305, 1569.0986921203632]","[-256.62136267100436, 278.1723223648, -311.33081463313397]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029593279169375708, 0.999632093128914, 0.029644829504929193]","[0.34417287767909455, 0.41006607445373755, 0.29861340781199436]","[0.013, 0.081, 0.012]","[6.433353896278424, 5.055480783050859, 6.584457439952368]","[4.072439356373156, 4.072439356373156, 4.072439356373156]","[3.230096033920639, 4.105780282915465, 3.362936959641158]","[2.520429168297622, 3.1771923550437418, 2.6200598625880116]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:07.946938,"[2000, 2001, 2002, 2003]","(-0.2904462218284607, 91.82210540771484, -102.7934799194336, 74.52669525146484)","(0.6387138962745667, 0.40840068459510803, 0.5001351237297058, 0.3526974022388458)","(2.503659963607788, -991.6494140625, 248.863525390625, -991.5641479492188)","(199.99913024902344, -996.4566650390625, 275.27593994140625, -997.4835205078125)","[1555.5857789884658, 257.60402343805873, 1556.321244748805]","[2.5784547407944136, 3.7154649117924565, 2.579343525211523]","[230.566745539158, 17.281308683332757, 230.59331963229582]","[1568.6361602671977, 357.41497706400696, 1569.4623469079156]","[-261.6581466689984, 277.3194215772995, -314.3663359137514]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029608189735636836, 0.9996334577249038, 0.029660634290951837]","[0.34385094183213233, 0.40968102225799286, 0.2983044208131398]","[0.013, 0.08, 0.012]","[6.435051906269588, 5.061439436318809, 6.586474977110209]","[4.072700034641537, 4.072700034641537, 4.072700034641537]","[3.231663303945451, 4.101705479048754, 3.364794000585574]","[2.5216046208162313, 3.174136252143709, 2.6214526432963234]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:08.046906,"[2000, 2001, 2002, 2003]","(-0.3000016510486603, 92.34595489501953, -103.37882232666016, 74.95225524902344)","(0.6389678716659546, 0.40816959738731384, 0.4999687671661377, 0.3523358702659607)","(2.567556381225586, -991.6376342773438, 248.86866760253906, -991.5447387695312)","(199.9989471435547, -996.4176025390625, 275.2262268066406, -997.4541625976562)","[1555.5889021861371, 257.53336191845966, 1556.326931163301]","[2.5814797407003645, 3.710982218316102, 2.581127582905277]","[230.57390075819748, 17.284145463756815, 230.60092025009192]","[1569.2551201849635, 357.52873661299066, 1569.8328014010372]","[-266.67223789240137, 276.47287678985725, -317.4032120853523]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02962230551405015, 0.9996346665630911, 0.02967564400515671]","[0.3435281149040205, 0.4092929099296375, 0.2979969247610107]","[0.013, 0.08, 0.012]","[6.436732179500918, 5.0674004430836925, 6.588472135050131]","[4.072958827294065, 4.072958827294065, 4.072958827294065]","[3.233214603949744, 4.097619589327837, 3.3666327203814865]","[2.5227680958194507, 3.171071834853021, 2.622831683143258]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:08.146786,"[2000, 2001, 2002, 2003]","(-0.30919796228408813, 92.86976623535156, -103.9641342163086, 75.37774658203125)","(0.6392200589179993, 0.407941997051239, 0.49980512261390686, 0.3519788384437561)","(2.6314780712127686, -991.626220703125, 248.873291015625, -991.5255126953125)","(199.99874877929688, -996.37841796875, 275.17645263671875, -997.4246826171875)","[1555.5921727131922, 257.46217021506124, 1556.3326468380092]","[2.5845120103016863, 3.7065047140692244, 2.5829200441636746]","[230.58068254647446, 17.28664504936659, 230.608152632446]","[1569.8895367995356, 357.6382714471715, 1570.2098768537837]","[-271.66329967893074, 275.63269642937667, -320.44006164210805]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029635688129449222, 0.9996357300582233, 0.029689930546094312]","[0.343204366152627, 0.40890167338643174, 0.29769089919839303]","[0.013, 0.08, 0.012]","[6.438394896785138, 5.073363306806629, 6.5904490981286505]","[4.073215735699401, 4.073215735699401, 4.073215735699401]","[3.2347500888110825, 4.093523061637247, 3.368453276220357]","[2.5239197094654546, 3.1679994390850776, 2.6241971000224105]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:08.246877,"[2000, 2001, 2002, 2003]","(-0.31806692481040955, 93.39353942871094, -104.54942321777344, 75.80317687988281)","(0.6394704580307007, 0.40771782398223877, 0.4996442198753357, 0.3516262173652649)","(2.695424795150757, -991.6151733398438, 248.87741088867188, -991.5065307617188)","(199.99855041503906, -996.3391723632812, 275.12664794921875, -997.3950805664062)","[1555.5956491405816, 257.39046756657353, 1556.3384423754724]","[2.5875511487614755, 3.7020320035475818, 2.584720484079015]","[230.58712447693526, 17.28884142797181, 230.61504718569486]","[1570.539438568105, 357.7436301258079, 1570.5936014656993]","[-276.63098289511134, 274.79888807722676, -323.4759614227548]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029648403287930503, 0.9996366632692586, 0.029703553402879668]","[0.3428796633352047, 0.408507326566315, 0.2973862994117974]","[0.013, 0.08, 0.012]","[6.440040238589065, 5.079327779990396, 6.5924061312788504]","[4.073470761215118, 4.073470761215118, 4.073470761215118]","[3.2362699131832198, 4.08941612493939, 3.3702558962382407]","[2.5250595777445577, 3.1649192365616856, 2.6255490650358237]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:08.347026,"[2000, 2001, 2002, 2003]","(-0.3265555500984192, 93.91204071044922, -105.12884521484375, 76.22428894042969)","(0.639716625213623, 0.4074992835521698, 0.4994875192642212, 0.35128146409988403)","(2.758756399154663, -991.6046142578125, 248.88099670410156, -991.4879760742188)","(199.9983367919922, -996.3002319335938, 275.07733154296875, -997.3656616210938)","[1555.5992702360768, 257.3189928655321, 1556.3442488725275]","[2.5905662398663223, 3.6976082287691634, 2.5865102442943066]","[230.5931964993723, 17.290755726224777, 230.6215706850074]","[1571.1980387973058, 357.8438719779586, 1570.9799730149011]","[-281.52562940861833, 273.9797293431453, -326.4793420522111]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029660391163449373, 0.9996374756523985, 0.02971644637891957]","[0.3425572745174497, 0.40811376006307665, 0.2970861557668351]","[0.013, 0.08, 0.012]","[6.441652127188663, 5.085234017397346, 6.594324125517394]","[4.073721417131514, 4.073721417131514, 4.073721417131514]","[3.2377592207640293, 4.08534032248784, 3.372022972342796]","[2.526176558430165, 3.1618623847230234, 2.62687437211424]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:08.446519,"[2000, 2001, 2002, 2003]","(-0.33493977785110474, 94.44098663330078, -105.7199478149414, 76.65383911132812)","(0.6399659514427185, 0.4072796702384949, 0.4993303120136261, 0.35093408823013306)","(2.823392629623413, -991.5941772460938, 248.88414001464844, -991.46923828125)","(199.99810791015625, -996.2604370117188, 275.0270080566406, -997.3355712890625)","[1555.6031372740113, 257.24556110839006, 1556.350245445556]","[2.5936485329762826, 3.693099227850672, 2.58834334516995]","[230.5991032481168, 17.29246416901608, 230.6279418884371]","[1571.8855076801415, 357.94196329517666, 1571.3807749982113]","[-286.4952417312221, 273.15047396378503, -329.5404309857302]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029672055392610197, 0.9996381999077981, 0.029729041437612846]","[0.34222734456163373, 0.40770901978377916, 0.2967813462877784]","[0.013, 0.08, 0.012]","[6.443279357729801, 5.091260610392618, 6.596261055430935]","[4.073975229622622, 4.073975229622622, 4.073975229622622]","[3.2392630762517394, 4.08117217087366, 3.3738078989367017]","[2.5273044500459476, 3.158736271012388, 2.628213067059669]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:08.546889,"[2000, 2001, 2002, 2003]","(-0.342916876077652, 94.95941925048828, -106.29932403564453, 77.07482147216797)","(0.6402086019515991, 0.4070676863193512, 0.49917876720428467, 0.35059788823127747)","(2.886772871017456, -991.5842895507812, 248.88671875, -991.4511108398438)","(199.9978790283203, -996.2213745117188, 274.9776611328125, -997.3059692382812)","[1555.6071186696347, 257.1730789400501, 1556.3562070836606]","[2.5966755046590095, 3.688683155705039, 2.5901466552674455]","[230.6046401400111, 17.293924876209978, 230.6339357473855]","[1572.5745807958415, 358.0340326611486, 1571.7800884356318]","[-291.34259858252784, 272.3439482357553, -332.53685464895995]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02968299162821436, 0.9996388185672693, 0.029740893311896943]","[0.34190293465682187, 0.4073090704594389, 0.2964839810177209]","[0.013, 0.08, 0.012]","[6.444857653467748, 5.097168677281209, 6.5981402778529485]","[4.074222188258358, 4.074222188258358, 4.074222188258358]","[3.240722076555816, 4.077077116127501, 3.3755400531092623]","[2.528398700274005, 3.1556649799527685, 2.6295121826890897]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:08.646384,"[2000, 2001, 2002, 2003]","(-0.35082706809043884, 95.48828887939453, -106.890380859375, 77.5042495727539)","(0.6404544115066528, 0.40685468912124634, 0.49902671575546265, 0.35025909543037415)","(2.951458215713501, -991.5745849609375, 248.8888397216797, -991.432861328125)","(199.9976348876953, -996.1814575195312, 274.9272766113281, -997.275634765625)","[1555.6113855301553, 257.0986158083242, 1556.362351270897]","[2.599769291591561, 3.684181336923107, 2.5919929829226587]","[230.61004750975505, 17.295211558539233, 230.63981162552986]","[1573.2931131681732, 358.1238047429654, 1572.1940609200383]","[-296.26378016987735, 271.5275221561176, -335.5896918397859]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029693674254206437, 0.9996393630828795, 0.02975251451259847]","[0.34157087235068456, 0.40689769904562223, 0.29618190276364365]","[0.013, 0.08, 0.012]","[6.446451139045182, 5.103196768754224, 6.6000383657424795]","[4.0744723037133435, 4.0744723037133435, 4.0744723037133435]","[3.242195488705431, 4.072889991962761, 3.3772899934939655]","[2.529503759386216, 3.152524636829214, 2.6308246379776175]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:08.747411,"[2000, 2001, 2002, 2003]","(-0.3584554195404053, 96.01189422607422, -107.47557067871094, 77.92935943603516)","(0.6406959891319275, 0.4066470265388489, 0.49887871742248535, 0.3499278724193573)","(3.0155274868011475, -991.5653686523438, 248.89044189453125, -991.4150390625)","(199.9973907470703, -996.141845703125, 274.87744140625, -997.2455444335938)","[1555.6158083099285, 257.02440920387653, 1556.3685645762955]","[2.6028377667429434, 3.679727250550578, 2.5938270277869933]","[230.61518385815225, 17.296323386806414, 230.64541676925876]","[1574.0199485598598, 358.20862193259535, 1572.6104779223638]","[-301.11215318914003, 270.7255643973317, -338.6069821026269]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029703823488191006, 0.999639833270684, 0.02976360267213768]","[0.34124102219250485, 0.40648710726314874, 0.29588417897020824]","[0.013, 0.08, 0.012]","[6.448012062822302, 5.10916558411437, 6.601898322217966]","[4.074718055958013, 4.074718055958013, 4.074718055958013]","[3.2436391502512847, 4.068734978728258, 3.3790051666800203]","[2.5305865055456063, 3.1494083769033363, 2.632111017867158]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:08.846857,"[2000, 2001, 2002, 2003]","(-0.3659713864326477, 96.54071044921875, -108.06658935546875, 78.3586654663086)","(0.6409382820129395, 0.40644049644470215, 0.49873170256614685, 0.3495975434780121)","(3.080261707305908, -991.556396484375, 248.8915252685547, -991.3972778320312)","(199.9971160888672, -996.101806640625, 274.8270568847656, -997.2150268554688)","[1555.6204633192021, 256.9489224006784, 1556.374891578681]","[2.6059421729440566, 3.6752315280260066, 2.5956853381244533]","[230.62017131130867, 17.297285268078817, 230.65087821813214]","[1574.7695985835614, 358.2901067246883, 1573.0376062521893]","[-305.98481690744285, 269.9219257141869, -341.6488693384786]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02971368040263156, 0.9996402397991353, 0.029774408838635524]","[0.34090670098085957, 0.40606894211933414, 0.2955847825718612]","[0.013, 0.08, 0.012]","[6.449572270277318, 5.115194432289772, 6.603757965835594]","[4.074964478949104, 4.074964478949104, 4.074964478949104]","[3.245082516082594, 4.064529570934646, 3.380720454436209]","[2.5316690299190885, 3.1462543210581275, 2.6333974836842997]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:08.946588,"[2000, 2001, 2002, 2003]","(-0.37317419052124023, 97.05901336669922, -108.64588928222656, 78.77941131591797)","(0.6411740183830261, 0.40624117851257324, 0.49859002232551575, 0.3492778241634369)","(3.143737316131592, -991.5479736328125, 248.89210510253906, -991.380126953125)","(199.99685668945312, -996.0624389648438, 274.7777099609375, -997.18505859375)","[1555.6251957578406, 256.87445894945733, 1556.3812406214781]","[2.6089897784362983, 3.6708274594126435, 2.597512217334172]","[230.62488187364423, 17.29809926121911, 230.65605815875003]","[1575.5194789212944, 358.3659876855605, 1573.4626989309306]","[-310.7371633562475, 269.1404124268273, -344.6242593954834]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029722991797919873, 0.9996405836450448, 0.029784660072080527]","[0.3405779079040538, 0.4056557387622881, 0.2952926195666187]","[0.013, 0.08, 0.012]","[6.451085283254209, 5.121103934433149, 6.605562052789694]","[4.075204179038084, 4.075204179038084, 4.075204179038084]","[3.2464825675705846, 4.060398632758892, 3.382384870484016]","[2.5327190685350813, 3.1431561174263116, 2.634645795720155]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:09.046531,"[2000, 2001, 2002, 2003]","(-0.3802970349788666, 97.58252716064453, -109.23102569580078, 79.20435333251953)","(0.6414104700088501, 0.4060428738594055, 0.49844926595687866, 0.3489588499069214)","(3.2078778743743896, -991.539794921875, 248.89218139648438, -991.3629760742188)","(199.99658203125, -996.022705078125, 274.7278747558594, -997.1546020507812)","[1555.6302191707402, 256.79874312226326, 1556.3876292076338]","[2.612072924848575, 3.66638128318899, 2.5993629409202628]","[230.62947776448183, 17.2988044879343, 230.66112748175593]","[1576.2921720018553, 358.4385961916607, 1573.8984048058578]","[-315.51398654773516, 268.3571573251949, -347.6235060944235]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029732078124300565, 0.9996408814131206, 0.02979469433857196]","[0.34024456579638235, 0.40523490988969957, 0.294998695794901]","[0.013, 0.08, 0.012]","[6.45259793542265, 5.127073200496814, 6.607366269505797]","[4.075444552316471, 4.075444552316471, 4.075444552316471]","[3.2478826291140046, 4.056217558238644, 3.384049782083705]","[2.5337691146926464, 3.140020311536126, 2.6358944794199215]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:09.146857,"[2000, 2001, 2002, 2003]","(-0.38728103041648865, 98.10601043701172, -109.8161392211914, 79.62923431396484)","(0.6416451930999756, 0.40584757924079895, 0.4983108937740326, 0.34864386916160583)","(3.2720417976379395, -991.5320434570312, 248.89175415039062, -991.3460693359375)","(199.9962921142578, -995.9828491210938, 274.67803955078125, -997.1241455078125)","[1555.6354281889135, 256.7225308400449, 1556.394179006785]","[2.6151605847464396, 3.6619374247012697, 2.6012187323776272]","[230.63391882865497, 17.299404547433674, 230.6660500391249]","[1577.0800969019897, 358.50715265029675, 1574.3405943593218]","[-320.26736325418034, 267.5800481377627, -350.6158451050332]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02974085985408864, 0.9996411346792817, 0.029804439940097793]","[0.33990999808600686, 0.40481065184229753, 0.2947060049727294]","[0.013, 0.08, 0.012]","[6.454094743261503, 5.133042219223777, 6.609152107869256]","[4.075683114841553, 4.075683114841553, 4.075683114841553]","[3.2492683612131708, 4.052028078143354, 3.38569810232801]","[2.534808413767021, 3.1368782014646586, 2.6371307196031504]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:09.246505,"[2000, 2001, 2002, 2003]","(-0.39413899183273315, 98.62947082519531, -110.40123748779297, 80.05406188964844)","(0.6418782472610474, 0.40565529465675354, 0.498174786567688, 0.34833285212516785)","(3.336228847503662, -991.5245971679688, 248.8908233642578, -991.3294067382812)","(199.99600219726562, -995.9429931640625, 274.62823486328125, -997.0935668945312)","[1555.6408502267518, 256.64582671486625, 1556.4008077368146]","[2.618252627208327, 3.6574955657184867, 2.603079443182571]","[230.6382245800339, 17.299915491402793, 230.6708361404454]","[1577.883230519719, 358.57167544894776, 1574.7891918879754]","[-324.9972596473629, 266.8090398443536, -353.6011157732713]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029749375428889446, 0.9996413502621966, 0.029813917130612766]","[0.3395741801121142, 0.40438284270543595, 0.29441451202145047]","[0.013, 0.08, 0.012]","[6.4555759678493425, 5.139011023034718, 6.6109199038195685]","[4.0759199283828345, 4.0759199283828345, 4.0759199283828345]","[3.2506400077000626, 4.047830444444432, 3.3873301423266233]","[2.53583714863219, 3.1337299761904673, 2.6383547496021107]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:09.346966,"[2000, 2001, 2002, 2003]","(-0.40088191628456116, 99.15289306640625, -110.98632049560547, 80.47883605957031)","(0.6421096324920654, 0.4054659307003021, 0.4980410039424896, 0.34802570939064026)","(3.4004390239715576, -991.5175170898438, 248.88938903808594, -991.31298828125)","(199.99571228027344, -995.903076171875, 274.57843017578125, -997.0628662109375)","[1555.6464774325475, 256.5686218176876, 1556.4075154284599]","[2.6213488692707774, 3.653055618866265, 2.6049449660303283]","[230.64240285099052, 17.30034179267336, 230.67549678322004]","[1578.7015398074125, 358.6321477099062, 1575.2442029987722]","[-329.70395484539927, 266.0440342232557, -356.5792355249044]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029757640211731606, 0.9996415300822155, 0.029823147545795847]","[0.33923705055731757, 0.40395151898172604, 0.2941241579909094]","[0.013, 0.08, 0.012]","[6.457041866535404, 5.144979491095809, 6.612669917696536]","[4.076154994100319, 4.076154994100319, 4.076154994100319]","[3.2519977917594423, 4.043624773992443, 3.3889461272202817]","[2.536855486676725, 3.1305757233514755, 2.6395667382723538]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:09.448364,"[2000, 2001, 2002, 2003]","(-0.40758517384529114, 99.68153381347656, -111.57723236083984, 80.90780639648438)","(0.642341673374176, 0.4052776098251343, 0.4979081153869629, 0.34771937131881714)","(3.4653148651123047, -991.5107421875, 248.88742065429688, -991.296630859375)","(199.99539184570312, -995.8626708984375, 274.5281982421875, -997.0317993164062)","[1555.6523298824156, 256.490156804028, 1556.4143845152178]","[2.624480339764629, 3.6485730397652865, 2.606833929657568]","[230.6465017656818, 17.300717703010395, 230.6800878680913]","[1579.543409225014, 358.68915911541006, 1575.7102891475422]","[-334.4346234585716, 265.27747596676346, -359.5797360682665]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02976574929660336, 0.9996416886092159, 0.02983224179446564]","[0.33889518094506504, 0.40351220387896053, 0.2938320082374671]","[0.013, 0.08, 0.012]","[6.458507105703348, 5.151007190883655, 6.614419695277718]","[4.076390673922557, 4.076390673922557, 4.076390673922557]","[3.253355299353664, 4.039369160499389, 3.390562258754977]","[2.5378736173723913, 3.1273840132316844, 2.6407788369233756]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:09.547449,"[2000, 2001, 2002, 2003]","(-0.4140620529651642, 100.19966888427734, -112.15643310546875, 81.3282241821289)","(0.6425674557685852, 0.4050958752632141, 0.49778005480766296, 0.34742289781570435)","(3.528928279876709, -991.5044555664062, 248.88499450683594, -991.2808227539062)","(199.99508666992188, -995.8230590820312, 274.4789733886719, -997.001220703125)","[1555.658312037022, 256.41275299337235, 1556.4211871793684]","[2.6275536380998523, 3.644180779968781, 2.6086898480937646]","[230.65041529001232, 17.30102320058754, 230.68448463023253]","[1580.3835901276166, 358.7410421654307, 1576.1734449658506]","[-339.04891569283285, 264.5319314675853, -362.5131273724129]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029773492790121647, 0.9996418174162891, 0.029840952601290938]","[0.33855877040782156, 0.4030780304772526, 0.29354676987851513]","[0.013, 0.08, 0.012]","[6.4599282325512215, 5.156915005016418, 6.61611730977085]","[4.076619947176479, 4.076619947176479, 4.076619947176479]","[3.2546722581450913, 4.0351899992101465, 3.3921305611902617]","[2.5388613364659616, 3.1242496422647528, 2.6419550637498395]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:09.646730,"[2000, 2001, 2002, 2003]","(-0.4205164611339569, 100.7230224609375, -112.74147033691406, 81.75284576416016)","(0.6427938938140869, 0.40491506457328796, 0.4976528584957123, 0.34712713956832886)","(3.5932068824768066, -991.4984741210938, 248.8820343017578, -991.26513671875)","(199.9947509765625, -995.7830200195312, 274.4292907714844, -996.9702758789062)","[1555.6645661400794, 256.3340805238619, 1556.428190002262]","[2.630661968316184, 3.6397456125910037, 2.6105689711190316]","[230.6542681076434, 17.30128895535269, 230.6888273169088]","[1581.2473224157404, 358.78945056789627, 1576.647720303918]","[-343.68771261406806, 263.7846740406924, -365.46874375984464]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02978111728817212, 0.9996419294477572, 0.029849557698191365]","[0.3382175363063006, 0.40263583142861153, 0.29325968783929945]","[0.013, 0.08, 0.012]","[6.461349051494208, 5.162881929394226, 6.617814964638634]","[4.0768498367820385, 4.0768498367820385, 4.0768498367820385]","[3.2559892436926527, 4.03096102250114, 3.3936992462303546]","[2.5398490756266328, 3.1210779097329984, 2.643131577529909]","['Safe', 'Starboard crossing', 'Safe']"
