time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y,.RD,.RC,.K,.DCPA,.TCPA,.UDCPA,UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/07/31/12:37:21.645535,"[2000, 2001, 2002, 2003]","(-0.4235232472419739, 292.1739501953125, -126.63485717773438, 80.66107177734375)","(0.6706281900405884, 0.39755624532699585, 0.6778061985969543, 0.3243848979473114)","(133.45974731445312, -1003.4623413085938, 164.6017303466797, -994.3045043945312)","(200.75570678710938, -1003.5308837890625, 189.9800262451172, -1005.6524658203125)","[1656.1697857026975, 32.95367944628408, 1651.4457958576338]","[3.750772089367682, 3.6062953935124433, 2.6573746580969644]","[227.07166211457502, 341.33699220790743, 227.35322682842312]","[2317.7897742344435, 40.19233030724468, 1708.1617915256895]","[-2550.5524164175645, 19.11805455783386, -624.2668567635681]","[0, 0.18098977862282534, 0]","[0, 0.42081001597277856, 0]","[0, 0.861908952171908, 0]","[0.023163110004110143, 0.8346905469057273, 0.023649613942031078]","[0.3167401752121437, 0.49130152389004833, 0.2635589685596689]","[0.012, 0.414, 0.01]","[6.593087322981317, 5.344634269327273, 6.786025433155551]","[4.104740079273272, 4.104740079273272, 4.104740079273272]","[3.3806313986163876, 3.9944587439766703, 3.5516412227174543]","[2.6333306918194337, 3.0937012008396456, 2.761588059895234]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:21.745278,"[2000, 2001, 2002, 2003]","(-0.4048875868320465, 292.696533203125, -126.63485717773438, 81.0828857421875)","(0.6706453561782837, 0.3974933326244354, 0.6778061985969543, 0.32438355684280396)","(133.5268096923828, -1003.4600830078125, 164.561279296875, -994.2890625)","(200.7548065185547, -1003.570556640625, 189.92562866210938, -1005.6239624023438)","[1656.242465875398, 32.86968163224283, 1651.4595683709824]","[3.752180885784034, 3.606450443468688, 2.6587527815297323]","[227.0523170758651, 341.1689483195597, 227.33258622638925]","[2318.2255569418357, 40.05265100053534, 1708.7524677465244]","[-2565.1869433876304, 19.013433240520367, -625.5413123838144]","[0, 0.18827666216539074, 0]","[0, 0.4228095737531068, 0]","[0, 0.8637704670097838, 0]","[0.023129891233743594, 0.833308442925623, 0.023613758386244188]","[0.316506536079194, 0.49127861686838536, 0.2635970209411658]","[0.012, 0.417, 0.01]","[6.593320915735889, 5.3448462334559155, 6.78609359072541]","[4.104757059617826, 4.104757059617826, 4.104757059617826]","[3.3808436159395607, 3.9943463770820737, 3.5517075331192354]","[2.6334898548118137, 3.0936169256686985, 2.7616377926965696]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:21.845424,"[2000, 2001, 2002, 2003]","(-0.38653334975242615, 293.22430419921875, -126.63484954833984, 81.50897216796875)","(0.6706626415252686, 0.39743074774742126, 0.6778061985969543, 0.3243822455406189)","(133.5945281982422, -1003.4574584960938, 164.5204315185547, -994.273681640625)","(200.75392150878906, -1003.610595703125, 189.87069702148438, -1005.5950317382812)","[1656.3156227083464, 32.785097657745595, 1651.473531746764]","[3.7535611316571553, 3.6066030814538506, 2.660153149844153]","[227.0332552893115, 340.9989049809308, 227.3121991446825]","[2318.6531419276726, 39.91191684558985, 1709.3552274724457]","[-2580.1319231673174, 18.907915324194022, -626.840278691399]","[0, 0.19572977292462107, 0]","[0, 0.42483535574481956, 0]","[0, 0.8656553131721302, 0]","[0.023097184812765348, 0.8319053695590621, 0.023578373010461284]","[0.31626714417862545, 0.4912558424307054, 0.2636334146429926]","[0.012, 0.421, 0.01]","[6.5935541074417605, 5.3450555615744815, 6.786162116978452]","[4.104774157613257, 4.104774157613257, 4.104774157613257]","[3.381055515253527, 3.994236868595593, 3.5517742115400166]","[2.633648779297288, 3.093534794303838, 2.7616878015121555]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:21.945317,"[2000, 2001, 2002, 2003]","(-0.3689520061016083, 293.7415771484375, -126.63484954833984, 81.92657470703125)","(0.6706796288490295, 0.3973703682422638, 0.6778061985969543, 0.3243809640407562)","(133.66091918945312, -1003.4545288085938, 164.4803924560547, -994.2587890625)","(200.75308227539062, -1003.6498413085938, 189.8168487548828, -1005.5665893554688)","[1656.3871152876252, 32.70241086706026, 1651.4873141275436]","[3.7548724194238594, 3.6067490705214946, 2.6615344704738026]","[227.01498976896954, 340.83181592700754, 227.29261891263522]","[2319.0602304489253, 39.774257269974825, 1709.9523258776949]","[-2594.9420587838013, 18.80458779020788, -628.1265038480435]","[0, 0.20312548554484822, 0]","[0, 0.42682761461750046, 0]","[0, 0.8675080089408594, 0]","[0.023065868800377143, 0.8305222617430887, 0.023544415918707817]","[0.31602915323517267, 0.49123377471319324, 0.2636670093315282]","[0.012, 0.425, 0.01]","[6.59378030220111, 5.345256873013447, 6.786229441317031]","[4.1047909605534825, 4.1047909605534825, 4.1047909605534825]","[3.381261124476435, 3.994133152563797, 3.551839722492205]","[2.6338029862144694, 3.0934570072799907, 2.7617369347262968]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:22.045167,"[2000, 2001, 2002, 2003]","(-0.35157349705696106, 294.26409912109375, -126.63484954833984, 82.348388671875)","(0.6706967353820801, 0.3973103165626526, 0.6778061985969543, 0.32437968254089355)","(133.72799682617188, -1003.451171875, 164.43994140625, -994.2439575195312)","(200.7522430419922, -1003.689453125, 189.762451171875, -1005.5377197265625)","[1656.4590524626046, 32.619098532117505, 1651.5012971132887]","[3.7561550796668453, 3.6068932614481604, 2.6629388335519573]","[226.9969293143, 340.66261417348176, 227.27321247814763]","[2319.4594324843983, 39.63548103972201, 1710.5619355843485]","[-2610.0680582311293, 18.700309180810162, -629.439634228458]","[0, 0.21068413500142713, 0]","[0, 0.4288469443715353, 0]","[0, 0.8693851163356577, 0]","[0.023034927618217294, 0.8291172327692065, 0.02351078715756677]","[0.3157853946240435, 0.49121177898017776, 0.2636988941756492]","[0.012, 0.429, 0.01]","[6.594006096181835, 5.345456395215777, 6.78629721293405]","[4.104807881146447, 4.104807881146447, 4.104807881146447]","[3.3814664158663787, 3.9940315445043093, 3.5519056711235404]","[2.633956954756927, 3.0933808012353747, 2.761786396199798]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:22.145365,"[2000, 2001, 2002, 2003]","(-0.33454275131225586, 294.78662109375, -126.63484954833984, 82.77020263671875)","(0.6707138419151306, 0.3972511887550354, 0.6778061985969543, 0.32437843084335327)","(133.79505920410156, -1003.447509765625, 164.3994903564453, -994.2293090820312)","(200.75143432617188, -1003.72900390625, 189.70806884765625, -1005.5087280273438)","[1656.5307476976, 32.53603593629388, 1651.5153299414192]","[3.7573953323595948, 3.6070344427965972, 2.6643527451083133]","[226.97922401617, 340.49296757528055, 227.25414741870918]","[2319.8467395675384, 39.49702894298267, 1711.17824241672]","[-2625.362247021292, 18.596142483734525, -630.7675786084047]","[0, 0.21832551542884843, 0]","[0, 0.4308723496364367, 0]","[0, 0.8712669836073741, 0]","[0.023004617323421683, 0.8277040545230401, 0.02347777604472351]","[0.3155382304442286, 0.49119002583557136, 0.263728704467836]","[0.012, 0.433, 0.01]","[6.59422944775955, 5.345652503662988, 6.786364904508443]","[4.104824801475872, 4.104824801475872, 4.104824801475872]","[3.3816695438655064, 3.993932960014915, 3.5519715490742594]","[2.634109300756273, 3.093306862868329, 2.7618358046628373]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:22.245679,"[2000, 2001, 2002, 2003]","(-0.3176647424697876, 295.3143310546875, -126.63484954833984, 83.1962890625)","(0.6707310676574707, 0.3971923887729645, 0.6778061985969543, 0.3243771493434906)","(133.86279296875, -1003.4434204101562, 164.358642578125, -994.2147827148438)","(200.75064086914062, -1003.7689208984375, 189.65313720703125, -1005.4793701171875)","[1656.6028881393368, 32.45239469433785, 1651.529650496827]","[3.758604601953414, 3.6071742601528904, 2.665790977765458]","[226.9616744315477, 340.3211120516224, 227.2352067093415]","[2320.2259014240394, 39.35750982984587, 1711.8078728010614]","[-2640.981162553927, 18.49102872061111, -632.1248845710835]","[0, 0.22612452827257684, 0]","[0, 0.4329242646561928, 0]","[0, 0.8731725457722755, 0]","[0.02297459551206149, 0.8262679507837967, 0.023445005843357736]","[0.31528516371652987, 0.49116830939278555, 0.2637566859352946]","[0.012, 0.437, 0.01]","[6.594452398580945, 5.345847314950184, 6.786433121899773]","[4.104841839450711, 4.104841839450711, 4.104841839450711]","[3.3818723540441913, 3.9938360473474814, 3.5520379343245776]","[2.634261408390286, 3.093234178367754, 2.761885593600576]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:22.345060,"[2000, 2001, 2002, 2003]","(-0.3012436628341675, 295.83685302734375, -126.63484954833984, 83.61810302734375)","(0.6707481145858765, 0.39713507890701294, 0.6778061985969543, 0.3243759274482727)","(133.92987060546875, -1003.43896484375, 164.31820678710938, -994.2006225585938)","(200.7498779296875, -1003.808349609375, 189.59873962402344, -1005.4501953125)","[1656.6739940971938, 32.369821367358995, 1651.5439311761663]","[3.759758760952133, 3.6073101887469012, 2.667225005780728]","[226.94459667374497, 340.150401743945, 227.21673537301578]","[2320.5894747902935, 39.219668397522916, 1712.4383426470004]","[-2656.6195121774276, 18.387029282235915, -633.4850539021398]","[0, 0.23392442288863363, 0]","[0, 0.4349622978758156, 0]","[0, 0.8750643769326316, 0]","[0.022945401785900044, 0.8248369322139564, 0.023413072294344528]","[0.31503115915460506, 0.4911470144032207, 0.26378230215707255]","[0.012, 0.441, 0.01]","[6.594670709225623, 5.346037338834408, 6.786500507614291]","[4.1048587002977035, 4.1048587002977035, 4.1048587002977035]","[3.3820709988284596, 3.993742589425411, 3.5521035212198666]","[2.634410391978488, 3.093164084926201, 2.761934783772043]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:22.444889,"[2000, 2001, 2002, 2003]","(-0.28524768352508545, 296.35931396484375, -126.63484954833984, 84.0399169921875)","(0.6707648634910583, 0.39707866311073303, 0.6778061985969543, 0.3243747055530548)","(133.9962615966797, -1003.4342041015625, 164.2777557373047, -994.1866455078125)","(200.74913024902344, -1003.8477783203125, 189.5443572998047, -1005.4209594726562)","[1656.74443043645, 32.288113630947485, 1651.5578365693118]","[3.7608671765604993, 3.607442549170559, 2.6686669163067815]","[226.92796937436373, 339.97974193971976, 227.19870084551255]","[2320.9402461923364, 39.083005016615616, 1713.0743731634848]","[-2672.434144310972, 18.28365388738905, -634.8550984434273]","[0, 0.24174789565674, 0]","[0, 0.4369923490443603, 0]","[0, 0.8769453421146111, 0]","[0.022916997937751926, 0.8234018931671174, 0.02338191730733985]","[0.31477382307140656, 0.49112618529422386, 0.2638059252618337]","[0.012, 0.445, 0.01]","[6.594885481485254, 5.346222687194144, 6.786566770163192]","[4.104875266119793, 4.104875266119793, 4.104875266119793]","[3.3822664187930065, 3.993651962907087, 3.552168010415179]","[2.6345569569518976, 3.093096115037458, 2.761983150668527]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:22.545108,"[2000, 2001, 2002, 2003]","(-0.26917800307273865, 296.8818359375, -126.63484954833984, 84.4617919921875)","(0.6707819700241089, 0.39702311158180237, 0.6778061985969543, 0.3243735134601593)","(134.0640106201172, -1003.4290771484375, 164.2373046875, -994.1729125976562)","(200.74839782714844, -1003.8871459960938, 189.48995971679688, -1005.3915405273438)","[1656.8155146324084, 32.20538067819586, 1651.5727159650644]","[3.761936431197915, 3.607575418461726, 2.670124409715664]","[226.91124240256403, 339.8073293628604, 227.18054808196317]","[2321.2819024582086, 38.94487524650495, 1713.7210750854695]","[-2688.4204837932157, 18.179256363540347, -636.2561874643302]","[0, 0.24974391549260055, 0]","[0, 0.43905778697932735, 0]","[0, 0.8788643194721074, 0]","[0.02288844356671188, 0.8219476280562543, 0.023350581406583082]","[0.31451299450991704, 0.491105098049116, 0.2638272907312989]","[0.012, 0.449, 0.01]","[6.595099378942876, 5.346409364193312, 6.7866342987665815]","[4.104892185399761, 4.104892185399761, 4.104892185399761]","[3.382461172591422, 3.9935617294126335, 3.5522337449698407]","[2.6347030223007097, 3.093028439916618, 2.762032451584523]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:22.645108,"[2000, 2001, 2002, 2003]","(-0.2536466121673584, 297.3990478515625, -126.63484954833984, 84.87939453125)","(0.670798659324646, 0.3969689905643463, 0.6778061985969543, 0.3243723511695862)","(134.1304168701172, -1003.4236450195312, 164.197265625, -994.1594848632812)","(200.74771118164062, -1003.9260864257812, 189.4361114501953, -1005.3623657226562)","[1656.8851902713577, 32.12435380508366, 1651.5871004222154]","[3.76294897202315, 3.607703782868029, 2.671575284156881]","[226.89508615343686, 339.6365936277357, 227.16296680306905]","[2321.607572924414, 38.809304178019836, 1714.3669864779124]","[-2704.423756597523, 18.076502307146406, -637.6535853978424]","[0, 0.25767577671673514, 0]","[0, 0.4410942505795295, 0]","[0, 0.8807527751375622, 0]","[0.022860882264558735, 0.8205030863446523, 0.023320254338818458]","[0.31425148135426495, 0.4910846250646741, 0.2638464609251055]","[0.012, 0.453, 0.01]","[6.59530785415957, 5.3465900527396, 6.78670017700916]","[4.104908691760441, 4.104908691760441, 4.104908691760441]","[3.382650995713511, 3.9934749669242837, 3.5522978735532464]","[2.6348453896422765, 3.092963368050356, 2.762080548022078]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:22.745324,"[2000, 2001, 2002, 2003]","(-0.23816552758216858, 297.9215087890625, -126.63484954833984, 85.30120849609375)","(0.6708154082298279, 0.39691513776779175, 0.6778061985969543, 0.32437118887901306)","(134.19749450683594, -1003.4178466796875, 164.15682983398438, -994.1461791992188)","(200.7470245361328, -1003.96533203125, 189.38172912597656, -1005.3328247070312)","[1656.9552975141232, 32.042754587356576, 1651.6017616432937]","[3.763927142130908, 3.6078316931922694, 2.6730514908873633]","[226.8789798358598, 339.4635541721832, 227.14540708618514]","[2321.925098002467, 38.67267557574738, 1715.0269713945154]","[-2720.769788603715, 17.972785783619667, -639.082725807065]","[0, 0.26575097056349833, 0]","[0, 0.4431575210923638, 0]","[0, 0.8826657459551726, 0]","[0.022833424521989443, 0.8190345902293179, 0.023289986378891014]","[0.31398390729716763, 0.4910641499905645, 0.26386375216953695]","[0.012, 0.457, 0.01]","[6.595515851351976, 5.3467703497936965, 6.786766278192315]","[4.1049252568202865, 4.1049252568202865, 4.1049252568202865]","[3.3828404144156194, 3.99338881152305, 3.552362220483351]","[2.6349874536688573, 3.0928987514994306, 2.7621288082196562]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:22.845134,"[2000, 2001, 2002, 2003]","(-0.2225738763809204, 298.4544677734375, -126.63484954833984, 85.73150634765625)","(0.6708324551582336, 0.3968610465526581, 0.6778061985969543, 0.32437002658843994)","(134.2659149169922, -1003.4114990234375, 164.11557006835938, -994.1328125)","(200.746337890625, -1004.0053100585938, 189.3262481689453, -1005.3025512695312)","[1657.0264822361253, 31.95976773774026, 1651.6167659006362]","[3.7648780539950404, 3.6079604544684116, 2.674568557249091]","[226.8627604450269, 339.2863734360028, 227.12768701148818]","[2322.2370689293225, 38.53360972693592, 1715.708056350042]","[-2737.632951784237, 17.867040408043042, -640.5589182887899]","[0, 0.2740513823942117, 0]","[0, 0.44526889022112, 0]","[0, 0.884622905743934, 0]","[0.022805792555346205, 0.8175263196878866, 0.02325946420344449]","[0.3137073932968231, 0.491043423995148, 0.2638792219686075]","[0.012, 0.462, 0.01]","[6.595725645902121, 5.346952237334275, 6.786833499596078]","[4.104942116372742, 4.104942116372742, 4.104942116372742]","[3.383031517517683, 3.9933025548623116, 3.5524276630370624]","[2.635130780995405, 3.0928340590038763, 2.7621778901349394]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:22.945194,"[2000, 2001, 2002, 2003]","(-0.20761480927467346, 298.9716796875, -126.63484954833984, 86.14910888671875)","(0.6708489656448364, 0.3968093991279602, 0.6778061985969543, 0.3243688941001892)","(134.33233642578125, -1003.405029296875, 164.07553100585938, -994.1200561523438)","(200.74571228027344, -1004.0440673828125, 189.27239990234375, -1005.2730712890625)","[1657.0953677930609, 31.879474535111935, 1651.6314476794255]","[3.7657551408025807, 3.6080839376006524, 2.6760518615003113]","[226.8471994803628, 339.11370354522455, 227.11065498567785]","[2322.5285294595797, 38.3989333793863, 1716.3768216619237]","[-2754.1823672324517, 17.76444543784583, -642.0097052016228]","[0, 0.2821651277143299, 0]","[0, 0.44732445310803004, 0]","[0, 0.886527837931125, 0]","[0.02277929979251231, 0.8160519671292941, 0.023230148176188015]","[0.31343563263516083, 0.49102344748580123, 0.2638921136004436]","[0.012, 0.466, 0.01]","[6.595926877704577, 5.347127008939084, 6.786898622118788]","[4.104958445130442, 4.104958445130442, 4.104958445130442]","[3.3832148701066402, 3.993220244592728, 3.552491061065374]","[2.635268295437123, 3.092772326301689, 2.7622254386561735]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:23.045054,"[2000, 2001, 2002, 2003]","(-0.19281761348247528, 299.4888916015625, -126.63484954833984, 86.5709228515625)","(0.6708653569221497, 0.3967585265636444, 0.6778061985969543, 0.3243677616119385)","(134.39874267578125, -1003.398193359375, 164.03549194335938, -994.107421875)","(200.74508666992188, -1004.082763671875, 189.2185516357422, -1005.2431640625)","[1657.1639472433028, 31.799438311409315, 1651.6458926364726]","[3.7665864720118623, 3.6082060663927886, 2.677558794100646]","[226.8318085772343, 338.94041025459745, 227.09377203575718]","[2322.808682860608, 38.26457890512009, 1717.058510773779]","[-2770.916034793585, 17.66191855663296, -643.486873264173]","[0, 0.29033065964293936, 0]","[0, 0.4493859889364162, 0]","[0, 0.8884381337610181, 0]","[0.02275311340014713, 0.8145678700716699, 0.023201109061340097]","[0.3131604990891376, 0.4910036495043375, 0.26390312633030755]","[0.012, 0.47, 0.01]","[6.596125591419676, 5.347299991702734, 6.786963294656601]","[4.104974655748221, 4.104974655748221, 4.104974655748221]","[3.3833959559364954, 3.9931389937554687, 3.5525540195069696]","[2.6354041098095147, 3.0927113881737442, 2.76227265748737]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:23.144873,"[2000, 2001, 2002, 2003]","(-0.17802459001541138, 300.0113525390625, -126.63484954833984, 86.988525390625)","(0.6708818078041077, 0.3967079520225525, 0.6778061985969543, 0.32436665892601013)","(134.46583557128906, -1003.3909301757812, 163.9950408935547, -994.0950927734375)","(200.74447631835938, -1004.1217651367188, 189.16415405273438, -1005.2135620117188)","[1657.2329379423543, 31.718829967327675, 1651.6612514470035]","[3.767379135069088, 3.608328140814712, 2.679065957653952]","[226.81642298179057, 338.7646485732786, 227.07687576839538]","[2323.080229416496, 38.129147868539704, 1717.744307960731]","[-2788.008916894929, 17.558383266781245, -644.9793409408516]","[0, 0.29863086428963137, 0]","[0, 0.4514751579052398, 0]","[0, 0.8903738786846326, 0]","[0.022726952771658926, 0.8130581352664756, 0.0231720672882183]","[0.3128791618155703, 0.4909838168223974, 0.2639118302678167]","[0.012, 0.474, 0.01]","[6.596323748931714, 5.347473036083752, 6.787028111601928]","[4.104990925070519, 4.104990925070519, 4.104990925070519]","[3.3835765679592202, 3.993057948459683, 3.552617126677729]","[2.635539568826558, 3.0926506042019053, 2.7623199878654394]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:23.245364,"[2000, 2001, 2002, 2003]","(-0.16337449848651886, 300.5338134765625, -126.63484954833984, 87.410400390625)","(0.6708981990814209, 0.39665812253952026, 0.6778061985969543, 0.3243655860424042)","(134.5329132080078, -1003.38330078125, 163.95458984375, -994.0828857421875)","(200.743896484375, -1004.1607055664062, 189.10977172851562, -1005.1834716796875)","[1657.3016447114014, 31.638493051687654, 1651.676351245107]","[3.7681236110670038, 3.608449002567367, 2.6805972121848622]","[226.80118923131113, 338.5881953333912, 227.06010891605177]","[2323.3402079002162, 37.994049637090185, 1718.4433768622416]","[-2805.2941666583156, 17.45490516957431, -646.4986306997774]","[0, 0.30697720324308286, 0]","[0, 0.45357036951148183, 0]","[0, 0.8923150955372133, 0]","[0.022701066809876547, 0.811537930357068, 0.023143267976103776]","[0.312594320853238, 0.4909641158886029, 0.2639186099683418]","[0.012, 0.479, 0.01]","[6.596519702027476, 5.347644577993657, 6.787092624334894]","[4.105007135203703, 4.105007135203703, 4.105007135203703]","[3.3837552092040895, 3.992977970909119, 3.5526799439532275]","[2.6356735497602104, 3.0925906210389824, 2.762367100822064]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:23.345015,"[2000, 2001, 2002, 2003]","(-0.14871488511562347, 301.06146240234375, -126.63484954833984, 87.83642578125)","(0.6709147095680237, 0.3966086208820343, 0.6778061985969543, 0.32436448335647583)","(134.60067749023438, -1003.3753051757812, 163.9137420654297, -994.07080078125)","(200.74331665039062, -1004.1998901367188, 189.05484008789062, -1005.153076171875)","[1657.370749163031, 31.55760685877581, 1651.6917831192466]","[3.768825911736051, 3.608569906263099, 2.6821548154384423]","[226.78594374883568, 338.40925517257705, 227.04330486458642]","[2323.5910331796877, 37.85791047931421, 1719.1575604975064]","[-2822.948693419848, 17.35043213250517, -648.051269751783]","[0, 0.3154522740707426, 0]","[0, 0.45569325649197034, 0]","[0, 0.8942820612204202, 0]","[0.0226751773257588, 0.8099916926589021, 0.023114424772828324]","[0.31230313584414665, 0.4909443371380076, 0.2639232722960539]","[0.012, 0.483, 0.01]","[6.596715255314488, 5.34781641641764, 6.787157662896843]","[4.105023462984276, 4.105023462984276, 4.105023462984276]","[3.383933533245613, 3.992898252779602, 3.552743268536699]","[2.6358072927913523, 3.0925308324418443, 2.7624145942596674]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:23.445091,"[2000, 2001, 2002, 2003]","(-0.1344691514968872, 301.57867431640625, -126.63484954833984, 88.2540283203125)","(0.670930802822113, 0.3965608477592468, 0.6778061985969543, 0.32436344027519226)","(134.66709899902344, -1003.3670654296875, 163.8737030029297, -994.0591430664062)","(200.74276733398438, -1004.23828125, 189.00099182128906, -1005.1231079101562)","[1657.4382095092246, 31.478584868740487, 1651.7069258639194]","[3.769465178752306, 3.6086873821879477, 2.683692500640472]","[226.77113396842122, 338.23312488952575, 227.0269487704271]","[2323.8253689127996, 37.724783137927915, 1719.8654980698423]","[-2840.449204585396, 17.248066083667016, -649.5908238641362]","[0, 0.32379967199539417, 0]","[0, 0.45778042744757325, 0]","[0, 0.8962159760713891, 0]","[0.02265004345849675, 0.8084652323963588, 0.02308636968997335]","[0.3120142625693362, 0.4909250853571058, 0.26392577432587244]","[0.012, 0.487, 0.01]","[6.596904602674598, 5.347983487881577, 6.787220972916337]","[4.1050393779133145, 4.1050393779133145, 4.1050393779133145]","[3.3841062315081154, 3.9928209235641106, 3.5528049177787984]","[2.635936816488229, 3.092472835530226, 2.7624608311912415]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:23.545075,"[2000, 2001, 2002, 2003]","(-0.12005764245986938, 302.1063232421875, -126.63484954833984, 88.6800537109375)","(0.6709470748901367, 0.39651283621788025, 0.6778061985969543, 0.3243623673915863)","(134.73486328125, -1003.3582763671875, 163.83285522460938, -994.0474243164062)","(200.7422332763672, -1004.2774047851562, 188.946044921875, -1005.092529296875)","[1657.5067583965092, 31.39823998998132, 1651.7225123393935]","[3.7700663388811106, 3.608806232391828, 2.685272261635459]","[226.75615626452262, 338.0526567356072, 227.01038037321263]","[2324.0526137368242, 37.58929036192871, 1720.5958781524937]","[-2858.504702199125, 17.143664008571427, -651.1791746046653]","[0, 0.332353343391098, 0]","[0, 0.45991622006178606, 0]","[0, 0.8981949606008132, 0]","[0.02262464035811529, 0.8068965723946306, 0.02305796978393715]","[0.31171603411064863, 0.4909056102100159, 0.26392619788704597]","[0.012, 0.491, 0.01]","[6.597095277966171, 5.3481524914422796, 6.787285033083683]","[4.105055469437888, 4.105055469437888, 4.105055469437888]","[3.3842801620004495, 3.9927426661065106, 3.5528672936472834]","[2.63606726435748, 3.092414142437026, 2.7625076130926054]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:23.644888,"[2000, 2001, 2002, 2003]","(-0.10604215413331985, 302.62353515625, -126.63484954833984, 89.09771728515625)","(0.6709629893302917, 0.39646655321121216, 0.6778061985969543, 0.3243613541126251)","(134.80128479003906, -1003.349365234375, 163.79281616210938, -994.0362548828125)","(200.74172973632812, -1004.3156127929688, 188.89219665527344, -1005.0624389648438)","[1657.5736582274371, 31.31974759598592, 1651.7379376218728]","[3.7706048228207028, 3.6089217869587134, 2.6868318220591525]","[226.74159043391057, 337.8750320202231, 226.99424042925006]","[2324.2636900099287, 37.45680126442725, 1721.320018074387]","[-2876.4027206761216, 17.041368896590775, -652.7537164557795]","[0, 0.34077121897915463, 0]","[0, 0.4620161867518365, 0]","[0, 0.900141122946955, 0]","[0.022599951009992125, 0.8053481052060938, 0.02303032299530705]","[0.31142025069176, 0.49088661619084356, 0.2639245213021227]","[0.012, 0.496, 0.01]","[6.597279982685482, 5.348317003708279, 6.787347589103854]","[4.1050712070720685, 4.1050712070720685, 4.1050712070720685]","[3.3844486932196727, 3.992666815445132, 3.552928213546442]","[2.6361936627718974, 3.092357254440992, 2.7625533030169747]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:23.745506,"[2000, 2001, 2002, 2003]","(-0.09185300022363663, 303.15118408203125, -126.63484954833984, 89.52374267578125)","(0.6709790825843811, 0.39642003178596497, 0.6778061985969543, 0.32436031103134155)","(134.86904907226562, -1003.3399047851562, 163.75196838378906, -994.0250244140625)","(200.74122619628906, -1004.3544921875, 188.83726501464844, -1005.0316772460938)","[1657.6415911277247, 31.239935463234765, 1651.7537510716206]","[3.7711013881273616, 3.6090387842028346, 2.688433617497006]","[226.72684697833176, 337.69307235285936, 226.9778784863459]","[2324.466970186314, 37.32196301011254, 1722.0668577797583]","[-2894.8684022503203, 16.93704745616338, -654.3773174530336]","[0, 0.34939021891228217, 0]","[0, 0.4641653046785368, 0]","[0, 0.9021333462142936, 0]","[0.022574975834318167, 0.8037572247357931, 0.02300231477361414]","[0.3111149449485861, 0.490867393162159, 0.26392067564016225]","[0.012, 0.5, 0.01]","[6.5974660154357325, 5.348483525587383, 6.787410895272005]","[4.105087121301802, 4.105087121301802, 4.105087121301802]","[3.384618456733449, 3.992589967833964, 3.552989860072066]","[2.63632098540723, 3.092299618732616, 2.7625995379111927]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:37:23.845120,"[2000, 2001, 2002, 2003]","(-0.07804495841264725, 303.66839599609375, -126.63484954833984, 89.94134521484375)","(0.6709948182106018, 0.3963751494884491, 0.6778061985969543, 0.32435932755470276)","(134.9354705810547, -1003.330322265625, 163.71192932128906, -994.0142211914062)","(200.74075317382812, -1004.392578125, 188.78341674804688, -1005.0014038085938)","[1657.7079636998412, 31.16197529703125, 1651.7693198602556]","[3.7715354878271388, 3.6091526147841324, 2.690014469022374]","[226.71250338074103, 337.5139415461636, 226.9619331788586]","[2324.654435222697, 37.19012208978995, 1722.80699613047]","[-2913.173212887294, 16.83482266963098, -655.9857461377826]","[0, 0.3578655145652688, 0]","[0, 0.4662783255252683, 0]","[0, 0.9040925497824089, 0]","[0.02255069273235466, 0.8021865366090293, 0.022975037988785252]","[0.31081217717461757, 0.4908486408708048, 0.2639148122810986]","[0.012, 0.504, 0.01]","[6.597646313744101, 5.348645702497691, 6.787472697382481]","[4.105102681656614, 4.105102681656614, 4.105102681656614]","[3.3847830301813384, 3.9925153974446763, 3.5530500506912484]","[2.6364444154931466, 3.09224369094065, 2.762644680875579]","['Safe', 'Starboard crossing', 'Safe']"
