time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y
2024/07/31/12:44:50.546732,"(2000, 2001, 2002, 2003)","(3.2385199069976807, 154.86322021484375, -139.97357177734375, 325.440673828125)","(0.6705785989761353, 0.3935728073120117, 0.6778061985969543, 0.3301659822463989)","(110.75483703613281, -993.88916015625, 168.3994903564453, -1000.6891479492188)","(207.62196350097656, -998.919189453125, 204.24546813964844, -1005.1312866210938)"
2024/07/31/12:44:50.647436,"(2000, 2001, 2002, 2003)","(3.2276108264923096, 155.38018798828125, -139.97357177734375, 325.85882568359375)","(0.670598566532135, 0.3935723900794983, 0.6778061985969543, 0.3300916850566864)","(110.82176971435547, -993.9171142578125, 168.34811401367188, -1000.6697387695312)","(207.62600708007812, -998.8920288085938, 204.2023162841797, -1005.1575317382812)"
2024/07/31/12:44:50.746826,"(2000, 2001, 2002, 2003)","(3.2166125774383545, 155.9075927734375, -139.97357177734375, 326.28546142578125)","(0.6706185936927795, 0.39357200264930725, 0.6778061985969543, 0.3300168216228485)","(110.8893814086914, -993.9458618164062, 168.29568481445312, -1000.649658203125)","(207.63009643554688, -998.8645629882812, 204.1582794189453, -1005.1842041015625)"
2024/07/31/12:44:50.847403,"(2000, 2001, 2002, 2003)","(3.2058510780334473, 156.424560546875, -139.97357177734375, 326.70367431640625)","(0.6706380248069763, 0.3935716152191162, 0.6778061985969543, 0.329944372177124)","(110.95565795898438, -993.9743041992188, 168.2443084716797, -1000.6298828125)","(207.6340789794922, -998.8379516601562, 204.11512756347656, -1005.2101440429688)"
2024/07/31/12:44:50.946737,"(2000, 2001, 2002, 2003)","(3.1950109004974365, 156.94671630859375, -139.97357177734375, 327.12603759765625)","(0.6706575751304626, 0.39357122778892517, 0.6778061985969543, 0.3298720717430115)","(111.02259826660156, -994.0032958984375, 168.19239807128906, -1000.609619140625)","(207.63809204101562, -998.811279296875, 204.071533203125, -1005.2362060546875)"
2024/07/31/12:44:51.046727,"(2000, 2001, 2002, 2003)","(3.184081792831421, 157.47412109375, -139.97357177734375, 327.5526123046875)","(0.670677125453949, 0.39357084035873413, 0.6778061985969543, 0.32979997992515564)","(111.09021759033203, -994.0327758789062, 168.13998413085938, -1000.5890502929688)","(207.6421356201172, -998.78466796875, 204.0275115966797, -1005.2623901367188)"
2024/07/31/12:44:51.146629,"(2000, 2001, 2002, 2003)","(3.1733877658843994, 157.9910888671875, -139.97357177734375, 327.97076416015625)","(0.6706961989402771, 0.3935704827308655, 0.6778061985969543, 0.32973021268844604)","(111.15650177001953, -994.0618896484375, 168.08859252929688, -1000.5686645507812)","(207.64608764648438, -998.7587890625, 203.98434448242188, -1005.2879028320312)"
2024/07/31/12:44:51.246858,"(2000, 2001, 2002, 2003)","(3.162604808807373, 158.5133056640625, -139.97357177734375, 328.39312744140625)","(0.6707152724266052, 0.39357009530067444, 0.6778061985969543, 0.3296605944633484)","(111.22344970703125, -994.0916137695312, 168.0366973876953, -1000.5479125976562)","(207.65005493164062, -998.73291015625, 203.9407501220703, -1005.3134765625)"
2024/07/31/12:44:51.346943,"(2000, 2001, 2002, 2003)","(3.1518406867980957, 159.03546142578125, -139.97357177734375, 328.81549072265625)","(0.6707342267036438, 0.3935697376728058, 0.6778061985969543, 0.32959187030792236)","(111.29041290283203, -994.1215209960938, 167.9847869873047, -1000.5269165039062)","(207.65402221679688, -998.7073364257812, 203.8971710205078, -1005.3389282226562)"
2024/07/31/12:44:51.446993,"(2000, 2001, 2002, 2003)","(3.141096353530884, 159.55767822265625, -139.97357177734375, 329.23785400390625)","(0.6707530617713928, 0.39356938004493713, 0.6778061985969543, 0.3295240104198456)","(111.35736846923828, -994.1516723632812, 167.93289184570312, -1000.5057983398438)","(207.657958984375, -998.6820678710938, 203.85357666015625, -1005.3641967773438)"
2024/07/31/12:44:51.546885,"(2000, 2001, 2002, 2003)","(3.1303718090057373, 160.079833984375, -139.97357177734375, 329.66015625)","(0.6707717776298523, 0.3935690224170685, 0.6778061985969543, 0.32945698499679565)","(111.42433166503906, -994.1820068359375, 167.8809814453125, -1000.4844970703125)","(207.66189575195312, -998.6570434570312, 203.8099822998047, -1005.3893432617188)"
2024/07/31/12:44:51.646775,"(2000, 2001, 2002, 2003)","(3.119666814804077, 160.60205078125, -139.97357177734375, 330.08245849609375)","(0.6707903146743774, 0.3935686945915222, 0.6778061985969543, 0.3293907940387726)","(111.49129486083984, -994.212646484375, 167.82908630371094, -1000.4630126953125)","(207.6658172607422, -998.6322631835938, 203.76638793945312, -1005.414306640625)"
2024/07/31/12:44:51.747072,"(2000, 2001, 2002, 2003)","(3.108980894088745, 161.12420654296875, -139.97357177734375, 330.50482177734375)","(0.670808732509613, 0.39356836676597595, 0.6778061985969543, 0.32932543754577637)","(111.55825805664062, -994.2434692382812, 167.7771759033203, -1000.4413452148438)","(207.66973876953125, -998.6077880859375, 203.72279357910156, -1005.4390869140625)"
2024/07/31/12:44:51.846820,"(2000, 2001, 2002, 2003)","(3.098207473754883, 161.651611328125, -139.97357177734375, 330.93133544921875)","(0.6708272099494934, 0.3935680091381073, 0.6778061985969543, 0.3292602598667145)","(111.62590026855469, -994.2747802734375, 167.72476196289062, -1000.4192504882812)","(207.67367553710938, -998.5833740234375, 203.67877197265625, -1005.4639892578125)"
2024/07/31/12:44:51.947008,"(2000, 2001, 2002, 2003)","(3.0876660346984863, 162.1685791015625, -139.97357177734375, 331.34942626953125)","(0.6708452105522156, 0.39356768131256104, 0.6778061985969543, 0.3291971981525421)","(111.69219970703125, -994.3057861328125, 167.67337036132812, -1000.3974609375)","(207.67752075195312, -998.5596923828125, 203.63560485839844, -1005.4882202148438)"
2024/07/31/12:44:52.046784,"(2000, 2001, 2002, 2003)","(3.0770366191864014, 162.6907958984375, -139.97357177734375, 331.771728515625)","(0.6708632111549377, 0.39356735348701477, 0.6778061985969543, 0.3291342556476593)","(111.7591781616211, -994.3372192382812, 167.62147521972656, -1000.375244140625)","(207.68138122558594, -998.5360717773438, 203.59201049804688, -1005.5125122070312)"
2024/07/31/12:44:52.146991,"(2000, 2001, 2002, 2003)","(3.0664267539978027, 163.21820068359375, -139.97357177734375, 332.19818115234375)","(0.6708811521530151, 0.3935670554637909, 0.6778061985969543, 0.3290715217590332)","(111.82615661621094, -994.3692626953125, 167.5690460205078, -1000.3526611328125)","(207.68524169921875, -998.5125122070312, 203.54798889160156, -1005.536865234375)"
2024/07/31/12:44:52.246606,"(2000, 2001, 2002, 2003)","(3.0558359622955322, 163.735107421875, -139.97357177734375, 332.61627197265625)","(0.6708989143371582, 0.39356672763824463, 0.6778061985969543, 0.3290107846260071)","(111.89313507080078, -994.40087890625, 167.51766967773438, -1000.3303833007812)","(207.6890869140625, -998.48974609375, 203.5048370361328, -1005.5606079101562)"
2024/07/31/12:44:52.347008,"(2000, 2001, 2002, 2003)","(3.0452637672424316, 164.25732421875, -139.97357177734375, 333.03851318359375)","(0.6709165573120117, 0.39356642961502075, 0.6778061985969543, 0.3289502263069153)","(111.96011352539062, -994.4329833984375, 167.46575927734375, -1000.3076171875)","(207.6929168701172, -998.4669799804688, 203.46124267578125, -1005.5844116210938)"
2024/07/31/12:44:52.446625,"(2000, 2001, 2002, 2003)","(3.034605026245117, 164.78472900390625, -139.97357177734375, 333.46502685546875)","(0.6709342002868652, 0.3935661315917969, 0.6778061985969543, 0.3288898169994354)","(112.02777099609375, -994.4656372070312, 167.41334533691406, -1000.2845458984375)","(207.69677734375, -998.4442749023438, 203.41720581054688, -1005.6082763671875)"
2024/07/31/12:44:52.547579,"(2000, 2001, 2002, 2003)","(3.0241763591766357, 165.30169677734375, -139.97357177734375, 333.883056640625)","(0.6709514260292053, 0.393565833568573, 0.6778061985969543, 0.32883134484291077)","(112.09408569335938, -994.497802734375, 167.36195373535156, -1000.26171875)","(207.70054626464844, -998.42236328125, 203.37405395507812, -1005.6314697265625)"
2024/07/31/12:44:52.646487,"(2000, 2001, 2002, 2003)","(3.013766050338745, 165.81866455078125, -139.97357177734375, 334.30108642578125)","(0.6709685325622559, 0.3935655355453491, 0.6778061985969543, 0.3287736177444458)","(112.16040802001953, -994.5302124023438, 167.31057739257812, -1000.2387084960938)","(207.70431518554688, -998.4006958007812, 203.33090209960938, -1005.654541015625)"
2024/07/31/12:44:52.746884,"(2000, 2001, 2002, 2003)","(3.003164291381836, 166.3460693359375, -139.97357177734375, 334.7275390625)","(0.6709858179092407, 0.39356523752212524, 0.6778061985969543, 0.328715443611145)","(112.22806549072266, -994.5634765625, 167.25814819335938, -1000.215087890625)","(207.7081298828125, -998.37890625, 203.286865234375, -1005.6778564453125)"
2024/07/31/12:44:52.846828,"(2000, 2001, 2002, 2003)","(2.9926869869232178, 166.86822509765625, -139.97357177734375, 335.14971923828125)","(0.6710028648376465, 0.39356496930122375, 0.6778061985969543, 0.3286585807800293)","(112.2950668334961, -994.5965576171875, 167.2062530517578, -1000.1915893554688)","(207.71189880371094, -998.357666015625, 203.24327087402344, -1005.7008056640625)"
2024/07/31/12:44:52.946748,"(2000, 2001, 2002, 2003)","(2.982123851776123, 167.3956298828125, -139.97357177734375, 335.576171875)","(0.6710199117660522, 0.3935646712779999, 0.6778061985969543, 0.3286018967628479)","(112.36273193359375, -994.6302490234375, 167.15382385253906, -1000.1676025390625)","(207.7156982421875, -998.3364868164062, 203.19924926757812, -1005.7237548828125)"
2024/07/31/12:44:53.046514,"(2000, 2001, 2002, 2003)","(2.971788167953491, 167.91259765625, -139.97357177734375, 335.99420166015625)","(0.6710364818572998, 0.3935644030570984, 0.6778061985969543, 0.32854703068733215)","(112.42906188964844, -994.6633911132812, 167.10244750976562, -1000.1439819335938)","(207.7194061279297, -998.3160400390625, 203.15609741210938, -1005.74609375)"
2024/07/31/12:44:53.146966,"(2000, 2001, 2002, 2003)","(2.961366891860962, 168.434814453125, -139.97357177734375, 336.4163818359375)","(0.6710531711578369, 0.3935641348361969, 0.6778061985969543, 0.32849231362342834)","(112.49606323242188, -994.6970825195312, 167.050537109375, -1000.1199340820312)","(207.72312927246094, -998.2957153320312, 203.1125030517578, -1005.7684936523438)"
2024/07/31/12:44:53.246818,"(2000, 2001, 2002, 2003)","(2.9509642124176025, 168.95697021484375, -139.97357177734375, 336.838623046875)","(0.6710696816444397, 0.3935638666152954, 0.6778061985969543, 0.32843825221061707)","(112.56306457519531, -994.73095703125, 166.99864196777344, -1000.0957641601562)","(207.7268524169922, -998.2756958007812, 203.06890869140625, -1005.7907104492188)"
2024/07/31/12:44:53.346783,"(2000, 2001, 2002, 2003)","(2.9405808448791504, 169.47918701171875, -139.97357177734375, 337.26080322265625)","(0.6710860729217529, 0.3935635983943939, 0.6778061985969543, 0.3283849060535431)","(112.63007354736328, -994.7650146484375, 166.9467315673828, -1000.0714111328125)","(207.73056030273438, -998.2559204101562, 203.0253143310547, -1005.812744140625)"
2024/07/31/12:44:53.447148,"(2000, 2001, 2002, 2003)","(2.930319309234619, 169.99609375, -139.97357177734375, 337.67877197265625)","(0.6711022257804871, 0.3935658931732178, 0.6778061985969543, 0.3283327519893646)","(112.6964111328125, -994.7988891601562, 166.89535522460938, -1000.047119140625)","(207.73422241210938, -998.2366943359375, 202.98216247558594, -1005.8343505859375)"
2024/07/31/12:44:53.547773,"(2000, 2001, 2002, 2003)","(2.919869899749756, 170.52301025390625, -139.97357177734375, 338.10516357421875)","(0.6711185574531555, 0.39358246326446533, 0.6778061985969543, 0.3282802104949951)","(112.76409149169922, -994.8336181640625, 166.84292602539062, -1000.022216796875)","(207.73793029785156, -998.2174072265625, 202.93812561035156, -1005.8562622070312)"
2024/07/31/12:44:53.647151,"(2000, 2001, 2002, 2003)","(2.9095423221588135, 171.04412841796875, -139.97357177734375, 338.52734375)","(0.6711345911026001, 0.3936126232147217, 0.6778061985969543, 0.3282288610935211)","(112.83110046386719, -994.8682250976562, 166.79103088378906, -999.9973754882812)","(207.74160766601562, -998.1986083984375, 202.89453125, -1005.8777465820312)"
2024/07/31/12:44:53.747226,"(2000, 2001, 2002, 2003)","(2.8991310596466064, 171.5694580078125, -139.97357177734375, 338.9537353515625)","(0.6711506843566895, 0.3936576247215271, 0.6778061985969543, 0.32817766070365906)","(112.89878845214844, -994.9033203125, 166.7386016845703, -999.97216796875)","(207.74530029296875, -998.1799926757812, 202.8505096435547, -1005.8992309570312)"
2024/07/31/12:44:53.846879,"(2000, 2001, 2002, 2003)","(2.888944149017334, 172.0833740234375, -139.97357177734375, 339.3717041015625)","(0.6711663603782654, 0.39371544122695923, 0.6778061985969543, 0.3281280994415283)","(112.96513366699219, -994.9379272460938, 166.68722534179688, -999.9473266601562)","(207.7489013671875, -998.1619873046875, 202.80735778808594, -1005.9201049804688)"
2024/07/31/12:44:53.947665,"(2000, 2001, 2002, 2003)","(2.8786730766296387, 172.60113525390625, -139.97357177734375, 339.79388427734375)","(0.6711820960044861, 0.3937883675098419, 0.6778061985969543, 0.3280786871910095)","(113.03215789794922, -994.9730224609375, 166.63531494140625, -999.9220581054688)","(207.75253295898438, -998.1441650390625, 202.76376342773438, -1005.9410400390625)"
2024/07/31/12:44:54.046785,"(2000, 2001, 2002, 2003)","(2.868420362472534, 173.11749267578125, -139.97357177734375, 340.21600341796875)","(0.6711976528167725, 0.39387577772140503, 0.6778061985969543, 0.3280298709869385)","(113.09917449951172, -995.00830078125, 166.5834197998047, -999.8966064453125)","(207.7561492919922, -998.1266479492188, 202.7201690673828, -1005.9617919921875)"
2024/07/31/12:44:54.146553,"(2000, 2001, 2002, 2003)","(2.8581862449645996, 173.6322021484375, -139.97357177734375, 340.63818359375)","(0.6712131500244141, 0.39397773146629333, 0.6778061985969543, 0.3279816806316376)","(113.16619873046875, -995.0437622070312, 166.53150939941406, -999.8710327148438)","(207.759765625, -998.1094970703125, 202.67657470703125, -1005.9822998046875)"
2024/07/31/12:44:54.246808,"(2000, 2001, 2002, 2003)","(2.847970724105835, 174.14520263671875, -139.97357177734375, 341.060302734375)","(0.6712285280227661, 0.3940938711166382, 0.6778061985969543, 0.3279341161251068)","(113.23323059082031, -995.0794067382812, 166.47959899902344, -999.8453369140625)","(207.7633514404297, -998.0926513671875, 202.6329803466797, -1006.002685546875)"
2024/07/31/12:44:54.346598,"(2000, 2001, 2002, 2003)","(2.8377737998962402, 174.6563720703125, -139.97357177734375, 341.48248291015625)","(0.6712437868118286, 0.39422473311424255, 0.6778061985969543, 0.3278871476650238)","(113.30025482177734, -995.1151733398438, 166.42770385742188, -999.8194580078125)","(207.76693725585938, -998.0761108398438, 202.58938598632812, -1006.0228271484375)"
2024/07/31/12:44:54.446636,"(2000, 2001, 2002, 2003)","(2.8275954723358154, 175.16558837890625, -139.97357177734375, 341.90460205078125)","(0.6712589859962463, 0.39436954259872437, 0.6778061985969543, 0.32784077525138855)","(113.3672866821289, -995.1511840820312, 166.37579345703125, -999.79345703125)","(207.7705078125, -998.0598754882812, 202.54579162597656, -1006.0427856445312)"
2024/07/31/12:44:54.547511,"(2000, 2001, 2002, 2003)","(2.8174359798431396, 175.67279052734375, -139.97357177734375, 342.32672119140625)","(0.6712740063667297, 0.39452841877937317, 0.6778061985969543, 0.32779499888420105)","(113.43431854248047, -995.187255859375, 166.3238983154297, -999.767333984375)","(207.77406311035156, -998.0440673828125, 202.50221252441406, -1006.0625610351562)"
2024/07/31/12:44:54.646610,"(2000, 2001, 2002, 2003)","(2.8072946071624756, 176.17791748046875, -139.97357177734375, 342.74884033203125)","(0.6712889671325684, 0.3947004973888397, 0.6778061985969543, 0.3277497887611389)","(113.50135803222656, -995.2235717773438, 166.27198791503906, -999.7410278320312)","(207.77761840820312, -998.0285034179688, 202.4586181640625, -1006.0821533203125)"
2024/07/31/12:44:54.746819,"(2000, 2001, 2002, 2003)","(2.7971718311309814, 176.68096923828125, -139.97357177734375, 343.17095947265625)","(0.6713037490844727, 0.3948860168457031, 0.6778061985969543, 0.32770517468452454)","(113.56839752197266, -995.260009765625, 166.2200927734375, -999.714599609375)","(207.78114318847656, -998.0133056640625, 202.41502380371094, -1006.1015014648438)"
2024/07/31/12:44:54.846791,"(2000, 2001, 2002, 2003)","(2.787168502807617, 177.1768798828125, -139.97357177734375, 343.5888671875)","(0.6713183522224426, 0.39508262276649475, 0.6778061985969543, 0.32766154408454895)","(113.634765625, -995.2962646484375, 166.168701171875, -999.6882934570312)","(207.78463745117188, -997.9985961914062, 202.37185668945312, -1006.1204833984375)"
2024/07/31/12:44:54.946645,"(2000, 2001, 2002, 2003)","(2.7769813537597656, 177.6805419921875, -139.97357177734375, 344.01519775390625)","(0.6713330745697021, 0.39529603719711304, 0.6778061985969543, 0.3276176154613495)","(113.70247650146484, -995.3333740234375, 166.1162872314453, -999.6613159179688)","(207.78817749023438, -997.9839477539062, 202.3278350830078, -1006.1396484375)"
2024/07/31/12:44:55.046582,"(2000, 2001, 2002, 2003)","(2.7669131755828857, 178.17706298828125, -139.97357177734375, 344.43731689453125)","(0.6713476181030273, 0.3955199122428894, 0.6778061985969543, 0.3275746703147888)","(113.76951599121094, -995.3703002929688, 166.0643768310547, -999.6344604492188)","(207.7916717529297, -997.9697265625, 202.28424072265625, -1006.158447265625)"
2024/07/31/12:44:55.146985,"(2000, 2001, 2002, 2003)","(2.7568633556365967, 178.67132568359375, -139.97357177734375, 344.85943603515625)","(0.671362042427063, 0.39575594663619995, 0.6778061985969543, 0.32753226161003113)","(113.83656311035156, -995.4073486328125, 166.01248168945312, -999.6075439453125)","(207.79515075683594, -997.9558715820312, 202.2406463623047, -1006.1770629882812)"
2024/07/31/12:44:55.246483,"(2000, 2001, 2002, 2003)","(2.7468318939208984, 179.16339111328125, -139.97357177734375, 345.281494140625)","(0.6713763475418091, 0.3960039019584656, 0.6778061985969543, 0.3274904191493988)","(113.90361022949219, -995.444580078125, 165.9605712890625, -999.5804443359375)","(207.7986297607422, -997.9423828125, 202.19705200195312, -1006.1954345703125)"
2024/07/31/12:44:55.346525,"(2000, 2001, 2002, 2003)","(2.73681902885437, 179.6531982421875, -139.97357177734375, 345.70361328125)","(0.6713905334472656, 0.39626339077949524, 0.6778061985969543, 0.32744908332824707)","(113.97066497802734, -995.4819946289062, 165.90867614746094, -999.5531616210938)","(207.80209350585938, -997.92919921875, 202.15345764160156, -1006.213623046875)"
2024/07/31/12:44:55.446793,"(2000, 2001, 2002, 2003)","(2.7269234657287598, 180.13592529296875, -139.97357177734375, 346.1214599609375)","(0.6714044809341431, 0.3965315520763397, 0.6778061985969543, 0.32740870118141174)","(114.03704071044922, -995.5191040039062, 165.85728454589844, -999.526123046875)","(207.80551147460938, -997.91650390625, 202.1103057861328, -1006.2313842773438)"
2024/07/31/12:44:55.546498,"(2000, 2001, 2002, 2003)","(2.7169461250305176, 180.6260986328125, -139.97357177734375, 346.54779052734375)","(0.6714184880256653, 0.3968161642551422, 0.6778061985969543, 0.32736799120903015)","(114.10409545898438, -995.55712890625, 165.80487060546875, -999.4983520507812)","(207.80894470214844, -997.9038696289062, 202.0662841796875, -1006.2493286132812)"
2024/07/31/12:44:55.646756,"(2000, 2001, 2002, 2003)","(2.706986427307129, 181.10443115234375, -139.97357177734375, 346.96563720703125)","(0.671432375907898, 0.3971056044101715, 0.6778061985969543, 0.327328622341156)","(114.17115020751953, -995.5946044921875, 165.75347900390625, -999.4710083007812)","(207.81236267089844, -997.891845703125, 202.0231170654297, -1006.2667236328125)"
2024/07/31/12:44:55.746438,"(2000, 2001, 2002, 2003)","(2.6969454288482666, 181.59014892578125, -139.97357177734375, 347.3919677734375)","(0.6714463233947754, 0.3974117040634155, 0.6778061985969543, 0.327288955450058)","(114.23888397216797, -995.6329345703125, 165.70106506347656, -999.4429931640625)","(207.81581115722656, -997.8798828125, 201.97909545898438, -1006.2843017578125)"
2024/07/31/12:44:55.846707,"(2000, 2001, 2002, 2003)","(2.6870217323303223, 182.06878662109375, -139.97357177734375, 347.81402587890625)","(0.671459972858429, 0.39772486686706543, 0.6778061985969543, 0.327250212430954)","(114.30593872070312, -995.6709594726562, 165.64915466308594, -999.4151000976562)","(207.8192138671875, -997.8684692382812, 201.9355010986328, -1006.3014526367188)"
2024/07/31/12:44:55.946672,"(2000, 2001, 2002, 2003)","(2.6771163940429688, 182.5452880859375, -139.97357177734375, 348.236083984375)","(0.6714736223220825, 0.3980478048324585, 0.6778061985969543, 0.3272119462490082)","(114.37300109863281, -995.709228515625, 165.59725952148438, -999.3871459960938)","(207.82260131835938, -997.8572998046875, 201.89190673828125, -1006.3184204101562)"
2024/07/31/12:44:56.046982,"(2000, 2001, 2002, 2003)","(2.667327642440796, 183.02435302734375, -139.97357177734375, 348.662353515625)","(0.6714869737625122, 0.39838364720344543, 0.6778061985969543, 0.32717379927635193)","(114.43939971923828, -995.7479248046875, 165.54483032226562, -999.3587036132812)","(207.82594299316406, -997.846435546875, 201.84788513183594, -1006.3353271484375)"
2024/07/31/12:44:56.146438,"(2000, 2001, 2002, 2003)","(2.6573598384857178, 183.4918212890625, -139.97357177734375, 349.0802001953125)","(0.6715005040168762, 0.3987220525741577, 0.6778061985969543, 0.3271368741989136)","(114.50713348388672, -995.7860717773438, 165.4934539794922, -999.330810546875)","(207.829345703125, -997.8361206054688, 201.80471801757812, -1006.3516845703125)"
2024/07/31/12:44:56.247775,"(2000, 2001, 2002, 2003)","(2.6475086212158203, 183.96185302734375, -139.97357177734375, 349.50225830078125)","(0.6715137958526611, 0.3990726172924042, 0.6778061985969543, 0.3271000385284424)","(114.57420349121094, -995.8246459960938, 165.44154357910156, -999.3024291992188)","(207.8326873779297, -997.8260498046875, 201.76113891601562, -1006.3679809570312)"
2024/07/31/12:44:56.347048,"(2000, 2001, 2002, 2003)","(2.6376752853393555, 184.42974853515625, -139.97357177734375, 349.92431640625)","(0.6715270280838013, 0.39943215250968933, 0.6778061985969543, 0.3270637094974518)","(114.64126586914062, -995.8634033203125, 165.3896484375, -999.2739868164062)","(207.83602905273438, -997.8162841796875, 201.71754455566406, -1006.3841552734375)"
2024/07/31/12:44:56.446419,"(2000, 2001, 2002, 2003)","(2.6278598308563232, 184.8956298828125, -139.97357177734375, 350.34637451171875)","(0.6715401411056519, 0.39979982376098633, 0.6778061985969543, 0.327027827501297)","(114.70834350585938, -995.9022827148438, 165.33773803710938, -999.2454223632812)","(207.83935546875, -997.806884765625, 201.6739501953125, -1006.4000244140625)"
2024/07/31/12:44:56.547851,"(2000, 2001, 2002, 2003)","(2.6180624961853027, 185.359375, -139.97357177734375, 350.7684326171875)","(0.6715531349182129, 0.40017589926719666, 0.6778061985969543, 0.326992392539978)","(114.7754135131836, -995.9412231445312, 165.2858428955078, -999.2167358398438)","(207.84268188476562, -997.7978515625, 201.63035583496094, -1006.4157104492188)"
2024/07/31/12:44:56.646687,"(2000, 2001, 2002, 2003)","(2.6082828044891357, 185.82110595703125, -139.97357177734375, 351.19049072265625)","(0.6715660691261292, 0.4005596935749054, 0.6778061985969543, 0.3269574046134949)","(114.84249114990234, -995.9803466796875, 165.2339324951172, -999.1879272460938)","(207.84597778320312, -997.7891235351562, 201.58676147460938, -1006.4312133789062)"
2024/07/31/12:44:56.746983,"(2000, 2001, 2002, 2003)","(2.5985207557678223, 186.28076171875, -139.97357177734375, 351.61248779296875)","(0.6715789437294006, 0.400951087474823, 0.6778061985969543, 0.3269228935241699)","(114.9095687866211, -996.01953125, 165.18203735351562, -999.1589965820312)","(207.84927368164062, -997.7808227539062, 201.5431671142578, -1006.4464721679688)"
2024/07/31/12:44:56.847907,"(2000, 2001, 2002, 2003)","(2.5887861251831055, 186.73846435546875, -139.97357177734375, 352.0345458984375)","(0.6715916395187378, 0.40134990215301514, 0.6778061985969543, 0.3268887996673584)","(114.97664642333984, -996.0588989257812, 165.130126953125, -999.1300048828125)","(207.85255432128906, -997.7727661132812, 201.49957275390625, -1006.4615478515625)"
2024/07/31/12:44:56.946865,"(2000, 2001, 2002, 2003)","(2.579068660736084, 187.1942138671875, -139.97357177734375, 352.45660400390625)","(0.6716042757034302, 0.40175551176071167, 0.6778061985969543, 0.3268551528453827)","(115.0437240600586, -996.0983276367188, 165.07823181152344, -999.1008911132812)","(207.85581970214844, -997.76513671875, 201.4559783935547, -1006.4763793945312)"
2024/07/31/12:44:57.046929,"(2000, 2001, 2002, 2003)","(2.569474458694458, 187.64349365234375, -139.97357177734375, 352.8743896484375)","(0.6716167330741882, 0.40216386318206787, 0.6778061985969543, 0.3268222510814667)","(115.11013793945312, -996.137451171875, 165.02684020996094, -999.0719604492188)","(207.8590545654297, -997.7578735351562, 201.41282653808594, -1006.4908447265625)"
2024/07/31/12:44:57.146952,"(2000, 2001, 2002, 2003)","(2.559607982635498, 188.1043701171875, -139.97357177734375, 353.30487060546875)","(0.6716294288635254, 0.40259116888046265, 0.6778061985969543, 0.3267888128757477)","(115.1785659790039, -996.1779174804688, 164.97390747070312, -999.0419921875)","(207.86236572265625, -997.7507934570312, 201.3683624267578, -1006.5055541992188)"
2024/07/31/12:44:57.246731,"(2000, 2001, 2002, 2003)","(2.550048589706421, 188.54986572265625, -139.97357177734375, 353.72265625)","(0.6716417074203491, 0.40301212668418884, 0.6778061985969543, 0.3267567753791809)","(115.24497985839844, -996.21728515625, 164.92251586914062, -999.0128784179688)","(207.86557006835938, -997.7442626953125, 201.32521057128906, -1006.5195922851562)"
2024/07/31/12:44:57.347124,"(2000, 2001, 2002, 2003)","(2.540419816970825, 188.998046875, -139.97357177734375, 354.1446533203125)","(0.6716539859771729, 0.40344324707984924, 0.6778061985969543, 0.3267247974872589)","(115.31206512451172, -996.2571411132812, 164.87062072753906, -998.9833374023438)","(207.86878967285156, -997.7379760742188, 201.2816162109375, -1006.5335693359375)"
2024/07/31/12:44:57.447665,"(2000, 2001, 2002, 2003)","(2.5308077335357666, 189.44439697265625, -139.97357177734375, 354.56671142578125)","(0.6716662049293518, 0.4038800597190857, 0.6778061985969543, 0.32669326663017273)","(115.37915802001953, -996.2970581054688, 164.81871032714844, -998.9536743164062)","(207.8719940185547, -997.7320556640625, 201.23802185058594, -1006.5473022460938)"
2024/07/31/12:44:57.547255,"(2000, 2001, 2002, 2003)","(2.5197367668151855, 189.88897705078125, -139.97357177734375, 354.98870849609375)","(0.6716771721839905, 0.4043223261833191, 0.6778061985969543, 0.3266620934009552)","(115.44625091552734, -996.337158203125, 164.76681518554688, -998.9239501953125)","(207.8751983642578, -997.7265014648438, 201.19442749023438, -1006.5608520507812)"
2024/07/31/12:44:57.647488,"(2000, 2001, 2002, 2003)","(2.507254123687744, 190.331787109375, -139.97357177734375, 355.41070556640625)","(0.6716880202293396, 0.40476977825164795, 0.6778061985969543, 0.3266313672065735)","(115.51334381103516, -996.3772583007812, 164.71490478515625, -998.8941650390625)","(207.87840270996094, -997.7213134765625, 201.1508331298828, -1006.5741577148438)"
2024/07/31/12:44:57.747706,"(2000, 2001, 2002, 2003)","(2.4934027194976807, 190.77288818359375, -139.97357177734375, 355.83270263671875)","(0.6716986298561096, 0.4052221179008484, 0.6778061985969543, 0.3266009986400604)","(115.58043670654297, -996.41748046875, 164.6630096435547, -998.8641967773438)","(207.881591796875, -997.7164306640625, 201.10723876953125, -1006.5872192382812)"
2024/07/31/12:44:57.847058,"(2000, 2001, 2002, 2003)","(2.4782321453094482, 191.2122802734375, -139.97357177734375, 356.2547607421875)","(0.6717091202735901, 0.40567898750305176, 0.6778061985969543, 0.3265710473060608)","(115.64752960205078, -996.4578247070312, 164.61109924316406, -998.834228515625)","(207.88478088378906, -997.7119140625, 201.06365966796875, -1006.60009765625)"
