time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y,.RD,.RC,.K,.DCPA,.TCPA,.UDCPA,UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/07/30/14:40:20.460336,"[2000, 2001, 2002, 2003]","(-9.54681396484375, 181.84283447265625, -167.703125, 350.6611328125)","(0.6553369164466858, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(186.2554931640625, 115.5276107788086, -995.6927490234375, -1004.1947631835938)","(215.81475830078125, 203.7170867919922, -1001.6228637695312, -1001.8375244140625)","[71.75514862124251, 1696.8076939370198, 1702.8943698943085]","[3.0648193336491736, 3.1378168373826507, 2.9714142382685944]","[199.2530579693759, 235.39421556449696, 235.19400194531454]","[99.95907436529268, 2065.2585963435695, 1958.316798195736]","[-58.41447095966884, -1045.2246024162298, -2912.24330482753]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1.8062276425645507e-06, 0.04002647131681519, 0.03955784169055754]","[0.3689336688440107, 0.35247936267581054, 0.21657677385129798]","[0.012, 0.014, 0.01]","[6.1488283800747014, 6.2838489250518474, 6.728182649815984]","[4.089507561910464, 4.089507561910464, 4.089507561910464]","[2.983669866434173, 3.102887334229145, 3.4952153427648436]","[2.3356095426827728, 2.425022643529002, 2.7192686499307754]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:20.560771,"[2000, 2001, 2002, 2003]","(-9.6002197265625, 181.84283447265625, -168.29296875, 351.0869140625)","(0.6554355025291443, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(186.3208770751953, 115.47300720214844, -995.735107421875, -1004.1659545898438)","(215.80447387695312, 203.71533203125, -1001.6485595703125, -1001.8530883789062)","[71.87198613160027, 1696.8938029570493, 1702.9237140493046]","[3.0643007702510325, 3.132887508248671, 2.962294897984029]","[199.2836344542191, 235.44537363131013, 235.246651949587]","[100.12037071189306, 2061.9548211347283, 1952.0595648501878]","[-58.505695937955494, -1038.9640341193817, -2872.5184632144674]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[2.2690851483320174e-06, 0.040146735652575094, 0.03968076223258521]","[0.3689713543602845, 0.35172717833456707, 0.2171071951598364]","[0.012, 0.014, 0.01]","[6.14926108967628, 6.284268941746369, 6.728560895929055]","[4.08960646072766, 4.08960646072766, 4.08960646072766]","[2.9840730374181663, 3.1032822759438794, 3.4955832031056824]","[2.3359119209207675, 2.4253188498150524, 2.7195445451864044]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:20.660274,"[2000, 2001, 2002, 2003]","(-9.6490478515625, 181.84283447265625, -168.876953125, 351.5087890625)","(0.6555352807044983, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(186.38563537597656, 115.41895294189453, -995.7772827148438, -1004.1373291015625)","(215.79420471191406, 203.71359252929688, -1001.6735229492188, -1001.8683471679688)","[71.98767675048276, 1696.9788366980665, 1702.952541848866]","[3.06382585802046, 3.12804694347106, 2.9534099819419737]","[199.30986433759557, 235.4919570109499, 235.2947281694694]","[100.28054828330983, 2058.707267622756, 1945.9880654830565]","[-58.59627942579595, -1032.8093572075709, -2833.2114654764355]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[2.7081727977940062e-06, 0.04025643052779693, 0.03979320045552798]","[0.36900087873626963, 0.35096994413944305, 0.21762448029217593]","[0.012, 0.014, 0.01]","[6.14969896978039, 6.2846939786370015, 6.728943667600842]","[4.089706546167127, 4.089706546167127, 4.089706546167127]","[2.9844810416669243, 3.1036819532543825, 3.4959554776272905]","[2.336217924107336, 2.42561860779793, 2.719823751077611]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:20.759824,"[2000, 2001, 2002, 2003]","(-9.694091796875, 181.84283447265625, -169.4619140625, 351.9306640625)","(0.6556369662284851, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(186.45037841796875, 115.3648910522461, -995.8197021484375, -1004.108642578125)","(215.7838897705078, 203.71185302734375, -1001.6981201171875, -1001.8833618164062)","[72.10336334605542, 1697.0637369337123, 1702.9811093076216]","[3.063386956180881, 3.1232363588886662, 2.9446683868681642]","[199.33234771611583, 235.53474120208227, 235.33901525137452]","[100.44114970689596, 2055.476718539092, 1940.0405822718938]","[-58.68709342350158, -1026.6875434207461, -2793.9699210797585]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[3.1154365281449437e-06, 0.040357334433198, 0.03989694250979775]","[0.36902319684064167, 0.350199236230036, 0.2181339762015868]","[0.012, 0.014, 0.01]","[6.1501451564310265, 6.2851270798495555, 6.729333706467258]","[4.089808535254856, 4.089808535254856, 4.089808535254856]","[2.984896801988999, 3.1040892293635656, 3.4963348333787483]","[2.3365297443488924, 2.4259240648798173, 2.7201082678912045]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:20.859834,"[2000, 2001, 2002, 2003]","(-9.73565673828125, 181.84283447265625, -170.0458984375, 352.3525390625)","(0.6557402610778809, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(186.51512145996094, 115.31083679199219, -995.8624267578125, -1004.0797729492188)","(215.7735137939453, 203.71011352539062, -1001.7222290039062, -1001.898193359375)","[72.2190433674884, 1697.1484583530244, 1703.0093744888054]","[3.062981172902142, 3.11846727822442, 2.9360624725467734]","[199.35137764158458, 235.5740263044714, 235.37982201711478]","[100.60214086424804, 2052.2716004837644, 1934.212589701398]","[-58.77812575645147, -1020.6158817428119, -2754.8000140620356]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[3.4824272742706164e-06, 0.04045011707403373, 0.03999267270526019]","[0.36903897236067734, 0.34941807638309735, 0.21863618054636405]","[0.012, 0.014, 0.01]","[6.150598338608155, 6.2855669728856824, 6.729729866799443]","[4.0899121285795506, 4.0899121285795506, 4.0899121285795506]","[2.985319097609163, 3.104502908460771, 3.4967201567043125]","[2.336846466064015, 2.426234324202721, 2.720397260385377]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:20.959983,"[2000, 2001, 2002, 2003]","(-9.77392578125, 181.84283447265625, -170.630859375, 352.7744140625)","(0.6558448672294617, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(186.57986450195312, 115.25677490234375, -995.9053344726562, -1004.0508422851562)","(215.76307678222656, 203.7083740234375, -1001.7459106445312, -1001.9127807617188)","[72.33473187600158, 1697.2329597628996, 1703.03737909572]","[3.062606784620475, 3.1137234272811907, 2.9275886456926394]","[199.3671350730513, 235.6099998175299, 235.41732719982102]","[100.76352400709155, 2049.08078052468, 1928.5024279442823]","[-58.8693870976136, -1014.5745876223913, -2715.724030874235]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[3.801769818567724e-06, 0.040535188660159704, 0.04008077672097249]","[0.36904866731954383, 0.34862408866881905, 0.2191314456240623]","[0.012, 0.014, 0.01]","[6.151057206006997, 6.2860123859255195, 6.7301310034259965]","[4.090017026836975, 4.090017026836975, 4.090017026836975]","[2.985746708236454, 3.1049217951983183, 3.4971103343411434]","[2.3371671740344833, 2.426548489255882, 2.7206898936130006]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:21.060593,"[2000, 2001, 2002, 2003]","(-9.8092041015625, 181.84283447265625, -171.21484375, 353.1962890625)","(0.655950665473938, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(186.64462280273438, 115.20272064208984, -995.948486328125, -1004.021728515625)","(215.75257873535156, 203.70663452148438, -1001.7692260742188, -1001.9271850585938)","[72.4504288904523, 1697.3173381586614, 1703.0650920995538]","[3.0622608851110806, 3.109016309891566, 2.919238986305986]","[199.37992507863396, 235.64296650660498, 235.45183998007354]","[100.92526517934797, 2045.9127710177236, 1922.90523759732]","[-58.96085542523467, -1008.5804502923062, -2676.740779369536]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4.071272866168485e-06, 0.040613242140933814, 0.04016195211949203]","[0.36905285084120043, 0.3478202750837432, 0.21962020349985226]","[0.012, 0.014, 0.01]","[6.1515212332771725, 6.286462809075608, 6.730536657320035]","[4.090123110120825, 4.090123110120825, 4.090123110120825]","[2.9861791449212465, 3.105345410640389, 3.497504920307468]","[2.3374915015480773, 2.426866200837434, 2.720985833087744]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:21.160117,"[2000, 2001, 2002, 2003]","(-9.84161376953125, 181.84283447265625, -171.7998046875, 353.6181640625)","(0.6560573577880859, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(186.70938110351562, 115.1486587524414, -995.991943359375, -1003.9926147460938)","(215.74203491210938, 203.70489501953125, -1001.7919921875, -1001.94140625)","[72.56613696083333, 1697.4015050988846, 1703.0926417606172]","[3.0619423345430437, 3.1043302557167443, 2.911011724085872]","[199.3898815026099, 235.67304338788216, 235.48347874944864]","[101.08735283124443, 2042.7568718262837, 1917.420519758923]","[-59.05253324263835, -1002.6143184536313, -2637.876764168919]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4.287456479235008e-06, 0.04068453083677048, 0.040236452731638284]","[0.3690518818064801, 0.34700414587824924, 0.2201027290141453]","[0.012, 0.014, 0.01]","[6.151989111262474, 6.286916971605606, 6.7309456842053565]","[4.090230079298803, 4.090230079298803, 4.090230079298803]","[2.986615188150268, 3.1057725601828023, 3.4979028019714393]","[2.337818533969844, 2.427186562994245, 2.7212842443357226]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:21.260026,"[2000, 2001, 2002, 2003]","(-9.87115478515625, 181.84283447265625, -172.3779296875, 354.03515625)","(0.6561639904975891, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(186.7734832763672, 115.09514617919922, -996.0350952148438, -1003.963623046875)","(215.73155212402344, 203.7031707763672, -1001.8141479492188, -1001.9552001953125)","[72.68067489357037, 1697.4846110101123, 1703.1195565118032]","[3.061651212755555, 3.099723493556207, 2.9029911476141845]","[199.3972336217948, 235.70026220182035, 235.51225312357028]","[101.24809442679663, 2039.65284716035, 1912.1041335424406]","[-59.14344756033146, -996.7516484109221, -2599.566656948868]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4.450682304757425e-06, 0.040749108872867035, 0.04030427911569506]","[0.36904624956545634, 0.3461869591876842, 0.22057385828914217]","[0.012, 0.014, 0.01]","[6.152456657008615, 6.287370813198548, 6.731354427347263]","[4.090336978100311, 4.090336978100311, 4.090336978100311]","[2.987050939783376, 3.106199425205902, 3.4983004224042005]","[2.3381453476946747, 2.4275067117615694, 2.721582459660293]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:21.359895,"[2000, 2001, 2002, 2003]","(-9.89862060546875, 181.84283447265625, -172.962890625, 354.45703125)","(0.6562725901603699, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(186.83824157714844, 115.04108428955078, -996.0789794921875, -1003.9342651367188)","(215.72093200683594, 203.70143127441406, -1001.8361206054688, -1001.9689331054688)","[72.79639243606248, 1697.5684574655727, 1703.1465324428623]","[3.0613797702454066, 3.0950862219581117, 2.894988089610432]","[199.40232895839696, 235.72536489754222, 235.53894068782313]","[101.41076471088822, 2036.5267491747113, 1906.8311047881236]","[-59.235451820826704, -990.8536004727388, -2560.9389411147076]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4.565593844430005e-06, 0.040808719878211885, 0.040367246686985825]","[0.36903623206636493, 0.345349653564365, 0.2210449232079337]","[0.012, 0.014, 0.01]","[6.1529327543502585, 6.28783295733788, 6.7317706534497805]","[4.090445837856667, 4.090445837856667, 4.090445837856667]","[2.9874946800137465, 3.1066341170686025, 3.4987053373547217]","[2.3384781528674528, 2.427832730658595, 2.7218861458731842]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:21.460080,"[2000, 2001, 2002, 2003]","(-9.924072265625, 181.84283447265625, -173.552734375, 354.8837890625)","(0.6563829779624939, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(186.90365600585938, 114.98648834228516, -996.1234741210938, -1003.9044799804688)","(215.71014404296875, 203.69967651367188, -1001.8577880859375, -1001.9826049804688)","[72.91326983249968, 1697.6528501126595, 1703.1735050752113]","[3.0611274401152677, 3.0904324011127455, 2.887003589563064]","[199.40520881636328, 235.7484118854361, 235.56360322819876]","[101.57533443757086, 2033.3883871484215, 1901.6034462700516]","[-59.328537997794534, -984.9390623034988, -2522.014131231128]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4.631189090387178e-06, 0.040863494503994235, 0.04042548785529393]","[0.36902202459249084, 0.3444948455699594, 0.2215159916453344]","[0.012, 0.014, 0.01]","[6.15341661559289, 6.288302639497509, 6.732193674230841]","[4.090556478758167, 4.090556478758167, 4.090556478758167]","[2.987945675641493, 3.107075917581892, 3.4991168780326882]","[2.3388163995882625, 2.428164081043562, 2.722194801381659]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:21.559993,"[2000, 2001, 2002, 2003]","(-9.947021484375, 181.84283447265625, -174.130859375, 355.30078125)","(0.656491756439209, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(186.9677734375, 114.93297576904297, -996.1673583984375, -1003.8751831054688)","(215.6995391845703, 203.6979522705078, -1001.8786010742188, -1001.9957885742188)","[73.0278355775964, 1697.7354350332591, 1703.1996944085893]","[3.0608991677884907, 3.085890801840691, 2.879300149252118]","[199.40608348337173, 235.76898704533926, 235.58577562456972]","[101.73687867590056, 2030.324819283939, 1896.592857889987]","[-59.419915498927224, -979.1725355577197, -2484.104096296166]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4.651204229877415e-06, 0.040912431096468305, 0.040477890744282985]","[0.3690045499676763, 0.34364708216240325, 0.22197127529783942]","[0.012, 0.014, 0.01]","[6.15389334852334, 6.2887654038692276, 6.732610470029911]","[4.090665495525954, 4.090665495525954, 4.090665495525954]","[2.9883900460241937, 3.107511229110856, 3.4995223781412994]","[2.3391496773752882, 2.4284905646902852, 2.7224989264631176]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:21.660319,"[2000, 2001, 2002, 2003]","(-9.96856689453125, 181.84283447265625, -174.7275390625, 355.7314453125)","(0.6566030383110046, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(187.033203125, 114.8778305053711, -996.2127685546875, -1003.844970703125)","(215.6886749267578, 203.69618225097656, -1001.8995971679688, -1002.0091552734375)","[73.14528219579579, 1697.8199461081874, 1703.2261068982252]","[3.0606841148548813, 3.081224826746653, 2.871453259649218]","[199.4050801919565, 235.78808814645296, 235.60653290039156]","[101.90270750225056, 2027.175747661842, 1891.5231651940517]","[-59.51375413422394, -973.2542859435465, -2445.1505553991847]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4.628249398508366e-06, 0.04095789268890193, 0.04052698536906918]","[0.3689835276813612, 0.34276235676372757, 0.2224367850062208]","[0.012, 0.014, 0.01]","[6.154380976673348, 6.289238745903927, 6.733036798457692]","[4.090777009755208, 4.090777009755208, 4.090777009755208]","[2.9888445914086037, 3.1079565094295343, 3.499937168424793]","[2.3394905864135955, 2.428824524929294, 2.7228100191757374]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:21.759879,"[2000, 2001, 2002, 2003]","(-9.988037109375, 181.84283447265625, -175.3056640625, 356.1494140625)","(0.6567135453224182, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(187.0979766845703, 114.8243179321289, -996.2570190429688, -1003.8154907226562)","(215.67787170410156, 203.6944580078125, -1001.9194946289062, -1002.0219116210938)","[73.2604846105162, 1697.9024506710864, 1703.2521803340094]","[3.0604889715799137, 3.0767176408603185, 2.8639243109641486]","[199.40237857086552, 235.80513383346985, 235.62520025037068]","[102.06558054364504, 2024.1346927083848, 1886.69440303374]","[-59.60588884296949, -967.5442431473984, -2407.4514751118013]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4.566719919329998e-06, 0.040998487459318556, 0.040571166918093815]","[0.3689595212964701, 0.3418948428058518, 0.22288361989693434]","[0.012, 0.014, 0.01]","[6.15486513324363, 6.289708719746894, 6.733460098929162]","[4.090887736082156, 4.090887736082156, 4.090887736082156]","[2.9892959201434333, 3.1083986398783714, 3.5003490286012267]","[2.3398290829647177, 2.4291561227659213, 2.7231189143080625]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:21.860362,"[2000, 2001, 2002, 2003]","(-10.00579833984375, 181.84283447265625, -175.890625, 356.5703125)","(0.6568231582641602, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(187.162109375, 114.77079772949219, -996.3019409179688, -1003.78564453125)","(215.6671600341797, 203.69273376464844, -1001.9391479492188, -1002.0345458984375)","[73.37508815155935, 1697.9848701251035, 1703.277528126595]","[3.0603102437970358, 3.072176711804285, 2.8564434031249615]","[199.39818881587613, 235.8204664446534, 235.64218214179098]","[102.22778073060154, 2021.0691540219798, 1881.930139653157]","[-59.69767196854043, -961.7986247167194, -2369.707195139827]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4.47211257698088e-06, 0.04103502277724991, 0.04061138401363301]","[0.3689331893785124, 0.34100821912534846, 0.22332956308245874]","[0.012, 0.014, 0.01]","[6.155345297698121, 6.290174820071645, 6.733879916170449]","[4.0909975553217945, 4.0909975553217945, 4.0909975553217945]","[2.989743546540038, 3.1088371446392875, 3.500757515335167]","[2.340164802762171, 2.4294850013366083, 2.723425279358518]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:21.960103,"[2000, 2001, 2002, 2003]","(-10.0223388671875, 181.84283447265625, -176.474609375, 356.9921875)","(0.6569350361824036, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(187.22755432128906, 114.71620178222656, -996.3471069335938, -1003.7556762695312)","(215.65618896484375, 203.69097900390625, -1001.9583740234375, -1002.0469970703125)","[73.49202130059959, 1698.0678850915592, 1703.3033920853284]","[3.0601430097844946, 3.0676550185871014, 2.849029355037387]","[199.39236764032708, 235.83452478289811, 235.6579043237307]","[102.3934642124917, 2018.0180566985648, 1877.2450505875179]","[-59.791445527940084, -956.0852056694532, -2332.0164987463813]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4.342310474914068e-06, 0.041068538580680436, 0.040648638772526446]","[0.36890373760398854, 0.34011301693203505, 0.22377197640520421]","[0.012, 0.014, 0.01]","[6.155835306995323, 6.290650478579193, 6.734308348236855]","[4.091109632256884, 4.091109632256884, 4.091109632256884]","[2.9902003702545197, 3.1092846605238718, 3.5011744004536802]","[2.3405074205480325, 2.429820638250047, 2.723737943197403]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:22.060066,"[2000, 2001, 2002, 2003]","(-10.0372314453125, 181.84283447265625, -177.0537109375, 357.41015625)","(0.6570447087287903, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(187.2917022705078, 114.66268157958984, -996.3919677734375, -1003.7259521484375)","(215.64541625976562, 203.6892547607422, -1001.9769287109375, -1002.05908203125)","[73.60665163986778, 1698.1494472897657, 1703.328400209851]","[3.059991716244558, 3.063186351050944, 2.841776127181333]","[199.38539847701458, 235.84696305070187, 235.67199995191964]","[102.55603522088627, 2015.0019878378353, 1872.6964423749102]","[-59.883469364503185, -950.4467810595594, -2294.893414275794]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4.189424526679364e-06, 0.04109820552564669, 0.04068205643367906]","[0.3688727246948218, 0.3392165533670184, 0.22420655209725757]","[0.012, 0.014, 0.01]","[6.156315581614474, 6.2911166891701455, 6.734728276078501]","[4.091219488580769, 4.091219488580769, 4.091219488580769]","[2.990648137783703, 3.109723305946329, 3.501583026299045]","[2.3408432461949196, 2.4301496223168897, 2.7240444125814265]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:22.159767,"[2000, 2001, 2002, 2003]","(-10.051025390625, 181.84283447265625, -177.6435546875, 357.8359375)","(0.6571564674377441, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(187.35714721679688, 114.60808563232422, -996.4379272460938, -1003.6954956054688)","(215.63438415527344, 203.6875, -1001.9954223632812, -1002.0712280273438)","[73.72359694935068, 1698.2324527848048, 1703.353661629219]","[3.0598507665355474, 3.0586485713830642, 2.8344785040539793]","[199.37692430208287, 235.85823743400323, 235.6849787289301]","[102.72205482445383, 2011.9398764434118, 1868.1566487790972]","[-59.977468012896736, -944.7295897080522, -2257.2982645820543]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[4.007213791845654e-06, 0.0411251073807794, 0.040712840609151923]","[0.3688388849898314, 0.33829404511977196, 0.2246452108461153]","[0.012, 0.014, 0.01]","[6.156804915061985, 6.291591695011284, 6.735156131771428]","[4.0913314230408435, 4.0913314230408435, 4.0913314230408435]","[2.9911043705662945, 3.110170245388745, 3.501999382659036]","[2.3411854207818634, 2.4304848268987014, 2.72435667985142]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:22.259857,"[2000, 2001, 2002, 2003]","(-10.0633544921875, 181.84283447265625, -178.2216796875, 358.25390625)","(0.6572659015655518, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(187.4213104248047, 114.5545654296875, -996.483154296875, -1003.6655883789062)","(215.62355041503906, 203.68577575683594, -1002.0130615234375, -1002.0828857421875)","[73.8382540260418, 1698.3135870573628, 1703.3782039923506]","[3.059724018893335, 3.0542129284454886, 2.8274009701725427]","[199.3674800932382, 235.8680805079089, 235.6965034792398]","[102.8849620674681, 2008.9472654183364, 1863.790013798642]","[-60.06971960400645, -939.1496708444987, -2220.6154018726597]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[3.808918757064461e-06, 0.04114860248323082, 0.04074018751431252]","[0.36880384506626485, 0.33738088261679483, 0.22507212513385882]","[0.012, 0.014, 0.01]","[6.157283995250209, 6.292056749463544, 6.735575029488772]","[4.091441017996887, 4.091441017996887, 4.091441017996887]","[2.9915510627975905, 3.1106078398153674, 3.5024070374832195]","[2.3415204399553358, 2.4308130227186684, 2.7246624209695574]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:22.360066,"[2000, 2001, 2002, 2003]","(-10.0748291015625, 181.84283447265625, -178.8125, 358.6796875)","(0.6573773622512817, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(187.4867706298828, 114.49996948242188, -996.5294799804688, -1003.635009765625)","(215.61245727539062, 203.68402099609375, -1002.0305786132812, -1002.0945434570312)","[73.95522648767664, 1698.3961211203912, 1703.4029987193003]","[3.0596052850972844, 3.04969126103834, 2.8202755360231206]","[199.35677739739023, 235.87700241486107, 235.70715261636343]","[103.05128974737153, 2005.897191893029, 1859.4311017225702]","[-60.163926236957806, -933.4705268672108, -2183.4736785610717]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[3.5902820039734884e-06, 0.041169905637795545, 0.040765466320545674]","[0.36876640820634676, 0.33643868075385686, 0.22550334697308774]","[0.012, 0.014, 0.01]","[6.157771870910218, 6.292530343572313, 6.736001625010335]","[4.091552631031844, 4.091552631031844, 4.091552631031844]","[2.9920059753417725, 3.111053488348401, 3.5028221994515576]","[2.3418616243634722, 2.4311472591184433, 2.7249737924458106]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:22.459982,"[2000, 2001, 2002, 2003]","(-10.08502197265625, 181.84283447265625, -179.396484375, 359.1015625)","(0.6574874520301819, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(187.5515899658203, 114.44591522216797, -996.5755004882812, -1003.6046142578125)","(215.60145568847656, 203.68228149414062, -1002.0474243164062, -1002.1058349609375)","[74.0710551254715, 1698.4775833139358, 1703.4272773578082]","[3.059498929275943, 3.0452335364355445, 2.8133039654980347]","[199.34506844863483, 235.884652074043, 235.71652458593766]","[103.21612484567535, 2002.8914870635488, 1855.2035256365943]","[-60.257308536500496, -927.8806185843579, -2146.938965750488]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[3.3584911672268625e-06, 0.041188176187189895, 0.040787721054182935]","[0.36872759136930194, 0.3354982014050502, 0.22592697776770518]","[0.012, 0.014, 0.01]","[6.158253670320195, 6.292998040968623, 6.736422914652473]","[4.091662859939275, 4.091662859939275, 4.091662859939275]","[2.9924552414409886, 3.1114936066280356, 3.503232213536686]","[2.342198573937884, 2.4314773478281695, 2.725281303009657]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:22.559710,"[2000, 2001, 2002, 2003]","(-10.09429931640625, 181.84283447265625, -179.9814453125, 359.5234375)","(0.6575971841812134, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(187.61642456054688, 114.39185333251953, -996.6217041015625, -1003.5741577148438)","(215.59043884277344, 203.6805419921875, -1002.0638427734375, -1002.116943359375)","[74.18691469452673, 1698.5588699327407, 1703.4513825353101]","[3.0594013642894056, 3.040777881053342, 2.806413305115131]","[199.33249789719122, 235.8913712462277, 235.72497748661021]","[103.38110785604259, 1999.8882524026506, 1851.0623427628602]","[-60.350795228691766, -922.3025998741557, -2110.6513664843233]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[3.1182527835960094e-06, 0.0412042282991531, 0.0408077995084834]","[0.3686874799903318, 0.33454748233881104, 0.22634728113275096]","[0.012, 0.014, 0.01]","[6.158733829820479, 6.293464148103418, 6.736842777418302]","[4.091772719548162, 4.091772719548162, 4.091772719548162]","[2.992902997411972, 3.111932246719698, 3.5036408545447717]","[2.3425343909161223, 2.4318063278969166, 2.725587783765722]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:22.660120,"[2000, 2001, 2002, 2003]","(-10.1025390625, 181.84283447265625, -180.5654296875, 359.9453125)","(0.657706618309021, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(187.68125915527344, 114.33779907226562, -996.6680908203125, -1003.5435791015625)","(215.57937622070312, 203.67880249023438, -1002.0797729492188, -1002.1278076171875)","[74.30277015432274, 1698.639904768748, 1703.4751954594055]","[3.0593137577814713, 3.036340085583101, 2.7996089059409717]","[199.3189239849364, 235.89703607826598, 235.73238892896705]","[103.54620889483043, 1996.8987532115793, 1847.0103481040792]","[-60.44437062561184, -916.7559824450211, -2074.651786161419]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[2.868848893389231e-06, 0.0412177644617126, 0.04082540895000408]","[0.36864584720594673, 0.3335892953970175, 0.22676412258811768]","[0.012, 0.014, 0.01]","[6.159212610921871, 6.293928918818468, 6.737261441911889]","[4.091882269635811, 4.091882269635811, 4.091882269635811]","[2.993349486937985, 3.112369647334252, 3.5040483448232145]","[2.3428692580606314, 2.4321343783578317, 2.7258934014745537]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:40:22.759862,"[2000, 2001, 2002, 2003]","(-10.10986328125, 181.84283447265625, -181.14453125, 0.36328125)","(0.657814621925354, 0.5408574342727661, 0.49038398265838623, 0.3242829144001007)","(187.74545288085938, 114.2842788696289, -996.7141723632812, -1003.5132446289062)","(215.56842041015625, 203.6770782470703, -1002.0950927734375, -1002.1383666992188)","[74.4174911498372, 1698.7199224463332, 1703.4985895106013]","[3.059235031005923, 3.0319481148245484, 2.792947621365097]","[199.30471659667506, 235.90179665913536, 235.73888973991873]","[103.70978544862011, 1993.9415979863554, 1843.0805575433608]","[-60.53709783961284, -911.275724682565, -2039.2610748597674]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[2.618938651888225e-06, 0.04122914193982752, 0.04084085843996055]","[0.3686034606106658, 0.3326305689725394, 0.22717393820468673]","[0.012, 0.014, 0.01]","[6.159685060696841, 6.294387545082335, 6.737674576934571]","[4.091990376779844, 4.091990376779844, 4.091990376779844]","[2.9937900906883463, 3.1128012831453917, 3.504450468400949]","[2.343199710873402, 2.4324581052161864, 2.7261949941578543]","['Safe', 'Safe', 'Safe']"
