time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y
2024/07/31/12:34:39.644927,"(2000, 2001, 2002, 2003)","(-4.675050735473633, 248.7349395751953, -126.63581848144531, 213.28651428222656)","(0.638827383518219, 0.44975587725639343, 0.6760728359222412, 0.3246968984603882)","(25.670063018798828, -998.3617553710938, 230.11581420898438, -994.7299194335938)","(199.0703582763672, -993.2747192382812, 278.08258056640625, -990.4721069335938)"
2024/07/31/12:34:39.745287,"(2000, 2001, 2002, 2003)","(-4.775219440460205, 248.94085693359375, -126.6357650756836, 213.7041473388672)","(0.6390169262886047, 0.45056089758872986, 0.6761007905006409, 0.3246915638446808)","(25.73314666748047, -998.38525390625, 230.07586669921875, -994.7611083984375)","(199.0655975341797, -993.3126831054688, 278.02886962890625, -990.47998046875)"
2024/07/31/12:34:39.845793,"(2000, 2001, 2002, 2003)","(-4.867507457733154, 249.14654541015625, -126.63571166992188, 214.12600708007812)","(0.6392024755477905, 0.4513724446296692, 0.676128625869751, 0.3246862292289734)","(25.796876907348633, -998.4088134765625, 230.0355224609375, -994.7925415039062)","(199.06068420410156, -993.3511962890625, 277.974609375, -990.4881591796875)"
2024/07/31/12:34:39.945117,"(2000, 2001, 2002, 2003)","(-4.951589107513428, 249.35195922851562, -126.63566589355469, 214.55197143554688)","(0.6393837928771973, 0.4521903395652771, 0.676156222820282, 0.3246849775314331)","(25.861255645751953, -998.4324340820312, 229.99476623535156, -994.82421875)","(199.0556182861328, -993.3902587890625, 277.9198303222656, -990.4966430664062)"
2024/07/31/12:34:40.045278,"(2000, 2001, 2002, 2003)","(-5.025183200836182, 249.55111694335938, -126.63561248779297, 214.97337341308594)","(0.6395554542541504, 0.4529901444911957, 0.6761831045150757, 0.324695885181427)","(25.92436981201172, -998.4554443359375, 229.95440673828125, -994.85546875)","(199.05055236816406, -993.4287719726562, 277.8655700683594, -990.5053100585938)"
2024/07/31/12:34:40.145036,"(2000, 2001, 2002, 2003)","(-5.091021537780762, 249.7520294189453, -126.63556671142578, 215.39414978027344)","(0.6397241353988647, 0.4538041651248932, 0.676209568977356, 0.3247191309928894)","(25.988765716552734, -998.4786987304688, 229.9140625, -994.88671875)","(199.0452880859375, -993.46826171875, 277.8113098144531, -990.51416015625)"
2024/07/31/12:34:40.245835,"(2000, 2001, 2002, 2003)","(-5.146623134613037, 249.94683837890625, -126.63552856445312, 215.8098907470703)","(0.6398831605911255, 0.45459991693496704, 0.6762353181838989, 0.32475438714027405)","(26.051897048950195, -998.5013427734375, 229.8740997314453, -994.9176025390625)","(199.0400390625, -993.5071411132812, 277.757568359375, -990.523193359375)"
2024/07/31/12:34:40.344939,"(2000, 2001, 2002, 2003)","(-5.194223403930664, 250.14146423339844, -126.63548278808594, 216.22877502441406)","(0.6400495171546936, 0.45540156960487366, 0.6762608885765076, 0.3248024582862854)","(26.11567497253418, -998.5240478515625, 229.83375549316406, -994.9486694335938)","(199.03465270996094, -993.546630859375, 277.70330810546875, -990.5325317382812)"
2024/07/31/12:34:40.445063,"(2000, 2001, 2002, 2003)","(-5.234104156494141, 250.3358917236328, -126.63544464111328, 216.6505889892578)","(0.6402229070663452, 0.45620885491371155, 0.6762863397598267, 0.32486382126808167)","(26.180103302001953, -998.5468139648438, 229.79298400878906, -994.9800415039062)","(199.02914428710938, -993.586669921875, 277.64849853515625, -990.542236328125)"
2024/07/31/12:34:40.545186,"(2000, 2001, 2002, 2003)","(-5.265815734863281, 250.52442932128906, -126.63540649414062, 217.06678771972656)","(0.6403977274894714, 0.45699775218963623, 0.6763110756874084, 0.32493695616722107)","(26.24326515197754, -998.5689697265625, 229.75262451171875, -995.010986328125)","(199.023681640625, -993.6260986328125, 277.59423828125, -990.5520629882812)"
2024/07/31/12:34:40.646000,"(2000, 2001, 2002, 2003)","(-5.290793418884277, 250.71282958984375, -126.6353759765625, 217.477294921875)","(0.6405787467956543, 0.4577920734882355, 0.6763352155685425, 0.32502180337905884)","(26.307079315185547, -998.5911865234375, 229.71267700195312, -995.0416259765625)","(199.01809692382812, -993.6661376953125, 277.54052734375, -990.56201171875)"
2024/07/31/12:34:40.745359,"(2000, 2001, 2002, 2003)","(-5.309176445007324, 250.8992156982422, -126.63533782958984, 217.89019775390625)","(0.6407638192176819, 0.4585837423801422, 0.6763591766357422, 0.3251201808452606)","(26.370908737182617, -998.6132202148438, 229.67230224609375, -995.0724487304688)","(199.01246643066406, -993.7063598632812, 277.4862365722656, -990.5723266601562)"
2024/07/31/12:34:40.844951,"(2000, 2001, 2002, 2003)","(-5.321401119232178, 251.08363342285156, -126.63530731201172, 218.30123901367188)","(0.6409525871276855, 0.4593726396560669, 0.6763827800750732, 0.3252308964729309)","(26.434751510620117, -998.6350708007812, 229.63194274902344, -995.1032104492188)","(199.00677490234375, -993.7467651367188, 277.4319763183594, -990.5828857421875)"
2024/07/31/12:34:40.945409,"(2000, 2001, 2002, 2003)","(-5.327809810638428, 251.26609802246094, -126.6352767944336, 218.71029663085938)","(0.6411416530609131, 0.46015870571136475, 0.6764059662818909, 0.3253539204597473)","(26.497970581054688, -998.6567993164062, 229.59158325195312, -995.1339111328125)","(199.00111389160156, -993.787353515625, 277.377685546875, -990.5936889648438)"
2024/07/31/12:34:41.044950,"(2000, 2001, 2002, 2003)","(-5.327485084533691, 251.44667053222656, -126.63524627685547, 219.1172637939453)","(0.641315758228302, 0.46094179153442383, 0.6764287352561951, 0.3254888951778412)","(26.562480926513672, -998.6783447265625, 229.55120849609375, -995.16455078125)","(198.9952850341797, -993.8280639648438, 277.32342529296875, -990.6046752929688)"
2024/07/31/12:34:41.145087,"(2000, 2001, 2002, 2003)","(-5.32084321975708, 251.62535095214844, -126.63521575927734, 219.5220184326172)","(0.641491711139679, 0.461721807718277, 0.6764512062072754, 0.3256358504295349)","(26.626367568969727, -998.6997680664062, 229.51084899902344, -995.195068359375)","(198.98948669433594, -993.8690185546875, 277.2691345214844, -990.615966796875)"
2024/07/31/12:34:41.245248,"(2000, 2001, 2002, 2003)","(-5.308079242706299, 251.80393981933594, -126.63519287109375, 219.9285125732422)","(0.641672670841217, 0.46250641345977783, 0.6764734983444214, 0.32579633593559265)","(26.690908432006836, -998.72119140625, 229.47007751464844, -995.2258911132812)","(198.98361206054688, -993.9105224609375, 277.21429443359375, -990.6275634765625)"
2024/07/31/12:34:41.345275,"(2000, 2001, 2002, 2003)","(-5.290122985839844, 251.9772186279297, -126.63516235351562, 220.3246307373047)","(0.6418527960777283, 0.46327221393585205, 0.6764950156211853, 0.32596513628959656)","(26.754188537597656, -998.7420043945312, 229.43011474609375, -995.2559814453125)","(198.97781372070312, -993.9513549804688, 277.1605529785156, -990.6392211914062)"
2024/07/31/12:34:41.445628,"(2000, 2001, 2002, 2003)","(-5.266777515411377, 252.1504669189453, -126.63513946533203, 220.72232055664062)","(0.6420369744300842, 0.46404242515563965, 0.6765163540840149, 0.3261469304561615)","(26.81812286376953, -998.762939453125, 229.38973999023438, -995.2863159179688)","(198.97195434570312, -993.9927978515625, 277.1062927246094, -990.6511840820312)"
2024/07/31/12:34:41.545532,"(2000, 2001, 2002, 2003)","(-5.238189697265625, 252.3236541748047, -126.63511657714844, 221.12144470214844)","(0.6422244906425476, 0.4648168385028839, 0.6765375733375549, 0.3263419270515442)","(26.882715225219727, -998.7838745117188, 229.34896850585938, -995.3168334960938)","(198.9660186767578, -994.0347900390625, 277.05145263671875, -990.66357421875)"
2024/07/31/12:34:41.645438,"(2000, 2001, 2002, 2003)","(-5.205650806427002, 252.4917449951172, -126.63509368896484, 221.5101776123047)","(0.6424096822738647, 0.46557238698005676, 0.6765580773353577, 0.3265440762042999)","(26.946046829223633, -998.8042602539062, 229.30899047851562, -995.3467407226562)","(198.96018981933594, -994.076171875, 276.9977111816406, -990.6759033203125)"
2024/07/31/12:34:41.745291,"(2000, 2001, 2002, 2003)","(-5.168459415435791, 252.65985107421875, -126.63507080078125, 221.9002227783203)","(0.642598032951355, 0.46633192896842957, 0.6765784025192261, 0.32675909996032715)","(27.01003646850586, -998.8246459960938, 229.26861572265625, -995.3768310546875)","(198.9542999267578, -994.1180419921875, 276.94342041015625, -990.6885986328125)"
2024/07/31/12:34:41.845302,"(2000, 2001, 2002, 2003)","(-5.126771926879883, 252.8279571533203, -126.63505554199219, 222.2914581298828)","(0.6427893042564392, 0.4670953154563904, 0.6765986084938049, 0.32698705792427063)","(27.07468605041504, -998.8451538085938, 229.22784423828125, -995.4071655273438)","(198.9483642578125, -994.1605834960938, 276.8885803222656, -990.70166015625)"
2024/07/31/12:34:41.945531,"(2000, 2001, 2002, 2003)","(-5.082198619842529, 252.9911346435547, -126.6350326538086, 222.6723175048828)","(0.6429774761199951, 0.467839777469635, 0.6766180396080017, 0.32722094655036926)","(27.13807487487793, -998.8650512695312, 229.1878662109375, -995.4368286132812)","(198.9425506591797, -994.202392578125, 276.8348388671875, -990.7147216796875)"
2024/07/31/12:34:42.045293,"(2000, 2001, 2002, 2003)","(-5.033623218536377, 253.15438842773438, -126.63501739501953, 223.05429077148438)","(0.643168032169342, 0.4685879051685333, 0.6766374111175537, 0.32746753096580505)","(27.202123641967773, -998.885009765625, 229.14749145507812, -995.4666748046875)","(198.93667602539062, -994.2448120117188, 276.780517578125, -990.7282104492188)"
2024/07/31/12:34:42.145266,"(2000, 2001, 2002, 2003)","(-4.981154441833496, 253.3176727294922, -126.63499450683594, 223.43728637695312)","(0.6433604955673218, 0.4693394899368286, 0.6766566634178162, 0.32772669196128845)","(27.266834259033203, -998.9049682617188, 229.10670471191406, -995.4967651367188)","(198.93077087402344, -994.2877807617188, 276.7256774902344, -990.7420043945312)"
2024/07/31/12:34:42.245138,"(2000, 2001, 2002, 2003)","(-4.926060199737549, 253.47781372070312, -126.63497924804688, 223.81369018554688)","(0.6435508728027344, 0.47007954120635986, 0.6766753792762756, 0.327993243932724)","(27.33092498779297, -998.9246215820312, 229.0663299560547, -995.5264892578125)","(198.92494201660156, -994.3305053710938, 276.67138671875, -990.7559204101562)"
2024/07/31/12:34:42.344976,"(2000, 2001, 2002, 2003)","(-4.86799955368042, 253.636474609375, -126.63496398925781, 224.18728637695312)","(0.6437408924102783, 0.47081542015075684, 0.6766937971115112, 0.3282696008682251)","(27.395036697387695, -998.944091796875, 229.02593994140625, -995.5560913085938)","(198.9191436767578, -994.3733520507812, 276.6170959472656, -990.7700805664062)"
2024/07/31/12:34:42.445661,"(2000, 2001, 2002, 2003)","(-4.807769298553467, 253.7921142578125, -126.63494873046875, 224.5543670654297)","(0.6439283490180969, 0.47153979539871216, 0.6767117381095886, 0.3285525143146515)","(27.458526611328125, -998.9632568359375, 228.9859619140625, -995.5853271484375)","(198.91342163085938, -994.4159545898438, 276.5633239746094, -990.7843017578125)"
2024/07/31/12:34:42.544918,"(2000, 2001, 2002, 2003)","(-4.743610382080078, 253.94943237304688, -126.63494110107422, 224.9259490966797)","(0.6441188454627991, 0.4722745418548584, 0.6767297387123108, 0.32885053753852844)","(27.52332305908203, -998.9826049804688, 228.94517517089844, -995.6150512695312)","(198.90760803222656, -994.4595336914062, 276.50848388671875, -990.799072265625)"
2024/07/31/12:34:42.645119,"(2000, 2001, 2002, 2003)","(-4.678247451782227, 254.1022491455078, -126.63492584228516, 225.28736877441406)","(0.644304633140564, 0.47299036383628845, 0.6767470836639404, 0.32915180921554565)","(27.58685874938965, -999.00146484375, 228.9051971435547, -995.6441650390625)","(198.90194702148438, -994.5023803710938, 276.4547119140625, -990.8137817382812)"
2024/07/31/12:34:42.745524,"(2000, 2001, 2002, 2003)","(-4.609819412231445, 254.2552490234375, -126.6349105834961, 225.64955139160156)","(0.6444911956787109, 0.4737090468406677, 0.6767643690109253, 0.32946494221687317)","(27.65105628967285, -999.0203247070312, 228.86480712890625, -995.6734008789062)","(198.89625549316406, -994.5458374023438, 276.4004211425781, -990.8289184570312)"
2024/07/31/12:34:42.844987,"(2000, 2001, 2002, 2003)","(-4.539095401763916, 254.40692138671875, -126.63490295410156, 226.0088348388672)","(0.6446765661239624, 0.47442322969436646, 0.6767813563346863, 0.32978683710098267)","(27.71527671813965, -999.0390625, 228.82443237304688, -995.70263671875)","(198.89060974121094, -994.5894165039062, 276.3460998535156, -990.84423828125)"
2024/07/31/12:34:42.945218,"(2000, 2001, 2002, 2003)","(-4.466176986694336, 254.55726623535156, -126.63489532470703, 226.36521911621094)","(0.644860565662384, 0.47513288259506226, 0.6767980456352234, 0.3301173746585846)","(27.779518127441406, -999.0576171875, 228.78404235839844, -995.731689453125)","(198.885009765625, -994.6331787109375, 276.29180908203125, -990.8598022460938)"
2024/07/31/12:34:43.044998,"(2000, 2001, 2002, 2003)","(-4.391839504241943, 254.7078094482422, -126.63488006591797, 226.72218322753906)","(0.6450547575950623, 0.47584497928619385, 0.676814615726471, 0.3304596543312073)","(27.84442710876465, -999.0762329101562, 228.74325561523438, -995.7610473632812)","(198.87939453125, -994.677490234375, 276.2369384765625, -990.8757934570312)"
2024/07/31/12:34:43.144832,"(2000, 2001, 2002, 2003)","(-4.318340301513672, 254.85414123535156, -126.63487243652344, 227.0692138671875)","(0.6452435255050659, 0.4765383005142212, 0.6768305897712708, 0.3308033049106598)","(27.90807342529297, -999.0943603515625, 228.70326232910156, -995.7896728515625)","(198.8739471435547, -994.7210083007812, 276.18316650390625, -990.8916625976562)"
2024/07/31/12:34:43.245505,"(2000, 2001, 2002, 2003)","(-4.243476867675781, 255.000732421875, -126.6348648071289, 227.41683959960938)","(0.6454325914382935, 0.47723397612571716, 0.6768465042114258, 0.3311583399772644)","(27.97238540649414, -999.1124877929688, 228.66287231445312, -995.8184814453125)","(198.86849975585938, -994.7651977539062, 276.1288757324219, -990.907958984375)"
2024/07/31/12:34:43.345065,"(2000, 2001, 2002, 2003)","(-4.167254447937012, 255.14756774902344, -126.63485717773438, 227.7649383544922)","(0.6456217765808105, 0.47793176770210266, 0.6768622994422913, 0.33152493834495544)","(28.037364959716797, -999.130615234375, 228.62208557128906, -995.8475341796875)","(198.86305236816406, -994.8098754882812, 276.0740051269531, -990.9246215820312)"
2024/07/31/12:34:43.445441,"(2000, 2001, 2002, 2003)","(-4.1146240234375, 255.29037475585938, -126.63484954833984, 228.10328674316406)","(0.6444989442825317, 0.47861090302467346, 0.676877498626709, 0.3318917751312256)","(28.10095977783203, -999.1483154296875, 228.58209228515625, -995.8759155273438)","(198.85787963867188, -994.8538818359375, 276.0202331542969, -990.9412231445312)"
2024/07/31/12:34:43.545653,"(2000, 2001, 2002, 2003)","(-4.083192825317383, 255.43348693847656, -126.63484191894531, 228.44210815429688)","(0.6433917880058289, 0.4792920649051666, 0.6768926382064819, 0.3322697877883911)","(28.165098190307617, -999.166015625, 228.5417022705078, -995.9044799804688)","(198.85279846191406, -994.8984375, 275.9659118652344, -990.9581909179688)"
2024/07/31/12:34:43.645369,"(2000, 2001, 2002, 2003)","(-4.072743892669678, 255.57550048828125, -126.63483428955078, 228.77801513671875)","(0.642309844493866, 0.4799683094024658, 0.6769075393676758, 0.33265507221221924)","(28.22913932800293, -999.1835327148438, 228.50131225585938, -995.9329223632812)","(198.84783935546875, -994.9430541992188, 275.9115905761719, -990.9754028320312)"
2024/07/31/12:34:43.744780,"(2000, 2001, 2002, 2003)","(-4.082583904266357, 255.7164306640625, -126.63482666015625, 229.11099243164062)","(0.6412510275840759, 0.48063960671424866, 0.6769221425056458, 0.3330475091934204)","(28.293081283569336, -999.2009887695312, 228.46092224121094, -995.9613037109375)","(198.843017578125, -994.9878540039062, 275.8572692871094, -990.9928588867188)"
2024/07/31/12:34:43.845480,"(2000, 2001, 2002, 2003)","(-4.112076282501221, 255.85630798339844, -126.63481903076172, 229.44102478027344)","(0.6402130126953125, 0.481305867433548, 0.6769365668296814, 0.3334469199180603)","(28.35692596435547, -999.21826171875, 228.42051696777344, -995.9896240234375)","(198.83827209472656, -995.0327758789062, 275.8029479980469, -991.010498046875)"
2024/07/31/12:34:43.945102,"(2000, 2001, 2002, 2003)","(-4.160704612731934, 255.99571228027344, -126.63481903076172, 229.76815795898438)","(0.6391907930374146, 0.48197025060653687, 0.6769506931304932, 0.3338530659675598)","(28.42067527770996, -999.2353515625, 228.380126953125, -996.0177612304688)","(198.8336181640625, -995.077880859375, 275.7486267089844, -991.0283813476562)"
2024/07/31/12:34:44.045275,"(2000, 2001, 2002, 2003)","(-4.228856563568115, 256.135986328125, -126.63481140136719, 230.09556579589844)","(0.6381725668907166, 0.48263558745384216, 0.6769647598266602, 0.33427000045776367)","(28.48496437072754, -999.2525634765625, 228.33932495117188, -996.046142578125)","(198.8289794921875, -995.1234741210938, 275.69378662109375, -991.0466918945312)"
2024/07/31/12:34:44.145460,"(2000, 2001, 2002, 2003)","(-4.313516616821289, 256.27294921875, -126.63480377197266, 230.4136505126953)","(0.6371867060661316, 0.48328208923339844, 0.676978349685669, 0.3346850872039795)","(28.54788589477539, -999.2692260742188, 228.29933166503906, -996.0738525390625)","(198.82449340820312, -995.1683349609375, 275.6399841308594, -991.0648803710938)"
2024/07/31/12:34:44.245130,"(2000, 2001, 2002, 2003)","(-4.418068885803223, 256.4120788574219, -126.63480377197266, 230.73519897460938)","(0.6361916661262512, 0.48393604159355164, 0.6769919395446777, 0.33511486649513245)","(28.611980438232422, -999.2861328125, 228.25852966308594, -996.10205078125)","(198.81993103027344, -995.2141723632812, 275.5851135253906, -991.0836181640625)"
2024/07/31/12:34:44.344910,"(2000, 2001, 2002, 2003)","(-4.537654876708984, 256.5478820800781, -126.63479614257812, 231.0475311279297)","(0.6352251768112183, 0.4845713973045349, 0.6770051121711731, 0.335542231798172)","(28.674711227416992, -999.302490234375, 228.21853637695312, -996.1295776367188)","(198.8155059814453, -995.25927734375, 275.5313415527344, -991.1022338867188)"
2024/07/31/12:34:44.445270,"(2000, 2001, 2002, 2003)","(-4.650420665740967, 256.6844482421875, -126.63479614257812, 231.36012268066406)","(0.6354547142982483, 0.48520761728286743, 0.6770181655883789, 0.3359798789024353)","(28.738088607788086, -999.3189697265625, 228.17813110351562, -996.1572265625)","(198.81089782714844, -995.304931640625, 275.4770202636719, -991.1212158203125)"
2024/07/31/12:34:44.545625,"(2000, 2001, 2002, 2003)","(-4.756008625030518, 256.82177734375, -126.63479614257812, 231.67291259765625)","(0.6356806755065918, 0.48584452271461487, 0.6770310997962952, 0.3364277482032776)","(28.80211639404297, -999.33544921875, 228.1373291015625, -996.1851196289062)","(198.80613708496094, -995.3511352539062, 275.4221496582031, -991.1406860351562)"
2024/07/31/12:34:44.645415,"(2000, 2001, 2002, 2003)","(-4.852307319641113, 256.9571228027344, -126.6347885131836, 231.97972106933594)","(0.6358984708786011, 0.48646944761276245, 0.6770437359809875, 0.33687689900398254)","(28.865522384643555, -999.3516235351562, 228.096923828125, -996.212646484375)","(198.8013153076172, -995.3970336914062, 275.3678283691406, -991.16015625)"
2024/07/31/12:34:44.745274,"(2000, 2001, 2002, 2003)","(-4.939465522766113, 257.0904846191406, -126.6347885131836, 232.28067016601562)","(0.6361079812049866, 0.4870825409889221, 0.6770560145378113, 0.3373270034790039)","(28.928308486938477, -999.3674926757812, 228.0569305419922, -996.23974609375)","(198.7964324951172, -995.4425659179688, 275.31402587890625, -991.1796264648438)"
2024/07/31/12:34:44.844788,"(2000, 2001, 2002, 2003)","(-5.019766807556152, 257.22589111328125, -126.6347885131836, 232.5847625732422)","(0.6363152861595154, 0.4877024292945862, 0.6770683526992798, 0.3377915918827057)","(28.992374420166016, -999.383544921875, 228.01612854003906, -996.267333984375)","(198.79135131835938, -995.4891357421875, 275.2591552734375, -991.19970703125)"
2024/07/31/12:34:44.945304,"(2000, 2001, 2002, 2003)","(-5.090681552886963, 257.35931396484375, -126.63478088378906, 232.8830108642578)","(0.6365131139755249, 0.4883105456829071, 0.6770803928375244, 0.3382568061351776)","(29.055818557739258, -999.3992919921875, 227.97572326660156, -996.2944946289062)","(198.78622436523438, -995.5353393554688, 275.204833984375, -991.2198486328125)"
2024/07/31/12:34:45.045946,"(2000, 2001, 2002, 2003)","(-5.152435302734375, 257.4920654296875, -126.63478088378906, 233.1784210205078)","(0.6367034912109375, 0.48891308903694153, 0.6770921945571899, 0.3387271463871002)","(29.118640899658203, -999.4149169921875, 227.93531799316406, -996.3215942382812)","(198.7810516357422, -995.5816650390625, 275.1504821777344, -991.2401733398438)"
2024/07/31/12:34:45.145177,"(2000, 2001, 2002, 2003)","(-5.2060112953186035, 257.62286376953125, -126.63478088378906, 233.46786499023438)","(0.63688725233078, 0.4895040988922119, 0.6771036982536316, 0.33924537897109985)","(29.18210792541504, -999.4302368164062, 227.89532470703125, -996.3483276367188)","(198.77574157714844, -995.6276245117188, 275.0967102050781, -991.260498046875)"
2024/07/31/12:34:45.245164,"(2000, 2001, 2002, 2003)","(-5.251769542694092, 257.7556457519531, -126.63478088378906, 233.760009765625)","(0.6370799541473389, 0.49010148644447327, 0.677115261554718, 0.3397749364376068)","(29.2462215423584, -999.44580078125, 227.85450744628906, -996.37548828125)","(198.77029418945312, -995.6746215820312, 275.04180908203125, -991.2814331054688)"
2024/07/31/12:34:45.345220,"(2000, 2001, 2002, 2003)","(-5.289083480834961, 257.8851623535156, -126.63478088378906, 234.04342651367188)","(0.6372735500335693, 0.4906814992427826, 0.677126407623291, 0.34029489755630493)","(29.309080123901367, -999.4608764648438, 227.81451416015625, -996.402099609375)","(198.764892578125, -995.7208251953125, 274.988037109375, -991.3021850585938)"
2024/07/31/12:34:45.445325,"(2000, 2001, 2002, 2003)","(-5.319552421569824, 258.0153503417969, -126.63478088378906, 234.3267059326172)","(0.6374734044075012, 0.49126189947128296, 0.6771374940872192, 0.3408209979534149)","(29.372587203979492, -999.4759521484375, 227.77410888671875, -996.4287719726562)","(198.75936889648438, -995.767578125, 274.9336853027344, -991.3233032226562)"
2024/07/31/12:34:45.545655,"(2000, 2001, 2002, 2003)","(-5.343416213989258, 258.1462097167969, -126.63477325439453, 234.6097869873047)","(0.6376792192459106, 0.4918425679206848, 0.6771484613418579, 0.34135329723358154)","(29.43674659729004, -999.4910888671875, 227.73329162597656, -996.4556884765625)","(198.7537384033203, -995.8148803710938, 274.8788146972656, -991.3448486328125)"
2024/07/31/12:34:45.645277,"(2000, 2001, 2002, 2003)","(-5.360703945159912, 258.27520751953125, -126.63477325439453, 234.88714599609375)","(0.637886643409729, 0.49241188168525696, 0.6771591901779175, 0.34188130497932434)","(29.500286102294922, -999.5059204101562, 227.69288635253906, -996.4822387695312)","(198.74810791015625, -995.86181640625, 274.824462890625, -991.366455078125)"
2024/07/31/12:34:45.745107,"(2000, 2001, 2002, 2003)","(-5.370663642883301, 258.4023132324219, -126.63477325439453, 235.1588897705078)","(0.6380712985992432, 0.4929700791835785, 0.6771696209907532, 0.3424049913883209)","(29.563203811645508, -999.5204467773438, 227.6528778076172, -996.5084228515625)","(198.7424774169922, -995.908447265625, 274.7706604003906, -991.387939453125)"
2024/07/31/12:34:45.845331,"(2000, 2001, 2002, 2003)","(-5.373749256134033, 258.53143310546875, -126.63477325439453, 235.43319702148438)","(0.6382626891136169, 0.49353405833244324, 0.6771800518035889, 0.3429403305053711)","(29.62740707397461, -999.5352172851562, 227.612060546875, -996.5350341796875)","(198.73667907714844, -995.9560546875, 274.7157897949219, -991.4100952148438)"
2024/07/31/12:34:45.945357,"(2000, 2001, 2002, 2003)","(-5.370449542999268, 258.657470703125, -126.63477325439453, 235.69931030273438)","(0.6384554505348206, 0.49408137798309326, 0.6771901845932007, 0.34346604347229004)","(29.69035530090332, -999.5494995117188, 227.5720672607422, -996.56103515625)","(198.73097229003906, -996.0028076171875, 274.6619873046875, -991.4320678710938)"
2024/07/31/12:34:46.045446,"(2000, 2001, 2002, 2003)","(-5.361045837402344, 258.7842712402344, -126.63477325439453, 235.96530151367188)","(0.6386533975601196, 0.49462878704071045, 0.677200198173523, 0.34399810433387756)","(29.753957748413086, -999.5638427734375, 227.53164672851562, -996.5872192382812)","(198.7251739501953, -996.0501708984375, 274.607666015625, -991.4544067382812)"
2024/07/31/12:34:46.145884,"(2000, 2001, 2002, 2003)","(-5.345733165740967, 258.9118347167969, -126.63477325439453, 236.2311248779297)","(0.6388561725616455, 0.49517616629600525, 0.6772101521492004, 0.34453654289245605)","(29.818212509155273, -999.578125, 227.4908447265625, -996.613525390625)","(198.7192840576172, -996.0980834960938, 274.5527648925781, -991.4771728515625)"
2024/07/31/12:34:46.245452,"(2000, 2001, 2002, 2003)","(-5.3254899978637695, 259.03643798828125, -126.63477325439453, 236.489013671875)","(0.6390573978424072, 0.495707243680954, 0.6772197484970093, 0.3450653553009033)","(29.881214141845703, -999.5921020507812, 227.45083618164062, -996.6392211914062)","(198.71348571777344, -996.1451416015625, 274.49896240234375, -991.4996337890625)"
2024/07/31/12:34:46.344963,"(2000, 2001, 2002, 2003)","(-5.3000311851501465, 259.1618347167969, -126.63477325439453, 236.74681091308594)","(0.6392625570297241, 0.4962382912635803, 0.6772293448448181, 0.34560060501098633)","(29.944869995117188, -999.6060180664062, 227.41041564941406, -996.6651000976562)","(198.70762634277344, -996.1927490234375, 274.4446105957031, -991.5225830078125)"
2024/07/31/12:34:46.445142,"(2000, 2001, 2002, 2003)","(-5.269864082336426, 259.286865234375, -126.63477325439453, 237.00192260742188)","(0.6394692659378052, 0.4967638850212097, 0.6772387027740479, 0.3461368680000305)","(30.008546829223633, -999.6198120117188, 227.37001037597656, -996.6908569335938)","(198.70175170898438, -996.240478515625, 274.3902893066406, -991.5457153320312)"
2024/07/31/12:34:46.545589,"(2000, 2001, 2002, 2003)","(-5.235297679901123, 259.4115295410156, -126.63477325439453, 237.25437927246094)","(0.6396774649620056, 0.49728405475616455, 0.677247941493988, 0.34667420387268066)","(30.072242736816406, -999.633544921875, 227.32958984375, -996.7164916992188)","(198.6958770751953, -996.2882690429688, 274.3359375, -991.5690307617188)"
2024/07/31/12:34:46.645448,"(2000, 2001, 2002, 2003)","(-5.196192264556885, 259.5370788574219, -126.63477325439453, 237.5067138671875)","(0.6398890018463135, 0.4978039264678955, 0.6772571206092834, 0.34721797704696655)","(30.136598587036133, -999.647216796875, 227.2887725830078, -996.7423095703125)","(198.68994140625, -996.336669921875, 274.2810363769531, -991.5927734375)"
2024/07/31/12:34:46.745562,"(2000, 2001, 2002, 2003)","(-5.153620719909668, 259.6611022949219, -126.63477325439453, 237.7539520263672)","(0.6400991082191467, 0.49831315875053406, 0.6772660613059998, 0.34775739908218384)","(30.20033836364746, -999.66064453125, 227.2483673095703, -996.7677612304688)","(198.68406677246094, -996.3846435546875, 274.2266845703125, -991.616455078125)"
2024/07/31/12:34:46.845527,"(2000, 2001, 2002, 2003)","(-5.107935905456543, 259.78363037109375, -126.63478088378906, 237.99623107910156)","(0.6403075456619263, 0.4988119304180145, 0.677274763584137, 0.34829244017601013)","(30.26346206665039, -999.673828125, 227.20835876464844, -996.7928466796875)","(198.67825317382812, -996.4322509765625, 274.1728820800781, -991.6400756835938)"
2024/07/31/12:34:46.945424,"(2000, 2001, 2002, 2003)","(-5.0583977699279785, 259.9071350097656, -126.63478088378906, 238.23841857910156)","(0.6405182480812073, 0.4993104040622711, 0.6772834062576294, 0.3488338887691498)","(30.327245712280273, -999.68701171875, 227.16793823242188, -996.818115234375)","(198.67239379882812, -996.4804077148438, 274.1185302734375, -991.6641235351562)"
2024/07/31/12:34:47.045245,"(2000, 2001, 2002, 2003)","(-5.005105972290039, 260.03167724609375, -126.63478088378906, 238.48046875)","(0.6407309174537659, 0.4998083710670471, 0.6772920489311218, 0.34938177466392517)","(30.391691207885742, -999.7001953125, 227.1271209716797, -996.843505859375)","(198.66650390625, -996.5291137695312, 274.06365966796875, -991.6886596679688)"
