time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y
2024/07/31/12:36:26.745303,"(2000, 2001, 2002, 2003)","(1.5562798976898193, 15.92852783203125, -126.63484954833984, 211.7960205078125)","(0.6686392426490784, 0.3946608006954193, 0.6778061985969543, 0.3853784203529358)","(96.66075897216797, -998.1243286132812, 186.80593872070312, -998.624267578125)","(200.19259643554688, -1007.4793701171875, 219.84007263183594, -998.4439086914062)"
2024/07/31/12:36:26.845533,"(2000, 2001, 2002, 2003)","(1.5703009366989136, 16.4560546875, -126.63484954833984, 212.058837890625)","(0.6686732172966003, 0.3946428894996643, 0.6778061985969543, 0.38561543822288513)","(96.728271484375, -998.0845336914062, 186.7650909423828, -998.66064453125)","(200.1943817138672, -1007.4815063476562, 219.78512573242188, -998.4578247070312)"
2024/07/31/12:36:26.945101,"(2000, 2001, 2002, 2003)","(1.5848932266235352, 16.978271484375, -126.63484954833984, 212.321044921875)","(0.6687066555023193, 0.3946254253387451, 0.6778061985969543, 0.3858427107334137)","(96.79511260986328, -998.0451049804688, 186.7246551513672, -998.6965942382812)","(200.19615173339844, -1007.4832763671875, 219.73074340820312, -998.4717407226562)"
2024/07/31/12:36:27.045212,"(2000, 2001, 2002, 2003)","(1.5999994277954102, 17.49530029296875, -126.63485717773438, 212.58251953125)","(0.6687395572662354, 0.39460840821266174, 0.6778061985969543, 0.3860602080821991)","(96.86129760742188, -998.006103515625, 186.68460083007812, -998.732177734375)","(200.1979217529297, -1007.4846801757812, 219.67689514160156, -998.4857177734375)"
2024/07/31/12:36:27.145428,"(2000, 2001, 2002, 2003)","(1.6158965826034546, 18.017578125, -126.63485717773438, 212.84881591796875)","(0.6687725782394409, 0.3945915102958679, 0.6778061985969543, 0.3862721025943756)","(96.92815399169922, -997.9666137695312, 186.6441650390625, -998.76806640625)","(200.19972229003906, -1007.4857177734375, 219.62249755859375, -998.5)"
2024/07/31/12:36:27.245035,"(2000, 2001, 2002, 2003)","(1.6325725317001343, 18.5450439453125, -126.63485717773438, 213.1199951171875)","(0.668805718421936, 0.39457470178604126, 0.6778061985969543, 0.3864780068397522)","(96.99567413330078, -997.9267578125, 186.6033172607422, -998.8042602539062)","(200.2015380859375, -1007.4863891601562, 219.56756591796875, -998.5145874023438)"
2024/07/31/12:36:27.344848,"(2000, 2001, 2002, 2003)","(1.649662733078003, 19.0672607421875, -126.63485717773438, 213.3907470703125)","(0.6688382625579834, 0.394558310508728, 0.6778061985969543, 0.3866732716560364)","(97.06253814697266, -997.8873291015625, 186.5628662109375, -998.840087890625)","(200.20333862304688, -1007.4867553710938, 219.51318359375, -998.5291748046875)"
2024/07/31/12:36:27.445323,"(2000, 2001, 2002, 2003)","(1.6671258211135864, 19.58428955078125, -126.63485717773438, 213.6611328125)","(0.6688703298568726, 0.3945423662662506, 0.6778061985969543, 0.3868578374385834)","(97.12873077392578, -997.8482666015625, 186.5228271484375, -998.87548828125)","(200.2051544189453, -1007.4866943359375, 219.45933532714844, -998.5437622070312)"
2024/07/31/12:36:27.545140,"(2000, 2001, 2002, 2003)","(1.6854850053787231, 20.11175537109375, -126.63485717773438, 213.9395751953125)","(0.6689027547836304, 0.39452633261680603, 0.6778061985969543, 0.38703688979148865)","(97.1962661743164, -997.8084106445312, 186.4819793701172, -998.9115600585938)","(200.20700073242188, -1007.486328125, 219.40440368652344, -998.558837890625)"
2024/07/31/12:36:27.645219,"(2000, 2001, 2002, 2003)","(1.704174280166626, 20.634033203125, -126.63485717773438, 214.2177734375)","(0.6689346432685852, 0.39451074600219727, 0.6778061985969543, 0.38720467686653137)","(97.26313018798828, -997.7689819335938, 186.4415283203125, -998.9472045898438)","(200.20884704589844, -1007.485595703125, 219.35000610351562, -998.5739135742188)"
2024/07/31/12:36:27.744944,"(2000, 2001, 2002, 2003)","(1.7233572006225586, 21.15625, -126.63485717773438, 214.49871826171875)","(0.6689662337303162, 0.3944953680038452, 0.6778061985969543, 0.38736236095428467)","(97.33000183105469, -997.7295532226562, 186.4010772705078, -998.9828491210938)","(200.210693359375, -1007.4844360351562, 219.2956085205078, -998.5891723632812)"
2024/07/31/12:36:27.846058,"(2000, 2001, 2002, 2003)","(1.7430181503295898, 21.67852783203125, -126.63485717773438, 214.78240966796875)","(0.668997585773468, 0.39448025822639465, 0.6778061985969543, 0.3875095248222351)","(97.3968734741211, -997.6901245117188, 186.3606414794922, -999.0183715820312)","(200.2125701904297, -1007.4829711914062, 219.24122619628906, -998.6046142578125)"
2024/07/31/12:36:27.945501,"(2000, 2001, 2002, 2003)","(1.7629362344741821, 22.19549560546875, -126.63485717773438, 215.066162109375)","(0.6690284013748169, 0.39446553587913513, 0.6778061985969543, 0.38764452934265137)","(97.46308135986328, -997.651123046875, 186.3206024169922, -999.0535278320312)","(200.2144317626953, -1007.481201171875, 219.1873779296875, -998.6199951171875)"
2024/07/31/12:36:28.045180,"(2000, 2001, 2002, 2003)","(1.7822136878967285, 22.72296142578125, -126.63485717773438, 215.35870361328125)","(0.6690598130226135, 0.39445075392723083, 0.6778061985969543, 0.3877708315849304)","(97.53063201904297, -997.611328125, 186.27975463867188, -999.08935546875)","(200.2163543701172, -1007.4789428710938, 219.1324462890625, -998.6358642578125)"
2024/07/31/12:36:28.145359,"(2000, 2001, 2002, 2003)","(1.8001506328582764, 23.239990234375, -126.63485717773438, 215.6485595703125)","(0.6690903902053833, 0.3944365084171295, 0.6778061985969543, 0.3878825604915619)","(97.59683990478516, -997.5723876953125, 186.2397003173828, -999.1243896484375)","(200.21826171875, -1007.4764404296875, 219.07859802246094, -998.651611328125)"
2024/07/31/12:36:28.245560,"(2000, 2001, 2002, 2003)","(1.8174935579299927, 23.7674560546875, -126.63485717773438, 215.9476318359375)","(0.6691213846206665, 0.39442217350006104, 0.6778061985969543, 0.3879837691783905)","(97.66439819335938, -997.5326538085938, 186.1988525390625, -999.1600341796875)","(200.22021484375, -1007.4735107421875, 219.02366638183594, -998.6677856445312)"
2024/07/31/12:36:28.345007,"(2000, 2001, 2002, 2003)","(1.8337647914886475, 24.28973388671875, -126.63485717773438, 216.24713134765625)","(0.6691519021987915, 0.3944082260131836, 0.6778061985969543, 0.38807085156440735)","(97.73128509521484, -997.4933471679688, 186.15841674804688, -999.1953125)","(200.22218322753906, -1007.4702758789062, 218.96926879882812, -998.6840209960938)"
2024/07/31/12:36:28.445337,"(2000, 2001, 2002, 2003)","(1.84917151927948, 24.81195068359375, -126.63485717773438, 216.5501708984375)","(0.6691821813583374, 0.39439448714256287, 0.6778061985969543, 0.3881438374519348)","(97.79817199707031, -997.4540405273438, 186.1179656982422, -999.2305297851562)","(200.22415161132812, -1007.4666137695312, 218.91488647460938, -998.7003173828125)"
2024/07/31/12:36:28.544967,"(2000, 2001, 2002, 2003)","(1.8636101484298706, 25.3289794921875, -126.63485717773438, 216.853759765625)","(0.6692120432853699, 0.3943811357021332, 0.6778061985969543, 0.388201504945755)","(97.86439514160156, -997.4152221679688, 186.0779266357422, -999.2653198242188)","(200.22613525390625, -1007.4627075195312, 218.8610382080078, -998.7166748046875)"
2024/07/31/12:36:28.645202,"(2000, 2001, 2002, 2003)","(1.8775242567062378, 25.8564453125, -126.63485717773438, 217.1673583984375)","(0.669242262840271, 0.39436769485473633, 0.6778061985969543, 0.38824471831321716)","(97.93195343017578, -997.3756103515625, 186.03707885742188, -999.3007202148438)","(200.22816467285156, -1007.4583129882812, 218.80609130859375, -998.7335205078125)"
2024/07/31/12:36:28.745083,"(2000, 2001, 2002, 2003)","(1.8905307054519653, 26.378662109375, -126.63485717773438, 217.48187255859375)","(0.6692720055580139, 0.39435461163520813, 0.6778061985969543, 0.38827094435691833)","(97.99885559082031, -997.3364868164062, 185.9966278076172, -999.3357543945312)","(200.23019409179688, -1007.45361328125, 218.751708984375, -998.7503051757812)"
2024/07/31/12:36:28.845310,"(2000, 2001, 2002, 2003)","(1.9028326272964478, 26.90087890625, -126.63485717773438, 217.8004150390625)","(0.6693016290664673, 0.39434173703193665, 0.6778061985969543, 0.38828012347221375)","(98.06575012207031, -997.29736328125, 185.9561767578125, -999.3706665039062)","(200.23223876953125, -1007.4486083984375, 218.6973114013672, -998.7672729492188)"
2024/07/31/12:36:28.945327,"(2000, 2001, 2002, 2003)","(1.9143800735473633, 27.41790771484375, -126.63485717773438, 218.1199951171875)","(0.6693307757377625, 0.3943291902542114, 0.6778061985969543, 0.38827061653137207)","(98.13198852539062, -997.2586669921875, 185.9161376953125, -999.4051513671875)","(200.23426818847656, -1007.4432373046875, 218.64346313476562, -998.7842407226562)"
2024/07/31/12:36:29.045417,"(2000, 2001, 2002, 2003)","(1.925455927848816, 27.94012451171875, -126.63485717773438, 218.4471435546875)","(0.6693601012229919, 0.39431673288345337, 0.6778061985969543, 0.3882419466972351)","(98.19889068603516, -997.2196655273438, 185.87570190429688, -999.43994140625)","(200.23634338378906, -1007.4375, 218.58908081054688, -998.8014526367188)"
2024/07/31/12:36:29.145185,"(2000, 2001, 2002, 2003)","(1.9359954595565796, 28.46234130859375, -126.63485717773438, 218.7789306640625)","(0.6693893074989319, 0.39430445432662964, 0.6778061985969543, 0.3881922960281372)","(98.26579284667969, -997.1807250976562, 185.8352508544922, -999.474609375)","(200.23843383789062, -1007.431396484375, 218.53468322753906, -998.8189086914062)"
2024/07/31/12:36:29.245217,"(2000, 2001, 2002, 2003)","(1.9460479021072388, 28.98455810546875, -126.63485717773438, 219.1153564453125)","(0.6694183349609375, 0.3942923843860626, 0.6778061985969543, 0.3881205916404724)","(98.33270263671875, -997.141845703125, 185.7947998046875, -999.5092163085938)","(200.2405242919922, -1007.4249267578125, 218.4803009033203, -998.83642578125)"
2024/07/31/12:36:29.344986,"(2000, 2001, 2002, 2003)","(1.955734133720398, 29.51202392578125, -126.63484954833984, 219.46014404296875)","(0.6694475412368774, 0.3942803740501404, 0.6778061985969543, 0.3880242705345154)","(98.40028381347656, -997.1026000976562, 185.7539520263672, -999.5441284179688)","(200.24266052246094, -1007.4180297851562, 218.42535400390625, -998.8543090820312)"
2024/07/31/12:36:29.445035,"(2000, 2001, 2002, 2003)","(1.964836835861206, 30.029052734375, -126.63484954833984, 219.80316162109375)","(0.6694759726524353, 0.39426878094673157, 0.6778061985969543, 0.38786745071411133)","(98.4665298461914, -997.064208984375, 185.7139129638672, -999.5781860351562)","(200.2447509765625, -1007.410888671875, 218.37152099609375, -998.8720092773438)"
2024/07/31/12:36:29.544845,"(2000, 2001, 2002, 2003)","(1.973670482635498, 30.55126953125, -126.63484954833984, 220.158447265625)","(0.6695045232772827, 0.3942572772502899, 0.6778061985969543, 0.3876805901527405)","(98.533447265625, -997.0255126953125, 185.6734619140625, -999.6128540039062)","(200.24688720703125, -1007.4033813476562, 218.31712341308594, -998.8901977539062)"
2024/07/31/12:36:29.645247,"(2000, 2001, 2002, 2003)","(1.982177972793579, 31.073486328125, -126.63484954833984, 220.51202392578125)","(0.6695328950881958, 0.3942459523677826, 0.6778061985969543, 0.38746923208236694)","(98.6003646850586, -996.9868774414062, 185.63302612304688, -999.646728515625)","(200.24903869628906, -1007.3955078125, 218.26272583007812, -998.908203125)"
2024/07/31/12:36:29.745498,"(2000, 2001, 2002, 2003)","(1.9903907775878906, 31.595703125, -126.63484954833984, 220.874755859375)","(0.6695611476898193, 0.3942348062992096, 0.6778061985969543, 0.3872251808643341)","(98.66728973388672, -996.9483642578125, 185.5925750732422, -999.6808471679688)","(200.25119018554688, -1007.3872680664062, 218.20834350585938, -998.926513671875)"
2024/07/31/12:36:29.845325,"(2000, 2001, 2002, 2003)","(1.9983364343643188, 32.11798095703125, -126.63484954833984, 221.24322509765625)","(0.6695891618728638, 0.3942238390445709, 0.6778061985969543, 0.3869488537311554)","(98.73420715332031, -996.9098510742188, 185.55213928222656, -999.71484375)","(200.25335693359375, -1007.3787231445312, 218.15394592285156, -998.9450073242188)"
2024/07/31/12:36:29.945363,"(2000, 2001, 2002, 2003)","(2.006115436553955, 32.6453857421875, -126.63484954833984, 221.621337890625)","(0.6696172952651978, 0.394212931394577, 0.6778061985969543, 0.38663414120674133)","(98.80180358886719, -996.87109375, 185.5112762451172, -999.7490844726562)","(200.25555419921875, -1007.3696899414062, 218.09901428222656, -998.9638061523438)"
2024/07/31/12:36:30.045568,"(2000, 2001, 2002, 2003)","(2.0135996341705322, 33.1676025390625, -126.63484954833984, 222.00177001953125)","(0.6696450114250183, 0.394202321767807, 0.6778061985969543, 0.3862846791744232)","(98.86873626708984, -996.832763671875, 185.47084045410156, -999.7828369140625)","(200.2577362060547, -1007.3604125976562, 218.0446319580078, -998.9825439453125)"
2024/07/31/12:36:30.145684,"(2000, 2001, 2002, 2003)","(2.0208163261413574, 33.68463134765625, -126.63484954833984, 222.38427734375)","(0.6696721911430359, 0.3941919803619385, 0.6778061985969543, 0.3858984708786011)","(98.93499755859375, -996.794921875, 185.43080139160156, -999.816162109375)","(200.25990295410156, -1007.3508911132812, 217.99078369140625, -999.0012817382812)"
2024/07/31/12:36:30.244887,"(2000, 2001, 2002, 2003)","(2.027928113937378, 34.20684814453125, -126.63484954833984, 222.77691650390625)","(0.6696995496749878, 0.3941816985607147, 0.6778061985969543, 0.3854653537273407)","(99.0019302368164, -996.7567749023438, 185.39035034179688, -999.8496704101562)","(200.26211547851562, -1007.3408813476562, 217.93638610839844, -999.0203247070312)"
2024/07/31/12:36:30.344993,"(2000, 2001, 2002, 2003)","(2.0348782539367676, 34.72906494140625, -126.63484954833984, 223.17510986328125)","(0.6697266697883606, 0.3941715657711029, 0.6778061985969543, 0.3850274085998535)","(99.0688705444336, -996.71875, 185.3498992919922, -999.883056640625)","(200.26431274414062, -1007.33056640625, 217.8820037841797, -999.03955078125)"
2024/07/31/12:36:30.445502,"(2000, 2001, 2002, 2003)","(2.041682243347168, 35.25128173828125, -126.63484954833984, 223.5782470703125)","(0.6697536110877991, 0.3941616117954254, 0.6778061985969543, 0.3845849633216858)","(99.13580322265625, -996.6807861328125, 185.30946350097656, -999.916259765625)","(200.26654052734375, -1007.3199462890625, 217.82760620117188, -999.0588989257812)"
2024/07/31/12:36:30.545162,"(2000, 2001, 2002, 2003)","(2.0483522415161133, 35.77349853515625, -126.63484954833984, 223.98590087890625)","(0.6697803735733032, 0.39415180683135986, 0.6778061985969543, 0.3841383159160614)","(99.20274353027344, -996.6429443359375, 185.26901245117188, -999.9494018554688)","(200.26876831054688, -1007.3088989257812, 217.77320861816406, -999.078369140625)"
2024/07/31/12:36:30.644859,"(2000, 2001, 2002, 2003)","(2.0548999309539795, 36.29571533203125, -126.63484954833984, 224.3974609375)","(0.669806957244873, 0.39414215087890625, 0.6778061985969543, 0.383687824010849)","(99.26969146728516, -996.605224609375, 185.2285614013672, -999.9823608398438)","(200.27101135253906, -1007.2975463867188, 217.7188262939453, -999.0980224609375)"
2024/07/31/12:36:30.745056,"(2000, 2001, 2002, 2003)","(2.0613362789154053, 36.81793212890625, -126.63484954833984, 224.81256103515625)","(0.6698333621025085, 0.39413267374038696, 0.6778061985969543, 0.38323381543159485)","(99.33663177490234, -996.5675659179688, 185.18812561035156, -1000.01513671875)","(200.27325439453125, -1007.2858276367188, 217.6644287109375, -999.1177978515625)"
2024/07/31/12:36:30.845464,"(2000, 2001, 2002, 2003)","(2.067671060562134, 37.34014892578125, -126.63484954833984, 225.2308349609375)","(0.6698595881462097, 0.3941233456134796, 0.6778061985969543, 0.38277655839920044)","(99.40357971191406, -996.530029296875, 185.14767456054688, -1000.0477905273438)","(200.2755126953125, -1007.2738037109375, 217.61004638671875, -999.1377563476562)"
2024/07/31/12:36:30.945538,"(2000, 2001, 2002, 2003)","(2.073974370956421, 37.86761474609375, -126.63484954833984, 225.65606689453125)","(0.6698858737945557, 0.39411404728889465, 0.6778061985969543, 0.3823118209838867)","(99.47120666503906, -996.4922485351562, 185.10682678222656, -1000.0806274414062)","(200.27780151367188, -1007.2612915039062, 217.55511474609375, -999.1580810546875)"
2024/07/31/12:36:31.044835,"(2000, 2001, 2002, 2003)","(2.080129861831665, 38.38983154296875, -126.63484954833984, 226.07958984375)","(0.6699117422103882, 0.3941050171852112, 0.6778061985969543, 0.3818489909172058)","(99.53815460205078, -996.4549560546875, 185.06637573242188, -1000.113037109375)","(200.28005981445312, -1007.2485961914062, 217.50071716308594, -999.1783447265625)"
2024/07/31/12:36:31.145264,"(2000, 2001, 2002, 2003)","(2.0862059593200684, 38.91204833984375, -126.63484954833984, 226.5052490234375)","(0.6699373722076416, 0.39409610629081726, 0.6778061985969543, 0.38138383626937866)","(99.60511016845703, -996.4177856445312, 185.02593994140625, -1000.1452026367188)","(200.2823486328125, -1007.2355346679688, 217.44631958007812, -999.1987915039062)"
2024/07/31/12:36:31.245073,"(2000, 2001, 2002, 2003)","(2.0922093391418457, 39.43426513671875, -126.63484954833984, 226.932861328125)","(0.6699628829956055, 0.3940873444080353, 0.6778061985969543, 0.38091662526130676)","(99.67206573486328, -996.3807373046875, 184.98548889160156, -1000.1773071289062)","(200.28463745117188, -1007.2221069335938, 217.39193725585938, -999.2193603515625)"
2024/07/31/12:36:31.345169,"(2000, 2001, 2002, 2003)","(2.098086357116699, 39.95123291015625, -126.63484954833984, 227.3577880859375)","(0.6699879169464111, 0.3940788209438324, 0.6778061985969543, 0.38045233488082886)","(99.73835754394531, -996.3441772460938, 184.94544982910156, -1000.2088623046875)","(200.2869110107422, -1007.20849609375, 217.3380889892578, -999.2398681640625)"
2024/07/31/12:36:31.445366,"(2000, 2001, 2002, 2003)","(2.103959321975708, 40.47344970703125, -126.63484954833984, 227.78851318359375)","(0.6700130105018616, 0.3940703272819519, 0.6778061985969543, 0.3799818158149719)","(99.8053207397461, -996.307373046875, 184.90499877929688, -1000.2406005859375)","(200.28919982910156, -1007.1944580078125, 217.28369140625, -999.2608032226562)"
2024/07/31/12:36:31.545286,"(2000, 2001, 2002, 2003)","(2.1098310947418213, 41.00091552734375, -126.63484954833984, 228.224853515625)","(0.6700382232666016, 0.3940618932247162, 0.6778061985969543, 0.37950530648231506)","(99.87295532226562, -996.2703247070312, 184.86415100097656, -1000.2724609375)","(200.29153442382812, -1007.1798706054688, 217.228759765625, -999.2820434570312)"
2024/07/31/12:36:31.645252,"(2000, 2001, 2002, 2003)","(2.115532398223877, 41.51788330078125, -126.63484954833984, 228.65789794921875)","(0.6700627207756042, 0.39405378699302673, 0.6778061985969543, 0.3790324330329895)","(99.93924713134766, -996.234130859375, 184.82411193847656, -1000.3038940429688)","(200.29383850097656, -1007.165283203125, 217.17491149902344, -999.3032836914062)"
2024/07/31/12:36:31.744966,"(2000, 2001, 2002, 2003)","(2.1212966442108154, 42.04534912109375, -126.63484954833984, 229.0919189453125)","(0.6700875759124756, 0.3940456211566925, 0.6778061985969543, 0.3785587549209595)","(100.00688934326172, -996.1973266601562, 184.78326416015625, -1000.3351440429688)","(200.2961883544922, -1007.1500854492188, 217.11997985839844, -999.3246459960938)"
2024/07/31/12:36:31.844914,"(2000, 2001, 2002, 2003)","(2.126898765563965, 42.56231689453125, -126.63484954833984, 229.52239990234375)","(0.6701117157936096, 0.39403772354125977, 0.6778061985969543, 0.3780892491340637)","(100.07318878173828, -996.1614379882812, 184.74322509765625, -1000.3659057617188)","(200.29849243164062, -1007.1348266601562, 217.06613159179688, -999.345947265625)"
2024/07/31/12:36:31.945535,"(2000, 2001, 2002, 2003)","(2.1325113773345947, 43.08978271484375, -126.63484191894531, 229.9622802734375)","(0.6701359152793884, 0.394029825925827, 0.6778061985969543, 0.37760984897613525)","(100.1401596069336, -996.1249389648438, 184.70237731933594, -1000.3970947265625)","(200.3008270263672, -1007.1189575195312, 217.01119995117188, -999.367919921875)"
2024/07/31/12:36:32.045039,"(2000, 2001, 2002, 2003)","(2.1381356716156006, 43.61199951171875, -126.63484191894531, 230.39837646484375)","(0.6701602339744568, 0.394022136926651, 0.6778061985969543, 0.3771350383758545)","(100.20780944824219, -996.0889892578125, 184.66192626953125, -1000.4278564453125)","(200.30320739746094, -1007.1029052734375, 216.95680236816406, -999.3897705078125)"
2024/07/31/12:36:32.144843,"(2000, 2001, 2002, 2003)","(2.1436078548431396, 44.12896728515625, -126.63484191894531, 230.83056640625)","(0.6701838374137878, 0.3940146267414093, 0.6778061985969543, 0.3766649663448334)","(100.27411651611328, -996.0535278320312, 184.62188720703125, -1000.4580688476562)","(200.30552673339844, -1007.086669921875, 216.9029541015625, -999.4115600585938)"
2024/07/31/12:36:32.244889,"(2000, 2001, 2002, 2003)","(2.1491501331329346, 44.6563720703125, -126.63484191894531, 231.2718505859375)","(0.6702077984809875, 0.3940070867538452, 0.6778061985969543, 0.3761855959892273)","(100.34175872802734, -996.0174560546875, 184.58103942871094, -1000.48876953125)","(200.30792236328125, -1007.0697631835938, 216.8480224609375, -999.4339599609375)"
2024/07/31/12:36:32.344913,"(2000, 2001, 2002, 2003)","(2.154545783996582, 45.17340087890625, -126.63484191894531, 231.7047119140625)","(0.6702311038970947, 0.3939998149871826, 0.6778061985969543, 0.37571609020233154)","(100.40807342529297, -995.9822998046875, 184.54098510742188, -1000.5186767578125)","(200.3102569580078, -1007.0529174804688, 216.79417419433594, -999.4560546875)"
2024/07/31/12:36:32.445351,"(2000, 2001, 2002, 2003)","(2.1599600315093994, 45.69561767578125, -126.63484191894531, 232.1422119140625)","(0.6702544689178467, 0.3939926028251648, 0.6778061985969543, 0.3752423822879791)","(100.47505950927734, -995.9468994140625, 184.50054931640625, -1000.5487060546875)","(200.31263732910156, -1007.0355834960938, 216.7397918701172, -999.4785766601562)"
2024/07/31/12:36:32.544889,"(2000, 2001, 2002, 2003)","(2.165393352508545, 46.2230224609375, -126.63484191894531, 232.584228515625)","(0.6702778935432434, 0.39398542046546936, 0.6778061985969543, 0.37476465106010437)","(100.54270935058594, -995.911376953125, 184.45970153808594, -1000.578857421875)","(200.31504821777344, -1007.0177001953125, 216.6848602294922, -999.50146484375)"
2024/07/31/12:36:32.645167,"(2000, 2001, 2002, 2003)","(2.1706857681274414, 46.739990234375, -126.63484191894531, 233.01763916015625)","(0.6703006625175476, 0.3939785063266754, 0.6778061985969543, 0.37429720163345337)","(100.6090316772461, -995.8766479492188, 184.41966247558594, -1000.6082763671875)","(200.31741333007812, -1006.9998779296875, 216.63101196289062, -999.5240478515625)"
2024/07/31/12:36:32.746533,"(2000, 2001, 2002, 2003)","(2.176046371459961, 47.2674560546875, -126.63484191894531, 233.4598388671875)","(0.6703237295150757, 0.3939715623855591, 0.6778061985969543, 0.37382131814956665)","(100.67668914794922, -995.8414306640625, 184.37879943847656, -1000.6380615234375)","(200.31983947753906, -1006.9813842773438, 216.57606506347656, -999.5472412109375)"
2024/07/31/12:36:32.845126,"(2000, 2001, 2002, 2003)","(2.1812705993652344, 47.784423828125, -126.63484191894531, 233.893310546875)","(0.670346200466156, 0.39396485686302185, 0.6778061985969543, 0.37335601449012756)","(100.74301147460938, -995.8070678710938, 184.33876037597656, -1000.6670532226562)","(200.3222198486328, -1006.9629516601562, 216.52223205566406, -999.5701293945312)"
2024/07/31/12:36:32.945471,"(2000, 2001, 2002, 2003)","(2.1865170001983643, 48.306640625, -126.63484191894531, 234.33111572265625)","(0.6703687310218811, 0.393958181142807, 0.6778061985969543, 0.3728872239589691)","(100.81000518798828, -995.7725219726562, 184.29832458496094, -1000.6961669921875)","(200.3246307373047, -1006.9439697265625, 216.46783447265625, -999.5933837890625)"
2024/07/31/12:36:33.045404,"(2000, 2001, 2002, 2003)","(2.191786527633667, 48.83404541015625, -126.63484954833984, 234.7733154296875)","(0.670391321182251, 0.39395156502723694, 0.6778061985969543, 0.3724151849746704)","(100.87767028808594, -995.7378540039062, 184.25746154785156, -1000.7254028320312)","(200.3270721435547, -1006.9244995117188, 216.41290283203125, -999.6170654296875)"
2024/07/31/12:36:33.145405,"(2000, 2001, 2002, 2003)","(2.196923017501831, 49.35107421875, -126.63484954833984, 235.2066650390625)","(0.6704133152961731, 0.3939451575279236, 0.6778061985969543, 0.3719539940357208)","(100.94400024414062, -995.7039794921875, 184.21742248535156, -1000.7538452148438)","(200.3294677734375, -1006.9051513671875, 216.3590545654297, -999.6404418945312)"
2024/07/31/12:36:33.245129,"(2000, 2001, 2002, 2003)","(2.2020838260650635, 49.873291015625, -126.63484954833984, 235.644287109375)","(0.6704353094100952, 0.393938809633255, 0.6778061985969543, 0.3714897334575653)","(101.01099395751953, -995.6699829101562, 184.17698669433594, -1000.7824096679688)","(200.33189392089844, -1006.88525390625, 216.30465698242188, -999.6641845703125)"
2024/07/31/12:36:33.344954,"(2000, 2001, 2002, 2003)","(2.207268238067627, 50.40069580078125, -126.63484954833984, 236.08612060546875)","(0.6704574227333069, 0.3939324915409088, 0.6778061985969543, 0.37102261185646057)","(101.07866668701172, -995.6358032226562, 184.13613891601562, -1000.8110961914062)","(200.33436584472656, -1006.8648681640625, 216.24972534179688, -999.6883544921875)"
2024/07/31/12:36:33.445901,"(2000, 2001, 2002, 2003)","(2.2123231887817383, 50.91766357421875, -126.63484954833984, 236.51910400390625)","(0.6704789400100708, 0.3939264118671417, 0.6778061985969543, 0.37056654691696167)","(101.14500427246094, -995.6025390625, 184.09608459472656, -1000.8389892578125)","(200.33677673339844, -1006.8445434570312, 216.1958770751953, -999.712158203125)"
2024/07/31/12:36:33.545399,"(2000, 2001, 2002, 2003)","(2.217402935028076, 51.43988037109375, -126.63484954833984, 236.956298828125)","(0.6705004572868347, 0.393920361995697, 0.6778061985969543, 0.3701077699661255)","(101.21200561523438, -995.569091796875, 184.05564880371094, -1000.8670043945312)","(200.3392333984375, -1006.8237915039062, 216.14149475097656, -999.7363891601562)"
2024/07/31/12:36:33.645169,"(2000, 2001, 2002, 2003)","(2.2225069999694824, 51.96728515625, -126.63484954833984, 237.397705078125)","(0.6705220937728882, 0.3939143419265747, 0.6778061985969543, 0.36964645981788635)","(101.2796859741211, -995.5354614257812, 184.01480102539062, -1000.8950805664062)","(200.3417205810547, -1006.8024291992188, 216.0865478515625, -999.760986328125)"
2024/07/31/12:36:33.745279,"(2000, 2001, 2002, 2003)","(2.227534770965576, 52.489501953125, -126.63484954833984, 237.83453369140625)","(0.6705433130264282, 0.3939085006713867, 0.6778061985969543, 0.36919185519218445)","(101.34669494628906, -995.50244140625, 183.97434997558594, -1000.9226684570312)","(200.34417724609375, -1006.781005859375, 216.03216552734375, -999.7854614257812)"
2024/07/31/12:36:33.845145,"(2000, 2001, 2002, 2003)","(2.2324881553649902, 53.00653076171875, -126.63484954833984, 238.26678466796875)","(0.6705641746520996, 0.3939027786254883, 0.6778061985969543, 0.3687439560890198)","(101.41303253173828, -995.4698486328125, 183.93431091308594, -1000.9498291015625)","(200.3466339111328, -1006.759521484375, 215.9783172607422, -999.8098754882812)"
2024/07/31/12:36:33.945380,"(2000, 2001, 2002, 2003)","(2.237466812133789, 53.5286865234375, -126.63484954833984, 238.70318603515625)","(0.6705851554870605, 0.3938971161842346, 0.6778061985969543, 0.36829376220703125)","(101.48004913330078, -995.4371948242188, 183.89385986328125, -1000.97705078125)","(200.34910583496094, -1006.737548828125, 215.92391967773438, -999.834716796875)"
2024/07/31/12:36:34.045449,"(2000, 2001, 2002, 2003)","(2.2424705028533936, 54.05615234375, -126.63484954833984, 239.143798828125)","(0.6706061363220215, 0.39389145374298096, 0.6778061985969543, 0.3678414225578308)","(101.5477294921875, -995.4044189453125, 183.85301208496094, -1001.0043334960938)","(200.3516082763672, -1006.7149658203125, 215.86898803710938, -999.8599243164062)"
