time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.DCPA,.TCPA,.UDCPA,.UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/08/09/16:03:15.335455,155,0,0,,"(149.2183837890625,)","(124.04496002197266,)","(0.0,)","(0.0,)","(0.0,)","(0.9309205412864685,)","(0.5040754675865173,)","(0.07900000363588333,)","(4.8761420249938965,)","(4.029401779174805,)","(4.070855140686035,)","(3.15099835395813,)",['Starboard crossing']
2024/08/09/16:03:15.432111,156,0,0,,"(148.27841186523438,)","(123.22672271728516,)","(0.0,)","(0.0,)","(0.0,)","(0.9310089945793152,)","(0.5038639307022095,)","(0.07900000363588333,)","(4.876697540283203,)","(4.02977180480957,)","(4.072017669677734,)","(3.1518704891204834,)",['Starboard crossing']
2024/08/09/16:03:15.537644,157,0,0,,"(147.33692932128906,)","(122.40847778320312,)","(0.0,)","(0.0,)","(0.0,)","(0.9310988187789917,)","(0.5039374232292175,)","(0.07900000363588333,)","(4.876874923706055,)","(4.029890060424805,)","(4.072388648986816,)","(3.152148723602295,)",['Starboard crossing']
2024/08/09/16:03:15.637517,158,0,0,,"(146.39556884765625,)","(121.63654327392578,)","(0.0,)","(0.0,)","(0.0,)","(0.9311899542808533,)","(0.5040069818496704,)","(0.07900000363588333,)","(4.8766984939575195,)","(4.029772758483887,)","(4.072019577026367,)","(3.151871919631958,)",['Starboard crossing']
2024/08/09/16:03:15.738895,159,0,0,,"(145.4547576904297,)","(120.90745544433594,)","(0.0,)","(0.0,)","(0.0,)","(0.9312824010848999,)","(0.5040733218193054,)","(0.07900000363588333,)","(4.87619161605835,)","(4.029434680938721,)","(4.070958614349365,)","(3.151076078414917,)",['Starboard crossing']
2024/08/09/16:03:15.831642,160,0,0,,"(144.51405334472656,)","(120.13227081298828,)","(0.0,)","(0.0,)","(0.0,)","(0.9313762784004211,)","(0.5041363835334778,)","(0.07900000363588333,)","(4.876049518585205,)","(4.029339790344238,)","(4.0706610679626465,)","(3.150852918624878,)",['Starboard crossing']
2024/08/09/16:03:15.935038,161,0,0,,"(143.57301330566406,)","(119.3131332397461,)","(0.0,)","(0.0,)","(0.0,)","(0.9314714670181274,)","(0.5041959285736084,)","(0.07900000363588333,)","(4.876259803771973,)","(4.02947998046875,)","(4.071101188659668,)","(3.1511828899383545,)",['Starboard crossing']
2024/08/09/16:03:16.037891,162,0,0,,"(142.63278198242188,)","(118.4980697631836,)","(0.0,)","(0.0,)","(0.0,)","(0.9315671920776367,)","(0.5039781928062439,)","(0.07900000363588333,)","(4.876809120178223,)","(4.02984619140625,)","(4.072250843048096,)","(3.152045488357544,)",['Starboard crossing']
2024/08/09/16:03:16.134609,163,0,0,,"(141.69259643554688,)","(117.72769927978516,)","(0.0,)","(0.0,)","(0.0,)","(0.9316633343696594,)","(0.5037758350372314,)","(0.07900000363588333,)","(4.876980781555176,)","(4.029960632324219,)","(4.072609901428223,)","(3.1523146629333496,)",['Starboard crossing']
2024/08/09/16:03:16.237565,164,0,0,,"(140.75135803222656,)","(116.95465087890625,)","(0.0,)","(0.0,)","(0.0,)","(0.9317609667778015,)","(0.5038537383079529,)","(0.07900000363588333,)","(4.8767991065979,)","(4.029839515686035,)","(4.072229862213135,)","(3.1520297527313232,)",['Starboard crossing']
2024/08/09/16:03:16.335811,165,0,0,,"(139.80911254882812,)","(116.17845153808594,)","(0.0,)","(0.0,)","(0.0,)","(0.9318611025810242,)","(0.5041976571083069,)","(0.07900000363588333,)","(4.87628698348999,)","(4.02949857711792,)","(4.071158409118652,)","(3.151226043701172,)",['Starboard crossing']
2024/08/09/16:03:16.436430,166,0,0,,"(138.86817932128906,)","(115.40454864501953,)","(0.0,)","(0.0,)","(0.0,)","(0.9319627285003662,)","(0.5042542219161987,)","(0.07900000363588333,)","(4.876140117645264,)","(4.02940034866333,)","(4.0708513259887695,)","(3.1509954929351807,)",['Starboard crossing']
2024/08/09/16:03:16.531983,167,0,0,,"(137.928466796875,)","(114.63214111328125,)","(0.0,)","(0.0,)","(0.0,)","(0.9320648312568665,)","(0.5040377974510193,)","(0.07900000363588333,)","(4.876345634460449,)","(4.029537200927734,)","(4.071281433105469,)","(3.151318073272705,)",['Starboard crossing']
2024/08/09/16:03:16.635483,168,0,0,,"(136.98837280273438,)","(113.81764221191406,)","(0.0,)","(0.0,)","(0.0,)","(0.9321675896644592,)","(0.5038282871246338,)","(0.07900000363588333,)","(4.876890659332275,)","(4.029900550842285,)","(4.072422027587891,)","(3.1521735191345215,)",['Starboard crossing']
2024/08/09/16:03:16.737550,169,0,0,,"(136.04678344726562,)","(113.00293731689453,)","(0.0,)","(0.0,)","(0.0,)","(0.9322719573974609,)","(0.5039035081863403,)","(0.07900000363588333,)","(4.877058029174805,)","(4.030012130737305,)","(4.07277250289917,)","(3.1524362564086914,)",['Starboard crossing']
2024/08/09/16:03:16.836859,170,0,0,,"(135.10531616210938,)","(112.23094177246094,)","(0.0,)","(0.0,)","(0.0,)","(0.9323779344558716,)","(0.5039746761322021,)","(0.07900000363588333,)","(4.876872539520264,)","(4.02988862991333,)","(4.072384357452393,)","(3.1521451473236084,)",['Starboard crossing']
2024/08/09/16:03:16.935236,171,0,0,,"(134.1644287109375,)","(111.49842071533203,)","(0.0,)","(0.0,)","(0.0,)","(0.9324855804443359,)","(0.5040425062179565,)","(0.07900000363588333,)","(4.876357078552246,)","(4.029544830322266,)","(4.071305274963379,)","(3.1513359546661377,)",['Starboard crossing']
2024/08/09/16:03:17.032989,172,0,0,,"(133.22364807128906,)","(110.72333526611328,)","(0.0,)","(0.0,)","(0.0,)","(0.9325948357582092,)","(0.5041070580482483,)","(0.07900000363588333,)","(4.876206874847412,)","(4.029444694519043,)","(4.070990562438965,)","(3.151099920272827,)",['Starboard crossing']
2024/08/09/16:03:17.132882,173,0,0,,"(132.2825469970703,)","(109.90770721435547,)","(0.0,)","(0.0,)","(0.0,)","(0.9327058792114258,)","(0.5041680335998535,)","(0.07900000363588333,)","(4.87640905380249,)","(4.0295796394348145,)","(4.071413516998291,)","(3.1514172554016113,)",['Starboard crossing']
2024/08/09/16:03:17.233003,174,0,0,,"(131.34225463867188,)","(109.0959701538086,)","(0.0,)","(0.0,)","(0.0,)","(0.9328176379203796,)","(0.5039517879486084,)","(0.07900000363588333,)","(4.876950740814209,)","(4.029940605163574,)","(4.072547435760498,)","(3.1522676944732666,)",['Starboard crossing']
2024/08/09/16:03:17.336453,175,0,0,,"(130.4020233154297,)","(108.32532501220703,)","(0.0,)","(0.0,)","(0.0,)","(0.9329301118850708,)","(0.5037508010864258,)","(0.07900000363588333,)","(4.877114772796631,)","(4.030050277709961,)","(4.0728912353515625,)","(3.1525256633758545,)",['Starboard crossing']
2024/08/09/16:03:17.434410,176,0,0,,"(129.46075439453125,)","(107.55203247070312,)","(0.0,)","(0.0,)","(0.0,)","(0.9330443739891052,)","(0.503829836845398,)","(0.07900000363588333,)","(4.876926898956299,)","(4.0299248695373535,)","(4.072497367858887,)","(3.1522300243377686,)",['Starboard crossing']
2024/08/09/16:03:17.532350,177,0,0,,"(128.5184783935547,)","(106.77565002441406,)","(0.0,)","(0.0,)","(0.0,)","(0.9331616163253784,)","(0.5041748881340027,)","(0.07900000363588333,)","(4.876408576965332,)","(4.029579162597656,)","(4.071412563323975,)","(3.151416540145874,)",['Starboard crossing']
2024/08/09/16:03:17.637202,178,0,0,,"(127.5775146484375,)","(106.00150299072266,)","(0.0,)","(0.0,)","(0.0,)","(0.9332807064056396,)","(0.5042325258255005,)","(0.07900000363588333,)","(4.876255512237549,)","(4.029477119445801,)","(4.07109260559082,)","(3.1511764526367188,)",['Starboard crossing']
2024/08/09/16:03:17.733081,179,0,0,,"(126.6377944946289,)","(105.2288589477539,)","(0.0,)","(0.0,)","(0.0,)","(0.933400571346283,)","(0.5040172338485718,)","(0.07900000363588333,)","(4.876455307006836,)","(4.0296101570129395,)","(4.071510314941406,)","(3.1514899730682373,)",['Starboard crossing']
2024/08/09/16:03:17.835299,180,0,0,,"(125.69769287109375,)","(104.41754150390625,)","(0.0,)","(0.0,)","(0.0,)","(0.9335213303565979,)","(0.5038087964057922,)","(0.07900000363588333,)","(4.876994609832764,)","(4.029969692230225,)","(4.072638988494873,)","(3.152336597442627,)",['Starboard crossing']
2024/08/09/16:03:17.933940,181,0,0,,"(124.75609588623047,)","(103.6058578491211,)","(0.0,)","(0.0,)","(0.0,)","(0.93364417552948,)","(0.5038849115371704,)","(0.07900000363588333,)","(4.877156734466553,)","(4.030077934265137,)","(4.072978496551514,)","(3.1525909900665283,)",['Starboard crossing']
2024/08/09/16:03:18.032403,182,0,0,,"(123.81465148925781,)","(102.83332061767578,)","(0.0,)","(0.0,)","(0.0,)","(0.9337690472602844,)","(0.5039570331573486,)","(0.07900000363588333,)","(4.87696647644043,)","(4.029951095581055,)","(4.072579860687256,)","(3.152292251586914,)",['Starboard crossing']
2024/08/09/16:03:18.135020,183,0,0,,"(122.87377166748047,)","(102.096923828125,)","(0.0,)","(0.0,)","(0.0,)","(0.9338959455490112,)","(0.5040256381034851,)","(0.07900000363588333,)","(4.87644624710083,)","(4.029604434967041,)","(4.071491241455078,)","(3.151475667953491,)",['Starboard crossing']
2024/08/09/16:03:18.237121,184,0,0,,"(121.93301391601562,)","(101.32151794433594,)","(0.0,)","(0.0,)","(0.0,)","(0.9340249300003052,)","(0.5040910243988037,)","(0.07900000363588333,)","(4.876291275024414,)","(4.029500961303711,)","(4.071167469024658,)","(3.1512327194213867,)",['Starboard crossing']
2024/08/09/16:03:18.334857,185,0,0,,"(120.99193572998047,)","(100.50898742675781,)","(0.0,)","(0.0,)","(0.0,)","(0.934156060218811,)","(0.504152774810791,)","(0.07900000363588333,)","(4.876489162445068,)","(4.029633045196533,)","(4.0715813636779785,)","(3.151543140411377,)",['Starboard crossing']
2024/08/09/16:03:18.432624,186,0,0,,"(120.05168914794922,)","(99.7001724243164,)","(0.0,)","(0.0,)","(0.0,)","(0.9342883229255676,)","(0.503937304019928,)","(0.07900000363588333,)","(4.877026557922363,)","(4.029991149902344,)","(4.072706699371338,)","(3.1523871421813965,)",['Starboard crossing']
2024/08/09/16:03:18.536962,187,0,0,,"(119.11149597167969,)","(98.92890930175781,)","(0.0,)","(0.0,)","(0.0,)","(0.9344216585159302,)","(0.5037370324134827,)","(0.07900000363588333,)","(4.877187252044678,)","(4.0300984382629395,)","(4.073042392730713,)","(3.1526389122009277,)",['Starboard crossing']
2024/08/09/16:03:18.634244,188,0,0,,"(118.1702651977539,)","(98.15502166748047,)","(0.0,)","(0.0,)","(0.0,)","(0.934557318687439,)","(0.5038167834281921,)","(0.07900000363588333,)","(4.87699556350708,)","(4.029970169067383,)","(4.072640895843506,)","(3.1523377895355225,)",['Starboard crossing']
2024/08/09/16:03:18.739183,189,0,0,,"(117.22804260253906,)","(97.37813568115234,)","(0.0,)","(0.0,)","(0.0,)","(0.9346964359283447,)","(0.5041623711585999,)","(0.07900000363588333,)","(4.876473903656006,)","(4.029622554779053,)","(4.071548938751221,)","(3.1515190601348877,)",['Starboard crossing']
2024/08/09/16:03:18.835890,190,0,0,,"(116.28713989257812,)","(96.60344696044922,)","(0.0,)","(0.0,)","(0.0,)","(0.9348379373550415,)","(0.5042206048965454,)","(0.07900000363588333,)","(4.876317501068115,)","(4.0295186042785645,)","(4.071222305297852,)","(3.151273727416992,)",['Starboard crossing']
2024/08/09/16:03:18.934629,191,0,0,,"(115.34748840332031,)","(95.83028411865234,)","(0.0,)","(0.0,)","(0.0,)","(0.9349806904792786,)","(0.5040059685707092,)","(0.07900000363588333,)","(4.876513957977295,)","(4.02964973449707,)","(4.071633338928223,)","(3.1515822410583496,)",['Starboard crossing']
2024/08/09/16:03:19.032827,192,0,0,,"(114.40746307373047,)","(95.02188110351562,)","(0.0,)","(0.0,)","(0.0,)","(0.9351247549057007,)","(0.5037980675697327,)","(0.07900000363588333,)","(4.877050399780273,)","(4.0300068855285645,)","(4.072755813598633,)","(3.1524240970611572,)",['Starboard crossing']
2024/08/09/16:03:19.132993,193,0,0,,"(113.4659423828125,)","(94.21295166015625,)","(0.0,)","(0.0,)","(0.0,)","(0.9352713823318481,)","(0.5038747787475586,)","(0.07900000363588333,)","(4.877209663391113,)","(4.030113220214844,)","(4.073089122772217,)","(3.1526741981506348,)",['Starboard crossing']
2024/08/09/16:03:19.236027,194,0,0,,"(112.52458190917969,)","(93.43963623046875,)","(0.0,)","(0.0,)","(0.0,)","(0.9354206919670105,)","(0.5039473176002502,)","(0.07900000363588333,)","(4.877016544342041,)","(4.029984474182129,)","(4.072685241699219,)","(3.1523711681365967,)",['Starboard crossing']
2024/08/09/16:03:19.332610,195,0,0,,"(111.58379364013672,)","(92.69915008544922,)","(0.0,)","(0.0,)","(0.0,)","(0.9355725049972534,)","(0.5040164589881897,)","(0.07900000363588333,)","(4.87649393081665,)","(4.029636383056641,)","(4.071591377258301,)","(3.151550769805908,)",['Starboard crossing']
2024/08/09/16:03:19.433112,196,0,0,,"(110.64312744140625,)","(91.92320251464844,)","(0.0,)","(0.0,)","(0.0,)","(0.935727059841156,)","(0.504082202911377,)","(0.07900000363588333,)","(4.876337051391602,)","(4.029531478881836,)","(4.071262359619141,)","(3.151304006576538,)",['Starboard crossing']
2024/08/09/16:03:19.532833,197,0,0,,"(109.7021484375,)","(91.11356353759766,)","(0.0,)","(0.0,)","(0.0,)","(0.9358843564987183,)","(0.5041444301605225,)","(0.07900000363588333,)","(4.876532554626465,)","(4.029661655426025,)","(4.071671485900879,)","(3.151610851287842,)",['Starboard crossing']
2024/08/09/16:03:19.631896,198,0,0,,"(108.76200866699219,)","(90.30748748779297,)","(0.0,)","(0.0,)","(0.0,)","(0.9360433220863342,)","(0.5039293766021729,)","(0.07900000363588333,)","(4.877067565917969,)","(4.0300188064575195,)","(4.072792053222656,)","(3.152451276779175,)",['Starboard crossing']
2024/08/09/16:03:19.733060,199,0,0,,"(107.78213500976562,)","(88.84751892089844,)","(0.0,)","(0.0,)","(0.0,)","(0.94189453125,)","(0.5054177045822144,)","(0.07999999821186066,)","(4.8829450607299805,)","(4.027257442474365,)","(4.055417537689209,)","(3.1394202709198,)",['Starboard crossing']
2024/08/09/16:03:19.832371,200,0,0,,"(106.7439956665039,)","(86.687255859375,)","(0.0,)","(0.0,)","(0.0,)","(0.952536404132843,)","(0.508109986782074,)","(0.08100000023841858,)","(4.895607948303223,)","(4.022592067718506,)","(4.023732662200928,)","(3.115656852722168,)",['Starboard crossing']
2024/08/09/16:03:19.935398,201,0,0,,"(105.62630462646484,)","(83.92267608642578,)","(0.0,)","(0.0,)","(0.0,)","(0.9658260345458984,)","(0.5109425187110901,)","(0.0820000022649765,)","(4.915890693664551,)","(4.017637729644775,)","(3.984225273132324,)","(3.086026191711426,)",['Starboard crossing']
2024/08/09/16:03:20.035205,202,0,0,,"(104.40028381347656,)","(80.76665496826172,)","(0.0,)","(0.0,)","(0.0,)","(0.9795884490013123,)","(0.5138023495674133,)","(0.08299999684095383,)","(4.942078590393066,)","(4.011902332305908,)","(3.936248540878296,)","(3.0500435829162598,)",['Starboard crossing']
2024/08/09/16:03:20.136429,203,0,0,,"(103.06453704833984,)","(77.43328094482422,)","(0.0,)","(0.0,)","(0.0,)","(0.9909369349479675,)","(0.5158712267875671,)","(0.08299999684095383,)","(4.973113536834717,)","(4.006627082824707,)","(3.886218309402466,)","(3.0125207901000977,)",['Starboard crossing']
2024/08/09/16:03:20.231323,204,0,0,,"(101.75452423095703,)","(75.01496124267578,)","(0.0,)","(0.0,)","(0.0,)","(0.9963976740837097,)","(0.5187376737594604,)","(0.08399999886751175,)","(4.991603851318359,)","(4.0003790855407715,)","(3.84287428855896,)","(2.980012893676758,)",['Starboard crossing']
2024/08/09/16:03:20.333055,205,0,0,,"(100.52104949951172,)","(73.5914077758789,)","(0.0,)","(0.0,)","(0.0,)","(0.998457133769989,)","(0.5238945484161377,)","(0.08399999886751175,)","(4.9929423332214355,)","(3.9911539554595947,)","(3.8014233112335205,)","(2.9489247798919678,)",['Starboard crossing']
2024/08/09/16:03:20.432545,206,0,0,,"(99.39177703857422,)","(72.65412902832031,)","(0.0,)","(0.0,)","(0.0,)","(0.9991742968559265,)","(0.5278456807136536,)","(0.08399999886751175,)","(4.989280700683594,)","(3.9842114448547363,)","(3.7743260860443115,)","(2.9286017417907715,)",['Starboard crossing']
2024/08/09/16:03:20.536384,207,0,0,,"(98.35125732421875,)","(72.10309600830078,)","(0.0,)","(0.0,)","(0.0,)","(0.9993148446083069,)","(0.5310449600219727,)","(0.08399999886751175,)","(4.981302738189697,)","(3.978739023208618,)","(3.7573766708374023,)","(2.9158897399902344,)",['Starboard crossing']
2024/08/09/16:03:20.637187,208,0,0,,"(97.37902069091797,)","(71.59024810791016,)","(0.0,)","(0.0,)","(0.0,)","(0.9992225170135498,)","(0.5320714712142944,)","(0.08500000089406967,)","(4.97620964050293,)","(3.9772655963897705,)","(3.7553417682647705,)","(2.914363384246826,)",['Starboard crossing']
2024/08/09/16:03:20.733907,209,0,0,,"(96.35549926757812,)","(70.50370025634766,)","(0.0,)","(0.0,)","(0.0,)","(0.9995118975639343,)","(0.5307603478431702,)","(0.08399999886751175,)","(4.982997894287109,)","(3.9793894290924072,)","(3.758749008178711,)","(2.9169187545776367,)",['Starboard crossing']
2024/08/09/16:03:20.837821,210,0,0,,"(95.18728637695312,)","(68.85440826416016,)","(0.0,)","(0.0,)","(0.0,)","(0.9999881386756897,)","(0.5300829410552979,)","(0.08399999886751175,)","(4.997017860412598,)","(3.9795076847076416,)","(3.7472352981567383,)","(2.9082834720611572,)",['Starboard crossing']
2024/08/09/16:03:20.937894,211,0,0,,"(93.94119262695312,)","(66.93103790283203,)","(0.0,)","(0.0,)","(0.0,)","(0.9995335340499878,)","(0.5289894938468933,)","(0.08399999886751175,)","(5.016128063201904,)","(3.9796016216278076,)","(3.731248378753662,)","(2.8962934017181396,)",['Starboard crossing']
2024/08/09/16:03:21.036160,212,0,0,,"(92.63059997558594,)","(64.8583755493164,)","(0.0,)","(0.0,)","(0.0,)","(0.9974527955055237,)","(0.5278841853141785,)","(0.08399999886751175,)","(5.038010597229004,)","(3.9795405864715576,)","(3.7122106552124023,)","(2.8820152282714844,)",['Starboard crossing']
2024/08/09/16:03:21.137081,213,0,0,,"(91.35553741455078,)","(63.12833023071289,)","(0.0,)","(0.0,)","(0.0,)","(0.9945722222328186,)","(0.5277073979377747,)","(0.08399999886751175,)","(5.053459167480469,)","(3.97847056388855,)","(3.6943252086639404,)","(2.868601083755493,)",['Starboard crossing']
2024/08/09/16:03:21.237747,214,0,0,,"(90.09880828857422,)","(61.52033996582031,)","(0.0,)","(0.0,)","(0.0,)","(0.9910195469856262,)","(0.5270335078239441,)","(0.08399999886751175,)","(5.068118572235107,)","(3.9780421257019043,)","(3.6799004077911377,)","(2.8577826023101807,)",['Starboard crossing']
2024/08/09/16:03:21.336821,215,0,0,,"(88.87836456298828,)","(60.15666961669922,)","(0.0,)","(0.0,)","(0.0,)","(0.9874855875968933,)","(0.5268164873123169,)","(0.08399999886751175,)","(5.078240394592285,)","(3.9769256114959717,)","(3.666396141052246,)","(2.847654342651367,)",['Starboard crossing']
2024/08/09/16:03:21.433671,216,0,0,,"(87.59636688232422,)","(58.51179122924805,)","(0.0,)","(0.0,)","(0.0,)","(0.9820275902748108,)","(0.5253477096557617,)","(0.08299999684095383,)","(5.09536075592041,)","(3.977545976638794,)","(3.6543965339660645,)","(2.8386545181274414,)",['Starboard crossing']
2024/08/09/16:03:21.535401,217,0,0,,"(86.31454467773438,)","(56.957828521728516,)","(0.0,)","(0.0,)","(0.0,)","(0.9759975075721741,)","(0.5244091749191284,)","(0.08299999684095383,)","(5.110294818878174,)","(3.977569580078125,)","(3.641692876815796,)","(2.8291268348693848,)",['Starboard crossing']
2024/08/09/16:03:21.635734,218,0,0,,"(85.13285064697266,)","(56.00450897216797,)","(0.0,)","(0.0,)","(0.0,)","(0.9725064635276794,)","(0.5266077518463135,)","(0.08299999684095383,)","(5.1094889640808105,)","(3.973243474960327,)","(3.623736619949341,)","(2.815659523010254,)",['Starboard crossing']
2024/08/09/16:03:21.736972,219,0,0,,"(84.07210540771484,)","(55.43988037109375,)","(0.0,)","(0.0,)","(0.0,)","(0.9717628955841064,)","(0.5293152928352356,)","(0.08299999684095383,)","(5.101144313812256,)","(3.968766212463379,)","(3.6116034984588623,)","(2.8065598011016846,)",['Starboard crossing']
2024/08/09/16:03:21.836127,220,0,0,,"(83.1178207397461,)","(55.14501190185547,)","(0.0,)","(0.0,)","(0.0,)","(0.9734485149383545,)","(0.5321010947227478,)","(0.08299999684095383,)","(5.088118553161621,)","(3.9651310443878174,)","(3.607104539871216,)","(2.80318546295166,)",['Starboard crossing']
2024/08/09/16:03:21.936019,221,0,0,,"(82.2553482055664,)","(55.10582733154297,)","(0.0,)","(0.0,)","(0.0,)","(0.9771495461463928,)","(0.535098671913147,)","(0.08299999684095383,)","(5.0704216957092285,)","(3.9619951248168945,)","(3.608736515045166,)","(2.8044095039367676,)",['Starboard crossing']
2024/08/09/16:03:22.037625,222,0,0,,"(81.4793701171875,)","(55.32786560058594,)","(0.0,)","(0.0,)","(0.0,)","(0.9822824597358704,)","(0.5377488136291504,)","(0.08399999886751175,)","(5.048991680145264,)","(3.9596691131591797,)","(3.6170239448547363,)","(2.8106250762939453,)",['Starboard crossing']
2024/08/09/16:03:22.133520,223,0,0,,"(80.77841186523438,)","(55.824859619140625,)","(0.0,)","(0.0,)","(0.0,)","(0.9881369471549988,)","(0.540188193321228,)","(0.08399999886751175,)","(5.023457050323486,)","(3.957822561264038,)","(3.6308608055114746,)","(2.821002721786499,)",['Starboard crossing']
2024/08/09/16:03:22.234244,224,0,0,,"(79.99108123779297,)","(55.80274200439453,)","(0.0,)","(0.0,)","(0.0,)","(0.9911928772926331,)","(0.5398397445678711,)","(0.08399999886751175,)","(5.011706352233887,)","(3.959780693054199,)","(3.6493194103240967,)","(2.8348467350006104,)",['Starboard crossing']
2024/08/09/16:03:22.336048,225,0,0,,"(78.98163604736328,)","(55.19778060913086,)","(0.0,)","(0.0,)","(0.0,)","(0.990962028503418,)","(0.5419341325759888,)","(0.08399999886751175,)","(5.005078315734863,)","(3.956827402114868,)","(3.642247438430786,)","(2.829542636871338,)",['Starboard crossing']
2024/08/09/16:03:22.435741,226,0,0,,"(77.84994506835938,)","(54.06073760986328,)","(0.0,)","(0.0,)","(0.0,)","(0.9882844686508179,)","(0.5427628755569458,)","(0.08399999886751175,)","(5.009584903717041,)","(3.9547860622406006,)","(3.6296181678771973,)","(2.820070743560791,)",['Starboard crossing']
2024/08/09/16:03:22.537393,227,0,0,,"(76.71043395996094,)","(52.69251251220703,)","(0.0,)","(0.0,)","(0.0,)","(0.9844346642494202,)","(0.5407673120498657,)","(0.08399999886751175,)","(5.023353099822998,)","(3.9567384719848633,)","(3.626284599304199,)","(2.817570447921753,)",['Starboard crossing']
2024/08/09/16:03:22.637191,228,0,0,,"(75.65331268310547,)","(51.616207122802734,)","(0.0,)","(0.0,)","(0.0,)","(0.982010543346405,)","(0.5389658212661743,)","(0.08399999886751175,)","(5.032003402709961,)","(3.959158182144165,)","(3.6293201446533203,)","(2.819847345352173,)",['Starboard crossing']
2024/08/09/16:03:22.737046,229,0,0,,"(74.69098663330078,)","(50.91440200805664,)","(0.0,)","(0.0,)","(0.0,)","(0.9818206429481506,)","(0.5381696224212646,)","(0.08399999886751175,)","(5.032374858856201,)","(3.9608993530273438,)","(3.6364998817443848,)","(2.8252320289611816,)",['Starboard crossing']
2024/08/09/16:03:22.839332,230,0,0,,"(73.78905487060547,)","(50.38190460205078,)","(0.0,)","(0.0,)","(0.0,)","(0.9827929735183716,)","(0.5368090867996216,)","(0.08399999886751175,)","(5.030794620513916,)","(3.96366024017334,)","(3.6497457027435303,)","(2.8351664543151855,)",['Starboard crossing']
2024/08/09/16:03:22.935742,231,0,0,,"(72.85972595214844,)","(49.75684356689453,)","(0.0,)","(0.0,)","(0.0,)","(0.983090341091156,)","(0.5351472496986389,)","(0.08399999886751175,)","(5.031320571899414,)","(3.9664900302886963,)","(3.661503314971924,)","(2.843984603881836,)",['Starboard crossing']
2024/08/09/16:03:23.034754,232,0,0,,"(71.86708068847656,)","(48.93918991088867,)","(0.0,)","(0.0,)","(0.0,)","(0.9821009039878845,)","(0.5338525176048279,)","(0.08299999684095383,)","(5.034581184387207,)","(3.9685914516448975,)","(3.667785882949829,)","(2.848696708679199,)",['Starboard crossing']
2024/08/09/16:03:23.135698,233,0,0,,"(70.8867416381836,)","(48.134456634521484,)","(0.0,)","(0.0,)","(0.0,)","(0.9813176393508911,)","(0.5323935747146606,)","(0.08299999684095383,)","(5.03799295425415,)","(3.9712536334991455,)","(3.676365375518799,)","(2.855131149291992,)",['Starboard crossing']
2024/08/09/16:03:23.237468,234,0,0,,"(69.98197174072266,)","(47.64179992675781,)","(0.0,)","(0.0,)","(0.0,)","(0.9823816418647766,)","(0.5315864682197571,)","(0.08299999684095383,)","(5.034455299377441,)","(3.9731638431549072,)","(3.6876518726348877,)","(2.863595962524414,)",['Starboard crossing']
2024/08/09/16:03:23.332180,235,0,0,,"(69.12630462646484,)","(47.304508209228516,)","(0.0,)","(0.0,)","(0.0,)","(0.9843865633010864,)","(0.5304915308952332,)","(0.08299999684095383,)","(5.0285468101501465,)","(3.975587844848633,)","(3.7032032012939453,)","(2.8752596378326416,)",['Starboard crossing']
2024/08/09/16:03:23.433660,236,0,0,,"(68.20171356201172,)","(46.73539352416992,)","(0.0,)","(0.0,)","(0.0,)","(0.9848935604095459,)","(0.5295630097389221,)","(0.08299999684095383,)","(5.0265302658081055,)","(3.9775443077087402,)","(3.7134063243865967,)","(2.8829119205474854,)",['Starboard crossing']
2024/08/09/16:03:23.535205,237,0,0,,"(67.18931579589844,)","(45.88850784301758,)","(0.0,)","(0.0,)","(0.0,)","(0.9835803508758545,)","(0.529071033000946,)","(0.08299999684095383,)","(5.028803825378418,)","(3.9785075187683105,)","(3.7156310081481934,)","(2.884580373764038,)",['Starboard crossing']
2024/08/09/16:03:23.633130,238,0,0,,"(66.15222930908203,)","(44.93206787109375,)","(0.0,)","(0.0,)","(0.0,)","(0.9814286828041077,)","(0.5279767513275146,)","(0.08299999684095383,)","(5.0342793464660645,)","(3.9800121784210205,)","(3.7174556255340576,)","(2.885948896408081,)",['Starboard crossing']
2024/08/09/16:03:23.732884,239,0,0,,"(65.13381958007812,)","(44.02162170410156,)","(0.0,)","(0.0,)","(0.0,)","(0.9794412851333618,)","(0.526427686214447,)","(0.08299999684095383,)","(5.03980016708374,)","(3.982116460800171,)","(3.721841812133789,)","(2.8892383575439453,)",['Starboard crossing']
2024/08/09/16:03:23.835589,240,0,0,,"(64.18180084228516,)","(43.35188293457031,)","(0.0,)","(0.0,)","(0.0,)","(0.979171633720398,)","(0.5254814624786377,)","(0.08299999684095383,)","(5.039638519287109,)","(3.983931541442871,)","(3.729855537414551,)","(2.8952488899230957,)",['Starboard crossing']
2024/08/09/16:03:23.932913,241,0,0,,"(63.274085998535156,)","(42.81586837768555,)","(0.0,)","(0.0,)","(0.0,)","(0.9799994230270386,)","(0.5246578454971313,)","(0.08299999684095383,)","(5.036693096160889,)","(3.986046552658081,)","(3.7415685653686523,)","(2.9040334224700928,)",['Starboard crossing']
