time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.DCPA,.TCPA,.UDCPA,.UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/08/09/16:02:59.935047,1,0,0,,"(287.88165283203125,)","(241.79127502441406,)","(0.0,)","(0.0,)","(0.0,)","(0.9204748272895813,)","(0.5657253861427307,)","(0.07999999821186066,)","(4.782151222229004,)","(3.9662134647369385,)","(3.87329363822937,)","(3.0028274059295654,)",['Starboard crossing']
2024/08/09/16:03:00.032664,2,0,0,,"(286.9623107910156,)","(242.59121704101562,)","(0.0,)","(0.0,)","(0.0,)","(0.9206010699272156,)","(0.5641607642173767,)","(0.07999999821186066,)","(4.778130531311035,)","(3.964827537536621,)","(3.870669364929199,)","(3.000859260559082,)",['Starboard crossing']
2024/08/09/16:03:00.138880,3,0,0,,"(286.0771789550781,)","(243.00730895996094,)","(0.0,)","(0.0,)","(0.0,)","(0.9207248687744141,)","(0.5626744031906128,)","(0.07999999821186066,)","(4.775909900665283,)","(3.963282585144043,)","(3.865812301635742,)","(2.9972164630889893,)",['Starboard crossing']
2024/08/09/16:03:00.234607,4,0,0,,"(285.20306396484375,)","(243.31576538085938,)","(0.0,)","(0.0,)","(0.0,)","(0.9208458662033081,)","(0.5613078474998474,)","(0.07999999821186066,)","(4.774044990539551,)","(3.9615862369537354,)","(3.8599929809570312,)","(2.992851734161377,)",['Starboard crossing']
2024/08/09/16:03:00.335851,5,0,0,,"(284.32989501953125,)","(243.54315185546875,)","(0.0,)","(0.0,)","(0.0,)","(0.9209641218185425,)","(0.5599713325500488,)","(0.07999999821186066,)","(4.772398948669434,)","(3.9601542949676514,)","(3.8551440238952637,)","(2.989215135574341,)",['Starboard crossing']
2024/08/09/16:03:00.435629,6,0,0,,"(283.4533386230469,)","(243.7611846923828,)","(0.0,)","(0.0,)","(0.0,)","(0.9210800528526306,)","(0.5586573481559753,)","(0.07999999821186066,)","(4.77064323425293,)","(3.958983898162842,)","(3.851531505584717,)","(2.9865057468414307,)",['Starboard crossing']
2024/08/09/16:03:00.532749,7,0,0,,"(282.5754089355469,)","(244.0834503173828,)","(0.0,)","(0.0,)","(0.0,)","(0.9211939573287964,)","(0.5574314594268799,)","(0.07999999821186066,)","(4.768299102783203,)","(3.9576427936553955,)","(3.847677230834961,)","(2.983614921569824,)",['Starboard crossing']
2024/08/09/16:03:00.637039,8,0,0,,"(281.7011413574219,)","(244.43666076660156,)","(0.0,)","(0.0,)","(0.0,)","(0.9213060736656189,)","(0.5562894344329834,)","(0.07999999821186066,)","(4.7657246589660645,)","(3.956139326095581,)","(3.8433117866516113,)","(2.9803409576416016,)",['Starboard crossing']
2024/08/09/16:03:00.736143,9,0,0,,"(280.83367919921875,)","(244.62709045410156,)","(0.0,)","(0.0,)","(0.0,)","(0.9214164614677429,)","(0.5551687479019165,)","(0.07999999821186066,)","(4.7637786865234375,)","(3.954897165298462,)","(3.839552640914917,)","(2.9775216579437256,)",['Starboard crossing']
2024/08/09/16:03:00.835350,10,0,0,,"(279.9720764160156,)","(244.6585693359375,)","(0.0,)","(0.0,)","(0.0,)","(0.9215250015258789,)","(0.5540686845779419,)","(0.07999999821186066,)","(4.7624382972717285,)","(3.953913450241089,)","(3.8364052772521973,)","(2.975161075592041,)",['Starboard crossing']
2024/08/09/16:03:00.938226,11,0,0,,"(279.1169128417969,)","(244.65538024902344,)","(0.0,)","(0.0,)","(0.0,)","(0.9216313362121582,)","(0.552769660949707,)","(0.07999999821186066,)","(4.7615227699279785,)","(3.9531848430633545,)","(3.834009885787964,)","(2.9733645915985107,)",['Starboard crossing']
2024/08/09/16:03:01.035552,12,0,0,,"(278.2625732421875,)","(244.71990966796875,)","(0.0,)","(0.0,)","(0.0,)","(0.9217356443405151,)","(0.5515540242195129,)","(0.07999999821186066,)","(4.760209560394287,)","(3.9522619247436523,)","(3.8311057090759277,)","(2.971186399459839,)",['Starboard crossing']
2024/08/09/16:03:01.136411,13,0,0,,"(277.4059143066406,)","(244.77008056640625,)","(0.0,)","(0.0,)","(0.0,)","(0.9218385219573975,)","(0.5506338477134705,)","(0.07999999821186066,)","(4.758495807647705,)","(3.9511547088623047,)","(3.82774019241333,)","(2.9686622619628906,)",['Starboard crossing']
2024/08/09/16:03:01.236778,14,0,0,,"(276.55145263671875,)","(244.71975708007812,)","(0.0,)","(0.0,)","(0.0,)","(0.92194002866745,)","(0.5497304797172546,)","(0.07999999821186066,)","(4.757120132446289,)","(3.950303792953491,)","(3.825204610824585,)","(2.9667606353759766,)",['Starboard crossing']
2024/08/09/16:03:01.338138,15,0,0,,"(275.7029724121094,)","(244.48709106445312,)","(0.0,)","(0.0,)","(0.0,)","(0.9220402240753174,)","(0.5488415956497192,)","(0.07999999821186066,)","(4.75646448135376,)","(3.9497060775756836,)","(3.8231585025787354,)","(2.965226173400879,)",['Starboard crossing']
2024/08/09/16:03:01.434554,16,0,0,,"(274.8599853515625,)","(244.2270965576172,)","(0.0,)","(0.0,)","(0.0,)","(0.922138512134552,)","(0.5477321147918701,)","(0.07999999821186066,)","(4.756231307983398,)","(3.949357509613037,)","(3.8218393325805664,)","(2.9642364978790283,)",['Starboard crossing']
2024/08/09/16:03:01.535885,17,0,0,,"(274.0196228027344,)","(243.9889678955078,)","(0.0,)","(0.0,)","(0.0,)","(0.9222345948219299,)","(0.5464054346084595,)","(0.07999999821186066,)","(4.756184101104736,)","(3.949254274368286,)","(3.821430206298828,)","(2.9639296531677246,)",['Starboard crossing']
2024/08/09/16:03:01.633726,18,0,0,,"(273.17498779296875,)","(243.76414489746094,)","(0.0,)","(0.0,)","(0.0,)","(0.9223291277885437,)","(0.5453954935073853,)","(0.07999999821186066,)","(4.755590438842773,)","(3.9489223957061768,)","(3.8204901218414307,)","(2.9632248878479004,)",['Starboard crossing']
2024/08/09/16:03:01.734704,19,0,0,,"(272.3277587890625,)","(243.52415466308594,)","(0.0,)","(0.0,)","(0.0,)","(0.9224228262901306,)","(0.5446927547454834,)","(0.07999999821186066,)","(4.754600524902344,)","(3.9483745098114014,)","(3.8189468383789062,)","(2.9620673656463623,)",['Starboard crossing']
2024/08/09/16:03:01.832990,20,0,0,,"(271.48614501953125,)","(243.25816345214844,)","(0.0,)","(0.0,)","(0.0,)","(0.9225152134895325,)","(0.5437556505203247,)","(0.07999999821186066,)","(4.754048824310303,)","(3.94807505607605,)","(3.818112850189209,)","(2.9614417552948,)",['Starboard crossing']
2024/08/09/16:03:01.935435,21,0,0,,"(270.6502685546875,)","(242.95359802246094,)","(0.0,)","(0.0,)","(0.0,)","(0.9226058721542358,)","(0.5425898432731628,)","(0.07999999821186066,)","(4.75398063659668,)","(3.9480202198028564,)","(3.817931652069092,)","(2.961305856704712,)",['Starboard crossing']
2024/08/09/16:03:02.037971,22,0,0,,"(269.8160095214844,)","(242.528076171875,)","(0.0,)","(0.0,)","(0.0,)","(0.922694742679596,)","(0.5414426922798157,)","(0.07999999821186066,)","(4.754342555999756,)","(3.9482052326202393,)","(3.8184292316436768,)","(2.961678981781006,)",['Starboard crossing']
2024/08/09/16:03:02.136839,23,0,0,,"(268.9820556640625,)","(242.00209045410156,)","(0.0,)","(0.0,)","(0.0,)","(0.9227819442749023,)","(0.5403146743774414,)","(0.07999999821186066,)","(4.755043029785156,)","(3.9486255645751953,)","(3.8196628093719482,)","(2.962604284286499,)",['Starboard crossing']
2024/08/09/16:03:02.235500,24,0,0,,"(268.1477355957031,)","(241.5641632080078,)","(0.0,)","(0.0,)","(0.0,)","(0.9228675961494446,)","(0.5392597913742065,)","(0.07999999821186066,)","(4.7552947998046875,)","(3.948787212371826,)","(3.82015323638916,)","(2.9629721641540527,)",['Starboard crossing']
2024/08/09/16:03:02.335046,25,0,0,,"(267.313720703125,)","(241.20774841308594,)","(0.0,)","(0.0,)","(0.0,)","(0.9229517579078674,)","(0.5382729768753052,)","(0.07999999821186066,)","(4.75513219833374,)","(3.9487054347991943,)","(3.8199355602264404,)","(2.962808847427368,)",['Starboard crossing']
2024/08/09/16:03:02.435888,26,0,0,,"(266.4803466796875,)","(240.7532958984375,)","(0.0,)","(0.0,)","(0.0,)","(0.9230345487594604,)","(0.5373016595840454,)","(0.07999999821186066,)","(4.755306243896484,)","(3.948864221572876,)","(3.820478916168213,)","(2.9632163047790527,)",['Starboard crossing']
2024/08/09/16:03:02.537057,27,0,0,,"(265.6476745605469,)","(240.1917266845703,)","(0.0,)","(0.0,)","(0.0,)","(0.9231159687042236,)","(0.5363460183143616,)","(0.07999999821186066,)","(4.755860328674316,)","(3.949258804321289,)","(3.8217246532440186,)","(2.9641506671905518,)",['Starboard crossing']
2024/08/09/16:03:02.635070,28,0,0,,"(264.8153381347656,)","(239.52151489257812,)","(0.0,)","(0.0,)","(0.0,)","(0.9231961965560913,)","(0.5354061722755432,)","(0.07999999821186066,)","(4.756805896759033,)","(3.9498836994171143,)","(3.823641538619995,)","(2.965588331222534,)",['Starboard crossing']
2024/08/09/16:03:02.735048,29,0,0,,"(263.9827880859375,)","(238.74949645996094,)","(0.0,)","(0.0,)","(0.0,)","(0.9232751131057739,)","(0.5344823002815247,)","(0.07900000363588333,)","(4.758115291595459,)","(3.9507334232330322,)","(3.826228618621826,)","(2.9675285816192627,)",['Starboard crossing']
2024/08/09/16:03:02.835352,30,0,0,,"(263.1465148925781,)","(237.9705352783203,)","(0.0,)","(0.0,)","(0.0,)","(0.9233534336090088,)","(0.5338899493217468,)","(0.07900000363588333,)","(4.7589921951293945,)","(3.9512994289398193,)","(3.8279480934143066,)","(2.968818187713623,)",['Starboard crossing']
2024/08/09/16:03:02.935198,31,0,0,,"(262.3125,)","(237.20361328125,)","(0.0,)","(0.0,)","(0.0,)","(0.9234305620193481,)","(0.5330303311347961,)","(0.07900000363588333,)","(4.760183811187744,)","(3.952091693878174,)","(3.830385208129883,)","(2.9706461429595947,)",['Starboard crossing']
2024/08/09/16:03:03.033774,32,0,0,,"(261.48052978515625,)","(236.4452667236328,)","(0.0,)","(0.0,)","(0.0,)","(0.9235060811042786,)","(0.5319145321846008,)","(0.07900000363588333,)","(4.7616868019104,)","(3.953104257583618,)","(3.8335180282592773,)","(2.9729955196380615,)",['Starboard crossing']
2024/08/09/16:03:03.138940,33,0,0,,"(260.6505126953125,)","(235.6896514892578,)","(0.0,)","(0.0,)","(0.0,)","(0.9235795140266418,)","(0.5305534601211548,)","(0.07900000363588333,)","(4.763508319854736,)","(3.9543306827545166,)","(3.837313413619995,)","(2.975842237472534,)",['Starboard crossing']
2024/08/09/16:03:03.234981,34,0,0,,"(259.81683349609375,)","(234.926025390625,)","(0.0,)","(0.0,)","(0.0,)","(0.9236515164375305,)","(0.5295432209968567,)","(0.07900000363588333,)","(4.764880180358887,)","(3.9552502632141113,)","(3.8401541709899902,)","(2.9779727458953857,)",['Starboard crossing']
2024/08/09/16:03:03.335956,35,0,0,,"(258.97991943359375,)","(234.1531982421875,)","(0.0,)","(0.0,)","(0.0,)","(0.9237226247787476,)","(0.5288679003715515,)","(0.07900000363588333,)","(4.765832901000977,)","(3.9558815956115723,)","(3.8420958518981934,)","(2.979429006576538,)",['Starboard crossing']
2024/08/09/16:03:03.433279,36,0,0,,"(258.1423034667969,)","(233.28863525390625,)","(0.0,)","(0.0,)","(0.0,)","(0.9237930178642273,)","(0.5282034873962402,)","(0.07900000363588333,)","(4.767126560211182,)","(3.9567368030548096,)","(3.844723701477051,)","(2.9813997745513916,)",['Starboard crossing']
2024/08/09/16:03:03.534406,37,0,0,,"(257.3035888671875,)","(232.33596801757812,)","(0.0,)","(0.0,)","(0.0,)","(0.9238625764846802,)","(0.5275499224662781,)","(0.07900000363588333,)","(4.768749713897705,)","(3.9578094482421875,)","(3.848020553588867,)","(2.983872652053833,)",['Starboard crossing']
2024/08/09/16:03:03.635001,38,0,0,,"(256.4632568359375,)","(231.30088806152344,)","(0.0,)","(0.0,)","(0.0,)","(0.9239314794540405,)","(0.5269071459770203,)","(0.07900000363588333,)","(4.770681858062744,)","(3.9590933322906494,)","(3.8519766330718994,)","(2.986839532852173,)",['Starboard crossing']
2024/08/09/16:03:03.734448,39,0,0,,"(255.62095642089844,)","(230.18739318847656,)","(0.0,)","(0.0,)","(0.0,)","(0.9239996671676636,)","(0.5262751579284668,)","(0.07900000363588333,)","(4.772911071777344,)","(3.9605817794799805,)","(3.8565733432769775,)","(2.9902873039245605,)",['Starboard crossing']
2024/08/09/16:03:03.833679,40,0,0,,"(254.7792205810547,)","(229.0967559814453,)","(0.0,)","(0.0,)","(0.0,)","(0.9240666627883911,)","(0.5253627896308899,)","(0.07900000363588333,)","(4.775432109832764,)","(3.9622676372528076,)","(3.8617851734161377,)","(2.9941959381103516,)",['Starboard crossing']
2024/08/09/16:03:03.936466,41,0,0,,"(253.93565368652344,)","(228.11231994628906,)","(0.0,)","(0.0,)","(0.0,)","(0.9241324663162231,)","(0.5245128273963928,)","(0.07900000363588333,)","(4.777449607849121,)","(3.963616371154785,)","(3.8659558296203613,)","(2.997323989868164,)",['Starboard crossing']
2024/08/09/16:03:04.034409,42,0,0,,"(253.08816528320312,)","(227.131591796875,)","(0.0,)","(0.0,)","(0.0,)","(0.924197793006897,)","(0.5240020155906677,)","(0.07900000363588333,)","(4.7789998054504395,)","(3.9646496772766113,)","(3.8691484928131104,)","(2.99971866607666,)",['Starboard crossing']
2024/08/09/16:03:04.135181,43,0,0,,"(252.23910522460938,)","(226.06973266601562,)","(0.0,)","(0.0,)","(0.0,)","(0.9242625832557678,)","(0.5234990119934082,)","(0.07900000363588333,)","(4.780869483947754,)","(3.965893507003784,)","(3.8729896545410156,)","(3.0025992393493652,)",['Starboard crossing']
2024/08/09/16:03:04.237272,44,0,0,,"(251.3907470703125,)","(225.0270233154297,)","(0.0,)","(0.0,)","(0.0,)","(0.9243264198303223,)","(0.5227139592170715,)","(0.07900000363588333,)","(4.783045291900635,)","(3.9673409461975098,)","(3.8774616718292236,)","(3.005953311920166,)",['Starboard crossing']
2024/08/09/16:03:04.336451,45,0,0,,"(250.54286193847656,)","(224.00112915039062,)","(0.0,)","(0.0,)","(0.0,)","(0.924388587474823,)","(0.5216615796089172,)","(0.07900000363588333,)","(4.785512447357178,)","(3.968985080718994,)","(3.882545232772827,)","(3.009766101837158,)",['Starboard crossing']
2024/08/09/16:03:04.436402,46,0,0,,"(249.6927490234375,)","(222.8980712890625,)","(0.0,)","(0.0,)","(0.0,)","(0.9244492650032043,)","(0.520636796951294,)","(0.07900000363588333,)","(4.788259983062744,)","(3.970817804336548,)","(3.8882179260253906,)","(3.0140206813812256,)",['Starboard crossing']
2024/08/09/16:03:04.536989,47,0,0,,"(248.8382110595703,)","(221.8082275390625,)","(0.0,)","(0.0,)","(0.0,)","(0.9245091080665588,)","(0.519966721534729,)","(0.07900000363588333,)","(4.790485382080078,)","(3.9723029136657715,)","(3.892817497253418,)","(3.017470121383667,)",['Starboard crossing']
2024/08/09/16:03:04.638190,48,0,0,,"(247.9813995361328,)","(220.64459228515625,)","(0.0,)","(0.0,)","(0.0,)","(0.9245681762695312,)","(0.5193121433258057,)","(0.07900000363588333,)","(4.793001651763916,)","(3.9739813804626465,)","(3.8980164527893066,)","(3.021369457244873,)",['Starboard crossing']
2024/08/09/16:03:04.735932,49,0,0,,"(247.1219940185547,)","(219.41082763671875,)","(0.0,)","(0.0,)","(0.0,)","(0.9246264100074768,)","(0.5186731219291687,)","(0.07900000363588333,)","(4.795798301696777,)","(3.9758453369140625,)","(3.9037911891937256,)","(3.025700569152832,)",['Starboard crossing']
2024/08/09/16:03:04.837604,50,0,0,,"(246.2595977783203,)","(218.11097717285156,)","(0.0,)","(0.0,)","(0.0,)","(0.9246839880943298,)","(0.5180498361587524,)","(0.07900000363588333,)","(4.798862934112549,)","(3.9778873920440674,)","(3.91011905670166,)","(3.0304465293884277,)",['Starboard crossing']
2024/08/09/16:03:04.937105,51,0,0,,"(245.39463806152344,)","(216.92889404296875,)","(0.0,)","(0.0,)","(0.0,)","(0.9247409105300903,)","(0.5174710154533386,)","(0.07900000363588333,)","(4.801382541656494,)","(3.9795660972595215,)","(3.9153242111206055,)","(3.0343501567840576,)",['Starboard crossing']
2024/08/09/16:03:05.036629,52,0,0,,"(244.52772521972656,)","(215.85552978515625,)","(0.0,)","(0.0,)","(0.0,)","(0.9247971177101135,)","(0.516933023929596,)","(0.07900000363588333,)","(4.803393363952637,)","(3.9809064865112305,)","(3.9194819927215576,)","(3.037468433380127,)",['Starboard crossing']
2024/08/09/16:03:05.135178,53,0,0,,"(243.6586456298828,)","(214.71139526367188,)","(0.0,)","(0.0,)","(0.0,)","(0.9248527884483337,)","(0.5164075493812561,)","(0.07900000363588333,)","(4.805696487426758,)","(3.9824421405792236,)","(3.924248218536377,)","(3.041043281555176,)",['Starboard crossing']
2024/08/09/16:03:05.236743,54,0,0,,"(242.78704833984375,)","(213.5000762939453,)","(0.0,)","(0.0,)","(0.0,)","(0.924907922744751,)","(0.5158945918083191,)","(0.07900000363588333,)","(4.8082804679870605,)","(3.9841654300689697,)","(3.929598808288574,)","(3.0450563430786133,)",['Starboard crossing']
2024/08/09/16:03:05.332871,55,0,0,,"(241.9148712158203,)","(212.3151092529297,)","(0.0,)","(0.0,)","(0.0,)","(0.9249619245529175,)","(0.5150994062423706,)","(0.07900000363588333,)","(4.8111348152160645,)","(3.9860682487487793,)","(3.935509443283081,)","(3.0494892597198486,)",['Starboard crossing']
2024/08/09/16:03:05.436469,56,0,0,,"(241.04054260253906,)","(211.23675537109375,)","(0.0,)","(0.0,)","(0.0,)","(0.9250147938728333,)","(0.514360249042511,)","(0.07900000363588333,)","(4.813457489013672,)","(3.9876163005828857,)","(3.940319776535034,)","(3.0530970096588135,)",['Starboard crossing']
2024/08/09/16:03:05.534021,57,0,0,,"(240.1624755859375,)","(210.17135620117188,)","(0.0,)","(0.0,)","(0.0,)","(0.9250672459602356,)","(0.5139572620391846,)","(0.07900000363588333,)","(4.815284729003906,)","(3.9888339042663574,)","(3.944103956222534,)","(3.0559351444244385,)",['Starboard crossing']
2024/08/09/16:03:05.632854,58,0,0,,"(239.28233337402344,)","(209.03781127929688,)","(0.0,)","(0.0,)","(0.0,)","(0.9251194000244141,)","(0.5135633945465088,)","(0.07900000363588333,)","(4.817407131195068,)","(3.990248441696167,)","(3.9485023021698,)","(3.0592339038848877,)",['Starboard crossing']
2024/08/09/16:03:05.735573,59,0,0,,"(238.3997344970703,)","(207.8397979736328,)","(0.0,)","(0.0,)","(0.0,)","(0.9251711964607239,)","(0.5131786465644836,)","(0.07900000363588333,)","(4.819812774658203,)","(3.991852283477783,)","(3.953490972518921,)","(3.0629754066467285,)",['Starboard crossing']
2024/08/09/16:03:05.835288,60,0,0,,"(237.51434326171875,)","(206.58103942871094,)","(0.0,)","(0.0,)","(0.0,)","(0.9252226948738098,)","(0.5128028392791748,)","(0.07900000363588333,)","(4.8224897384643555,)","(3.9936368465423584,)","(3.959044933319092,)","(3.067140817642212,)",['Starboard crossing']
2024/08/09/16:03:05.935219,61,0,0,,"(236.6266632080078,)","(205.43258666992188,)","(0.0,)","(0.0,)","(0.0,)","(0.9252738952636719,)","(0.5124544501304626,)","(0.07900000363588333,)","(4.824645519256592,)","(3.9950740337371826,)","(3.9635190963745117,)","(3.0704965591430664,)",['Starboard crossing']
2024/08/09/16:03:06.035874,62,0,0,,"(235.73724365234375,)","(204.38565063476562,)","(0.0,)","(0.0,)","(0.0,)","(0.9253248572349548,)","(0.5121312737464905,)","(0.07900000363588333,)","(4.826315402984619,)","(3.996187448501587,)","(3.9669864177703857,)","(3.073096752166748,)",['Starboard crossing']
2024/08/09/16:03:06.138741,63,0,0,,"(234.84584045410156,)","(203.2727508544922,)","(0.0,)","(0.0,)","(0.0,)","(0.9253756403923035,)","(0.5118152499198914,)","(0.07900000363588333,)","(4.828283786773682,)","(3.9974992275238037,)","(3.9710724353790283,)","(3.0761613845825195,)",['Starboard crossing']
2024/08/09/16:03:06.235834,64,0,0,,"(233.95205688476562,)","(202.09751892089844,)","(0.0,)","(0.0,)","(0.0,)","(0.925426185131073,)","(0.5115063190460205,)","(0.07900000363588333,)","(4.830536842346191,)","(3.9990012645721436,)","(3.975752830505371,)","(3.079671859741211,)",['Starboard crossing']
2024/08/09/16:03:06.336968,65,0,0,,"(233.05760192871094,)","(200.9471435546875,)","(0.0,)","(0.0,)","(0.0,)","(0.9254759550094604,)","(0.510911226272583,)","(0.07900000363588333,)","(4.83306360244751,)","(4.000685214996338,)","(3.9810025691986084,)","(3.083609104156494,)",['Starboard crossing']
2024/08/09/16:03:06.436346,66,0,0,,"(232.16122436523438,)","(199.8965301513672,)","(0.0,)","(0.0,)","(0.0,)","(0.9255249500274658,)","(0.5103588104248047,)","(0.07900000363588333,)","(4.83507776260376,)","(4.002027988433838,)","(3.98518967628479,)","(3.086749315261841,)",['Starboard crossing']
2024/08/09/16:03:06.536347,67,0,0,,"(231.26158142089844,)","(198.8582763671875,)","(0.0,)","(0.0,)","(0.0,)","(0.9255738258361816,)","(0.5101286768913269,)","(0.07900000363588333,)","(4.836614608764648,)","(4.003052711486816,)","(3.988386392593384,)","(3.0891470909118652,)",['Starboard crossing']
2024/08/09/16:03:06.637184,68,0,0,,"(230.35997009277344,)","(197.75653076171875,)","(0.0,)","(0.0,)","(0.0,)","(0.9256227016448975,)","(0.5099031329154968,)","(0.07900000363588333,)","(4.838451385498047,)","(4.004276752471924,)","(3.992206335067749,)","(3.0920119285583496,)",['Starboard crossing']
2024/08/09/16:03:06.735947,69,0,0,,"(229.45603942871094,)","(196.59486389160156,)","(0.0,)","(0.0,)","(0.0,)","(0.9256715178489685,)","(0.5096820592880249,)","(0.07900000363588333,)","(4.840574264526367,)","(4.005692481994629,)","(3.996624231338501,)","(3.095325231552124,)",['Starboard crossing']
2024/08/09/16:03:06.836967,70,0,0,,"(228.55030822753906,)","(195.5322265625,)","(0.0,)","(0.0,)","(0.0,)","(0.9257203936576843,)","(0.509477436542511,)","(0.07900000363588333,)","(4.842213153839111,)","(4.006784439086914,)","(4.000034332275391,)","(3.0978827476501465,)",['Starboard crossing']
2024/08/09/16:03:06.935963,71,0,0,,"(227.643310546875,)","(194.56080627441406,)","(0.0,)","(0.0,)","(0.0,)","(0.9257692098617554,)","(0.5092881321907043,)","(0.07900000363588333,)","(4.843400001525879,)","(4.007575511932373,)","(4.002504825592041,)","(3.099735736846924,)",['Starboard crossing']
2024/08/09/16:03:07.034482,72,0,0,,"(226.73471069335938,)","(193.5250244140625,)","(0.0,)","(0.0,)","(0.0,)","(0.9258180856704712,)","(0.5091022849082947,)","(0.07900000363588333,)","(4.8448967933654785,)","(4.008573532104492,)","(4.005621910095215,)","(3.1020736694335938,)",['Starboard crossing']
2024/08/09/16:03:07.133774,73,0,0,,"(225.82415771484375,)","(192.42832946777344,)","(0.0,)","(0.0,)","(0.0,)","(0.9258670210838318,)","(0.508919894695282,)","(0.07900000363588333,)","(4.846692085266113,)","(4.009770393371582,)","(4.0093607902526855,)","(3.1048777103424072,)",['Starboard crossing']
2024/08/09/16:03:07.236722,74,0,0,,"(224.91212463378906,)","(191.4241180419922,)","(0.0,)","(0.0,)","(0.0,)","(0.9259159564971924,)","(0.5087512135505676,)","(0.07900000363588333,)","(4.848024368286133,)","(4.010658264160156,)","(4.012136936187744,)","(3.106959819793701,)",['Starboard crossing']
2024/08/09/16:03:07.334255,75,0,0,,"(223.9991455078125,)","(190.5051727294922,)","(0.0,)","(0.0,)","(0.0,)","(0.9259650111198425,)","(0.50859534740448,)","(0.07900000363588333,)","(4.848925590515137,)","(4.011259078979492,)","(4.014015197753906,)","(3.108368396759033,)",['Starboard crossing']
2024/08/09/16:03:07.434983,76,0,0,,"(223.08486938476562,)","(189.52145385742188,)","(0.0,)","(0.0,)","(0.0,)","(0.9260141849517822,)","(0.5084421634674072,)","(0.07900000363588333,)","(4.850146770477295,)","(4.012073040008545,)","(4.01655912399292,)","(3.110276460647583,)",['Starboard crossing']
2024/08/09/16:03:07.533198,77,0,0,,"(222.1688995361328,)","(188.47628784179688,)","(0.0,)","(0.0,)","(0.0,)","(0.9260634183883667,)","(0.508291482925415,)","(0.07900000363588333,)","(4.851674556732178,)","(4.013091564178467,)","(4.019743919372559,)","(3.1126651763916016,)",['Starboard crossing']
2024/08/09/16:03:07.632364,78,0,0,,"(221.25270080566406,)","(187.4483642578125,)","(0.0,)","(0.0,)","(0.0,)","(0.926112174987793,)","(0.5078573822975159,)","(0.07900000363588333,)","(4.853496551513672,)","(4.01430606842041,)","(4.023543357849121,)","(3.1155147552490234,)",['Starboard crossing']
2024/08/09/16:03:07.734925,79,0,0,,"(220.33526611328125,)","(186.50576782226562,)","(0.0,)","(0.0,)","(0.0,)","(0.9261603355407715,)","(0.5074544548988342,)","(0.07900000363588333,)","(4.854854106903076,)","(4.01521110534668,)","(4.026374340057373,)","(3.117638111114502,)",['Starboard crossing']
2024/08/09/16:03:07.838627,80,0,0,,"(219.41537475585938,)","(185.56985473632812,)","(0.0,)","(0.0,)","(0.0,)","(0.9262087345123291,)","(0.5073568820953369,)","(0.07900000363588333,)","(4.855778694152832,)","(4.015827178955078,)","(4.028303146362305,)","(3.119084358215332,)",['Starboard crossing']
2024/08/09/16:03:07.932819,81,0,0,,"(218.49319458007812,)","(184.6392822265625,)","(0.0,)","(0.0,)","(0.0,)","(0.9262580275535583,)","(0.5075474381446838,)","(0.07900000363588333,)","(4.856298923492432,)","(4.01617431640625,)","(4.029388904571533,)","(3.119898796081543,)",['Starboard crossing']
2024/08/09/16:03:08.036734,82,0,0,,"(217.5714874267578,)","(183.72030639648438,)","(0.0,)","(0.0,)","(0.0,)","(0.9263075590133667,)","(0.5074440240859985,)","(0.07900000363588333,)","(4.857151031494141,)","(4.01674222946167,)","(4.031167030334473,)","(3.121232271194458,)",['Starboard crossing']
2024/08/09/16:03:08.135186,83,0,0,,"(216.6501922607422,)","(182.81112670898438,)","(0.0,)","(0.0,)","(0.0,)","(0.9263565540313721,)","(0.5070628523826599,)","(0.07900000363588333,)","(4.858322620391846,)","(4.017523288726807,)","(4.033611297607422,)","(3.123065710067749,)",['Starboard crossing']
2024/08/09/16:03:08.234348,84,0,0,,"(215.72755432128906,)","(181.84002685546875,)","(0.0,)","(0.0,)","(0.0,)","(0.9264051914215088,)","(0.506693959236145,)","(0.07900000363588333,)","(4.859800338745117,)","(4.018508434295654,)","(4.036696434020996,)","(3.1253793239593506,)",['Starboard crossing']
2024/08/09/16:03:08.336643,85,0,0,,"(214.8023223876953,)","(180.87742614746094,)","(0.0,)","(0.0,)","(0.0,)","(0.9264540672302246,)","(0.5066296458244324,)","(0.07900000363588333,)","(4.860836982727051,)","(4.019199371337891,)","(4.038860321044922,)","(3.127002477645874,)",['Starboard crossing']
2024/08/09/16:03:08.436500,86,0,0,,"(213.8763885498047,)","(179.99285888671875,)","(0.0,)","(0.0,)","(0.0,)","(0.9265033006668091,)","(0.5065709352493286,)","(0.07900000363588333,)","(4.861462593078613,)","(4.01961612701416,)","(4.040165901184082,)","(3.127981662750244,)",['Starboard crossing']
2024/08/09/16:03:08.537657,87,0,0,,"(212.9501953125,)","(179.18043518066406,)","(0.0,)","(0.0,)","(0.0,)","(0.9265527725219727,)","(0.5065175294876099,)","(0.07900000363588333,)","(4.861703872680664,)","(4.019776821136475,)","(4.040669918060303,)","(3.12835955619812,)",['Starboard crossing']
