time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.m_nPacketCode,.m_nShipID,.m_fltHeading,.m_fltDriftangle,.m_fltShipTime,.m_fltRudderAngleFeedPORT,.m_fltRudderAngleFeedSTBD,.m_fltPropellerRPSFeedPORT,.m_fltPropellerRPSFeedSTBD,.m_fltFOGvel_rollx,.m_fltFOGvel_pitchy,.m_fltFOGvel_yawz,.m_fltFOGang_rollx,.m_fltFOGang_pitchy,.m_fltFOGang_yawz,.m_fltFOGvel_yawzG,.m_fltFOGang_yawzG,.m_fltIncl_heelx,.m_fltIncl_trimy,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y
2024/09/30/21:04:45.235451,154,15,392123699,ship_info,(),"(1000, 2001)","(39.03048278511132, 269.99500274658203)",(),(),(),"(2.0305846680304245, 8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5816626424558521, 0.608431581133584)","(78.21534936420089, 150.01812939127058)","(10.404584151782673, 66.55120235914322)"
2024/09/30/21:04:45.335439,155,15,492123604,ship_info,(),"(1000, 2001)","(38.71248063271957, 269.995002746582)",(),(),(),"(1.4192312116384538, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5829350276995541, 0.6084747192618972)","(78.66761510044238, 150.0180763210027)","(10.772373426151887, 65.94272764219568)"
2024/09/30/21:04:45.435378,156,15,592111587,ship_info,(),"(1000, 2001)","(38.615938364587514, 269.995002746582)",(),(),(),"(-3.1198276873708353, -8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5837934081866678, 0.6087204128659817)","(79.12138753409505, 150.01802322930578)","(11.139668024395776, 65.33400723164499)"
2024/09/30/21:04:45.535353,157,15,692102432,ship_info,(),"(1000, 2001)","(38.4689587030943, 269.99500274658203)",(),(),(),"(0.1179324836322466, -8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5848861043227864, 0.6091498315172963)","(79.57695819683934, 150.01797010015562)","(11.506474685017713, 64.72485740244461)"
2024/09/30/21:04:45.635468,158,15,792124271,ship_info,(),"(1000, 2001)","(38.42210160482824, 269.9950027465821)",(),(),(),"(-2.1597134609710498, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5860631931868839, 0.6093278403126557)","(80.0340740671176, 150.0179169554798)","(11.873237752335234, 64.11552956444956)"
2024/09/30/21:04:45.735427,159,15,892122030,ship_info,(),"(1000, 2001)","(38.202009034265586, 269.9950027465821)",(),(),(),"(2.1097215752930563, 8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5873794736216904, 0.6092821387114484)","(80.49333482419812, 150.01786381479)","(12.23942650562775, 63.50624742805554)"
2024/09/30/21:04:45.835433,160,15,992121458,ship_info,(),"(1000, 2001)","(37.77816145070254, 269.99500274658203)",(),(),(),"(3.825133349360709, 8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5883006618418742, 0.6090368545269935)","(80.95514768808735, 150.0178106954935)","(12.603880271515834, 62.89721057584504)"
2024/09/30/21:04:45.935458,161,16,92122554,ship_info,(),"(1000, 2001)","(37.370082695150224, 269.995002746582)",(),(),(),"(0.9717332483689154, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5889422120863995, 0.6086130209539576)","(81.4194130068292, 150.01775761316316)","(12.966248375783787, 62.28859755720596)"
2024/09/30/21:04:46.035508,162,16,192136526,ship_info,(),"(1000, 2001)","(37.29259906786853, 269.995002746582)",(),(),(),"(-5.166590550854399, -8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.589115147350484, 0.6084333092780851)","(81.88482512455003, 150.017704546507)","(13.32742453434964, 61.68016425024207)"
2024/09/30/21:04:46.135500,163,16,292138576,ship_info,(),"(1000, 2001)","(37.21422177780697, 269.99500274658203)",(),(),(),"(-1.5537966506783054, -8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5896950080605786, 0.6084762761461596)","(82.35159935910826, 150.01765147610334)","(13.687788262385832, 61.071687976410274)"
2024/09/30/21:04:46.235457,164,16,392139435,ship_info,(),"(1000, 2001)","(37.04594640884382, 269.9950027465821)",(),(),(),"(0.29279408746452784, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5904622204849811, 0.6087218136875125)","(82.82008815603162, 150.01759838428424)","(14.047182031081629, 60.462966165038054)"
2024/09/30/21:04:46.335430,165,16,492110014,ship_info,(),"(1000, 2001)","(36.71221774584978, 269.9950027465821)",(),(),(),"(2.3620635292023873, 8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5913526517712882, 0.6091510902952737)","(83.29090405582095, 150.0175452550243)","(14.404995316556738, 59.85381507705971)"
2024/09/30/21:04:46.435450,166,16,592125654,ship_info,(),"(1000, 2001)","(36.24462296636882, 269.99500274658203)",(),(),(),"(2.791695972659188, 8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.591917740675096, 0.6093289728680725)","(83.76429727237158, 150.01749211024966)","(14.760333851266612, 59.24448610650924)"
2024/09/30/21:04:46.535531,167,16,692139387,ship_info,(),"(1000, 2001)","(35.88366948500662, 269.995002746582)",(),(),(),"(-0.9074152785171423, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5921877090002028, 0.609283158979603)","(84.23983972610861, 150.01743896947087)","(15.11324411944348, 58.63520294984707)"
2024/09/30/21:04:46.635499,168,16,792136669,ship_info,(),"(1000, 2001)","(35.52894913156985, 269.995002746582)",(),(),(),"(-0.1926265368699488, -8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5922444278929372, 0.6090377747935084)","(84.71738529657087, 150.01738585009412)","(15.463534985013958, 58.02616517737006)"
2024/09/30/21:04:46.735554,169,16,892137527,ship_info,(),"(1000, 2001)","(35.25590849903838, 269.99500274658203)",(),(),(),"(-1.717882921271509, -8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.592474678851721, 0.6086138520603411)","(85.19685335771005, 150.01733276769127)","(15.811581854598895, 57.4175513276246)"
2024/09/30/21:04:46.835543,170,16,992147445,ship_info,(),"(1000, 2001)","(34.8735951628404, 269.9950027465821)",(),(),(),"(1.035449671640709, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5929464125402623, 0.608434058951079)","(85.67875186135183, 150.01727970096974)","(16.1570659791722, 56.80911727098772)"
2024/09/30/21:04:46.935582,171,17,92144966,ship_info,(),"(1000, 2001)","(34.533347122742796, 269.9950027465821)",(),(),(),"(-0.9418967580803824, 8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5935492024715464, 0.6084769515260285)","(86.16310086022855, 150.01722663050717)","(16.500150084081948, 56.200640321776056)"
2024/09/30/21:04:47.035437,172,17,192140102,ship_info,(),"(1000, 2001)","(34.345294597045786, 269.99500274658203)",(),(),(),"(-3.2751284849057543, 8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.593813208093158, 0.6087224213669827)","(86.64916612904656, 150.0171735386351)","(16.841258102977374, 55.59191790272437)"
2024/09/30/21:04:47.135554,173,17,292148113,ship_info,(),"(1000, 2001)","(34.162238294940536, 269.995002746582)",(),(),(),"(-1.627024015748963, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5939306056478978, 0.6091516363559069)","(87.13672934167013, 150.0171204093275)","(17.180427202426987, 54.98276626868539)"
2024/09/30/21:04:47.235393,174,17,392114877,ship_info,(),"(1000, 2001)","(33.94234590758617, 269.99500274658203)",(),(),(),"(-0.7099246024659336, -8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5938510684512212, 0.6093294641730591)","(87.62566712809807, 150.01706726451005)","(17.517471609743886, 54.373436806829936)"
2024/09/30/21:04:47.335390,175,17,492117881,ship_info,(),"(1000, 2001)","(33.643875896329966, 269.99500274658203)",(),(),(),"(0.41389288013678194, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5939962038280657, 0.6092836015741128)","(88.11636197179567, 150.01701412369266)","(17.852210404225115, 53.76415320757326)"
2024/09/30/21:04:47.435498,176,17,592137813,ship_info,(),"(1000, 2001)","(33.35931471509394, 269.99500274658203)",(),(),(),"(-0.6650869352421165, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5943172426837187, 0.6090381740070768)","(88.60893078628217, 150.0169610042811)","(18.184759570434462, 53.15511503588268)"
2024/09/30/21:04:47.535497,177,17,692130327,ship_info,(),"(1000, 2001)","(33.09052194012217, 269.99500274658203)",(),(),(),"(-0.8446565877877952, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5948199130808527, 0.6086142125960422)","(89.10347999019177, 150.0169079218468)","(18.51526193640163, 52.54650082560153)"
2024/09/30/21:04:47.635447,178,17,792143345,ship_info,(),"(1000, 2001)","(32.85367367962062, 269.99500274658203)",(),(),(),"(-1.2491519202668762, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5950573156167469, 0.6084343841607934)","(89.59968426198427, 150.0168548550969)","(18.843704518177944, 51.938066443754934)"
2024/09/30/21:04:47.735533,179,17,892136097,ship_info,(),"(1000, 2001)","(32.59532665527707, 269.99500274658203)",(),(),(),"(-0.4985375892717645, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5950811287402612, 0.6084772445072212)","(90.09739916284904, 150.0168017846088)","(19.169896834519008, 51.32958920156208)"
2024/09/30/21:04:47.835398,180,17,992119550,ship_info,(),"(1000, 2001)","(32.3028057322986, 269.99500274658203)",(),(),(),"(-0.09647643182300289, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5948960899523293, 0.6087226849795945)","(90.59653313540642, 150.01674869271372)","(19.493573579558962, 50.720866518897786)"
2024/09/30/21:04:47.935564,181,18,92144489,ship_info,(),"(1000, 2001)","(32.00506292210896, 269.99500274658203)",(),(),(),"(-0.39430618251560723, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5949271994513936, 0.6091518732381338)","(91.0972878552862, 150.01669556338547)","(19.814794816660754, 50.111714647976584)"
2024/09/30/21:04:48.035529,182,18,192133188,ship_info,(),"(1000, 2001)","(31.726007924134716, 269.99500274658203)",(),(),(),"(-0.8319448505148961, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5951572674917054, 0.6093296773021691)","(91.59978361034902, 150.01664241854942)","(20.133715165951987, 49.50238497299202)"
2024/09/30/21:04:48.135496,183,18,292140722,ship_info,(),"(1000, 2001)","(31.460546711880244, 269.99500274658203)",(),(),(),"(-0.9008538761356327, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.595579609341197, 0.6092837935725144)","(92.10413845131481, 150.01658927771527)","(20.450482060461795, 48.89310118173694)"
2024/09/30/21:04:48.235521,184,18,392137050,ship_info,(),"(1000, 2001)","(31.190497101425038, 269.99500274658203)",(),(),(),"(-0.6707058980358207, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5957566815308991, 0.6090383471867346)","(92.61014110905187, 150.0165361582886)","(20.76494562584218, 48.2840628368667)"
2024/09/30/21:04:48.335562,185,18,492132902,ship_info,(),"(1000, 2001)","(30.910577081727677, 269.99500274658203)",(),(),(),"(-0.5355513509696371, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5957090597532342, 0.6086143689971599)","(93.11761385547938, 150.01648307584068)","(21.076940330132828, 47.67544847018443)"
2024/09/30/21:04:48.435581,186,18,592175483,ship_info,(),"(1000, 2001)","(30.592159445283755, 269.99500274658203)",(),(),(),"(0.026803644985672895, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.59546253408555, 0.6084345252374246)","(93.62648313173683, 150.01643000907848)","(21.386177600171216, 47.0670139472612)"
2024/09/30/21:04:48.535421,187,18,692053079,ship_info,(),"(1000, 2001)","(30.29263861100173, 269.99500274658203)",(),(),(),"(-0.7622746444096018, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5954285848443782, 0.6084773716030528)","(94.1368888345976, 150.01637693857927)","(21.69280639551989, 46.45853657797252)"
2024/09/30/21:04:48.635533,188,18,792140484,ship_info,(),"(1000, 2001)","(30.010737530733564, 269.99500274658203)",(),(),(),"(-0.9241456881658947, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5956070187012849, 0.6087227993352753)","(94.64896287673048, 150.01632384667423)","(21.996990379483414, 45.84981378095254)"
2024/09/30/21:04:48.735467,189,18,892123937,ship_info,(),"(1000, 2001)","(29.74473489661621, 269.99500274658203)",(),(),(),"(-1.024447451162192, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5959817504393318, 0.609151975998119)","(95.16281926978016, 150.01627071733702)","(22.298894096218895, 45.24066180727135)"
2024/09/30/21:04:48.835348,190,18,992125511,ship_info,(),"(1000, 2001)","(29.48292275686056, 269.99500274658203)",(),(),(),"(-0.9055124643114648, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5961154451871732, 0.6093297697580038)","(95.67821704703535, 150.0162175724929)","(22.59842498810003, 44.63133203983095)"
2024/09/30/21:04:48.935503,191,19,92138290,ship_info,(),"(1000, 2001)","(29.209984519380313, 269.99500274658203)",(),(),(),"(-0.6303209153528345, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5960334865881907, 0.6092838768618047)","(96.19497636625657, 150.0161644316515)","(22.895436306289238, 44.02204816528658)"
2024/09/30/21:04:49.035507,192,19,192123174,ship_info,(),"(1000, 2001)","(28.94219262400391, 269.99500274658203)",(),(),(),"(-0.8162533133569866, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5957472057755405, 0.6090384223124156)","(96.7128900111919, 150.01611131221827)","(23.18985130179585, 43.41300974529066)"
2024/09/30/21:04:49.135564,193,19,292139530,ship_info,(),"(1000, 2001)","(28.669316340927697, 269.99500274658203)",(),(),(),"(-0.6597406964989508, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5956984303230323, 0.6086144368442764)","(97.23216221985447, 150.01605822976444)","(23.481763948318786, 42.804395310761265)"
2024/09/30/21:04:49.235579,194,19,392142057,ship_info,(),"(1000, 2001)","(28.403521666683467, 269.99500274658203)",(),(),(),"(-0.8276292080133021, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5958605709925399, 0.6084345864367479)","(97.75294711774778, 150.0160051629969)","(23.771303082443705, 42.19596072663872)"
2024/09/30/21:04:49.335528,195,19,492142200,ship_info,(),"(1000, 2001)","(28.130735912940384, 269.99500274658203)",(),(),(),"(-0.6201407453605308, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5962239355511206, 0.6084774267374771)","(98.27542501581183, 150.01595209249288)","(24.058530914240396, 41.5874833022156)"
2024/09/30/21:04:49.435428,196,19,592160940,ship_info,(),"(1000, 2001)","(27.84901891782437, 269.99500274658203)",(),(),(),"(-0.5315006341882954, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5963422598648545, 0.6087228489429964)","(98.79939161117028, 150.01589900058352)","(24.343281854272572, 40.9787604555879)"
2024/09/30/21:04:49.535507,197,19,692125797,ship_info,(),"(1000, 2001)","(27.274885064373475, 269.99500274658203)",(),(),(),"(4.471314080431308, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5961814934756684, 0.6091520205756041)","(99.32532500269284, 150.01584587124242)","(24.624042323079106, 40.369608437329234)"
2024/09/30/21:04:49.635609,198,19,792165756,ship_info,(),"(1000, 2001)","(26.76429883307969, 269.9950027465821)",(),(),(),"(-0.052951830455634306, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5958224898333503, 0.6093298098655278)","(99.85299970768494, 150.0157927263948)","(24.900744048955, 39.76027862978131)"
2024/09/30/21:04:49.735568,199,19,892140150,ship_info,(),"(1000, 2001)","(26.235725797610275, 269.9950027465821)",(),(),(),"(0.49806978637810806, 8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5957100537795357, 0.6092839129928636)","(100.38273329754465, 150.01573958555025)","(25.173237703832257, 39.15099471910588)"
2024/09/30/21:04:49.835558,200,19,992136478,ship_info,(),"(1000, 2001)","(25.8560385585416, 269.99500274658203)",(),(),(),"(-2.6056604030276778, 8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5957256965677679, 0.6090384549020844)","(100.91432530591531, 150.01568646611418)","(25.442122515950004, 38.541956266520295)"
2024/09/30/21:04:49.935540,201,20,92143058,ship_info,(),"(1000, 2001)","(25.381969463552476, 269.995002746582)",(),(),(),"(0.5106518636153967, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5960603236520726, 0.6086144662764894)","(101.44825354210967, 150.01563338365779)","(25.707091472672474, 37.933341802558694)"
2024/09/30/21:04:50.035526,202,20,192127228,ship_info,(),"(1000, 2001)","(24.93307944981912, 269.99500274658203)",(),(),(),"(-0.9865281985874329, -8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5961039847198351, 0.608434612985135)","(101.98420021559825, 150.01558031688793)","(25.968053392835902, 37.32490719188776)"
2024/09/30/21:04:50.135530,203,20,292149782,ship_info,(),"(1000, 2001)","(24.38721989372042, 269.99500274658203)",(),(),(),"(0.868351165723918, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5959632508085297, 0.6084774506548991)","(102.52220527347414, 150.01552724638182)","(26.224417887285167, 36.71642974354722)"
2024/09/30/21:04:50.235593,204,20,392141103,ship_info,(),"(1000, 2001)","(23.889401423948126, 269.99500274658203)",(),(),(),"(-1.1522605097558098, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5955640297618263, 0.6087228704629238)","(103.06193892300922, 150.01547415447058)","(26.47617988025808, 36.1077068753996)"
2024/09/30/21:04:50.335514,205,20,492146492,ship_info,(),"(1000, 2001)","(23.35784298747549, 269.99500274658203)",(),(),(),"(-0.21418305606550156, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5954370075023807, 0.6091520399134052)","(103.60370880498459, 150.0154210251278)","(26.723223651456205, 35.49855483780313)"
2024/09/30/21:04:50.435539,206,20,592135429,ship_info,(),"(1000, 2001)","(22.853003101269767, 269.99500274658203)",(),(),(),"(-1.158679329493818, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5954961571275875, 0.6093298272642509)","(104.14761909856263, 150.0153678802787)","(26.965663882634075, 34.889225012856485)"
2024/09/30/21:04:50.535480,207,20,692130565,ship_info,(),"(1000, 2001)","(22.31090219675891, 269.99500274658203)",(),(),(),"(-0.32294286862393967, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5957848190235304, 0.6092839286665882)","(104.69393588192331, 150.01531473943277)","(27.20335595822208, 34.27994108650733)"
2024/09/30/21:04:50.635518,208,20,792138099,ship_info,(),"(1000, 2001)","(21.758463782429434, 269.99500274658203)",(),(),(),"(-0.6306553919149577, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.595813363297077, 0.6090384690395471)","(105.24242311186669, 150.01526161999547)","(27.436068919770044, 33.67090261978428)"
2024/09/30/21:04:50.735958,209,20,892135143,ship_info,(),"(1000, 2001)","(21.195457875676116, 269.99500274658203)",(),(),(),"(-0.6721214054867335, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5956203182134615, 0.6086144790442415)","(105.79287437473066, 150.01520853753794)","(27.66359248048444, 33.06228814305492)"
2024/09/30/21:04:50.835455,210,20,992127418,ship_info,(),"(1000, 2001)","(20.604052523859096, 269.99500274658203)",(),(),(),"(-0.4002137789113435, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.595234668870804, 0.6084346245018777)","(106.34513929180137, 150.01515547076707)","(27.885646015467824, 32.45385352086725)"
2024/09/30/21:04:50.935537,211,21,92157125,ship_info,(),"(1000, 2001)","(20.032380371463752, 269.99500274658203)",(),(),(),"(-1.1721128011824613, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5950579823079498, 0.6084774610303239)","(106.89935030004663, 150.01510240026008)","(28.102312027219053, 31.845376062151292)"
2024/09/30/21:04:51.035491,212,21,192134857,ship_info,(),"(1000, 2001)","(19.39529546674438, 269.99500274658203)",(),(),(),"(0.07446839007910716, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5951382015402146, 0.6087228797983106)","(107.45583499765388, 150.015049308348)","(28.313296055670246, 31.23665318466828)"
2024/09/30/21:04:51.135553,213,21,292154312,ship_info,(),"(1000, 2001)","(18.510360043812792, 269.99500274658203)",(),(),(),"(3.5750320136339244, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5953944048795892, 0.6091520483021813)","(108.01518760377128, 150.0149961790045)","(28.517303799130126, 30.62750113868303)"
2024/09/30/21:04:51.235540,214,21,392137766,ship_info,(),"(1000, 2001)","(17.583125372727537, 269.99500274658203)",(),(),(),"(1.2811298237969138, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5953177917779793, 0.6093298348118511)","(108.57718903118207, 150.0149430341547)","(28.713664866543304, 30.018171306188787)"
2024/09/30/21:04:51.335477,215,21,492135286,ship_info,(),"(1000, 2001)","(16.717465229316904, 269.99500274658203)",(),(),(),"(-0.8138774832119402, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.594940386949804, 0.6092839354658807)","(109.14144285112502, 150.01488989330818)","(28.902269454779557, 29.40888737304034)"
2024/09/30/21:04:51.435521,216,21,592146635,ship_info,(),"(1000, 2001)","(16.185069831020506, 269.99500274658203)",(),(),(),"(-6.503097586597976, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.59404149366857, 0.6090384751724061)","(109.70686018334247, 150.01483677387034)","(29.084446666933225, 28.799848900184433)"
2024/09/30/21:04:51.535527,217,21,692146539,ship_info,(),"(1000, 2001)","(15.551704325105543, 269.99500274658203)",(),(),(),"(-1.0868222110303274, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5939167818520389, 0.6086144845829174)","(110.27421275584578, 150.01478369141233)","(29.260083229867462, 28.1912344179164)"
2024/09/30/21:04:51.635546,218,21,792146921,ship_info,(),"(1000, 2001)","(14.879279942310145, 269.99500274658203)",(),(),(),"(-1.2630333472902233, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5939812612984696, 0.6084346294978633)","(110.84365168869917, 150.01473062464103)","(29.429059679482563, 27.58279979073274)"
2024/09/30/21:04:51.735578,219,21,892141342,ship_info,(),"(1000, 2001)","(14.018867992425498, 269.99500274658203)",(),(),(),"(1.6537660230566251, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5942954345703186, 0.6084774655312035)","(111.41561081375403, 150.01467755413364)","(29.59045925450555, 26.974322327515903)"
2024/09/30/21:04:51.835553,220,21,992138147,ship_info,(),"(1000, 2001)","(13.224895337069269, 269.99500274658203)",(),(),(),"(-1.6852446475653602, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5942010665994261, 0.6087228838480198)","(111.98955161083417, 150.0146244622212)","(29.7442996555545, 26.365599445983182)"
2024/09/30/21:04:51.935588,221,22,92149019,ship_info,(),"(1000, 2001)","(12.428370557615803, 269.9950027465821)",(),(),(),"(-1.174773692735025, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5939385707512809, 0.6091520519412488)","(112.56523389909796, 150.01457133287738)","(29.890426069338698, 25.756447396358865)"
2024/09/30/21:04:52.035556,222,22,192143917,ship_info,(),"(1000, 2001)","(11.687863375064362, 269.9950027465821)",(),(),(),"(-2.322693387047469, 8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5934326208012389, 0.6093298380860149)","(113.14226319457012, 150.0145181880273)","(30.028988212790416, 25.14711756059046)"
2024/09/30/21:04:52.135449,223,22,292125702,ship_info,(),"(1000, 2001)","(10.5962841013197, 269.99500274658203)",(),(),(),"(4.366681526484787, 8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5932905595408885, 0.6092839384154272)","(113.72130193286091, 150.01446504718052)","(30.158246974965145, 24.537833624492464)"
2024/09/30/21:04:52.235397,224,22,392116546,ship_info,(),"(1000, 2001)","(9.522928884387053, 269.995002746582)",(),(),(),"(-0.012172352760427668, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5931760229200721, 0.6090384778328525)","(114.30228367023852, 150.01441192774246)","(30.27790488319091, 23.92879514897611)"
2024/09/30/21:04:52.335499,225,22,492120743,ship_info,(),"(1000, 2001)","(6.824930639319111, 269.99500274658203)",(),(),(),"(34.984802970688065, -8.651108733580766e-13)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5885434653744496, 0.608614486985606)","(114.88212520268387, 150.01435884528425)","(30.37873745672945, 23.32018066430539)"
2024/09/30/21:04:52.435472,226,22,592136621,ship_info,(),"(1000, 2001)","(2.978403366110957, 269.99500274658203)",(),(),(),"(34.984802970688065, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5833393743268888, 0.6084346316651318)","(115.46070977273665, 150.01430577851275)","(30.45306592326096, 22.711746034954462)"
2024/09/30/21:04:52.535398,227,22,692115783,ship_info,(),"(1000, 2001)","(358.20794090151315, 269.99500274658203)",(),(),(),"(34.984802970688065, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5768644670015453, 0.608477467483694)","(116.03615520315395, 150.0142527080052)","(30.49350315735054, 22.103268569785133)"
2024/09/30/21:04:52.635530,228,22,792139053,ship_info,(),"(1000, 2001)","(353.89785691702417, 269.99500274658203)",(),(),(),"(9.348995455423472, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5716902110474181, 0.6087228856047916)","(116.60782044320109, 150.0141996160926)","(30.498846445597863, 21.49454568649564)"
2024/09/30/21:04:52.735390,229,22,892112970,ship_info,(),"(1000, 2001)","(351.4073375161432, 269.99500274658203)",(),(),(),"(-28.473367298256562, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5605719578072902, 0.6091520535198836)","(117.16799558117796, 150.01414648674864)","(30.477757712291044, 20.88539363529269)"
2024/09/30/21:04:52.835442,230,22,992123842,ship_info,(),"(1000, 2001)","(350.02300148404265, 269.99500274658203)",(),(),(),"(-34.984802970688065, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5525908540790337, 0.6093298395063537)","(117.719139833319, 150.01409334189844)","(30.43779941723615, 20.276063798103944)"
2024/09/30/21:04:52.935450,231,23,92124462,ship_info,(),"(1000, 2001)","(349.3943467447072, 269.99500274658203)",(),(),(),"(-34.984802970688065, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.547874796593999, 0.6092839396949462)","(118.26439567416044, 150.01404020105156)","(30.384293709398367, 19.666779860726432)"
2024/09/30/21:04:53.035369,232,23,192110777,ship_info,(),"(1000, 2001)","(349.38221506213085, 269.99500274658203)",(),(),(),"(-34.984802970688065, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5448507716346491, 0.6090384789869593)","(118.80566307157507, 150.01398708161338)","(30.32190807125252, 19.057741384055973)"
2024/09/30/21:04:53.135423,233,23,292122602,ship_info,(),"(1000, 2001)","(349.94108223679126, 269.99500274658203)",(),(),(),"(-34.984802970688065, -0.0)",(),(),(),(),(),(),(),(),(),(),(),(),"(0.5429583544051122, 0.608614488027897)","(119.34449448870754, 150.01393399915509)","(30.25509131789438, 18.449126898342964)"
