time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.DCPA,.TCPA,.UDCPA,.UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/09/30/21:04:35.020912,51,0,0,,"(257.8399353027344,)","(278.49334716796875,)","(0.0,)","(0.0,)","(0.0,)","(0.9145853519439697,)","(0.38682979345321655,)","(0.07400000095367432,)","(4.754324913024902,)","(3.9555935859680176,)","(3.8506484031677246,)","(2.9858434200286865,)",['Starboard crossing']
2024/09/30/21:04:35.123540,52,0,0,,"(255.11846923828125,)","(240.2589874267578,)","(0.0,)","(0.0,)","(0.0,)","(0.9182284474372864,)","(0.4964904487133026,)","(0.07800000160932541,)","(4.769514560699463,)","(3.9596192836761475,)","(3.855269193649292,)","(2.989309072494507,)",['Starboard crossing']
2024/09/30/21:04:35.218948,53,0,0,,"(254.05218505859375,)","(238.46189880371094,)","(0.0,)","(0.0,)","(0.0,)","(0.9182178378105164,)","(0.49404096603393555,)","(0.07800000160932541,)","(4.775478363037109,)","(3.9635982513427734,)","(3.867560625076294,)","(2.9985275268554688,)",['Starboard crossing']
2024/09/30/21:04:35.323597,54,0,0,,"(252.9811248779297,)","(236.6750946044922,)","(0.0,)","(0.0,)","(0.0,)","(0.9182023406028748,)","(0.49163103103637695,)","(0.07800000160932541,)","(4.781368255615234,)","(3.967527389526367,)","(3.8797109127044678,)","(3.0076403617858887,)",['Starboard crossing']
2024/09/30/21:04:35.419084,55,0,0,,"(251.9053497314453,)","(234.89918518066406,)","(0.0,)","(0.0,)","(0.0,)","(0.9181818962097168,)","(0.4892617464065552,)","(0.07800000160932541,)","(4.787179946899414,)","(3.971404552459717,)","(3.891712188720703,)","(3.01664137840271,)",['Starboard crossing']
2024/09/30/21:04:35.522545,56,0,0,,"(250.8249969482422,)","(233.13473510742188,)","(0.0,)","(0.0,)","(0.0,)","(0.9181565642356873,)","(0.4869341552257538,)","(0.07800000160932541,)","(4.792910575866699,)","(3.9752278327941895,)","(3.903557538986206,)","(3.0255253314971924,)",['Starboard crossing']
2024/09/30/21:04:35.620695,57,0,0,,"(249.74014282226562,)","(231.3822479248047,)","(0.0,)","(0.0,)","(0.0,)","(0.9181262850761414,)","(0.48464903235435486,)","(0.07800000160932541,)","(4.798557281494141,)","(3.978994846343994,)","(3.91524076461792,)","(3.034287691116333,)",['Starboard crossing']
2024/09/30/21:04:35.722453,58,0,0,,"(248.65089416503906,)","(229.64212036132812,)","(0.0,)","(0.0,)","(0.0,)","(0.9180911183357239,)","(0.48240700364112854,)","(0.07699999958276749,)","(4.8041181564331055,)","(3.9827046394348145,)","(3.9267561435699463,)","(3.042924404144287,)",['Starboard crossing']
2024/09/30/21:04:35.821525,59,0,0,,"(247.55738830566406,)","(227.91476440429688,)","(0.0,)","(0.0,)","(0.0,)","(0.9180509448051453,)","(0.48020854592323303,)","(0.07699999958276749,)","(4.8095903396606445,)","(3.9863553047180176,)","(3.9380996227264404,)","(3.051431655883789,)",['Starboard crossing']
2024/09/30/21:04:35.922940,60,0,0,,"(246.45970153808594,)","(226.20046997070312,)","(0.0,)","(0.0,)","(0.0,)","(0.9180057644844055,)","(0.4780539572238922,)","(0.07699999958276749,)","(4.814972877502441,)","(3.9899463653564453,)","(3.9492664337158203,)","(3.059807062149048,)",['Starboard crossing']
2024/09/30/21:04:36.019542,61,0,0,,"(245.35794067382812,)","(224.49949645996094,)","(0.0,)","(0.0,)","(0.0,)","(0.9179556369781494,)","(0.4759434759616852,)","(0.07699999958276749,)","(4.8202643394470215,)","(3.993476152420044,)","(3.960253953933716,)","(3.068047523498535,)",['Starboard crossing']
2024/09/30/21:04:36.120426,62,0,0,,"(244.25222778320312,)","(222.8120574951172,)","(0.0,)","(0.0,)","(0.0,)","(0.9179005026817322,)","(0.47387710213661194,)","(0.07699999958276749,)","(4.82546329498291,)","(3.9969446659088135,)","(3.9710590839385986,)","(3.0761513710021973,)",['Starboard crossing']
2024/09/30/21:04:36.223667,63,0,0,,"(243.14266967773438,)","(221.1383056640625,)","(0.0,)","(0.0,)","(0.0,)","(0.9178404211997986,)","(0.4718548059463501,)","(0.07699999958276749,)","(4.830569267272949,)","(4.0003509521484375,)","(3.981679916381836,)","(3.0841169357299805,)",['Starboard crossing']
2024/09/30/21:04:36.322833,64,0,0,,"(242.0319366455078,)","(219.5820770263672,)","(0.0,)","(0.0,)","(0.0,)","(0.9177759885787964,)","(0.4701860249042511,)","(0.07699999958276749,)","(4.834795951843262,)","(4.003170967102051,)","(3.990478754043579,)","(3.0907163619995117,)",['Starboard crossing']
2024/09/30/21:04:36.421721,65,0,0,,"(240.92062377929688,)","(218.1300048828125,)","(0.0,)","(0.0,)","(0.0,)","(0.9177078604698181,)","(0.46882879734039307,)","(0.07699999958276749,)","(4.838243007659912,)","(4.0054707527160645,)","(3.9976587295532227,)","(3.0961010456085205,)",['Starboard crossing']
2024/09/30/21:04:36.522732,66,0,0,,"(239.80917358398438,)","(216.77032470703125,)","(0.0,)","(0.0,)","(0.0,)","(0.9176366329193115,)","(0.4677470922470093,)","(0.07699999958276749,)","(4.840996265411377,)","(4.007307052612305,)","(4.003396034240723,)","(3.1004042625427246,)",['Starboard crossing']
2024/09/30/21:04:36.621753,67,0,0,,"(238.69532775878906,)","(215.39627075195312,)","(0.0,)","(0.0,)","(0.0,)","(0.9175620675086975,)","(0.4666207730770111,)","(0.07699999958276749,)","(4.843868255615234,)","(4.009223461151123,)","(4.009384632110596,)","(3.10489559173584,)",['Starboard crossing']
2024/09/30/21:04:36.721848,68,0,0,,"(237.5790252685547,)","(214.00985717773438,)","(0.0,)","(0.0,)","(0.0,)","(0.9174841046333313,)","(0.46545588970184326,)","(0.07699999958276749,)","(4.8468451499938965,)","(4.011209011077881,)","(4.015593528747559,)","(3.1095523834228516,)",['Starboard crossing']
2024/09/30/21:04:36.823504,69,0,0,,"(236.46023559570312,)","(212.61297607421875,)","(0.0,)","(0.0,)","(0.0,)","(0.9174025654792786,)","(0.4642581343650818,)","(0.07699999958276749,)","(4.849912166595459,)","(4.0132551193237305,)","(4.0219950675964355,)","(3.1143534183502197,)",['Starboard crossing']
2024/09/30/21:04:36.924408,70,0,0,,"(235.3417510986328,)","(211.30250549316406,)","(0.0,)","(0.0,)","(0.0,)","(0.9173179864883423,)","(0.4633188247680664,)","(0.07699999958276749,)","(4.852322101593018,)","(4.014863014221191,)","(4.027026653289795,)","(3.1181273460388184,)",['Starboard crossing']
2024/09/30/21:04:37.021056,71,0,0,,"(234.22384643554688,)","(210.068603515625,)","(0.0,)","(0.0,)","(0.0,)","(0.9172309041023254,)","(0.4626086354255676,)","(0.07699999958276749,)","(4.854146957397461,)","(4.016080379486084,)","(4.0308380126953125,)","(3.120985746383667,)",['Starboard crossing']
2024/09/30/21:04:37.124363,72,0,0,,"(233.1067352294922,)","(208.90269470214844,)","(0.0,)","(0.0,)","(0.0,)","(0.9171416759490967,)","(0.4621022641658783,)","(0.07699999958276749,)","(4.855449199676514,)","(4.016949653625488,)","(4.033559322357178,)","(3.1230268478393555,)",['Starboard crossing']
2024/09/30/21:04:37.221812,73,0,0,,"(231.9878387451172,)","(207.70758056640625,)","(0.0,)","(0.0,)","(0.0,)","(0.9170501232147217,)","(0.4615056812763214,)","(0.07699999958276749,)","(4.856985569000244,)","(4.017974376678467,)","(4.036769390106201,)","(3.125434398651123,)",['Starboard crossing']
2024/09/30/21:04:37.321691,74,0,0,,"(230.86703491210938,)","(206.48629760742188,)","(0.0,)","(0.0,)","(0.0,)","(0.9169559478759766,)","(0.46082764863967896,)","(0.07699999958276749,)","(4.858733654022217,)","(4.019140243530273,)","(4.0404229164123535,)","(3.1281745433807373,)",['Starboard crossing']
2024/09/30/21:04:37.418978,75,0,0,,"(229.7442626953125,)","(205.24168395996094,)","(0.0,)","(0.0,)","(0.0,)","(0.916858971118927,)","(0.46007654070854187,)","(0.07699999958276749,)","(4.860672473907471,)","(4.0204339027404785,)","(4.0444769859313965,)","(3.1312148571014404,)",['Starboard crossing']
2024/09/30/21:04:37.524180,76,0,0,,"(228.62237548828125,)","(204.06570434570312,)","(0.0,)","(0.0,)","(0.0,)","(0.9167596697807312,)","(0.45953354239463806,)","(0.07699999958276749,)","(4.8620758056640625,)","(4.021369934082031,)","(4.047411918640137,)","(3.133416175842285,)",['Starboard crossing']
2024/09/30/21:04:37.622812,77,0,0,,"(227.50152587890625,)","(202.9506072998047,)","(0.0,)","(0.0,)","(0.0,)","(0.9166584610939026,)","(0.4591757655143738,)","(0.07699999958276749,)","(4.863001346588135,)","(4.021987438201904,)","(4.049347877502441,)","(3.1348679065704346,)",['Starboard crossing']
2024/09/30/21:04:37.723797,78,0,0,,"(226.38186645507812,)","(201.88958740234375,)","(0.0,)","(0.0,)","(0.0,)","(0.916555643081665,)","(0.45898348093032837,)","(0.07699999958276749,)","(4.863498687744141,)","(4.022319316864014,)","(4.050388813018799,)","(3.135648727416992,)",['Starboard crossing']
2024/09/30/21:04:37.821355,79,0,0,,"(225.26065063476562,)","(200.79183959960938,)","(0.0,)","(0.0,)","(0.0,)","(0.9164510369300842,)","(0.45867666602134705,)","(0.07699999958276749,)","(4.864293098449707,)","(4.0228495597839355,)","(4.052050590515137,)","(3.136895179748535,)",['Starboard crossing']
2024/09/30/21:04:37.922295,80,0,0,,"(224.1377716064453,)","(199.66091918945312,)","(0.0,)","(0.0,)","(0.0,)","(0.9163442254066467,)","(0.458265483379364,)","(0.07699999958276749,)","(4.865358352661133,)","(4.023560047149658,)","(4.054279804229736,)","(3.1385672092437744,)",['Starboard crossing']
2024/09/30/21:04:38.023365,81,0,0,,"(223.0131378173828,)","(198.5001220703125,)","(0.0,)","(0.0,)","(0.0,)","(0.9162349700927734,)","(0.45775964856147766,)","(0.07599999755620956,)","(4.86667013168335,)","(4.024435043334961,)","(4.05702543258667,)","(3.1406261920928955,)",['Starboard crossing']
2024/09/30/21:04:38.122099,82,0,0,,"(221.88963317871094,)","(197.39764404296875,)","(0.0,)","(0.0,)","(0.0,)","(0.9161237478256226,)","(0.45743459463119507,)","(0.07599999755620956,)","(4.867513656616211,)","(4.024997711181641,)","(4.058791160583496,)","(3.1419503688812256,)",['Starboard crossing']
2024/09/30/21:04:38.222857,83,0,0,,"(220.76739501953125,)","(196.3468780517578,)","(0.0,)","(0.0,)","(0.0,)","(0.9160109162330627,)","(0.45727092027664185,)","(0.07599999755620956,)","(4.86793851852417,)","(4.0252814292907715,)","(4.059680461883545,)","(3.142617702484131,)",['Starboard crossing']
2024/09/30/21:04:38.324100,84,0,0,,"(219.64651489257812,)","(195.34213256835938,)","(0.0,)","(0.0,)","(0.0,)","(0.9158967733383179,)","(0.4572518467903137,)","(0.07599999755620956,)","(4.867988109588623,)","(4.0253143310546875,)","(4.059784412384033,)","(3.142695426940918,)",['Starboard crossing']
2024/09/30/21:04:38.421630,85,0,0,,"(218.52418518066406,)","(194.2971649169922,)","(0.0,)","(0.0,)","(0.0,)","(0.9157810211181641,)","(0.45710504055023193,)","(0.07599999755620956,)","(4.8683695793151855,)","(4.025568962097168,)","(4.060582637786865,)","(3.143294095993042,)",['Starboard crossing']
2024/09/30/21:04:38.523221,86,0,0,,"(217.40029907226562,)","(193.2157440185547,)","(0.0,)","(0.0,)","(0.0,)","(0.9156632423400879,)","(0.4568413496017456,)","(0.07599999755620956,)","(4.869054317474365,)","(4.026025772094727,)","(4.06201696395874,)","(3.1443700790405273,)",['Starboard crossing']
2024/09/30/21:04:38.621730,87,0,0,,"(216.27476501464844,)","(192.1013946533203,)","(0.0,)","(0.0,)","(0.0,)","(0.915543258190155,)","(0.45647117495536804,)","(0.07599999755620956,)","(4.870016574859619,)","(4.026667594909668,)","(4.064032077789307,)","(3.145881414413452,)",['Starboard crossing']
2024/09/30/21:04:38.719568,88,0,0,,"(215.15048217773438,)","(191.0391082763672,)","(0.0,)","(0.0,)","(0.0,)","(0.9154213666915894,)","(0.4562668204307556,)","(0.07599999755620956,)","(4.870548248291016,)","(4.027022361755371,)","(4.065145492553711,)","(3.146716356277466,)",['Starboard crossing']
2024/09/30/21:04:38.824246,89,0,0,,"(214.02757263183594,)","(190.02301025390625,)","(0.0,)","(0.0,)","(0.0,)","(0.9152979254722595,)","(0.456210732460022,)","(0.07599999755620956,)","(4.870694160461426,)","(4.0271196365356445,)","(4.065451145172119,)","(3.1469454765319824,)",['Starboard crossing']
2024/09/30/21:04:38.923553,90,0,0,,"(212.9060821533203,)","(189.04803466796875,)","(0.0,)","(0.0,)","(0.0,)","(0.915173351764679,)","(0.4562877416610718,)","(0.07599999755620956,)","(4.8704938888549805,)","(4.026986122131348,)","(4.0650315284729,)","(3.1466310024261475,)",['Starboard crossing']
2024/09/30/21:04:39.022785,91,0,0,,"(211.78321838378906,)","(188.03152465820312,)","(0.0,)","(0.0,)","(0.0,)","(0.9150472283363342,)","(0.45622971653938293,)","(0.07599999755620956,)","(4.870644569396973,)","(4.0270867347717285,)","(4.065347671508789,)","(3.1468679904937744,)",['Starboard crossing']
2024/09/30/21:04:39.121794,92,0,0,,"(210.65884399414062,)","(186.9773406982422,)","(0.0,)","(0.0,)","(0.0,)","(0.9149191379547119,)","(0.456047922372818,)","(0.07599999755620956,)","(4.87111759185791,)","(4.027402400970459,)","(4.066338539123535,)","(3.147611141204834,)",['Starboard crossing']
2024/09/30/21:04:39.223153,93,0,0,,"(209.53286743164062,)","(185.88906860351562,)","(0.0,)","(0.0,)","(0.0,)","(0.9147887825965881,)","(0.4557531774044037,)","(0.07599999755620956,)","(4.871885299682617,)","(4.027914047241211,)","(4.067945957183838,)","(3.1488165855407715,)",['Starboard crossing']
2024/09/30/21:04:39.324161,94,0,0,,"(208.40823364257812,)","(184.84884643554688,)","(0.0,)","(0.0,)","(0.0,)","(0.9146565198898315,)","(0.45561593770980835,)","(0.07599999755620956,)","(4.872242450714111,)","(4.028152942657471,)","(4.068695068359375,)","(3.1493782997131348,)",['Starboard crossing']
2024/09/30/21:04:39.419986,95,0,0,,"(207.28500366210938,)","(183.85125732421875,)","(0.0,)","(0.0,)","(0.0,)","(0.9145227670669556,)","(0.4556196630001068,)","(0.07599999755620956,)","(4.872232913970947,)","(4.028146266937256,)","(4.068674564361572,)","(3.1493630409240723,)",['Starboard crossing']
2024/09/30/21:04:39.523724,96,0,0,,"(206.1632537841797,)","(182.89161682128906,)","(0.0,)","(0.0,)","(0.0,)","(0.9143878221511841,)","(0.45575010776519775,)","(0.07599999755620956,)","(4.871892929077148,)","(4.027919769287109,)","(4.067962646484375,)","(3.148829221725464,)",['Starboard crossing']
2024/09/30/21:04:39.620155,97,0,0,,"(205.04013061523438,)","(181.89035034179688,)","(0.0,)","(0.0,)","(0.0,)","(0.9142513275146484,)","(0.4557415246963501,)","(0.07599999755620956,)","(4.871915340423584,)","(4.027934551239014,)","(4.068009376525879,)","(3.148864269256592,)",['Starboard crossing']
