time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.DCPA,.TCPA,.UDCPA,.UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/09/30/21:04:39.725065,98,0,0,,"(203.91554260253906,)","(180.8512725830078,)","(0.0,)","(0.0,)","(0.0,)","(0.9141128063201904,)","(0.4556053578853607,)","(0.07599999755620956,)","(4.872270107269287,)","(4.028171062469482,)","(4.068752765655518,)","(3.1494216918945312,)",['Starboard crossing']
2024/09/30/21:04:39.824373,99,0,0,,"(202.7893829345703,)","(179.77801513671875,)","(0.0,)","(0.0,)","(0.0,)","(0.9139719009399414,)","(0.4553526043891907,)","(0.07599999755620956,)","(4.872928619384766,)","(4.0286102294921875,)","(4.070132255554199,)","(3.150456428527832,)",['Starboard crossing']
2024/09/30/21:04:39.923738,100,0,0,,"(201.6645965576172,)","(178.74998474121094,)","(0.0,)","(0.0,)","(0.0,)","(0.9138290286064148,)","(0.4552527368068695,)","(0.07599999755620956,)","(4.8731889724731445,)","(4.028784275054932,)","(4.070677757263184,)","(3.150865316390991,)",['Starboard crossing']
2024/09/30/21:04:40.024328,101,0,0,,"(200.54124450683594,)","(177.76211547851562,)","(0.0,)","(0.0,)","(0.0,)","(0.9136845469474792,)","(0.4552898108959198,)","(0.07599999755620956,)","(4.873092174530029,)","(4.028719425201416,)","(4.070475101470947,)","(3.1507134437561035,)",['Starboard crossing']
2024/09/30/21:04:40.123147,102,0,0,,"(196.50267028808594,)","(162.8324432373047,)","(0.0,)","(0.0,)","(0.0,)","(0.9187154769897461,)","(0.5081663727760315,)","(0.07800000160932541,)","(4.874256134033203,)","(4.028440952301025,)","(4.068225383758545,)","(3.149026393890381,)",['Starboard crossing']
2024/09/30/21:04:40.222045,103,0,0,,"(195.29739379882812,)","(161.83770751953125,)","(0.0,)","(0.0,)","(0.0,)","(0.9187402725219727,)","(0.5081859230995178,)","(0.07800000160932541,)","(4.87420654296875,)","(4.028408050537109,)","(4.068121910095215,)","(3.1489486694335938,)",['Starboard crossing']
2024/09/30/21:04:40.325190,104,0,0,,"(194.08627319335938,)","(160.87030029296875,)","(0.0,)","(0.0,)","(0.0,)","(0.9187507629394531,)","(0.5077146887779236,)","(0.07800000160932541,)","(4.8746185302734375,)","(4.028600692749023,)","(4.068619251251221,)","(3.1493215560913086,)",['Starboard crossing']
2024/09/30/21:04:40.423534,105,0,0,,"(192.87954711914062,)","(159.86465454101562,)","(0.0,)","(0.0,)","(0.0,)","(0.9187684655189514,)","(0.5072479844093323,)","(0.07800000160932541,)","(4.875260829925537,)","(4.028999328613281,)","(4.069832801818848,)","(3.1502318382263184,)",['Starboard crossing']
2024/09/30/21:04:40.520278,106,0,0,,"(191.67367553710938,)","(158.8744354248047,)","(0.0,)","(0.0,)","(0.0,)","(0.9187878370285034,)","(0.5070300102233887,)","(0.07800000160932541,)","(4.875490188598633,)","(4.029136657714844,)","(4.070244312286377,)","(3.150540351867676,)",['Starboard crossing']
2024/09/30/21:04:40.622736,107,0,0,,"(190.46871948242188,)","(157.88739013671875,)","(0.0,)","(0.0,)","(0.0,)","(0.9188100695610046,)","(0.5070874691009521,)","(0.07800000160932541,)","(4.875344753265381,)","(4.0290398597717285,)","(4.069940090179443,)","(3.1503124237060547,)",['Starboard crossing']
2024/09/30/21:04:40.725224,108,0,0,,"(189.26388549804688,)","(156.9257049560547,)","(0.0,)","(0.0,)","(0.0,)","(0.9188331365585327,)","(0.5072699785232544,)","(0.07800000160932541,)","(4.87488317489624,)","(4.0287322998046875,)","(4.068974494934082,)","(3.149588108062744,)",['Starboard crossing']
2024/09/30/21:04:40.825274,109,0,0,,"(188.05931091308594,)","(155.93405151367188,)","(0.0,)","(0.0,)","(0.0,)","(0.9188566207885742,)","(0.5073054432868958,)","(0.07800000160932541,)","(4.874794006347656,)","(4.028672695159912,)","(4.068787097930908,)","(3.149447441101074,)",['Starboard crossing']
2024/09/30/21:04:40.920952,110,0,0,,"(186.85475158691406,)","(154.91522216796875,)","(0.0,)","(0.0,)","(0.0,)","(0.9188801050186157,)","(0.5072058439254761,)","(0.07800000160932541,)","(4.8750457763671875,)","(4.0288405418396,)","(4.069314002990723,)","(3.1498427391052246,)",['Starboard crossing']
2024/09/30/21:04:41.024750,111,0,0,,"(185.65000915527344,)","(153.87185668945312,)","(0.0,)","(0.0,)","(0.0,)","(0.9189031720161438,)","(0.506982684135437,)","(0.07800000160932541,)","(4.875609874725342,)","(4.029216289520264,)","(4.070495128631592,)","(3.150728464126587,)",['Starboard crossing']
2024/09/30/21:04:41.123667,112,0,0,,"(184.4449462890625,)","(152.85923767089844,)","(0.0,)","(0.0,)","(0.0,)","(0.9189263582229614,)","(0.5069131255149841,)","(0.07800000160932541,)","(4.875785827636719,)","(4.029333591461182,)","(4.070863246917725,)","(3.1510043144226074,)",['Starboard crossing']
2024/09/30/21:04:41.222946,113,0,0,,"(183.2398223876953,)","(151.8738555908203,)","(0.0,)","(0.0,)","(0.0,)","(0.918950080871582,)","(0.5069813132286072,)","(0.07800000160932541,)","(4.875613212585449,)","(4.029218673706055,)","(4.070502281188965,)","(3.150733709335327,)",['Starboard crossing']
2024/09/30/21:04:41.324275,114,0,0,,"(182.03485107421875,)","(150.9126434326172,)","(0.0,)","(0.0,)","(0.0,)","(0.9189746975898743,)","(0.5071734189987183,)","(0.07800000160932541,)","(4.87512731552124,)","(4.028894901275635,)","(4.069485187530518,)","(3.1499712467193604,)",['Starboard crossing']
2024/09/30/21:04:41.423812,115,0,0,,"(180.8301239013672,)","(149.9224395751953,)","(0.0,)","(0.0,)","(0.0,)","(0.9189997315406799,)","(0.5072177648544312,)","(0.07800000160932541,)","(4.8750152587890625,)","(4.028820514678955,)","(4.06925106048584,)","(3.1497952938079834,)",['Starboard crossing']
2024/09/30/21:04:41.524341,116,0,0,,"(179.6254425048828,)","(148.9059600830078,)","(0.0,)","(0.0,)","(0.0,)","(0.9190248250961304,)","(0.5071262717247009,)","(0.07800000160932541,)","(4.875246524810791,)","(4.028974533081055,)","(4.069734573364258,)","(3.150158166885376,)",['Starboard crossing']
2024/09/30/21:04:41.622904,117,0,0,,"(178.38693237304688,)","(146.52694702148438,)","(0.0,)","(0.0,)","(0.0,)","(0.928195595741272,)","(0.5104013681411743,)","(0.07900000363588333,)","(4.881414413452148,)","(4.023428916931152,)","(4.039761066436768,)","(3.1276779174804688,)",['Starboard crossing']
2024/09/30/21:04:41.724342,118,0,0,,"(177.06997680664062,)","(142.73275756835938,)","(0.0,)","(0.0,)","(0.0,)","(0.9429003596305847,)","(0.5133335590362549,)","(0.07999999821186066,)","(4.898696422576904,)","(4.018273830413818,)","(4.001939296722412,)","(3.099311590194702,)",['Starboard crossing']
2024/09/30/21:04:41.821811,119,0,0,,"(175.61203002929688,)","(137.9581756591797,)","(0.0,)","(0.0,)","(0.0,)","(0.9604355692863464,)","(0.5162427425384521,)","(0.08100000023841858,)","(4.92436408996582,)","(4.012720108032227,)","(3.9551830291748047,)","(3.064244508743286,)",['Starboard crossing']
2024/09/30/21:04:41.923366,120,0,0,,"(174.05078125,)","(133.0928955078125,)","(0.0,)","(0.0,)","(0.0,)","(0.9750074744224548,)","(0.5170812010765076,)","(0.0820000022649765,)","(4.954786777496338,)","(4.010189533233643,)","(3.9177145957946777,)","(3.0361430644989014,)",['Starboard crossing']
2024/09/30/21:04:42.023137,121,0,0,,"(172.40602111816406,)","(128.722412109375,)","(0.0,)","(0.0,)","(0.0,)","(0.985693633556366,)","(0.5178221464157104,)","(0.08299999684095383,)","(4.9825639724731445,)","(4.007512092590332,)","(3.88193416595459,)","(3.009307861328125,)",['Starboard crossing']
2024/09/30/21:04:42.124459,122,0,0,,"(170.81788635253906,)","(126.62924194335938,)","(0.0,)","(0.0,)","(0.0,)","(0.9903770685195923,)","(0.5229185819625854,)","(0.08399999886751175,)","(4.985158443450928,)","(3.9981577396392822,)","(3.8387160301208496,)","(2.9768941402435303,)",['Starboard crossing']
2024/09/30/21:04:42.224160,123,0,0,,"(169.31517028808594,)","(124.31442260742188,)","(0.0,)","(0.0,)","(0.0,)","(0.9934447407722473,)","(0.5233372449874878,)","(0.08399999886751175,)","(4.996392726898193,)","(3.9966506958007812,)","(3.8224451541900635,)","(2.964690923690796,)",['Starboard crossing']
2024/09/30/21:04:42.323669,124,0,0,,"(167.8099822998047,)","(121.97908020019531,)","(0.0,)","(0.0,)","(0.0,)","(0.9958431124687195,)","(0.5228474736213684,)","(0.08399999886751175,)","(5.009334087371826,)","(3.996607780456543,)","(3.8111038208007812,)","(2.9561851024627686,)",['Starboard crossing']
2024/09/30/21:04:42.423504,125,0,0,,"(166.18014526367188,)","(118.91533660888672,)","(0.0,)","(0.0,)","(0.0,)","(0.9984145760536194,)","(0.5213307738304138,)","(0.08399999886751175,)","(5.03077507019043,)","(3.997694730758667,)","(3.7973649501800537,)","(2.945880889892578,)",['Starboard crossing']
2024/09/30/21:04:42.524884,126,0,0,,"(164.40670776367188,)","(115.515380859375,)","(0.0,)","(0.0,)","(0.0,)","(0.999921441078186,)","(0.5201749205589294,)","(0.08399999886751175,)","(5.055429935455322,)","(3.99761700630188,)","(3.7757716178894043,)","(2.9296858310699463,)",['Starboard crossing']
2024/09/30/21:04:42.623921,127,0,0,,"(162.63137817382812,)","(112.63311004638672,)","(0.0,)","(0.0,)","(0.0,)","(0.9996709823608398,)","(0.5200098752975464,)","(0.08399999886751175,)","(5.074149131774902,)","(3.995995283126831,)","(3.7525787353515625,)","(2.9122912883758545,)",['Starboard crossing']
2024/09/30/21:04:42.722634,128,0,0,,"(160.8031768798828,)","(109.59626007080078,)","(0.0,)","(0.0,)","(0.0,)","(0.9978134036064148,)","(0.5187714695930481,)","(0.08399999886751175,)","(5.096489906311035,)","(3.995831251144409,)","(3.732614517211914,)","(2.897318124771118,)",['Starboard crossing']
2024/09/30/21:04:42.822127,129,0,0,,"(159.06858825683594,)","(107.52924346923828,)","(0.0,)","(0.0,)","(0.0,)","(0.9956154227256775,)","(0.5199925303459167,)","(0.08399999886751175,)","(5.105485916137695,)","(3.9922804832458496,)","(3.709453821182251,)","(2.8799474239349365,)",['Starboard crossing']
2024/09/30/21:04:42.923564,130,0,0,,"(157.21511840820312,)","(104.61293029785156,)","(0.0,)","(0.0,)","(0.0,)","(0.9912602305412292,)","(0.5177572965621948,)","(0.08399999886751175,)","(5.128933906555176,)","(3.9935598373413086,)","(3.6948115825653076,)","(2.8689658641815186,)",['Starboard crossing']
2024/09/30/21:04:43.023434,131,0,0,,"(155.43423461914062,)","(102.52803039550781,)","(0.0,)","(0.0,)","(0.0,)","(0.987148106098175,)","(0.5183287262916565,)","(0.08299999684095383,)","(5.139432907104492,)","(3.9908387660980225,)","(3.6739916801452637,)","(2.853350877761841,)",['Starboard crossing']
2024/09/30/21:04:43.121727,132,0,0,,"(153.38125610351562,)","(99.34400939941406,)","(0.0,)","(0.0,)","(0.0,)","(0.9784097075462341,)","(0.5160554051399231,)","(0.08299999684095383,)","(5.166446208953857,)","(3.991194486618042,)","(3.652283191680908,)","(2.837069511413574,)",['Starboard crossing']
2024/09/30/21:04:43.222883,133,0,0,,"(151.4866485595703,)","(97.29229736328125,)","(0.0,)","(0.0,)","(0.0,)","(0.9714248776435852,)","(0.5175182223320007,)","(0.0820000022649765,)","(5.1752610206604,)","(3.986541509628296,)","(3.6246163845062256,)","(2.816319465637207,)",['Starboard crossing']
2024/09/30/21:04:43.321629,134,0,0,,"(149.40924072265625,)","(94.2566909790039,)","(0.0,)","(0.0,)","(0.0,)","(0.9595652222633362,)","(0.5144137740135193,)","(0.08100000023841858,)","(5.202795028686523,)","(3.987968921661377,)","(3.607097625732422,)","(2.803180456161499,)",['Starboard crossing']
2024/09/30/21:04:43.422508,135,0,0,,"(147.52406311035156,)","(92.4454345703125,)","(0.0,)","(0.0,)","(0.0,)","(0.9512453079223633,)","(0.5162746906280518,)","(0.08100000023841858,)","(5.208349704742432,)","(3.982720136642456,)","(3.5797383785247803,)","(2.782660961151123,)",['Starboard crossing']
2024/09/30/21:04:43.522671,136,0,0,,"(145.86488342285156,)","(91.2372817993164,)","(0.0,)","(0.0,)","(0.0,)","(0.9466090202331543,)","(0.5187385678291321,)","(0.08100000023841858,)","(5.206233501434326,)","(3.977712392807007,)","(3.5600452423095703,)","(2.7678911685943604,)",['Starboard crossing']
2024/09/30/21:04:43.619895,137,0,0,,"(144.4037322998047,)","(90.41010284423828,)","(0.0,)","(0.0,)","(0.0,)","(0.9452650547027588,)","(0.520790696144104,)","(0.08100000023841858,)","(5.20072078704834,)","(3.974362850189209,)","(3.5504019260406494,)","(2.7606585025787354,)",['Starboard crossing']
2024/09/30/21:04:43.724961,138,0,0,,"(143.1169891357422,)","(89.94841003417969,)","(0.0,)","(0.0,)","(0.0,)","(0.9470193982124329,)","(0.5227207541465759,)","(0.08100000023841858,)","(5.191451549530029,)","(3.972102165222168,)","(3.5486485958099365,)","(2.7593436241149902,)",['Starboard crossing']
2024/09/30/21:04:43.822731,139,0,0,,"(142.00033569335938,)","(89.84323120117188,)","(0.0,)","(0.0,)","(0.0,)","(0.9517194628715515,)","(0.5243861079216003,)","(0.08100000023841858,)","(5.1787872314453125,)","(3.971107006072998,)","(3.555222988128662,)","(2.7642743587493896,)",['Starboard crossing']
2024/09/30/21:04:43.923733,140,0,0,,"(141.0437774658203,)","(90.128173828125,)","(0.0,)","(0.0,)","(0.0,)","(0.9590180516242981,)","(0.5259557962417603,)","(0.0820000022649765,)","(5.162044525146484,)","(3.9710371494293213,)","(3.569253921508789,)","(2.7747974395751953,)",['Starboard crossing']
2024/09/30/21:04:44.024609,141,0,0,,"(140.09039306640625,)","(90.03718566894531,)","(0.0,)","(0.0,)","(0.0,)","(0.9650973081588745,)","(0.5241575241088867,)","(0.0820000022649765,)","(5.155498027801514,)","(3.976058006286621,)","(3.5964324474334717,)","(2.7951815128326416,)",['Starboard crossing']
2024/09/30/21:04:44.126089,142,0,0,,"(138.8153076171875,)","(89.14007568359375,)","(0.0,)","(0.0,)","(0.0,)","(0.9657896161079407,)","(0.5222821235656738,)","(0.0820000022649765,)","(5.157803058624268,)","(3.9795944690704346,)","(3.6096737384796143,)","(2.805112361907959,)",['Starboard crossing']
2024/09/30/21:04:44.222973,143,0,0,,"(137.322998046875,)","(87.66317749023438,)","(0.0,)","(0.0,)","(0.0,)","(0.9628409743309021,)","(0.5201379656791687,)","(0.0820000022649765,)","(5.167006969451904,)","(3.982473134994507,)","(3.614173173904419,)","(2.8084869384765625,)",['Starboard crossing']
2024/09/30/21:04:44.323666,144,0,0,,"(135.80178833007812,)","(86.05564880371094,)","(0.0,)","(0.0,)","(0.0,)","(0.9591386914253235,)","(0.5173737406730652,)","(0.08100000023841858,)","(5.178920745849609,)","(3.9861772060394287,)","(3.619900703430176,)","(2.8127825260162354,)",['Starboard crossing']
2024/09/30/21:04:44.422820,145,0,0,,"(134.38766479492188,)","(84.77556610107422,)","(0.0,)","(0.0,)","(0.0,)","(0.9573632478713989,)","(0.5149933695793152,)","(0.08100000023841858,)","(5.186548233032227,)","(3.989863157272339,)","(3.629237413406372,)","(2.8197851181030273,)",['Starboard crossing']
2024/09/30/21:04:44.523394,146,0,0,,"(133.0870819091797,)","(83.85311126708984,)","(0.0,)","(0.0,)","(0.0,)","(0.957793116569519,)","(0.5132182240486145,)","(0.08100000023841858,)","(5.189021587371826,)","(3.993220090866089,)","(3.641599416732788,)","(2.829056739807129,)",['Starboard crossing']
2024/09/30/21:04:44.623650,147,0,0,,"(131.78297424316406,)","(82.8992919921875,)","(0.0,)","(0.0,)","(0.0,)","(0.9581172466278076,)","(0.5112021565437317,)","(0.08100000023841858,)","(5.1923041343688965,)","(3.9969522953033447,)","(3.6548993587493896,)","(2.83903169631958,)",['Starboard crossing']
2024/09/30/21:04:44.724334,148,0,0,,"(130.39527893066406,)","(81.77261352539062,)","(0.0,)","(0.0,)","(0.0,)","(0.9570261240005493,)","(0.5093862414360046,)","(0.08100000023841858,)","(5.197212219238281,)","(3.9999663829803467,)","(3.6637051105499268,)","(2.8456358909606934,)",['Starboard crossing']
2024/09/30/21:04:44.823541,149,0,0,,"(128.94754028320312,)","(80.52632904052734,)","(0.0,)","(0.0,)","(0.0,)","(0.9548739790916443,)","(0.5077288150787354,)","(0.08100000023841858,)","(5.203248500823975,)","(4.002440929412842,)","(3.669205904006958,)","(2.849761724472046,)",['Starboard crossing']
2024/09/30/21:04:44.923400,150,0,0,,"(127.53771209716797,)","(79.42005920410156,)","(0.0,)","(0.0,)","(0.0,)","(0.953493058681488,)","(0.5064464211463928,)","(0.08100000023841858,)","(5.206966876983643,)","(4.004535675048828,)","(3.675067186355591,)","(2.8541576862335205,)",['Starboard crossing']
2024/09/30/21:04:45.022743,151,0,0,,"(126.15799713134766,)","(78.3959732055664,)","(0.0,)","(0.0,)","(0.0,)","(0.9526689648628235,)","(0.5052324533462524,)","(0.08100000023841858,)","(5.2096028327941895,)","(4.006686687469482,)","(3.682109832763672,)","(2.8594393730163574,)",['Starboard crossing']
2024/09/30/21:04:45.123337,152,0,0,,"(124.76470947265625,)","(77.33251953125,)","(0.0,)","(0.0,)","(0.0,)","(0.9515385627746582,)","(0.5039349794387817,)","(0.07999999821186066,)","(5.2128825187683105,)","(4.008905410766602,)","(3.688894033432007,)","(2.864527702331543,)",['Starboard crossing']
2024/09/30/21:04:45.224098,153,0,0,,"(123.37139129638672,)","(76.32118225097656,)","(0.0,)","(0.0,)","(0.0,)","(0.951217532157898,)","(0.5031307935714722,)","(0.07999999821186066,)","(5.214402198791504,)","(4.011109352111816,)","(3.697141408920288,)","(2.870713233947754,)",['Starboard crossing']
2024/09/30/21:04:45.323993,154,0,0,,"(122.02945709228516,)","(75.43436431884766,)","(0.0,)","(0.0,)","(0.0,)","(0.9511811137199402,)","(0.5022883415222168,)","(0.07999999821186066,)","(5.214679718017578,)","(4.0128912925720215,)","(3.7046360969543457,)","(2.8763341903686523,)",['Starboard crossing']
2024/09/30/21:04:45.423592,155,0,0,,"(120.68827056884766,)","(74.57755279541016,)","(0.0,)","(0.0,)","(0.0,)","(0.9512115716934204,)","(0.5017068386077881,)","(0.07999999821186066,)","(5.214071273803711,)","(4.014263153076172,)","(3.711122512817383,)","(2.8811991214752197,)",['Starboard crossing']
2024/09/30/21:04:45.524393,156,0,0,,"(119.29194641113281,)","(73.59870147705078,)","(0.0,)","(0.0,)","(0.0,)","(0.9501471519470215,)","(0.5012245774269104,)","(0.07999999821186066,)","(5.214756965637207,)","(4.015187740325928,)","(3.7145466804504395,)","(2.8837671279907227,)",['Starboard crossing']
2024/09/30/21:04:45.623029,157,0,0,,"(117.91107940673828,)","(72.64148712158203,)","(0.0,)","(0.0,)","(0.0,)","(0.9492895603179932,)","(0.5006300210952759,)","(0.07999999821186066,)","(5.2154011726379395,)","(4.016363620758057,)","(3.719099283218384,)","(2.887181520462036,)",['Starboard crossing']
2024/09/30/21:04:45.724382,158,0,0,,"(116.50889587402344,)","(71.61791229248047,)","(0.0,)","(0.0,)","(0.0,)","(0.947899580001831,)","(0.4999062716960907,)","(0.07999999821186066,)","(5.217131614685059,)","(4.0176286697387695,)","(3.7231006622314453,)","(2.8901827335357666,)",['Starboard crossing']
2024/09/30/21:04:45.823298,159,0,0,,"(115.14927673339844,)","(70.69731140136719,)","(0.0,)","(0.0,)","(0.0,)","(0.947325587272644,)","(0.4992259740829468,)","(0.07999999821186066,)","(5.217494964599609,)","(4.019041538238525,)","(3.728931427001953,)","(2.8945555686950684,)",['Starboard crossing']
2024/09/30/21:04:45.923102,160,0,0,,"(113.83364868164062,)","(69.92059326171875,)","(0.0,)","(0.0,)","(0.0,)","(0.947734534740448,)","(0.4989527463912964,)","(0.07999999821186066,)","(5.215221881866455,)","(4.020029544830322,)","(3.7352006435394287,)","(2.8992576599121094,)",['Starboard crossing']
2024/09/30/21:04:46.023192,161,0,0,,"(112.51303100585938,)","(69.14522552490234,)","(0.0,)","(0.0,)","(0.0,)","(0.9480369091033936,)","(0.4988442659378052,)","(0.07999999821186066,)","(5.212578773498535,)","(4.020716667175293,)","(3.740485429763794,)","(2.9032211303710938,)",['Starboard crossing']
2024/09/30/21:04:46.124171,162,0,0,,"(111.11454772949219,)","(68.18463134765625,)","(0.0,)","(0.0,)","(0.0,)","(0.9466648697853088,)","(0.49879059195518494,)","(0.07999999821186066,)","(5.212169647216797,)","(4.020901679992676,)","(3.7416465282440186,)","(2.9040920734405518,)",['Starboard crossing']
2024/09/30/21:04:46.223550,163,0,0,,"(109.72306823730469,)","(67.20802307128906,)","(0.0,)","(0.0,)","(0.0,)","(0.9452449083328247,)","(0.49847710132598877,)","(0.07999999821186066,)","(5.212495803833008,)","(4.021522521972656,)","(3.7440669536590576,)","(2.905907392501831,)",['Starboard crossing']
2024/09/30/21:04:46.323322,164,0,0,,"(108.35608673095703,)","(66.27896881103516,)","(0.0,)","(0.0,)","(0.0,)","(0.9442310929298401,)","(0.4981100261211395,)","(0.07999999821186066,)","(5.212320327758789,)","(4.022343158721924,)","(3.7477941513061523,)","(2.908702850341797,)",['Starboard crossing']
2024/09/30/21:04:46.423376,165,0,0,,"(107.0296859741211,)","(65.44522094726562,)","(0.0,)","(0.0,)","(0.0,)","(0.9440233111381531,)","(0.4977845847606659,)","(0.07999999821186066,)","(5.210815906524658,)","(4.023294925689697,)","(3.753246784210205,)","(2.912792205810547,)",['Starboard crossing']
2024/09/30/21:04:46.524920,166,0,0,,"(105.73198699951172,)","(64.70427703857422,)","(0.0,)","(0.0,)","(0.0,)","(0.9444670081138611,)","(0.49776068329811096,)","(0.07999999821186066,)","(5.207460880279541,)","(4.023898124694824,)","(3.7587902545928955,)","(2.91694974899292,)",['Starboard crossing']
2024/09/30/21:04:46.624136,167,0,0,,"(104.41004180908203,)","(63.90938949584961,)","(0.0,)","(0.0,)","(0.0,)","(0.9443327188491821,)","(0.4978451430797577,)","(0.07999999821186066,)","(5.204566478729248,)","(4.024186611175537,)","(3.762559652328491,)","(2.9197769165039062,)",['Starboard crossing']
2024/09/30/21:04:46.722488,168,0,0,,"(103.0876235961914,)","(63.11781692504883,)","(0.0,)","(0.0,)","(0.0,)","(0.9441317319869995,)","(0.4980582594871521,)","(0.07999999821186066,)","(5.201343536376953,)","(4.024247169494629,)","(3.765622138977051,)","(2.9220736026763916,)",['Starboard crossing']
2024/09/30/21:04:46.824633,169,0,0,,"(101.75236511230469,)","(62.27022171020508,)","(0.0,)","(0.0,)","(0.0,)","(0.9434743523597717,)","(0.4981018304824829,)","(0.07999999821186066,)","(5.199199676513672,)","(4.0244927406311035,)","(3.768555164337158,)","(2.9242734909057617,)",['Starboard crossing']
2024/09/30/21:04:46.919287,170,0,0,,"(100.44661712646484,)","(61.478145599365234,)","(0.0,)","(0.0,)","(0.0,)","(0.9433398842811584,)","(0.49806541204452515,)","(0.07999999821186066,)","(5.19646692276001,)","(4.024995803833008,)","(3.7731242179870605,)","(2.9277002811431885,)",['Starboard crossing']
2024/09/30/21:04:47.023227,171,0,0,,"(99.13601684570312,)","(60.65581512451172,)","(0.0,)","(0.0,)","(0.0,)","(0.9429502487182617,)","(0.49791452288627625,)","(0.07999999821186066,)","(5.194362163543701,)","(4.025638580322266,)","(3.777757167816162,)","(2.9311749935150146,)",['Starboard crossing']
2024/09/30/21:04:47.120475,172,0,0,,"(97.79227447509766,)","(59.75515365600586,)","(0.0,)","(0.0,)","(0.0,)","(0.9417262673377991,)","(0.4978741407394409,)","(0.07999999821186066,)","(5.193073272705078,)","(4.0259199142456055,)","(3.7801053524017334,)","(2.932936191558838,)",['Starboard crossing']
2024/09/30/21:04:47.223896,173,0,0,,"(96.44966888427734,)","(58.856239318847656,)","(0.0,)","(0.0,)","(0.0,)","(0.9404184222221375,)","(0.49792274832725525,)","(0.07900000363588333,)","(5.191566467285156,)","(4.026044845581055,)","(3.7819604873657227,)","(2.9343273639678955,)",['Starboard crossing']
2024/09/30/21:04:47.322385,174,0,0,,"(95.11692810058594,)","(57.98473358154297,)","(0.0,)","(0.0,)","(0.0,)","(0.9392459988594055,)","(0.49812009930610657,)","(0.07900000363588333,)","(5.189359188079834,)","(4.025960445404053,)","(3.7835075855255127,)","(2.935487747192383,)",['Starboard crossing']
2024/09/30/21:04:47.424562,175,0,0,,"(93.80731964111328,)","(57.1506233215332,)","(0.0,)","(0.0,)","(0.0,)","(0.9384362697601318,)","(0.4982258379459381,)","(0.07900000363588333,)","(5.186818599700928,)","(4.0261149406433105,)","(3.7863898277282715,)","(2.9376494884490967,)",['Starboard crossing']
2024/09/30/21:04:47.519263,176,0,0,,"(92.50048065185547,)","(56.30215072631836,)","(0.0,)","(0.0,)","(0.0,)","(0.9374975562095642,)","(0.4982091784477234,)","(0.07900000363588333,)","(5.184723377227783,)","(4.026456832885742,)","(3.789703607559204,)","(2.9401347637176514,)",['Starboard crossing']
2024/09/30/21:04:47.623642,177,0,0,,"(91.19600677490234,)","(55.438438415527344,)","(0.0,)","(0.0,)","(0.0,)","(0.9364150762557983,)","(0.4980657398700714,)","(0.07900000363588333,)","(5.183101177215576,)","(4.026992321014404,)","(3.7934517860412598,)","(2.942945957183838,)",['Starboard crossing']
2024/09/30/21:04:47.722132,178,0,0,,"(89.88609313964844,)","(54.563968658447266,)","(0.0,)","(0.0,)","(0.0,)","(0.9350947141647339,)","(0.4980684220790863,)","(0.07900000363588333,)","(5.181301593780518,)","(4.027244567871094,)","(3.7961196899414062,)","(2.9449470043182373,)",['Starboard crossing']
2024/09/30/21:04:47.823174,179,0,0,,"(88.5828857421875,)","(53.70720291137695,)","(0.0,)","(0.0,)","(0.0,)","(0.9338242411613464,)","(0.498218834400177,)","(0.07900000363588333,)","(5.178917407989502,)","(4.027270317077637,)","(3.798301935195923,)","(2.9465837478637695,)",['Starboard crossing']
2024/09/30/21:04:47.921620,180,0,0,,"(87.2894287109375,)","(52.8746223449707,)","(0.0,)","(0.0,)","(0.0,)","(0.9326750636100769,)","(0.498521625995636,)","(0.07900000363588333,)","(5.175838947296143,)","(4.027073383331299,)","(3.8001160621643066,)","(2.947944164276123,)",['Starboard crossing']
2024/09/30/21:04:48.023413,181,0,0,,"(86.0042495727539,)","(52.03789138793945,)","(0.0,)","(0.0,)","(0.0,)","(0.9314861297607422,)","(0.4986891448497772,)","(0.07900000363588333,)","(5.173098087310791,)","(4.027106285095215,)","(3.802642345428467,)","(2.949838876724243,)",['Starboard crossing']
2024/09/30/21:04:48.121772,182,0,0,,"(84.72217559814453,)","(51.18450927734375,)","(0.0,)","(0.0,)","(0.0,)","(0.9301189184188843,)","(0.49871736764907837,)","(0.07900000363588333,)","(5.170887470245361,)","(4.027350902557373,)","(3.805633783340454,)","(2.952082633972168,)",['Starboard crossing']
2024/09/30/21:04:48.223646,183,0,0,,"(83.44410705566406,)","(50.31787872314453,)","(0.0,)","(0.0,)","(0.0,)","(0.9285954833030701,)","(0.4986141324043274,)","(0.07900000363588333,)","(5.1691460609436035,)","(4.027800559997559,)","(3.809112310409546,)","(2.9546914100646973,)",['Starboard crossing']
2024/09/30/21:04:48.321936,184,0,0,,"(82.1694107055664,)","(49.459320068359375,)","(0.0,)","(0.0,)","(0.0,)","(0.9270147085189819,)","(0.4986674189567566,)","(0.07900000363588333,)","(5.166923522949219,)","(4.027988910675049,)","(3.8118677139282227,)","(2.9567580223083496,)",['Starboard crossing']
