time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.V_opt,.Collision_cone
2024/09/30/21:04:35.020748,41,0,0,,"(0.949999988079071, 0.0)","(22.092161178588867, -0.3866068422794342, 74.66410064697266, 74.50292205810547, 95.77887725830078, 53.858375549316406)"
2024/09/30/21:04:35.123595,42,0,0,,"(0.949999988079071, 0.0)","(22.61932945251465, -0.5285937786102295, 74.88951110839844, 72.73686981201172, 95.78851318359375, 51.87627410888672)"
2024/09/30/21:04:35.218985,43,0,0,,"(0.949999988079071, 0.0)","(23.156404495239258, -0.5285937786102295, 75.0845947265625, 72.36662292480469, 95.95280456542969, 51.53803253173828)"
2024/09/30/21:04:35.323493,44,0,0,,"(0.949999988079071, 0.0)","(23.69695281982422, -0.5285937786102295, 75.2821273803711, 71.99705505371094, 96.11984252929688, 51.200748443603516)"
2024/09/30/21:04:35.419145,45,0,0,,"(0.949999988079071, 0.0)","(24.240943908691406, -0.5285937786102295, 75.7715835571289, 72.03581237792969, 96.6966552734375, 51.15476608276367)"
2024/09/30/21:04:35.522431,46,0,0,,"(0.949999988079071, 0.0)","(24.78834342956543, -0.5285937786102295, 75.9736328125, 71.66777801513672, 96.86930084228516, 50.8191032409668)"
2024/09/30/21:04:35.620775,47,0,0,,"(0.949999988079071, 0.0)","(25.339111328125, -0.5285937786102295, 76.17805480957031, 71.30038452148438, 97.04460144042969, 50.48436737060547)"
2024/09/30/21:04:35.722475,48,0,0,,"(0.949999988079071, 0.0)","(25.89320945739746, -0.5285937786102295, 76.38482666015625, 70.93360900878906, 97.22254943847656, 50.15054702758789)"
2024/09/30/21:04:35.821594,49,0,0,,"(0.949999988079071, 0.0)","(26.450599670410156, -0.5285937786102295, 76.88211059570312, 70.97604370117188, 97.81087493896484, 50.106971740722656)"
2024/09/30/21:04:35.922818,50,0,0,,"(0.949999988079071, 0.0)","(27.0112361907959, -0.5285937786102295, 77.09315490722656, 70.6107177734375, 97.99418640136719, 49.774696350097656)"
2024/09/30/21:04:36.019579,51,0,0,,"(0.949999988079071, 0.0)","(27.575077056884766, -0.5285937786102295, 77.30646514892578, 70.2459716796875, 98.18003845214844, 49.44329833984375)"
2024/09/30/21:04:36.120495,52,0,0,,"(0.949999988079071, 0.0)","(28.14207649230957, -0.5285937786102295, 77.52201080322266, 69.88179016113281, 98.36839294433594, 49.11276626586914)"
2024/09/30/21:04:36.223725,53,0,0,,"(0.949999988079071, 0.0)","(28.712190628051758, -0.5285937786102295, 77.7397689819336, 69.51815032958984, 98.55921936035156, 48.78308868408203)"
2024/09/30/21:04:36.322911,54,0,0,,"(0.949999988079071, 0.0)","(29.284887313842773, -0.5285937786102295, 78.2457046508789, 69.56483459472656, 99.16072082519531, 48.742271423339844)"
2024/09/30/21:04:36.421624,55,0,0,,"(0.949999988079071, 0.0)","(29.859699249267578, -0.5285937786102295, 78.46646881103516, 69.20218658447266, 99.35540008544922, 48.413692474365234)"
2024/09/30/21:04:36.522592,56,0,0,,"(0.949999988079071, 0.0)","(30.436201095581055, -0.5285937786102295, 78.6884994506836, 68.83973693847656, 99.55137634277344, 48.08562469482422)"
2024/09/30/21:04:36.621647,57,0,0,,"(0.949999988079071, 0.0)","(31.01447105407715, -0.5285937786102295, 78.91184997558594, 68.47750091552734, 99.74871826171875, 47.758087158203125)"
2024/09/30/21:04:36.721724,58,0,0,,"(0.949999988079071, 0.0)","(31.594575881958008, -0.5285937786102295, 79.42124938964844, 68.52652740478516, 100.35677337646484, 47.7182731628418)"
2024/09/30/21:04:36.823566,59,0,0,,"(0.949999988079071, 0.0)","(32.17657470703125, -0.5285937786102295, 79.64693450927734, 68.1650390625, 100.55716705322266, 47.3916015625)"
2024/09/30/21:04:36.924481,60,0,0,,"(0.949999988079071, 0.0)","(32.760066986083984, -0.5285937786102295, 79.87376403808594, 67.80368041992188, 100.7586898803711, 47.065391540527344)"
2024/09/30/21:04:37.020940,61,0,0,,"(0.949999988079071, 0.0)","(33.34469223022461, -0.5285937786102295, 80.10148620605469, 67.44237518310547, 100.96105194091797, 46.73955535888672)"
2024/09/30/21:04:37.124267,62,0,0,,"(0.949999988079071, 0.0)","(33.93012237548828, -0.5285937786102295, 80.32989501953125, 67.08102416992188, 101.16397857666016, 46.41401672363281)"
2024/09/30/21:04:37.221691,63,0,0,,"(0.949999988079071, 0.0)","(34.51650619506836, -0.5285937786102295, 80.84156799316406, 67.13224029541016, 101.77771759033203, 46.374813079833984)"
2024/09/30/21:04:37.321624,64,0,0,,"(0.949999988079071, 0.0)","(35.10397720336914, -0.5285937786102295, 81.07118225097656, 66.77123260498047, 101.98229217529297, 46.04973602294922)"
2024/09/30/21:04:37.418888,65,0,0,,"(0.949999988079071, 0.0)","(35.692657470703125, -0.5285937786102295, 81.30174255371094, 66.41027069091797, 102.1877670288086, 45.72505569458008)"
2024/09/30/21:04:37.524214,66,0,0,,"(0.949999988079071, 0.0)","(36.28220748901367, -0.5285937786102295, 81.53304290771484, 66.04927062988281, 102.39386749267578, 45.40068817138672)"
2024/09/30/21:04:37.622895,67,0,0,,"(0.949999988079071, 0.0)","(36.872337341308594, -0.5285937786102295, 82.04546356201172, 66.10202026367188, 103.0111312866211, 45.361602783203125)"
2024/09/30/21:04:37.723696,68,0,0,,"(0.949999988079071, 0.0)","(37.4627799987793, -0.5285937786102295, 82.27719116210938, 65.74107360839844, 103.2179183959961, 45.03742218017578)"
2024/09/30/21:04:37.821376,69,0,0,,"(0.949999988079071, 0.0)","(38.053714752197266, -0.5285937786102295, 82.5093994140625, 65.37998962402344, 103.42501068115234, 44.71346664428711)"
2024/09/30/21:04:37.922409,70,0,0,,"(0.949999988079071, 0.0)","(38.64531707763672, -0.5285937786102295, 82.74221801757812, 65.0188217163086, 103.63253784179688, 44.3897819519043)"
2024/09/30/21:04:38.023382,71,0,0,,"(0.949999988079071, 0.0)","(39.237735748291016, -0.5285937786102295, 82.97573852539062, 64.65757751464844, 103.84064483642578, 44.066402435302734)"
2024/09/30/21:04:38.122128,72,0,0,,"(0.949999988079071, 0.0)","(39.830684661865234, -0.5285937786102295, 83.48784637451172, 64.71174621582031, 104.46073913574219, 44.02705764770508)"
2024/09/30/21:04:38.223023,73,0,0,,"(0.949999988079071, 0.0)","(40.42389678955078, -0.5285937786102295, 83.72171783447266, 64.35051727294922, 104.6694564819336, 43.70384216308594)"
2024/09/30/21:04:38.324083,74,0,0,,"(0.949999988079071, 0.0)","(41.01714324951172, -0.5285937786102295, 83.95578002929688, 63.98902893066406, 104.87808227539062, 43.38074493408203)"
2024/09/30/21:04:38.421680,75,0,0,,"(0.949999988079071, 0.0)","(41.610626220703125, -0.5285937786102295, 84.19017791748047, 63.62732696533203, 105.08679962158203, 43.05781936645508)"
2024/09/30/21:04:38.523090,76,0,0,,"(0.949999988079071, 0.0)","(42.20454025268555, -0.5285937786102295, 84.4250259399414, 63.26545333862305, 105.2957534790039, 42.73511505126953)"
2024/09/30/21:04:38.621756,77,0,0,,"(0.949999988079071, 0.0)","(42.79905319213867, -0.5285937786102295, 84.93585968017578, 63.32075500488281, 105.91763305664062, 42.6951789855957)"
2024/09/30/21:04:38.719619,78,0,0,,"(0.949999988079071, 0.0)","(43.39390182495117, -0.5285937786102295, 85.171142578125, 62.95890426635742, 106.1273193359375, 42.37267303466797)"
2024/09/30/21:04:38.824142,79,0,0,,"(0.949999988079071, 0.0)","(43.98884201049805, -0.5285937786102295, 85.40666198730469, 62.5967903137207, 106.33695983886719, 42.0503044128418)"
2024/09/30/21:04:38.923598,80,0,0,,"(0.949999988079071, 0.0)","(44.583656311035156, -0.5285937786102295, 85.64228820800781, 62.2343635559082, 106.54637145996094, 41.72802734375)"
2024/09/30/21:04:39.022822,81,0,0,,"(0.949999988079071, 0.0)","(45.178565979003906, -0.5285937786102295, 85.87816619873047, 61.871665954589844, 106.75574493408203, 41.4058952331543)"
2024/09/30/21:04:39.121839,82,0,0,,"(0.949999988079071, 0.0)","(45.773773193359375, -0.5285937786102295, 86.38700866699219, 61.92790985107422, 107.37869262695312, 41.3651237487793)"
2024/09/30/21:04:39.223220,83,0,0,,"(0.949999988079071, 0.0)","(46.36945724487305, -0.5285937786102295, 86.6231918334961, 61.56517791748047, 107.58865356445312, 41.04315185546875)"
2024/09/30/21:04:39.324214,84,0,0,,"(0.949999988079071, 0.0)","(46.965370178222656, -0.5285937786102295, 86.85972595214844, 61.20219802856445, 107.79867553710938, 40.72135925292969)"
2024/09/30/21:04:39.420059,85,0,0,,"(0.949999988079071, 0.0)","(47.561275482177734, -0.5285937786102295, 87.09644317626953, 60.83890914916992, 108.0085678100586, 40.39969253540039)"
2024/09/30/21:04:39.523796,86,0,0,,"(0.949999988079071, 0.0)","(48.15696716308594, -0.5285937786102295, 87.33323669433594, 60.475257873535156, 108.21814727783203, 40.07810592651367)"
2024/09/30/21:04:39.620044,87,0,0,,"(0.949999988079071, 0.0)","(48.75267028808594, -0.5285937786102295, 87.83980560302734, 60.53240966796875, 108.84202575683594, 40.03641128540039)"
2024/09/30/21:04:39.724736,88,0,0,,"(0.949999988079071, 0.0)","(49.34859848022461, -0.5285937786102295, 88.0765380859375, 60.168575286865234, 109.0517349243164, 39.71485900878906)"
2024/09/30/21:04:39.824319,89,0,0,,"(0.949999988079071, 0.0)","(49.944942474365234, -0.5285937786102295, 88.31375122070312, 59.80451965332031, 109.26166534423828, 39.39353561401367)"
2024/09/30/21:04:39.923819,90,0,0,,"(0.949999988079071, 0.0)","(50.541446685791016, -0.5285937786102295, 88.55127716064453, 59.4401741027832, 109.47159576416016, 39.0723876953125)"
2024/09/30/21:04:40.024397,91,0,0,,"(0.949999988079071, 0.0)","(51.13788986206055, -0.5285937786102295, 88.78897857666016, 59.07548141479492, 109.68133544921875, 38.751365661621094)"
2024/09/30/21:04:40.123237,92,0,0,,"(0.949999988079071, 0.0)","(51.732547760009766, -0.6092845797538757, 89.15515899658203, 57.3609504699707, 109.7385482788086, 36.75786209106445)"
2024/09/30/21:04:40.222086,93,0,0,,"(0.949999988079071, 0.0)","(52.32870101928711, -0.6092845797538757, 89.681640625, 57.40586471557617, 110.3848648071289, 36.679874420166016)"
2024/09/30/21:04:40.325202,94,0,0,,"(0.949999988079071, 0.0)","(52.92489242553711, -0.6087067723274231, 89.93428802490234, 57.03289794921875, 110.60936737060547, 36.33383560180664)"
2024/09/30/21:04:40.423552,95,0,0,,"(0.949999988079071, 0.0)","(53.521549224853516, -0.6083347201347351, 90.18898010253906, 56.65857696533203, 110.83465576171875, 35.98685073852539)"
2024/09/30/21:04:40.520314,96,0,0,,"(0.949999988079071, 0.0)","(54.11835861206055, -0.6081140041351318, 90.44429016113281, 56.283687591552734, 111.05996704101562, 35.63969802856445)"
2024/09/30/21:04:40.622815,97,0,0,,"(0.949999988079071, 0.0)","(54.71510696411133, -0.6081140041351318, 90.70018768310547, 55.908023834228516, 111.2851791381836, 35.2921257019043)"
2024/09/30/21:04:40.725127,98,0,0,,"(0.949999988079071, 0.0)","(55.311561584472656, -0.6081140041351318, 90.9560546875, 55.53207015991211, 111.5098876953125, 34.944644927978516)"
2024/09/30/21:04:40.825154,99,0,0,,"(0.949999988079071, 0.0)","(55.907962799072266, -0.6081140041351318, 91.2120361328125, 55.1558723449707, 111.73428344726562, 34.59730911254883)"
2024/09/30/21:04:40.920874,100,0,0,,"(0.949999988079071, 0.0)","(56.504520416259766, -0.6081140041351318, 91.73518371582031, 55.2022819519043, 112.38186645507812, 34.516265869140625)"
2024/09/30/21:04:41.024824,101,0,0,,"(0.949999988079071, 0.0)","(57.10143280029297, -0.6081140041351318, 91.99124908447266, 54.826087951660156, 112.60655975341797, 34.168758392333984)"
2024/09/30/21:04:41.123559,102,0,0,,"(0.949999988079071, 0.0)","(57.698455810546875, -0.6081140041351318, 92.24754333496094, 54.449676513671875, 112.8310775756836, 33.82143783569336)"
2024/09/30/21:04:41.223081,103,0,0,,"(0.7382886409759521, 0.5978543758392334)","(58.29536819458008, -0.6081140041351318, 92.5039291381836, 54.073001861572266, 113.05522155761719, 33.47425842285156)"
2024/09/30/21:04:41.324335,104,0,0,,"(0.7382886409759521, 0.5978543758392334)","(58.8919792175293, -0.6081140041351318, 92.76028442382812, 53.696006774902344, 113.2788314819336, 33.12717819213867)"
2024/09/30/21:04:41.423885,105,0,0,,"(0.7382886409759521, 0.5978543758392334)","(59.48851776123047, -0.6081140041351318, 93.01676940917969, 53.318748474121094, 113.5020980834961, 32.78025817871094)"
2024/09/30/21:04:41.524407,106,0,0,,"(0.7382886409759521, 0.5978543758392334)","(60.085201263427734, -0.6081140041351318, 93.53691101074219, 53.36625671386719, 114.1509017944336, 32.69578170776367)"
2024/09/30/21:04:41.622937,107,0,0,,"(0.7218942046165466, 0.6175506114959717)","(60.6766242980957, -0.6000332832336426, 93.79178619384766, 52.99460983276367, 114.3714370727539, 32.35245895385742)"
2024/09/30/21:04:41.724736,108,0,0,,"(0.7253106236457825, 0.6135344505310059)","(61.262821197509766, -0.5766992568969727, 94.04708099365234, 52.63460159301758, 114.59062194824219, 32.01771545410156)"
2024/09/30/21:04:41.821861,109,0,0,,"(0.7181445360183716, 0.6219070553779602)","(61.842529296875, -0.5310186147689819, 94.30362701416016, 52.292057037353516, 114.80890655517578, 31.695722579956055)"
2024/09/30/21:04:41.923688,110,0,0,,"(0.7105820775032043, 0.6305339932441711)","(62.417266845703125, -0.4595448076725006, 94.56317901611328, 51.970314025878906, 115.02831268310547, 31.38897132873535)"
2024/09/30/21:04:42.023162,111,0,0,,"(0.7380032539367676, 0.598206639289856)","(62.98554992675781, -0.36144116520881653, 94.82498168945312, 51.66980743408203, 115.24766540527344, 31.097604751586914)"
2024/09/30/21:04:42.124574,112,0,0,,"(0.7179205417633057, 0.6221656203269958)","(63.54158401489258, -0.24494467675685883, 95.08344268798828, 51.3821907043457, 115.46003723144531, 30.81507110595703)"
2024/09/30/21:04:42.224274,113,0,0,,"(0.7341881394386292, 0.6028829216957092)","(64.09239959716797, -0.11157692968845367, 95.3426513671875, 51.10777282714844, 115.67106628417969, 30.5419979095459)"
2024/09/30/21:04:42.323721,114,0,0,,"(0.719124436378479, 0.6207737326622009)","(64.63905334472656, 0.03779789060354233, 95.60307312011719, 50.8460578918457, 115.88139343261719, 30.278047561645508)"
2024/09/30/21:04:42.423376,115,0,0,,"(0.7284293174743652, 0.6098284721374512)","(65.18118286132812, 0.2061900794506073, 95.86518096923828, 50.59956741333008, 116.09130096435547, 30.024974822998047)"
2024/09/30/21:04:42.524945,116,0,0,,"(0.7317693829536438, 0.6058164834976196)","(65.716064453125, 0.3961590826511383, 96.38777160644531, 50.79701614379883, 116.73123168945312, 30.034866333007812)"
2024/09/30/21:04:42.624001,117,0,0,,"(0.7066658735275269, 0.6349199414253235)","(66.24180603027344, 0.6061672568321228, 96.64940643310547, 50.58244323730469, 116.93536376953125, 29.802282333374023)"
2024/09/30/21:04:42.722753,118,0,0,,"(0.7126979231834412, 0.628141462802887)","(66.75857543945312, 0.8370106220245361, 96.91040802001953, 50.38362503051758, 117.13534545898438, 29.58038330078125)"
2024/09/30/21:04:42.822183,119,0,0,,"(0.7276198267936707, 0.6107940673828125)","(67.26446533203125, 1.0835275650024414, 97.16839599609375, 50.19569396972656, 117.32823181152344, 29.365489959716797)"
2024/09/30/21:04:42.923434,120,0,0,,"(0.734874427318573, 0.6020461916923523)","(67.76168060302734, 1.3495736122131348, 97.42565155029297, 50.02244567871094, 117.51665496826172, 29.160404205322266)"
2024/09/30/21:04:43.023330,121,0,0,,"(0.7173306941986084, 0.6228455901145935)","(68.24773406982422, 1.6305890083312988, 97.67957305908203, 49.8593864440918, 117.69730377197266, 28.961706161499023)"
2024/09/30/21:04:43.121789,122,0,0,,"(0.7187109589576721, 0.6212524175643921)","(68.72183990478516, 1.9319372177124023, 97.93091583251953, 49.71090316772461, 117.87046813964844, 28.77242660522461)"
2024/09/30/21:04:43.222647,123,0,0,,"(0.7312502861022949, 0.606442928314209)","(69.18144226074219, 2.247589111328125, 98.17667388916016, 49.571224212646484, 118.03242492675781, 28.588266372680664)"
2024/09/30/21:04:43.321813,124,0,0,,"(0.7340657711029053, 0.6030318737030029)","(69.62843322753906, 2.5830094814300537, 98.41931915283203, 49.445411682128906, 118.185791015625, 28.412899017333984)"
2024/09/30/21:04:43.422437,125,0,0,,"(0.7169056534767151, 0.6233347654342651)","(70.06011962890625, 2.930415391921997, 98.65532684326172, 49.32614517211914, 118.32630920410156, 28.240978240966797)"
2024/09/30/21:04:43.522933,126,0,0,,"(0.7410737872123718, 0.5943984985351562)","(70.47985076904297, 3.285245180130005, 98.88572692871094, 49.21025085449219, 118.45579528808594, 28.07049560546875)"
2024/09/30/21:04:43.619956,127,0,0,,"(0.7406817078590393, 0.5948870778083801)","(70.89175415039062, 3.644602060317993, 99.1124267578125, 49.096153259277344, 118.57713317871094, 27.9006290435791)"
2024/09/30/21:04:43.724895,128,0,0,,"(0.7149568796157837, 0.6255690455436707)","(71.299560546875, 4.005565166473389, 99.33708953857422, 48.98219299316406, 118.69290924072266, 27.730464935302734)"
2024/09/30/21:04:43.822760,129,0,0,,"(0.7279357314109802, 0.6104175448417664)","(71.7072525024414, 4.365328311920166, 99.56155395507812, 48.86687469482422, 118.8060073852539, 27.559223175048828)"
2024/09/30/21:04:43.923831,130,0,0,,"(0.7470605373382568, 0.5868565440177917)","(72.11869049072266, 4.720702648162842, 99.78752899169922, 48.74836730957031, 118.91921997070312, 27.3858699798584)"
2024/09/30/21:04:44.024783,131,0,0,,"(0.7332537174224854, 0.604019045829773)","(72.5384292602539, 5.073225498199463, 100.0182876586914, 48.629024505615234, 119.03694152832031, 27.212291717529297)"
2024/09/30/21:04:44.126181,132,0,0,,"(0.7375943064689636, 0.5987107753753662)","(72.96284484863281, 5.4250922203063965, 100.25205993652344, 48.50988006591797, 119.15633392333984, 27.039018630981445)"
2024/09/30/21:04:44.223201,133,0,0,,"(0.7327011823654175, 0.6046891212463379)","(73.38867950439453, 5.779297351837158, 100.48750305175781, 48.39271926879883, 119.27499389648438, 26.86711883544922)"
2024/09/30/21:04:44.323826,134,0,0,,"(0.7262762188911438, 0.6123911142349243)","(73.8154525756836, 6.137585639953613, 100.72473907470703, 48.27889633178711, 119.39274597167969, 26.697505950927734)"
2024/09/30/21:04:44.423058,135,0,0,,"(0.7559372782707214, 0.5753771066665649)","(74.24408721923828, 6.498830318450928, 100.964111328125, 48.16764831542969, 119.51012420654297, 26.529705047607422)"
2024/09/30/21:04:44.523735,136,0,0,,"(0.7286321520805359, 0.6095860600471497)","(74.67594146728516, 6.860983371734619, 101.20600128173828, 48.05753707885742, 119.6279067993164, 26.36280632019043)"
2024/09/30/21:04:44.623681,137,0,0,,"(0.7322446703910828, 0.6052418947219849)","(75.1115951538086, 7.2238993644714355, 101.45075988769531, 47.94856262207031, 119.74652099609375, 26.19684600830078)"
2024/09/30/21:04:44.724409,138,0,0,,"(0.7325599193572998, 0.6048603057861328)","(75.54976654052734, 7.588082313537598, 101.69770812988281, 47.84084701538086, 119.86485290527344, 26.031864166259766)"
2024/09/30/21:04:44.823816,139,0,0,,"(0.7613077759742737, 0.5682520866394043)","(75.98931884765625, 7.954155445098877, 101.94627380371094, 47.73463439941406, 119.98186492919922, 25.86800193786621)"
2024/09/30/21:04:44.923506,140,0,0,,"(0.7611860632896423, 0.5684151649475098)","(76.43035125732422, 8.321455001831055, 102.4704818725586, 48.04753875732422, 120.56199645996094, 25.889846801757812)"
2024/09/30/21:04:45.023017,141,0,0,,"(0.7623236775398254, 0.5668885111808777)","(76.87332153320312, 8.689528465270996, 102.72319793701172, 47.94234848022461, 120.6778564453125, 25.723674774169922)"
2024/09/30/21:04:45.123424,142,0,0,,"(0.7628947496414185, 0.5661197304725647)","(77.31816101074219, 9.058539390563965, 102.97767639160156, 47.83790588378906, 120.79244232177734, 25.55815315246582)"
